path,size_MB,suffix
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_0_1000_hh4b_candidates.parquet,0.016998,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_1_1000_event_summary.parquet,0.034121,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_1_1000_hh4b_candidates.parquet,0.017342,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_2_1000_event_summary.parquet,0.034018,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_2_1000_hh4b_candidates.parquet,0.016465,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_3_1000_event_summary.parquet,0.034099,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_3_1000_hh4b_candidates.parquet,0.016452,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_4_1000_event_summary.parquet,0.034028,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_4_1000_hh4b_candidates.parquet,0.017441,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_5_1000_event_summary.parquet,0.034007,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_5_1000_hh4b_candidates.parquet,0.014949,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_6_1000_event_summary.parquet,0.034027,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_6_1000_hh4b_candidates.parquet,0.017683,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_7_1000_event_summary.parquet,0.034085,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_7_1000_hh4b_candidates.parquet,0.015936,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_8_1000_event_summary.parquet,0.033996,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_8_1000_hh4b_candidates.parquet,0.017008,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_9_1000_event_summary.parquet,0.033998,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_9_1000_hh4b_candidates.parquet,0.016941,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_merged_10k_event_summary.parquet,0.19448,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_merged_10k_hh4b_candidates.parquet,0.079675,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_0_1000_event_summary.parquet,0.034008,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_0_1000_hh4b_candidates.parquet,0.017415,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_1_1000_event_summary.parquet,0.034066,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_1_1000_hh4b_candidates.parquet,0.016215,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_2_1000_event_summary.parquet,0.033977,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_2_1000_hh4b_candidates.parquet,0.017091,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_3_1000_event_summary.parquet,0.033994,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_3_1000_hh4b_candidates.parquet,0.017264,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_4_1000_event_summary.parquet,0.034062,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_4_1000_hh4b_candidates.parquet,0.017944,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_5_1000_event_summary.parquet,0.034079,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_5_1000_hh4b_candidates.parquet,0.017259,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_6_1000_event_summary.parquet,0.034001,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_6_1000_hh4b_candidates.parquet,0.018785,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_7_1000_event_summary.parquet,0.033896,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_7_1000_hh4b_candidates.parquet,0.017693,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_8_1000_event_summary.parquet,0.033969,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_8_1000_hh4b_candidates.parquet,0.017018,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_9_1000_event_summary.parquet,0.034024,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_9_1000_hh4b_candidates.parquet,0.017021,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_merged_10k_event_summary.parquet,0.194527,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_merged_10k_hh4b_candidates.parquet,0.078979,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_event_summary.parquet,0.034021,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_hh4b_candidates.parquet,0.015936,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_1_1000_event_summary.parquet,0.034039,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_1_1000_hh4b_candidates.parquet,0.016025,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_2_1000_event_summary.parquet,0.034016,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_2_1000_hh4b_candidates.parquet,0.016915,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_3_1000_event_summary.parquet,0.033822,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_3_1000_hh4b_candidates.parquet,0.018286,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_4_1000_event_summary.parquet,0.034103,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_4_1000_hh4b_candidates.parquet,0.01777,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_5_1000_event_summary.parquet,0.034056,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_5_1000_hh4b_candidates.parquet,0.016975,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_6_1000_event_summary.parquet,0.034025,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_6_1000_hh4b_candidates.parquet,0.017325,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_7_1000_event_summary.parquet,0.034034,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_7_1000_hh4b_candidates.parquet,0.017951,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_8_1000_event_summary.parquet,0.033946,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_8_1000_hh4b_candidates.parquet,0.017763,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_9_1000_event_summary.parquet,0.034028,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_9_1000_hh4b_candidates.parquet,0.017782,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht100to200_10000_event_summary.parquet,0.244832,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht100to200_10000_hh4b_candidates.parquet,0.024749,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht100to200_2000_event_summary.parquet,0.057425,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht100to200_2000_hh4b_candidates.parquet,0.01314,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht200to400_10000_event_summary.parquet,0.245681,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht200to400_10000_hh4b_candidates.parquet,0.07604,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht200to400_2000_event_summary.parquet,0.057257,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht200to400_2000_hh4b_candidates.parquet,0.02135,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht400to600_10000_event_summary.parquet,0.245634,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht400to600_10000_hh4b_candidates.parquet,0.159266,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht400to600_2000_event_summary.parquet,0.057806,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht400to600_2000_hh4b_candidates.parquet,0.039712,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht600plus_10000_event_summary.parquet,0.245463,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht600plus_10000_hh4b_candidates.parquet,0.198792,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht600plus_2000_event_summary.parquet,0.057622,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_iht600plus_2000_hh4b_candidates.parquet,0.047199,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_presel_100k_merged_event_summary.parquet,1.959857,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_presel_100k_merged_hh4b_candidates.parquet,0.408944,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_presel_10k_event_summary.parquet,0.245417,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_presel_10k_hh4b_candidates.parquet,0.049556,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb25_2000_event_summary.parquet,0.0577,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb25_2000_hh4b_candidates.parquet,0.017,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb25to40_2000_event_summary.parquet,0.056707,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb25to40_2000_hh4b_candidates.parquet,0.01127,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb40_2000_event_summary.parquet,0.057664,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb40_2000_hh4b_candidates.parquet,0.034723,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb40to60_2000_event_summary.parquet,0.057214,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb40to60_2000_hh4b_candidates.parquet,0.023697,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb60_2000_event_summary.parquet,0.057687,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb60_2000_hh4b_candidates.parquet,0.048284,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb60to80_2000_event_summary.parquet,0.057715,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb60to80_2000_hh4b_candidates.parquet,0.036498,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb80_2000_event_summary.parquet,0.057638,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb80_2000_hh4b_candidates.parquet,0.055633,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb80plus_2000_event_summary.parquet,0.057623,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/qcd_bbbb_ptb80plus_2000_hh4b_candidates.parquet,0.056906,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/ttbar_100k_merged_event_summary.parquet,2.012034,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/ttbar_100k_merged_hh4b_candidates.parquet,0.047243,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/ttbar_10k_event_summary.parquet,0.249645,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/ttbar_10k_hh4b_candidates.parquet,0.013438,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/ttbb_10k_merged_event_summary.parquet,0.228275,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/ttbb_10k_merged_hh4b_candidates.parquet,0.142009,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/zbbbb_presel_100k_merged_event_summary.parquet,1.959588,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/zbbbb_presel_100k_merged_hh4b_candidates.parquet,0.362505,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/zbbbb_presel_10k_event_summary.parquet,0.245051,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/parquet/zbbbb_presel_10k_hh4b_candidates.parquet,0.043227,.parquet
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/lhe_to_hepmc3.cc,0.001872,.cc
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/plot_qcd_iht_importance_sampling.py,0.005419,.py
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/reconstruct_hh4b_candidates.py,0.005008,.py
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh,0.002054,.sh
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_local_background_sample.sh,0.003779,.sh
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_storage_safe_local_campaign.sh,0.004264,.sh
data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/summarize_qcd_iht_closure.py,0.003195,.py
