label,n_selected_total,n_valid4,n_excluded_fewer_than_4_real_jets,n_flag,population_type,process,model,epsS,n_selected_jets_n,n_selected_jets_mean,n_selected_jets_median,n_selected_jets_std,n_selected_jets_min,n_selected_jets_max,HT_n,HT_mean,HT_median,HT_std,HT_min,HT_max,leading_jet_pt_n,leading_jet_pt_mean,leading_jet_pt_median,leading_jet_pt_std,leading_jet_pt_min,leading_jet_pt_max,probB_leading4_mean_n,probB_leading4_mean_mean,probB_leading4_mean_median,probB_leading4_mean_std,probB_leading4_mean_min,probB_leading4_mean_max,probC_leading4_mean_n,probC_leading4_mean_mean,probC_leading4_mean_median,probC_leading4_mean_std,probC_leading4_mean_min,probC_leading4_mean_max,probL_leading4_mean_n,probL_leading4_mean_mean,probL_leading4_mean_median,probL_leading4_mean_std,probL_leading4_mean_min,probL_leading4_mean_max,n_real_jet_slots_n,n_real_jet_slots_mean,n_real_jet_slots_median,n_real_jet_slots_std,n_real_jet_slots_min,n_real_jet_slots_max,m_bb1_n,m_bb1_mean,m_bb1_median,m_bb1_std,m_bb1_min,m_bb1_max,m_bb2_n,m_bb2_mean,m_bb2_median,m_bb2_std,m_bb2_min,m_bb2_max,R_HH_n,R_HH_mean,R_HH_median,R_HH_std,R_HH_min,R_HH_max,mass_asymmetry_n,mass_asymmetry_mean,mass_asymmetry_median,mass_asymmetry_std,mass_asymmetry_min,mass_asymmetry_max,deltaR_bb1_n,deltaR_bb1_mean,deltaR_bb1_median,deltaR_bb1_std,deltaR_bb1_min,deltaR_bb1_max,deltaR_bb2_n,deltaR_bb2_mean,deltaR_bb2_median,deltaR_bb2_std,deltaR_bb2_min,deltaR_bb2_max,deltaR_bb_max_n,deltaR_bb_max_mean,deltaR_bb_max_median,deltaR_bb_max_std,deltaR_bb_max_min,deltaR_bb_max_max,deltaR_bb_min_n,deltaR_bb_min_mean,deltaR_bb_min_median,deltaR_bb_min_std,deltaR_bb_min_min,deltaR_bb_min_max,pT_pair1_n,pT_pair1_mean,pT_pair1_median,pT_pair1_std,pT_pair1_min,pT_pair1_max,pT_pair2_n,pT_pair2_mean,pT_pair2_median,pT_pair2_std,pT_pair2_min,pT_pair2_max,m_HH_n,m_HH_mean,m_HH_median,m_HH_std,m_HH_min,m_HH_max
KF_epsS0.5_ttbar,93,93,0,LIMITED,model_survivors,ttbar,KF,0.5,93,5.26881742477417,5.0,1.1466622352600098,4.0,9.0,93,679.5162353515625,643.572998046875,264.5398864746094,332.81219482421875,1600.52685546875,93,241.8795928955078,218.11083984375,121.63563537597656,80.84292602539062,795.6629028320312,93,0.6737349629402161,0.7051519751548767,0.12107114493846893,0.35064488649368286,0.9798135757446289,93,0.12445583194494247,0.09178613871335983,0.1039038673043251,0.005511420778930187,0.4007294476032257,93,0.20180918276309967,0.2299741804599762,0.12967707216739655,0.0014963813591748476,0.49660465121269226,93,5.26881742477417,5.0,1.1466622352600098,4.0,9.0,93,173.43895721435547,149.76231384277344,110.84570789110829,57.25719451904297,857.27734375,93,198.6781737624958,161.24456787109375,122.540797779797,56.93251037597656,854.5787963867188,93,128.45860578680552,75.03950500488281,136.29457514919838,4.053591728210449,805.4468994140625,93,0.2300836341806776,0.20638230956037917,0.16168421766233576,0.007331205252975151,0.7205952737574086,93,1.2309945379534075,1.0044533014297485,0.6440905247552562,0.46340590715408325,3.379667043685913,93,1.692859088861814,1.5480291843414307,0.8518650515477427,0.5203792452812195,4.21056604385376,93,1.8595630526542664,1.785851240158081,0.7992927730312627,0.5944474339485168,4.21056604385376,93,1.0642905741609552,0.9097402691841125,0.5404516696952639,0.46340590715408325,3.00813889503479,93,286.4450351345924,262.3043212890625,127.17665615628194,49.10688781738281,657.521728515625,93,223.0662782320412,210.2248992919922,118.337803262748,16.33304214477539,569.0146484375,93,695.088623046875,631.294677734375,318.4843444824219,317.18359375,2111.061279296875
KF_epsS0.5_combined_background,917,917,0,ok,model_survivors,combined_background,KF,0.5,917,4.683751583099365,4.0,0.8303720951080322,4.0,9.0,917,541.2975463867188,483.41778564453125,198.06234741210938,330.1241760253906,1670.15478515625,917,199.9165802001953,174.72389221191406,92.15354919433594,80.7197036743164,823.5829467773438,917,0.7509174346923828,0.7474853992462158,0.13572846353054047,0.32107964158058167,0.9989214539527893,917,0.08388285338878632,0.04561113193631172,0.08966618776321411,0.0002253935526823625,0.4986375570297241,917,0.1651996523141861,0.21957331895828247,0.12958845496177673,0.0004209495091345161,0.49660465121269226,917,4.683751583099365,4.0,0.8303720951080322,4.0,9.0,917,164.67637196231954,143.5633087158203,98.46925485011967,43.027244567871094,1141.6678466796875,917,169.67897316153721,154.88160705566406,91.86205847434164,34.88820266723633,854.5787963867188,917,110.10986604035355,79.17379760742188,97.88296349108894,4.053591728210449,1124.9783935546875,917,0.24659303156345594,0.21814302692315812,0.17539345418917274,0.0007124437017838934,0.7923680451721885,917,1.4382943272785635,1.3181288242340088,0.7436184710418025,0.4028782248497009,4.074068546295166,917,1.749927003127538,1.7245333194732666,0.8298323426078353,0.4142799973487854,4.21056604385376,917,1.985259258402603,1.9998198747634888,0.745039046591445,0.4523957371711731,4.21056604385376,917,1.2029620720034988,1.0105485916137695,0.6550343386198048,0.4028782248497009,3.3368120193481445,917,229.72541583403375,214.2457275390625,102.93982822776164,26.041746139526367,708.7770385742188,917,179.14606428770358,164.96792602539062,95.5995262006165,1.9709064960479736,700.0580444335938,917,603.7224731445312,531.8087158203125,244.7290802001953,266.0173034667969,2810.924560546875
KF_epsS0.4_qcd,398,398,0,ok,model_survivors,qcd,KF,0.4,398,4.577889442443848,4.0,0.7586774826049805,4.0,7.0,398,534.2478637695312,472.589111328125,191.81072998046875,331.2149963378906,1393.5084228515625,398,197.0426025390625,171.24851989746094,89.62061309814453,80.7197036743164,608.0580444335938,398,0.7991555333137512,0.7639630436897278,0.1326264590024948,0.43191593885421753,0.9989214539527893,398,0.07904402911663055,0.04401042312383652,0.08206000924110413,0.0002253935526823625,0.4149227738380432,398,0.12180038541555405,0.09471732378005981,0.12233103811740875,0.0005280905752442777,0.4820294678211212,398,4.577889442443848,4.0,0.7586774826049805,4.0,7.0,398,164.08994909506947,142.97535705566406,102.09041178222276,43.027244567871094,1141.6678466796875,398,162.3291959043723,151.87913513183594,89.07291817986798,34.88820266723633,606.6253051757812,398,106.2470684746402,74.82540893554688,99.94743750348273,8.493042945861816,1124.9783935546875,398,0.23638700319766665,0.21002718467345757,0.17289331191460738,0.0007124437017838934,0.7923680451721885,398,1.4271194802307003,1.34027099609375,0.7335859387480909,0.4028782248497009,3.6836800575256348,398,1.6778116295086078,1.6227341294288635,0.8091627529038521,0.4150519371032715,3.4609835147857666,398,1.9118453023870985,1.858161985874176,0.731766677638047,0.4523957371711731,3.6836800575256348,398,1.1930858073522097,0.9927797317504883,0.6561447178159837,0.4028782248497009,3.2743020057678223,398,228.84927125672,215.14664459228516,101.17799637080104,35.24919509887695,656.85791015625,398,180.30485823406048,167.12718200683594,91.79835683710373,5.876049995422363,561.3353881835938,398,591.169921875,512.988037109375,252.2278289794922,277.0565185546875,2810.924560546875
KF_epsS0.4_ttbar,43,43,0,LIMITED,model_survivors,ttbar,KF,0.4,43,5.139534950256348,5.0,1.090794324874878,4.0,8.0,43,697.81201171875,670.1502685546875,263.57708740234375,332.81219482421875,1600.52685546875,43,263.8302917480469,251.99533081054688,142.92356872558594,96.70172119140625,795.6629028320312,43,0.7165176868438721,0.7413684129714966,0.0989469587802887,0.46719256043434143,0.9798135757446289,43,0.09522250294685364,0.060051098465919495,0.08678196370601654,0.005511420778930187,0.3530394732952118,43,0.1882598102092743,0.2255382537841797,0.11594802141189575,0.0014963813591748476,0.4677882790565491,43,5.139534950256348,5.0,1.090794324874878,4.0,8.0,43,175.42328040544376,151.5488739013672,124.35389150046993,57.25719451904297,857.27734375,43,188.7890291435774,161.40975952148438,86.06921015043706,58.88166809082031,398.306884765625,43,119.59864405698555,83.5691909790039,123.20515911622235,4.053591728210449,733.1737670898438,43,0.2142653962788067,0.16493613596148357,0.1831731167990943,0.007331205252975151,0.7205952737574086,43,1.1743875132050625,0.9711212515830994,0.5431365100206175,0.5299000144004822,2.5984864234924316,43,1.6256444994793382,1.4781240224838257,0.8077814218189922,0.5203792452812195,3.1564242839813232,43,1.8046563475631003,1.7751940488815308,0.7405420502931432,0.6322178840637207,3.1564242839813232,43,0.9953756651213003,0.9097402691841125,0.4164785565246484,0.5203792452812195,2.2802023887634277,43,302.8246681745662,271.9022521972656,139.32693571372437,75.32274627685547,657.521728515625,43,243.1915995575661,221.39566040039062,131.94271191048654,16.33304214477539,569.0146484375,43,716.5154418945312,665.8523559570312,333.0667724609375,319.0378112792969,2111.061279296875
KF_epsS0.4_combined_background,441,441,0,ok,model_survivors,combined_background,KF,0.4,441,4.63265323638916,4.0,0.814396858215332,4.0,8.0,441,550.1962890625,484.0085144042969,205.7479705810547,331.2149963378906,1600.52685546875,441,203.55477905273438,173.855224609375,98.1478042602539,80.7197036743164,795.6629028320312,441,0.7910979986190796,0.7581970691680908,0.1320236623287201,0.43191593885421753,0.9989214539527893,441,0.08062151819467545,0.045805614441633224,0.08267173916101456,0.0002253935526823625,0.4149227738380432,441,0.12828055024147034,0.11465215682983398,0.12330959737300873,0.0005280905752442777,0.4820294678211212,441,4.63265323638916,4.0,0.814396858215332,4.0,8.0,441,165.1950131457409,143.85488891601562,104.52427406040954,43.027244567871094,1141.6678466796875,441,164.90917964424946,152.822509765625,89.13079715807763,34.88820266723633,606.6253051757812,441,107.54892278312285,75.03950500488281,102.52430790533195,4.053591728210449,1124.9783935546875,441,0.2342300211171429,0.20367553342511827,0.17404614330849624,0.0007124437017838934,0.7923680451721885,441,1.4024766807247993,1.284485101699829,0.7211521880280014,0.4028782248497009,3.6836800575256348,441,1.6727250385987245,1.6175791025161743,0.809176159918542,0.4150519371032715,3.4609835147857666,441,1.9013937716446225,1.8450746536254883,0.7333166461610131,0.4523957371711731,3.6836800575256348,441,1.1738079476789012,0.978743851184845,0.6394526991029852,0.4028782248497009,3.2743020057678223,441,236.06229181787054,219.63265991210938,107.76437556962668,35.24919509887695,657.521728515625,441,186.43667201390343,175.97735595703125,98.23817547863048,5.876049995422363,569.0146484375,441,603.391845703125,516.88330078125,263.84637451171875,277.0565185546875,2810.924560546875
SPANET2M_epsS0.5_qcd,665,665,0,ok,model_survivors,qcd,SPANET2M,0.5,665,4.5518798828125,4.0,0.7176194190979004,4.0,8.0,665,532.2032470703125,478.7148742675781,182.29388427734375,331.2149963378906,1670.15478515625,665,197.83082580566406,173.96072387695312,85.2635498046875,80.7197036743164,823.5829467773438,665,0.7567591071128845,0.7475346922874451,0.13145624101161957,0.3950514495372772,0.9989214539527893,665,0.08019018918275833,0.04403083398938179,0.08574535697698593,0.0002253935526823625,0.4986375570297241,665,0.16305066645145416,0.22282840311527252,0.12644387781620026,0.0004209495091345161,0.486220121383667,665,4.5518798828125,4.0,0.7176194190979004,4.0,8.0,665,160.34387750267086,139.9834747314453,98.91344737444432,43.027244567871094,1141.6678466796875,665,163.24969208222583,151.7821502685547,90.76111647048994,34.88820266723633,665.533203125,665,106.36668631546479,76.03653717041016,97.05568994832834,5.422399520874023,1124.9783935546875,665,0.25286624905960686,0.2205079322355312,0.17703977787632935,0.0014519755757237361,0.7923680451721885,665,1.385027548648361,1.2436801195144653,0.71821791540315,0.4028782248497009,4.1807074546813965,665,1.6642325490489043,1.5984584093093872,0.8130209007463968,0.40536171197891235,3.530712604522705,665,1.912913254284321,1.869476079940796,0.7391282648634845,0.4523957371711731,4.1807074546813965,665,1.1363468434129442,0.9558772444725037,0.6066130463598117,0.4028782248497009,3.2043683528900146,665,230.55765595400243,219.1596221923828,93.46653841187084,35.24919509887695,708.7770385742188,665,181.91761026920233,168.2607421875,87.1900898566309,3.383859872817993,700.0580444335938,665,599.9789428710938,526.732666015625,247.11854553222656,309.6944274902344,2810.924560546875
SPANET2M_epsS0.5_ttbar,86,86,0,LIMITED,model_survivors,ttbar,SPANET2M,0.5,86,5.081395149230957,5.0,1.0698305368423462,4.0,9.0,86,671.4240112304688,602.3228759765625,259.61663818359375,332.81219482421875,1600.52685546875,86,252.53370666503906,215.4714813232422,132.03585815429688,96.70172119140625,795.6629028320312,86,0.6642471551895142,0.7048894762992859,0.1271611750125885,0.32504352927207947,0.9406692385673523,86,0.12386319786310196,0.1054915189743042,0.1033492162823677,0.005511420778930187,0.40180888772010803,86,0.21188963949680328,0.23560300469398499,0.1367468237876892,0.0018653991864994168,0.5157756805419922,86,5.081395149230957,5.0,1.0698305368423462,4.0,9.0,86,166.80986794760062,145.98116302490234,104.32419782881536,57.25719451904297,857.27734375,86,183.31094981348792,156.508544921875,98.74607085004068,56.93251037597656,500.8680114746094,86,114.06463525461596,68.54628372192383,113.0124574173764,4.053591728210449,733.1737670898438,86,0.22163278225757024,0.18502196995437453,0.1578298224346763,0.007331205252975151,0.6833753578959246,86,1.2527223569016124,0.9467445015907288,0.7459386962117038,0.46340590715408325,3.379667043685913,86,1.6453784752723783,1.5675029754638672,0.8309011315196714,0.4546905755996704,3.236955165863037,86,1.8170382255731627,1.7933066487312317,0.8139983207967608,0.5606492757797241,3.379667043685913,86,1.081062606600828,0.8492046296596527,0.6248898466072909,0.4546905755996704,3.0963854789733887,86,291.19608896832136,267.2966766357422,136.87700482989726,44.07479476928711,657.521728515625,86,225.76070075811342,205.77438354492188,126.74295398514614,16.33304214477539,610.492431640625,86,684.224365234375,617.1578979492188,316.1418762207031,317.18359375,2111.061279296875
SPANET2M_epsS0.5_combined_background,751,751,0,ok,model_survivors,combined_background,SPANET2M,0.5,751,4.6125168800354,4.0,0.7845396399497986,4.0,9.0,751,548.14599609375,491.9002990722656,197.76087951660156,331.2149963378906,1670.15478515625,751,204.09507751464844,176.156982421875,93.4728775024414,80.7197036743164,823.5829467773438,751,0.7461652159690857,0.7459561228752136,0.13424372673034668,0.32504352927207947,0.9989214539527893,751,0.08519136160612106,0.0484367273747921,0.08903293311595917,0.0002253935526823625,0.4986375570297241,751,0.16864341497421265,0.2255675494670868,0.12860964238643646,0.0004209495091345161,0.5157756805419922,751,4.6125168800354,4.0,0.7845396399497986,4.0,9.0,751,161.08432381194376,140.84165954589844,99.56925685729895,43.027244567871094,1141.6678466796875,751,165.5469865760854,152.26939392089844,91.93297879257213,34.88820266723633,665.533203125,751,107.24820909677904,75.51429748535156,99.04376625690888,4.053591728210449,1124.9783935546875,751,0.24928958042448676,0.2182390910385583,0.1752294300818647,0.0014519755757237361,0.7923680451721885,751,1.3698767543870822,1.1871024370193481,0.7226754456764646,0.4028782248497009,4.1807074546813965,751,1.6620734939959332,1.5970934629440308,0.8151104346878132,0.40536171197891235,3.530712604522705,751,1.9019342230337755,1.8621058464050293,0.748704654540697,0.4523957371711731,4.1807074546813965,751,1.13001602534924,0.9343060255050659,0.6089883218506561,0.4028782248497009,3.2043683528900146,751,237.50160434179395,225.1385498046875,101.26157983653509,35.24919509887695,708.7770385742188,751,186.93825711613488,175.5115966796875,93.62694298398924,3.383859872817993,700.0580444335938,751,609.626220703125,532.4967651367188,257.3699951171875,309.6944274902344,2810.924560546875
SPANET2M_epsS0.4_qcd,318,318,0,ok,model_survivors,qcd,SPANET2M,0.4,318,4.509433746337891,4.0,0.6947052478790283,4.0,7.0,318,541.01123046875,485.4432373046875,193.76084899902344,331.7065124511719,1670.15478515625,318,199.74237060546875,172.15887451171875,92.0205078125,80.7197036743164,823.5829467773438,318,0.8004118800163269,0.7611005306243896,0.1316625326871872,0.45891058444976807,0.9989214539527893,318,0.07412438094615936,0.045204680413007736,0.07611774653196335,0.0002253935526823625,0.36153167486190796,318,0.12546373903751373,0.11819563806056976,0.12104462832212448,0.0004209495091345161,0.4811633229255676,318,4.509433746337891,4.0,0.6947052478790283,4.0,7.0,318,157.62220680188832,139.95809936523438,85.97533930648774,43.027244567871094,548.853759765625,318,154.70469743500715,143.51181030273438,87.1136500898059,43.8867073059082,665.533203125,318,97.6491125409708,72.4740104675293,85.97543581913236,7.597925662994385,565.6876220703125,318,0.23672149497019374,0.21131008978984023,0.1728285768463327,0.0014519755757237361,0.7186214150862575,318,1.3320254332989268,1.1632935404777527,0.6805448582443578,0.4028782248497009,3.4865362644195557,318,1.561709316927682,1.444122850894928,0.7929416045534816,0.4177318513393402,3.4609835147857666,318,1.7935044542423584,1.680223524570465,0.7219818349107705,0.4523957371711731,3.4865362644195557,318,1.1002302959842503,0.9202277064323425,0.5972459596503853,0.4028782248497009,2.8477861881256104,318,237.890401216423,226.87686920166016,102.28213058670545,35.24919509887695,708.7770385742188,318,191.0945925922514,179.61029052734375,97.38456588765898,21.642168045043945,700.0580444335938,318,599.2650756835938,524.3482666015625,242.62008666992188,313.4013977050781,1768.8778076171875
SPANET2M_epsS0.4_ttbar,42,42,0,LIMITED,model_survivors,ttbar,SPANET2M,0.4,42,5.023809432983398,5.0,1.0575824975967407,4.0,9.0,42,700.5494995117188,656.5595092773438,270.20697021484375,332.81219482421875,1600.52685546875,42,268.65692138671875,251.4744415283203,140.51077270507812,96.70172119140625,795.6629028320312,42,0.6727238297462463,0.7215788960456848,0.1284606009721756,0.32504352927207947,0.933106541633606,42,0.1173284724354744,0.10764932632446289,0.09322027862071991,0.005511420778930187,0.3484687805175781,42,0.20994772017002106,0.2338276505470276,0.13612258434295654,0.0018653991864994168,0.5157756805419922,42,5.023809432983398,5.0,1.0575824975967407,4.0,9.0,42,177.2762365795317,158.40390014648438,120.91539027717539,57.25719451904297,857.27734375,42,197.35293669927688,159.14910125732422,93.5114211163015,69.5862808227539,410.32891845703125,42,126.64460300263904,83.26953506469727,123.66816292596133,4.053591728210449,733.1737670898438,42,0.23375809026362346,0.23496254294354837,0.16819483881004638,0.014016889305811709,0.6833753578959246,42,1.2361460015887307,0.9586340188980103,0.7140105440643784,0.5299000144004822,3.379667043685913,42,1.7365143554551261,1.6213133335113525,0.8091361994073764,0.5222008228302002,3.236955165863037,42,1.9041753581592016,1.8052469491958618,0.7734718380527239,0.6322178840637207,3.379667043685913,42,1.0684849988846552,0.8614926636219025,0.5850203572946303,0.5222008228302002,3.0540976524353027,42,302.4494396391369,279.612060546875,134.28271631397843,49.10688781738281,657.521728515625,42,235.21995335533506,216.78923797607422,135.48409359356134,16.33304214477539,569.0146484375,42,708.1394653320312,673.4608764648438,328.4136962890625,317.18359375,2111.061279296875
SPANET2M_epsS0.4_combined_background,360,360,0,ok,model_survivors,combined_background,SPANET2M,0.4,360,4.56944465637207,4.0,0.7642423510551453,4.0,9.0,360,559.6240234375,503.32708740234375,210.48582458496094,331.7065124511719,1670.15478515625,360,207.78237915039062,176.45452880859375,101.354248046875,80.7197036743164,823.5829467773438,360,0.7855150103569031,0.7531226873397827,0.13754305243492126,0.32504352927207947,0.9989214539527893,360,0.07916485518217087,0.0489371083676815,0.07952454686164856,0.0002253935526823625,0.36153167486190796,360,0.13532021641731262,0.1521877944469452,0.12585605680942535,0.0004209495091345161,0.5157756805419922,360,4.56944465637207,4.0,0.7642423510551453,4.0,9.0,360,159.91517694261339,141.39739990234375,90.9666101812987,43.027244567871094,857.27734375,360,159.68032534917197,148.63815307617188,88.94409860943372,43.8867073059082,665.533203125,360,101.03191976149877,72.67940902709961,91.65327533209465,4.053591728210449,733.1737670898438,360,0.2363757644210939,0.21163699648302675,0.17229702197428404,0.0014519755757237361,0.7186214150862575,360,1.3208394995994037,1.1393994092941284,0.6852251341329068,0.4028782248497009,3.4865362644195557,360,1.582103238089217,1.4721308946609497,0.7968264259953297,0.4177318513393402,3.4609835147857666,360,1.8064160596993235,1.703895092010498,0.7290428241444618,0.4523957371711731,3.4865362644195557,360,1.0965266779892975,0.9137671887874603,0.5959197106724474,0.4028782248497009,3.0540976524353027,360,245.42228903240627,230.0690155029297,108.50966745983116,35.24919509887695,708.7770385742188,360,196.24255134794447,182.29422760009766,103.53499935369217,16.33304214477539,700.0580444335938,360,611.9671630859375,538.0614624023438,256.5184326171875,313.4013977050781,2111.061279296875
