transport_row_index	transport_id	sample_class	process_or_mode	campaign	candidate_transport_path	candidate_provenance_path	candidate_provenance_paths_json	candidate_path_relation	candidate_sha256	candidate_provenance_sha256	candidate_rows	candidate_provenance_rows	candidate_identity_contract_verified	candidate_payload_deserialized_in_current_step
312	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2305_10000evt_bundle.tar.gz	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0495_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2305_10000evt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0495_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2305_10000evt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0495_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2305_10000evt_hh4b_candidates_v2.parquet""]"	exact_path_string	daf77e56e09283b143e8c0c8f00b1f8753a6f917f65e427ad41a29a2cf16ae06	daf77e56e09283b143e8c0c8f00b1f8753a6f917f65e427ad41a29a2cf16ae06	8	8	True	False
313	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_bundle.tar.gz	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0496_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0496_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0496_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_hh4b_candidates_v2.parquet""]"	exact_path_string	1c4ada20de4b6533767c4a5d9a2aa9f02b6048b609c32c6e5367f9b91ddf8273	1c4ada20de4b6533767c4a5d9a2aa9f02b6048b609c32c6e5367f9b91ddf8273	5	5	True	False
314	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_bundle.tar.gz	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0505_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0505_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0505_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	5ec7373822a741d934d2d606d05e263d01a65e45ad73adb5e562c7c4be490471	5ec7373822a741d934d2d606d05e263d01a65e45ad73adb5e562c7c4be490471	7	7	True	False
315	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3302_10kevt_bundle.tar.gz	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0506_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3302_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0506_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3302_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0506_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3302_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	76faa52c6fc22a4e49a5244e66c1534ffcc106b3f9d51ce79e271c1d00600648	76faa52c6fc22a4e49a5244e66c1534ffcc106b3f9d51ce79e271c1d00600648	9	9	True	False
316	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3303_10kevt_bundle.tar.gz	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0507_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3303_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0507_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3303_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0507_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3303_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	490d63a1e9b14130f17885ba456edbd371020eaed46c76923acb6530bc5ead35	490d63a1e9b14130f17885ba456edbd371020eaed46c76923acb6530bc5ead35	9	9	True	False
317	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_bundle.tar.gz	background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0508_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0508_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0508_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	3e3df736cb498cf1b5cf44f6ee8bc00083933ed5ddd26f9b4e22e8a843c9e8a0	3e3df736cb498cf1b5cf44f6ee8bc00083933ed5ddd26f9b4e22e8a843c9e8a0	3	3	True	False
318	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_bundle.tar.gz	background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ww/0510_ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ww/0510_ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ww/0510_ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	6ecb43c3d83f9d0083f49bf84239160ad0e69ca93683c510e00f9ff1931bd8a3	6ecb43c3d83f9d0083f49bf84239160ad0e69ca93683c510e00f9ff1931bd8a3	0	0	True	False
319	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3603_10kevt_bundle.tar.gz	background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ww/0512_ww_run2_frozen_v2_wavec1_scaleout_shard3603_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ww/0512_ww_run2_frozen_v2_wavec1_scaleout_shard3603_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/ww/0512_ww_run2_frozen_v2_wavec1_scaleout_shard3603_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	6ecb43c3d83f9d0083f49bf84239160ad0e69ca93683c510e00f9ff1931bd8a3	6ecb43c3d83f9d0083f49bf84239160ad0e69ca93683c510e00f9ff1931bd8a3	0	0	True	False
320	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0309_wwz_zbb_run2_frozen_v2_train_shard9901_5200_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0309_wwz_zbb_run2_frozen_v2_train_shard9901_5200_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0309_wwz_zbb_run2_frozen_v2_train_shard9901_5200_hh4b_candidates_v2.parquet""]"	exact_path_string	59e8540af0a3eadda3cc08b1d4c27d0e7b795ae2b0ad14f259e749d1d1a856cd	59e8540af0a3eadda3cc08b1d4c27d0e7b795ae2b0ad14f259e749d1d1a856cd	9	9	True	False
321	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9902_5200_bundle.tar.gz	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0310_wwz_zbb_run2_frozen_v2_train_shard9902_5200_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0310_wwz_zbb_run2_frozen_v2_train_shard9902_5200_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0310_wwz_zbb_run2_frozen_v2_train_shard9902_5200_hh4b_candidates_v2.parquet""]"	exact_path_string	9bdb10e2137561841ad243ddfed39001f77d90921ae268573558d87a7ea86671	9bdb10e2137561841ad243ddfed39001f77d90921ae268573558d87a7ea86671	9	9	True	False
322	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9903_5200_bundle.tar.gz	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0311_wwz_zbb_run2_frozen_v2_train_shard9903_5200_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0311_wwz_zbb_run2_frozen_v2_train_shard9903_5200_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0311_wwz_zbb_run2_frozen_v2_train_shard9903_5200_hh4b_candidates_v2.parquet""]"	exact_path_string	71ab19fdcddb163b40d930e59af0f13a125147eae0906f551edeb337e2e1e597	71ab19fdcddb163b40d930e59af0f13a125147eae0906f551edeb337e2e1e597	10	10	True	False
323	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0312_wwz_zbb_run2_frozen_v2_train_shard9904_5200_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0312_wwz_zbb_run2_frozen_v2_train_shard9904_5200_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0312_wwz_zbb_run2_frozen_v2_train_shard9904_5200_hh4b_candidates_v2.parquet""]"	exact_path_string	7af1cc27a669db4270a5e1b1f0d8c7e54844a95b024d21a20b574c1398d47276	7af1cc27a669db4270a5e1b1f0d8c7e54844a95b024d21a20b574c1398d47276	5	5	True	False
324	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0514_wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0514_wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0514_wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	591a2dd635089dd32a9a2281826dffb36d0a20e0c76fc8670a21da1428c0f6c3	591a2dd635089dd32a9a2281826dffb36d0a20e0c76fc8670a21da1428c0f6c3	2	2	True	False
325	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_bundle.tar.gz	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0515_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0515_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0515_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	ab5fbcf032e4c5a1ead6f334055349aa3ccce81e21c009b2a2af737ebd643bfc	ab5fbcf032e4c5a1ead6f334055349aa3ccce81e21c009b2a2af737ebd643bfc	2	2	True	False
326	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3502_10kevt_bundle.tar.gz	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0516_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3502_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0516_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3502_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0516_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3502_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	f7e0d62426360ee1064f35e806d8e92aa9af30a9d7b3000f0094535270f3697d	f7e0d62426360ee1064f35e806d8e92aa9af30a9d7b3000f0094535270f3697d	1	1	True	False
327	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3503_10kevt_bundle.tar.gz	background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0517_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3503_10kevt_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0517_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3503_10kevt_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0517_wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3503_10kevt_hh4b_candidates_v2.parquet""]"	exact_path_string	7a6800e4e4ef953453afc02746e3c6ab77d1441c6cf6a0bca7ae9c58b43c3dfb	7a6800e4e4ef953453afc02746e3c6ab77d1441c6cf6a0bca7ae9c58b43c3dfb	2	2	True	False
328	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0314_wzz_zbb_run2_frozen_v2_train_shard9911_3300_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0314_wzz_zbb_run2_frozen_v2_train_shard9911_3300_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0314_wzz_zbb_run2_frozen_v2_train_shard9911_3300_hh4b_candidates_v2.parquet""]"	exact_path_string	fb131dc66fcee78bcec818d4d53965d9074275242dcda863a1928f7e3ba347b6	fb131dc66fcee78bcec818d4d53965d9074275242dcda863a1928f7e3ba347b6	9	9	True	False
329	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9912_3300_bundle.tar.gz	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0315_wzz_zbb_run2_frozen_v2_train_shard9912_3300_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0315_wzz_zbb_run2_frozen_v2_train_shard9912_3300_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0315_wzz_zbb_run2_frozen_v2_train_shard9912_3300_hh4b_candidates_v2.parquet""]"	exact_path_string	3f058e56c24549d8cbd59c8b20a5bd804eedb7fd952910a83c68310e2f4f8125	3f058e56c24549d8cbd59c8b20a5bd804eedb7fd952910a83c68310e2f4f8125	20	20	True	False
330	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9913_3300_bundle.tar.gz	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0316_wzz_zbb_run2_frozen_v2_train_shard9913_3300_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0316_wzz_zbb_run2_frozen_v2_train_shard9913_3300_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0316_wzz_zbb_run2_frozen_v2_train_shard9913_3300_hh4b_candidates_v2.parquet""]"	exact_path_string	1125ebe808b757ff68d79edf6ac14281864382a4011ca9283c2b299f56881cb1	1125ebe808b757ff68d79edf6ac14281864382a4011ca9283c2b299f56881cb1	20	20	True	False
331	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0317_wzz_zbb_run2_frozen_v2_train_shard9914_3300_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0317_wzz_zbb_run2_frozen_v2_train_shard9914_3300_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0317_wzz_zbb_run2_frozen_v2_train_shard9914_3300_hh4b_candidates_v2.parquet""]"	exact_path_string	f79c4796968beeacfebe8e7943a0025c70be0d69cd3de24117b805fc189c00c3	f79c4796968beeacfebe8e7943a0025c70be0d69cd3de24117b805fc189c00c3	19	19	True	False
332	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zbbbb/0456_zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zbbbb/0456_zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zbbbb/0456_zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_hh4b_candidates_v2.parquet""]"	exact_path_string	5be0486b18ef35e421cc3521fb11f718959073f0eb5e4055a72cf49d092f4f5d	5be0486b18ef35e421cc3521fb11f718959073f0eb5e4055a72cf49d092f4f5d	314	314	True	False
333	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zbbbb/0457_zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zbbbb/0457_zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zbbbb/0457_zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet""]"	exact_path_string	e1469540fca09f23b2a4de6a88479d2a18a7a2e2cbc51d41d757ecc1b935bb8b	e1469540fca09f23b2a4de6a88479d2a18a7a2e2cbc51d41d757ecc1b935bb8b	295	295	True	False
