member_index	original_member_name	field	frozen_value	source_path	source_locator	verification
324	ttbar_100k_shard001	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
324	ttbar_100k_shard001	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
324	ttbar_100k_shard001	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
324	ttbar_100k_shard001	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
324	ttbar_100k_shard001	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
324	ttbar_100k_shard001	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
324	ttbar_100k_shard001	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard002_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	member_name	ttbar_100k_shard002	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	seed	105002	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	legacy_rows	36	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
325	ttbar_100k_shard002	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	member_name	ttbar_100k_shard003	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	seed	105003	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	legacy_rows	39	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
326	ttbar_100k_shard003	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	member_name	ttbar_100k_shard007	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	seed	105007	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	legacy_rows	39	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
327	ttbar_100k_shard007	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard008_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	member_name	ttbar_100k_shard008	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	seed	105008	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	legacy_rows	33	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
328	ttbar_100k_shard008	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard009_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	member_name	ttbar_100k_shard009	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	seed	105009	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	legacy_rows	44	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
329	ttbar_100k_shard009	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	member_name	ttbar_100k_shard004	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	seed	105004	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	legacy_rows	26	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
