signal_efficiency	background_efficiency	background_rejection	threshold
0.005483351353736844	9.351106740256724e-05	10693.921348314607	0.92656153
0.005494384253844966	9.351106740256724e-05	10693.921348314607	0.9265392
0.005494384253844966	9.456175355315789e-05	10575.1	0.9265354
0.005505417153953088	9.456175355315789e-05	10575.1	0.92650604
0.005505417153953088	9.561243970374853e-05	10458.89010989011	0.92649007
0.005704009355899291	9.561243970374853e-05	10458.89010989011	0.9259833
0.005704009355899291	9.666312585433918e-05	10345.20652173913	0.92597485
0.005737108056223659	9.666312585433918e-05	10345.20652173913	0.92588174
0.005737108056223659	9.771381200492983e-05	10233.967741935483	0.92586404
0.005759173856439904	9.771381200492983e-05	10233.967741935483	0.9258056
0.005759173856439904	9.876449815552046e-05	10125.095744680852	0.9257885
0.005770206756548026	9.876449815552046e-05	10125.095744680852	0.9257643
0.005770206756548026	0.00010086587045670174	9914.15625	0.9257237
0.005792272556764271	0.00010086587045670174	9914.15625	0.9256722
0.005792272556764271	0.00010401792890847368	9613.727272727272	0.9256016
0.005814338356980516	0.00010401792890847368	9613.727272727272	0.9255102
0.005814338356980516	0.00010506861505906433	9517.59	0.9254886
0.005825371257088638	0.00010506861505906433	9517.59	0.9254797
0.005825371257088638	0.00010611930120965496	9423.356435643565	0.92545426
0.0059467331582779845	0.00010611930120965496	9423.356435643565	0.92514336
0.0059467331582779845	0.00010716998736024561	9330.970588235294	0.9251429
0.005990864758710475	0.00010716998736024561	9330.970588235294	0.9250538
0.005990864758710475	0.00010822067351083626	9240.378640776698	0.92503655
0.006023963459034842	0.00010822067351083626	9240.378640776698	0.92497176
0.006023963459034842	0.0001092713596614269	9151.528846153846	0.92495733
0.006068095059467332	0.0001092713596614269	9151.528846153846	0.92467886
0.006068095059467332	0.00011032204581201754	9064.371428571429	0.9246509
0.0061122266598998215	0.00011032204581201754	9064.371428571429	0.92450196
0.0061122266598998215	0.00011137273196260818	8978.858490566037	0.92447555
0.006145325360224188	0.00011137273196260818	8978.858490566037	0.9244339
0.006145325360224188	0.00011557547656497076	8652.354545454546	0.92436177
0.006211522760872923	0.00011557547656497076	8652.354545454546	0.9242203
0.006211522760872923	0.00011872753501674268	8422.646017699115	0.9241649
0.00624462146119729	0.00011872753501674268	8422.646017699115	0.9241108
0.00624462146119729	0.00011977822116733333	8348.763157894737	0.92409974
0.006343917562170392	0.00011977822116733333	8348.763157894737	0.9238718
0.006343917562170392	0.00012082890731792397	8276.165217391304	0.9238523
0.006399082062711004	0.00012082890731792397	8276.165217391304	0.9238222
0.006399082062711004	0.00012293027961910526	8134.692307692308	0.9238208
0.006410114962819126	0.00012293027961910526	8134.692307692308	0.9237906
0.006410114962819126	0.00012503165192028656	7997.974789915966	0.9236994
0.006443213663143494	0.00012503165192028656	7997.974789915966	0.92363364
0.006443213663143494	0.0001260823380708772	7931.325	0.92362034
0.006487345263575983	0.0001260823380708772	7931.325	0.923542
0.006487345263575983	0.00012713302422146783	7865.7768595041325	0.9234753
0.006597674264657208	0.00012713302422146783	7865.7768595041325	0.9233335
0.006597674264657208	0.00012923439652264912	7737.878048780487	0.92332685
0.00660870716476533	0.00012923439652264912	7737.878048780487	0.92332286
0.00660870716476533	0.00013028508267323976	7675.475806451613	0.9232441
0.0066528387651978195	0.00013028508267323976	7675.475806451613	0.92317635
0.0066528387651978195	0.0001313357688238304	7614.072	0.9231377
0.006719036165846555	0.0001313357688238304	7614.072	0.92306143
0.006719036165846555	0.00013238645497442106	7553.642857142857	0.92302334
0.006763167766279044	0.00013238645497442106	7553.642857142857	0.9229362
0.006763167766279044	0.00013448782727560233	7435.6171875	0.92292464
0.006807299366711534	0.00013448782727560233	7435.6171875	0.92289716
0.006807299366711534	0.000135538513426193	7377.976744186046	0.92288667
0.006851430967144023	0.000135538513426193	7377.976744186046	0.9227518
0.006851430967144023	0.00013658919957678362	7321.223076923076	0.9227352
0.006895562567576513	0.00013658919957678362	7321.223076923076	0.92256516
0.006895562567576513	0.00013763988572737426	7265.335877862595	0.9225555
0.00697279286833337	0.00013763988572737426	7265.335877862595	0.9224494
0.00697279286833337	0.0001386905718779649	7210.295454545455	0.9224194
0.006983825768441493	0.0001386905718779649	7210.295454545455	0.9224164
0.006983825768441493	0.00013974125802855556	7156.082706766917	0.92240447
