qcd_threshold,top_threshold,signal_xsec_pb,background_xsec_pb,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.9,0.525,4.923438066622401e-05,0.03747745234909478,22.155471299800805,16864.85355709265,0.0013137067111076777,0.17060419494930906,0.013137067111076777,29,12,16.445393422838592,6.056658493878814
0.9,0.55,4.923438066622401e-05,0.03747745234909478,22.155471299800805,16864.85355709265,0.0013137067111076777,0.17060419494930906,0.013137067111076777,29,12,16.445393422838592,6.056658493878814
0.9,0.575,4.923438066622401e-05,0.03747745234909478,22.155471299800805,16864.85355709265,0.0013137067111076777,0.17060419494930906,0.013137067111076777,29,12,16.445393422838592,6.056658493878814
0.9,0.6,4.923438066622401e-05,0.030115948634453236,22.155471299800805,13552.176885503957,0.001634827488379327,0.190316508739819,0.016348274883793267,29,11,16.445393422838592,5.103607540318408
0.9,0.625,4.923438066622401e-05,0.030115948634453236,22.155471299800805,13552.176885503957,0.001634827488379327,0.190316508739819,0.016348274883793267,29,11,16.445393422838592,5.103607540318408
0.9,0.65,4.9072078674192134e-05,0.030115948634453236,22.08243540338646,13552.176885503957,0.0016294382511349056,0.18968912705923224,0.016294382511349053,28,11,16.34006725938173,5.103607540318408
0.9,0.675,3.9517346126604694e-05,0.022754444919811694,17.782805756972113,10239.500213915262,0.00173668688758907,0.17573606796180713,0.0173668688758907,24,10,13.240831446409365,4.191752389701464
0.9,0.7,3.325572575623432e-05,0.022754444919811694,14.965076590305443,10239.500213915262,0.0014615045927698917,0.14789025717701823,0.014615045927698916,22,10,11.246595720603233,4.191752389701464
0.9,0.725,3.309342376420245e-05,0.022754444919811694,14.892040693891103,10239.500213915262,0.0014543718328803917,0.1471684902392621,0.014543718328803917,21,10,11.140071492791272,4.191752389701464
0.9,0.75,3.309342376420245e-05,0.021370228379870515,14.892040693891103,9616.602770941732,0.0015485760458870195,0.1518599930624734,0.015485760458870195,21,9,11.140071492791272,3.755528679861574
0.9,0.775,3.260651778810683e-05,0.018137908214523973,14.672933004648074,8162.058696535788,0.0017977000105225522,0.16241161232144868,0.017977000105225523,18,7,10.823373992744838,2.9280278992098188
0.9,0.8,2.9313405610889774e-05,0.010578540067143155,13.191032524900399,4760.34303021442,0.0027710256259213814,0.1911875758485928,0.027710256259213816,16,5,9.72007800963642,1.9252273318530337
0.9,0.825,1.9596371071270472e-05,0.010578540067143155,8.818366982071712,4760.34303021442,0.001852464607298375,0.12781123866255437,0.01852464607298375,11,5,6.515009650751356,1.9252273318530337
0.9,0.85,1.3334750700900102e-05,0.007810106987260789,6.000637815405046,3514.5481442673554,0.0017073710670866176,0.10121914537323669,0.017073710670866174,9,3,4.520014926752934,1.1234766988504008
0.9,0.875,6.910828338497861e-06,0.007559368147380817,3.1098727523240375,3401.7156663213677,0.0009142071405653575,0.05332042644638428,0.009142071405653575,6,2,2.423197061576241,1.053717718068483
0.9,0.9,3.4554141692489303e-06,0.00019786443273927393,1.5549363761620187,89.03899473267327,0.017463543707231768,0.1647868300777401,0.17463543707231766,3,1,1.2115985307881207,1.0
0.9,0.925,1.6230199203187252e-07,0.0,0.07303589641434263,0.0,,,,1,0,1.0,0.0
0.9,0.95,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0
0.925,0.5,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.525,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.55,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.575,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.6,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.625,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.65,2.224027528036004e-05,0.004418672272548452,10.008123876162019,1988.4025226468034,0.005033248430423434,0.2244401340918682,0.050332484304234336,9,2,7.203365701480279,1.755187430945022
0.925,0.675,1.9109465095174856e-05,0.004418672272548452,8.599259292828686,1988.4025226468034,0.004324707495030752,0.19284522580403451,0.043247074950307524,8,2,6.203595414572206,1.755187430945022
0.925,0.7,1.597865490998967e-05,0.004418672272548452,7.190394709495352,1988.4025226468034,0.0036161665596380708,0.16125031751620084,0.036161665596380704,7,2,5.203916914233581,1.755187430945022
0.925,0.725,1.58163529179578e-05,0.004418672272548452,7.11735881308101,1988.4025226468034,0.003579435618300739,0.1596124294776846,0.035794356183007386,6,2,5.101476034917158,1.755187430945022
0.925,0.75,1.58163529179578e-05,0.0030344557326072693,7.11735881308101,1365.5050796732712,0.005212253633493625,0.1926070594094603,0.05212253633493625,6,1,5.101476034917158,1.0
0.925,0.775,1.58163529179578e-05,0.0,7.11735881308101,0.0,,,,6,0,5.101476034917158,0.0
0.925,0.8,1.58163529179578e-05,0.0,7.11735881308101,0.0,,,,6,0,5.101476034917158,0.0
0.925,0.825,9.554732547587428e-06,0.0,4.299629646414343,0.0,,,,4,0,3.101797707286103,0.0
0.925,0.85,6.423922362402243e-06,0.0,2.8907650630810093,0.0,,,,3,0,2.102199474007498,0.0
0.925,0.875,3.2931121772170576e-06,0.0,1.4819004797476758,0.0,,,,2,0,1.1034026205341136,0.0
0.925,0.9,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.925,0.925,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0
0.925,0.95,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0
0.95,0.5,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.525,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.55,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.575,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.6,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.625,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.65,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.675,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.7,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.725,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.75,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.775,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.8,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.825,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.85,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.875,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.9,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.95,0.925,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0
0.95,0.95,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0
