qcd_threshold,top_threshold,signal_xsec_pb,background_xsec_pb,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.5,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.5,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.525,0.5,0.000445543955876494,3.3643595323052997,200.49478014442232,1513961.7895373849,0.00013243054186043012,0.16294671636677327,0.001324305418604301,276,1349,149.59482693010858,545.2583622777344
0.525,0.525,0.00043253380915965765,3.2181801625869113,194.64021412184596,1448181.07316411,0.00013440323018210654,0.161741378445075,0.0013440323018210653,269,1287,145.28727943243058,513.6902229743041
0.525,0.55,0.00040700042170208056,3.088891686690962,183.15018976593626,1390001.2590109329,0.00013176260710458517,0.15534589307496763,0.0013176260710458514,258,1226,136.99099566702574,484.4383724401231
0.525,0.575,0.00040025189535561453,2.8549854600257136,180.11335291002655,1284743.4570115712,0.00014019402233733606,0.15890505159094456,0.0014019402233733606,253,1126,134.6779757063975,431.4621932033268
0.525,0.6,0.0003775247140991589,2.642635372060809,169.8861213446215,1189185.917427364,0.0001428591768998965,0.1557876486182668,0.0014285917689989649,241,1046,127.16692450642921,386.92894201235623
0.525,0.625,0.0003633784534380994,2.4130728131127075,163.52030404714472,1085882.7659007183,0.0001505874383331868,0.1569206923956282,0.0015058743833318677,227,946,122.11599548769682,339.1345256104304
0.525,0.65,0.0003530122109303526,2.142976526595212,158.85549491865868,964339.4369678453,0.00016472985427013655,0.16176601165869503,0.0016472985427013653,218,833,118.48766149108634,298.19322531302026
0.525,0.675,0.0002981654178618857,1.7975390593360725,134.17443803784857,808892.5767012326,0.00016587423584109166,0.14918472568911348,0.0016587423584109166,191,717,100.473319503562,259.55439396930774
0.525,0.7,0.00025238645136491073,1.5132346067178704,113.57390311420983,680955.5730230417,0.00016678606889140887,0.13763191791540505,0.0016678606889140883,165,597,85.23940001722977,202.56496758076398
0.525,0.725,0.00022242383778589347,1.215743890866193,100.09072700365206,547084.7508897869,0.0001829528730984788,0.13532141765379802,0.0018295287309847879,145,480,75.09616448796842,156.72029382377565
0.525,0.75,0.0001898173199977866,0.9497460025255507,85.41779399900398,427385.70113649784,0.00019986114128727804,0.13065870730602894,0.00199861141287278,127,372,64.27652477597476,118.32796322086718
0.525,0.775,0.0001407452413235945,0.6818022673697152,63.33535859561752,306811.0203163718,0.00020643117229071016,0.11434330904056358,0.0020643117229071015,99,267,47.94282219460667,79.33424792932985
0.525,0.8,0.00010781411955142394,0.3833773386122744,48.51635379814078,172519.8023755235,0.0002812219416559227,0.11680694849699161,0.0028122194165592267,79,184,36.91279933424184,97.69055653080535
0.525,0.825,7.423378981112588e-05,0.22579308335449677,33.40520541500664,101606.88750952354,0.0003287691044750839,0.1047978982093532,0.0032876910447508386,55,114,25.45188404084283,54.782635630793685
0.525,0.85,5.4475116747823536e-05,0.12768681711540258,24.51380253652059,57459.06770193116,0.0004266307045510364,0.10226602978203839,0.004266307045510363,43,68,18.836395667472026,30.334869464201148
0.525,0.875,3.142333150730413e-05,0.06762251298685283,14.14049917828686,30430.130844083775,0.0004646874261152267,0.0810611631247825,0.004646874261152266,29,35,11.126602283608394,14.744085499359539
0.525,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
0.525,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.525,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.55,0.5,0.00043550231735281096,3.061313135706901,195.97604280876493,1377590.9110681054,0.0001422599708187798,0.1669716926043299,0.0014225997081877978,269,1242,146.1786282156923,517.770807516114
0.55,0.525,0.0004257852828131916,2.9476539975854834,191.60337726593622,1326444.2989134674,0.00014444886786643406,0.16636373079926325,0.0014444886786643405,264,1195,142.9744409252728,493.767916601278
0.55,0.55,0.00040338270554079976,2.8339711198123454,181.5222174933599,1275287.0039155555,0.00014233832614621357,0.16074068743275233,0.0014233832614621359,254,1143,135.67514061160844,467.7127201901445
0.55,0.575,0.0003966341791943337,2.6287439274676583,178.48538063745016,1182934.7673604463,0.00015088353606827819,0.16410516557095658,0.0015088353606827819,249,1055,133.3621830627593,420.15384519023615
0.55,0.6,0.00037703780812306325,2.4289802657058024,169.66701365537847,1093041.119567611,0.00015522473090719217,0.16228529366052555,0.0015522473090719216,238,981,126.84805744072288,377.20680793708505
0.55,0.625,0.0003628915474620038,2.2279522423806073,163.30119635790172,1002578.5090712733,0.0001628812056914863,0.1630910658302201,0.001628812056914863,224,891,121.79785958077773,333.6808384348201
0.55,0.65,0.0003526876069462889,1.9698868706901818,158.70942312583,886449.0918105817,0.0001790395236365625,0.16856826365921385,0.001790395236365625,216,782,118.2757813640251,294.60273349090704
0.55,0.675,0.0002980031158698539,1.648709765479056,134.10140214143425,741919.3944655751,0.00018074928778217365,0.15568793443184703,0.0018074928778217365,190,676,100.36695486392209,264.20435486939084
0.55,0.7,0.00025222414937287887,1.376741000224022,113.50086721779549,619533.4501008098,0.00018320377567882212,0.14420051115415913,0.001832037756788221,164,561,85.13280648523616,206.45251790378774
0.55,0.725,0.0002222615357938616,1.100780295262715,100.01769110723772,495351.1328682218,0.0002019127129640489,0.1421085618668439,0.0020191271296404892,144,453,74.98960809064016,163.73297875424723
0.55,0.75,0.00018965501800575474,0.8755361107110202,85.34475810258964,393991.2498199591,0.00021661587190474244,0.13596701507678904,0.002166158719047424,126,348,64.16966886110986,116.54215245000223
0.55,0.775,0.00014058293933156264,0.6273811909235086,63.26232269920319,282321.5359155789,0.00022407898318504537,0.11906198782298935,0.002240789831850454,98,251,47.835363986279695,80.8032646185737
0.55,0.8,0.00010765181755939207,0.3692617058436864,48.44331790172643,166167.7676296589,0.00029153257934892,0.11883941021441506,0.0029153257934892,78,176,36.80482565333994,93.0324498239816
0.55,0.825,7.4071487819094e-05,0.21629398729119642,33.3321695185923,97332.29428103838,0.0003424574522239105,0.10684030068486615,0.003424574522239105,54,109,25.34379504732988,51.812490356417435
0.55,0.85,5.431281475579166e-05,0.12122217678470949,24.440766640106247,54549.97955311927,0.0004480435527259272,0.10464477013581963,0.004480435527259272,42,64,18.727452690659455,28.315314496905593
0.55,0.875,3.142333150730413e-05,0.06458805725424557,14.14049917828686,29064.625764410506,0.0004865192241904533,0.08294350299984841,0.004865192241904533,29,34,11.126602283608394,13.86209133303083
0.55,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
0.55,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.55,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.575,0.5,0.00042249217063597465,2.7371812642409505,190.1214767861886,1231731.5689084278,0.00015435301130966062,0.17130622422021902,0.0015435301130966063,262,1150,141.8710435286368,547.7314799734622
0.575,0.525,0.0004127751360963553,2.632093448011905,185.74881124335988,1184442.0516053573,0.00015682389103933072,0.17067469447786887,0.001568238910393307,257,1108,138.66690672613615,525.1570632092156
0.575,0.55,0.00039350336900914856,2.530586475091435,177.07651605411684,1138763.913791146,0.00015549888252482281,0.16593733867880373,0.001554988825248228,248,1061,132.36498225190095,499.0367608904932
0.575,0.575,0.0003867548426626826,2.359172106593146,174.03967919820715,1061627.4479669156,0.00016393667998270417,0.16891266143486397,0.0016393667998270416,243,987,130.05201666436588,454.79494590623443
0.575,0.6,0.0003671584715914121,2.164222845969317,165.22131221613546,973900.2806861926,0.00016964910627166417,0.16742057207672828,0.0016964910627166418,232,917,123.53790637110497,409.3176804542464
0.575,0.625,0.00035614302111553777,1.9847248335344922,160.264359501992,893126.1750905215,0.000179442013874186,0.16958230869195637,0.0017944201387418595,219,836,119.48509978849606,365.72202738375
0.575,0.65,0.0003459390805998229,1.77705676039397,155.67258626992032,799675.5421772865,0.00019466968546526838,0.17408254767417167,0.0019466968546526836,211,737,115.96310366942767,314.3561148306544
0.575,0.675,0.00029454770170060494,1.5027022704370059,132.54646576527222,676216.0216966526,0.0001960120161493777,0.16118529705939522,0.001960120161493777,187,636,99.15726503708876,276.53604998440693
0.575,0.7,0.00025189954538881515,1.2564996077249964,113.35479542496681,565424.8234762483,0.00020047721769281054,0.15074831341986908,0.0020047721769281056,162,529,84.91980839534703,220.26600848466228
0.575,0.725,0.0002220992338018297,1.026464654633903,99.94465521082336,461909.0945852563,0.00021637299715989073,0.14705551536096065,0.0021637299715989073,143,429,74.88312314864827,165.7938946359881
0.575,0.75,0.00018949271601372285,0.8107195661455087,85.27172220617528,364823.8047654789,0.00023373398635812934,0.14117683788381283,0.002337339863581293,125,329,64.06289689625538,118.21857647850037
0.575,0.775,0.00014058293933156264,0.5855857818916678,63.26232269920319,263513.6018512505,0.00024007232360974604,0.12323770854469542,0.00240072323609746,98,242,47.835363986279695,87.48126762164816
0.575,0.8,0.00010765181755939207,0.36414369145863873,48.44331790172643,163864.66115638742,0.0002956300495778868,0.11967163604214959,0.002956300495778868,78,171,36.80482565333994,91.1736787038466
0.575,0.825,7.4071487819094e-05,0.21137383733888798,33.3321695185923,95118.22680249959,0.00035042883618722353,0.10807660881058188,0.003504288361872235,54,105,25.34379504732988,50.10637126235275
0.575,0.85,5.431281475579166e-05,0.11818772105210223,24.440766640106247,53184.474473446004,0.0004595470178483959,0.1059796273978607,0.0045954701784839585,42,63,18.727452690659455,27.40164712132
0.575,0.875,3.142333150730413e-05,0.06458805725424557,14.14049917828686,29064.625764410506,0.0004865192241904533,0.08294350299984841,0.004865192241904533,29,34,11.126602283608394,13.86209133303083
0.575,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
0.575,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.575,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.6,0.5,0.00040964432591117015,2.435244885342991,184.33994666002656,1095860.198404346,0.0001682148388347704,0.17609291416245726,0.0016821483883477039,256,1041,137.66960721270638,580.8678077967535
0.6,0.525,0.00040305810155673603,2.3544327149748034,181.37614570053123,1059494.7217386616,0.0001711911744146188,0.17621008879536654,0.0017119117441461878,252,1007,135.4628222427517,565.8330885670276
0.6,0.55,0.0003837863344695292,2.268889478448327,172.70385051128815,1021000.2653017471,0.0001691516215818486,0.17091850797211391,0.001691516215818486,243,969,129.16106585523625,542.8302130749496
0.6,0.575,0.00037703780812306325,2.1150738017238524,169.66701365537847,951783.2107757336,0.00017826224683780087,0.1739115380544592,0.0017826224683780087,238,906,126.84805744072291,500.5695199475537
0.6,0.6,0.00036057224723697794,1.9435942799063133,162.25751125664007,874617.425957841,0.00018551826940669866,0.17349850917679321,0.0018551826940669865,228,848,121.33114072769054,460.1878071721849
0.6,0.625,0.00034955679676110365,1.7683179098005315,157.30055854249665,795743.0594102392,0.00019767757529557233,0.1763371571884949,0.0019767757529557234,215,774,117.27829831514396,414.38927111781715
0.6,0.65,0.00033935285624538873,1.5855719502262255,152.70878531042493,713507.3776018015,0.00021402551691014128,0.1807859970041471,0.0021402551691014128,207,686,113.75629887154092,364.63888475839383
0.6,0.675,0.0002879614773461708,1.3241996153377884,129.58266480577686,595889.8269020048,0.00021746077706926012,0.16786645580153797,0.002174607770692601,183,593,96.95050991107777,347.11784355089554
0.6,0.7,0.00024844413121956615,1.088142516394438,111.79985904880476,489664.1323774971,0.00022831947789595262,0.1597688500517676,0.002283194778959526,159,494,83.71003526582919,290.1098655851082
0.6,0.725,0.0002186438196325808,0.8797444822970739,98.38971883466137,395885.01703368325,0.00024853104967670456,0.15637423093135971,0.0024853104967670456,140,403,73.67334171427817,232.18514749324834
0.6,0.75,0.00018636190582853765,0.6736963543047194,83.86285762284194,303163.35943712376,0.0002766259675263796,0.15231101118909846,0.002766259675263796,124,309,63.06637423611891,176.8929523528909
0.6,0.775,0.00013745212914637744,0.49746923528542464,61.85345811586985,223861.1558784411,0.0002763027729091907,0.13072980529105566,0.002763027729091907,97,230,46.83973211635173,125.93051805588568
0.6,0.8,0.00010452100737420689,0.3515572652555904,47.0344533183931,158200.76936501567,0.0002973086256607943,0.11825290133776101,0.002973086256607943,77,165,35.80993891839398,87.1941563311359
0.6,0.825,7.09406776339088e-05,0.19903814997571967,31.92330493525896,89567.16748907385,0.00035641748902189225,0.10666782170038525,0.0035641748902189223,53,100,24.3491073896488,46.34500964068758
0.6,0.85,5.118200457060647e-05,0.10908435385428042,23.031902056772914,49087.95923442619,0.00046919656909713743,0.10395426602510911,0.004691965690971375,41,60,17.734196758458445,24.68043042962311
0.6,0.875,3.142333150730413e-05,0.061553601521638315,14.14049917828686,27699.12068473724,0.0005105035404997008,0.08496337384396026,0.005105035404997007,29,33,11.126602283608394,12.98754646323344
0.6,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
0.6,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.6,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.625,0.5,0.0004058643077578575,2.1568538004216875,182.63893849103587,970584.2101897594,0.00018817423215171413,0.18538592722090536,0.001881742321517141,251,928,136.24803783658504,558.665158563625
0.625,0.525,0.0003992780834034233,2.0863694312807635,179.67513753154049,938866.2440763436,0.00019137458468144718,0.18543261531532274,0.0019137458468144717,247,898,134.0412406453091,546.0074080514963
0.625,0.55,0.0003800063163162165,2.0101803007919887,171.0028423422974,904581.1353563949,0.0001890409114876403,0.1797958096935664,0.0018904091148764029,238,864,127.73908039939761,525.6999574505487
0.625,0.575,0.00037325778996975063,1.8781994074939825,167.9660054863878,845189.7333722921,0.00019873171532290907,0.18270241483419697,0.0019873171532290906,233,811,125.42617501577458,489.6321676067051
0.625,0.6,0.00035679222908366527,1.729991760049994,160.55650308764936,778496.2920224974,0.0002062392650201724,0.1819699293592374,0.002062392650201724,223,764,119.90921000998466,457.4150895126245
0.625,0.625,0.0003459390805998229,1.5867863503074302,155.67258626992032,714053.8576383436,0.00021801238744762288,0.18422419003174192,0.002180123874476229,211,702,115.96310366942767,417.0977387491458
0.625,0.65,0.00033605974406817176,1.4162166387470827,151.22688483067728,637297.4874361872,0.00023729402329680403,0.18943398832341,0.0023729402329680403,205,626,112.65289647911483,370.37288289372
0.625,0.675,0.00028466836516895374,1.2006631476255003,128.10076432602918,540298.4164314751,0.00023709261480368585,0.1742749126306164,0.0023709261480368586,181,541,95.84713322192695,315.54744606562525
0.625,0.7,0.00024515101904234906,0.9906997218706668,110.31795856905708,445814.8748418001,0.00024745239514092936,0.16522240488193782,0.0024745239514092935,157,454,82.60666760046341,265.0837776795992
0.625,0.725,0.0002186438196325808,0.7948881139763513,98.38971883466137,357699.6512893581,0.0002750623839861388,0.1645093025405793,0.002750623839861388,140,369,73.67334171427817,211.21997900459976
0.625,0.75,0.00018636190582853765,0.6163472840490674,83.86285762284194,277356.2778220803,0.0003023650961909672,0.15923944552773348,0.0030236509619096723,124,284,63.06637423611891,160.34192294894112
0.625,0.775,0.00013745212914637744,0.4585247638581555,61.85345811586985,206336.14373616996,0.0002997703504382551,0.13616839873925315,0.002997703504382551,97,212,46.83973211635173,115.27196233480373
0.625,0.8,0.00010452100737420689,0.3250013555986303,47.0344533183931,146250.61001938363,0.00032160175818862763,0.12298927954352831,0.0032160175818862764,77,152,35.80993891839398,80.44238710481031
0.625,0.825,7.09406776339088e-05,0.18666487201825557,31.92330493525896,83999.192408215,0.00038004299827217036,0.11014639586637681,0.0038004299827217036,53,93,24.3491073896488,42.325760744305
0.625,0.85,5.118200457060647e-05,0.10416420390197202,23.031902056772914,46873.89175588741,0.0004913588608498693,0.10638105638609582,0.004913588608498692,41,56,17.734196758458445,23.041898461869337
0.625,0.875,3.142333150730413e-05,0.06016938498169713,14.14049917828686,27076.22324176371,0.0005222478427669282,0.08593512199041689,0.005222478427669281,29,32,11.126602283608394,12.492033609851058
0.625,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
0.625,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.625,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.65,0.5,0.0003834617304854655,1.9636885818577037,172.55777871845947,883659.8618359667,0.0001952762439157741,0.18356588704492474,0.001952762439157741,241,839,128.9486283413909,499.9898155514781
0.65,0.525,0.00037687550613103133,1.914415326547284,169.5939777589641,861486.8969462778,0.00019686193528900526,0.18272000075249067,0.0019686193528900527,237,819,126.74185244778484,492.25734405070193
0.65,0.55,0.0003577660410358565,1.8416563806565955,160.99471846613542,828745.371295468,0.00019426318872161385,0.17684837397208367,0.0019426318872161382,229,788,120.54670604235181,473.1189208788793
0.65,0.575,0.00035117981668142243,1.729662167159653,158.0309175066401,778347.9752218439,0.0002030337619386731,0.1791245702967442,0.002030337619386731,225,744,118.33997151518919,443.6040794849436
0.65,0.6,0.0003378450659805223,1.601402449633354,152.03027969123502,720631.1023350094,0.00021096824602577128,0.17909093067284926,0.002109682460257713,216,704,113.8201179691018,415.39461178298734
0.65,0.625,0.00032699191749667987,1.4798868332916604,147.14636287350595,665949.0749812472,0.00022095738007842344,0.18031382317670178,0.0022095738007842343,204,651,109.87256492571674,382.0860422218218
0.65,0.65,0.0003171125809650287,1.3173638430346863,142.70066143426294,592813.7293656089,0.00024071753801480273,0.18533901881023243,0.0024071753801480273,198,581,106.56238428953567,338.2351036904009
0.65,0.675,0.0002658835040578427,1.1111115835436651,119.64757682602921,500000.2125946493,0.00023929505190636315,0.169207189879908,0.002392950519063631,175,500,89.86603210585297,286.3216277475571
0.65,0.7,0.0002326277783016084,0.9211877119970359,104.68250023572378,414534.47039866616,0.00025253026638544316,0.1625899740771907,0.002525302663854432,153,422,78.61944065837366,242.23891753112974
0.65,0.725,0.00020925138907702524,0.7315747217806885,94.16312508466136,329208.62480130984,0.00028602873069164713,0.16411386031022637,0.0028602873069164714,137,342,70.68282856523435,190.79696866395696
0.65,0.75,0.00017696947527298212,0.5627837267565847,79.63626387284195,253252.67704046314,0.00031445378901214205,0.15824640570194926,0.0031445378901214203,121,263,60.07759087258378,143.2729909499428
0.65,0.775,0.00013432131896119227,0.4292368524265311,60.44459353253652,193156.58359193898,0.00031293053753855615,0.13753166597346295,0.003129305375385562,96,199,45.84431783427996,105.94847135179516
0.65,0.8,0.00010139019718902169,0.30032998087229357,45.625588735059765,135148.4913925321,0.0003375959898993064,0.12410888684438011,0.003375959898993064,76,142,34.815391668868024,72.78026494721054
0.65,0.825,6.780986744872362e-05,0.16806240875713338,30.514440351925632,75628.08394071001,0.0004034802782501798,0.11095933887620037,0.004034802782501797,52,85,23.354948691747197,36.78196818865905
0.65,0.85,5.118200457060647e-05,0.09506083670415022,23.031902056772914,42777.3765168676,0.0005384131504112034,0.11135833577397508,0.005384131504112034,41,53,17.734196758458445,20.386345840096055
0.65,0.875,3.142333150730413e-05,0.051066017783875324,14.14049917828686,22979.708002743897,0.000615347208789529,0.09328084851806102,0.00615347208789529,29,29,11.126602283608394,9.946011904338308
0.65,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
0.65,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.65,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.675,0.5,0.00037212167602552744,1.7628196730818746,167.45475421148734,793268.8528868436,0.00021109457859348733,0.18801274098781154,0.002110945785934873,226,748,124.68449612035478,445.14862559254544
0.675,0.525,0.00036866626185627855,1.7418977048133333,165.89981783532534,783853.9671659999,0.00021164633309840998,0.18738219794457744,0.0021164633309841,223,734,123.47530920989067,440.066720605638
0.675,0.55,0.0003526876069462889,1.679626342660408,158.70942312583,755831.8541971835,0.00020997980204791084,0.18255348052310563,0.0020997980204791084,216,707,118.2757813640251,424.36224482065006
0.675,0.575,0.0003461013825918547,1.5967221761623507,155.7456221663346,718524.9792730578,0.00021675742202296812,0.18373627718046845,0.002167574220229681,212,675,116.06897782932818,404.1619079143932
0.675,0.6,0.0003329289338829865,1.4819844981064219,149.81802024734392,666893.0241478898,0.00022465075330300706,0.18345770931452016,0.0022465075330300706,204,640,111.65537096266084,380.21617895190604
0.675,0.625,0.00032240038938320784,1.3718536720477297,145.08017522244353,617334.1524214783,0.00023501077115751663,0.184649407956522,0.002350107711575166,194,595,107.92194326142413,350.82964071440085
0.675,0.65,0.00031268335484358856,1.2305718719190066,140.70750967961484,553757.342363553,0.000254095971132492,0.18908519592415543,0.0025409597113249197,189,532,104.71746849020874,313.66010357102834
0.675,0.675,0.0002617788819204663,1.0472725897416701,117.80049686420983,471272.66538375156,0.0002499625068818416,0.17159751603127713,0.002499625068818416,168,463,88.22989658821778,269.48518278251896
0.675,0.7,0.00022852315616423194,0.8670456786910806,102.83542027390438,390170.5554109863,0.0002635653020140965,0.16463246521339023,0.002635653020140965,146,391,76.98344859648576,228.5758716120318
0.675,0.725,0.00020827757712483396,0.6854794097781067,93.72490970617528,308465.73440014804,0.00030384220759053067,0.16875302507317447,0.0030384220759053066,131,317,70.0443443786228,179.93786894637006
0.675,0.75,0.00017599566332079087,0.5205143282175675,79.19804849435589,234231.44769790536,0.00033811876787996354,0.16364090740218112,0.0033811876787996353,115,243,59.43625119270862,133.71056435909654
0.675,0.775,0.00013334750700900102,0.39765290205801607,60.00637815405046,178943.80592610722,0.0003353364361705227,0.14185318113345216,0.003353364361705227,90,184,45.20014926752933,99.81461645184716
0.675,0.8,0.00010057868722886233,0.27526354524161234,45.26040925298805,123868.59535872555,0.0003653905101766363,0.12859908253075777,0.0036539051017663625,71,131,34.2755981018595,68.69106465026704
0.675,0.825,6.748526346465989e-05,0.16139990399370102,30.36836855909695,72629.95679716546,0.0004181245576657446,0.11268434084114223,0.004181245576657446,50,80,23.138076400766213,34.762465992961125
0.675,0.85,5.0857400586542735e-05,0.09486297227141094,22.885830263944232,42688.33752213492,0.0005361143486104931,0.11076742293817606,0.00536114348610493,39,52,17.516211518810405,20.303361064896183
0.675,0.875,3.142333150730413e-05,0.051066017783875324,14.14049917828686,22979.708002743897,0.000615347208789529,0.09328084851806102,0.00615347208789529,29,29,11.126602283608394,9.946011904338308
0.675,0.9,1.6952466862180903e-05,0.010790380856995982,7.628610087981406,4855.671385648192,0.001571072150913905,0.10947646714891954,0.015710721509139047,13,12,5.838737172936797,5.123039752433487
