model	target_signal_efficiency	operating_threshold	signal_yield	background_yield	background_rejection	background_effective_events	selected_transferred_qcd_rows	selected_transferred_qcd_sources	selected_direct_qcd_closure_rows	systematic_supported	transferred_qcd_yield	direct_qcd_closure_yield	multijet_systematic_absolute	nominal_asimov_ZA	systematic_aware_asimov_ZA
cut	0.7	-40.44668123449951	57.04480552913183	1249285.3646960717	0.6785903802603976	57.493552759160636	74	53	9	True	1099101.9319379842	1444848.6485393322	2817392.8510667556	0.051036627997015166	0.0
cut	0.71	-41.20614494721485	57.78536901475176	1274048.510916891	0.6718816048938842	59.30390591390609	76	54	9	True	1120296.761357333	1444848.6485393322	2870235.299003465	0.05119430196978621	1.9330027131189486e-05
cut	0.72	-42.18902286464565	58.45342754853639	1322993.5221311157	0.6596114085273572	62.43827685011255	80	55	9	True	1164093.5389659808	1444848.6485393322	2979557.6094435086	0.0508192118357097	8.976186794926091e-06
cut	0.73	-42.97053110731272	59.16070941234674	1380163.4729633483	0.6463250353804135	65.98096730981979	84	59	11	True	1217903.2127499655	1929701.1863095576	3140586.714791426	0.05035759791224623	2.2395271299304658e-05
cut	0.74	-43.90207414691256	60.00684166504638	1444147.3177755203	0.6366756047777256	67.1274852646803	86	60	12	True	1278267.8714085675	2384088.0989212818	3315790.503743876	0.049933500506216255	2.8658525317507127e-05
cut	0.75	-44.72542307558405	60.720824470193506	1497992.6574663399	0.629747237421219	70.37119645695643	90	61	12	True	1328540.4499862508	2384088.0989212818	3441297.185798173	0.04961121731761309	2.3882980050580478e-05
cut	0.76	-45.727748646035636	61.46003314910662	1577159.5679546087	0.6206030319260704	72.88398087231897	94	63	12	True	1404036.612496634	2384088.0989212818	3629518.4974825396	0.04893866883288711	0.0
cut	0.77	-46.875603867843665	62.265442335384016	1636975.7518788257	0.6054208845817108	74.03241134263668	96	65	12	True	1458855.0656896424	2384088.0989212818	3766038.8459476223	0.048665725409517385	0.0
cut	0.78	-48.33668216933323	63.04576284614276	1731010.3444032383	0.5883026787916352	77.27538274128932	102	69	14	True	1547045.4832862322	2597102.384909364	3997554.86601413	0.04791852442422911	0.0
cut	0.79	-49.5639582109674	63.87543059521872	1871568.8748715548	0.5734977778551156	81.04176848119758	108	71	14	True	1683100.3562163417	2597102.384909364	4336197.867000258	0.04669049341104615	1.7015515108929817e-05
cut	0.8	-50.96543211376527	64.64085046295	1955256.10746607	0.5596781713572041	83.67858130459584	112	73	14	True	1760661.5061468622	2597102.384909364	4529136.673618278	0.046227759287788724	2.878285225904383e-05
cut	0.8099999999999999	-52.64611387986494	65.4476283933869	2018874.7544166697	0.5449067333389124	87.70683914080283	117	73	14	True	1818972.7006905284	2597102.384909364	4674199.146712056	0.04606137293209864	0.0
cut	0.82	-54.46116709910419	66.27593969948428	2211262.3627944565	0.5326730883995483	92.25582045532256	124	77	14	True	2004628.839575725	2597102.384909364	5136541.927663466	0.04456907161453146	0.0
cut	0.83	-55.925602558223154	67.06015293014418	2227339.098960032	0.5230473642243327	93.40009724629334	125	77	15	True	2015311.2235091738	2599204.864285034	5163293.184509083	0.044933390483913135	7.4442967709618355e-06
cut	0.84	-58.048070666043635	67.84113842185904	2288358.511555639	0.4996258456273016	97.20014821158273	131	79	15	True	2069174.616901134	2599204.864285034	5297705.410279572	0.04484654068059542	1.6265406774247635e-05
cut	0.85	-60.239313190734634	68.56907280521258	2365626.145891141	0.48217678496202954	99.5981034374418	135	81	15	True	2140218.79904046	2599204.864285034	5475251.034858352	0.044581340517324215	2.1368188196512925e-05
cut	0.86	-62.43639636960086	69.21442827397335	2490566.9135850864	0.4526983916596474	104.79956139976437	144	83	15	True	2260075.653701744	2599204.864285034	5775618.950353084	0.043857666135005476	3.01108318715639e-05
cut	0.87	-65.127779095498	70.00864048495646	2518299.506516463	0.4136460279016533	106.74259322521195	147	84	17	True	2281255.615280286	3054584.2995809177	5850716.577680011	0.044115981066737114	2.7388739084120076e-05
cut	0.88	-68.18467063945886	70.73904309102117	2639533.0071494337	0.3724412342905472	112.04638699328937	155	86	18	True	2394673.664845824	4949551.985199599	6235351.55423439	0.04354052810043766	1.9033821915343344e-05
cut	0.89	-71.34792295890503	71.5230635339705	2679673.0479802955	0.33316891268235993	114.85432198291493	161	87	22	True	2426578.2223168444	5436003.703094997	6337054.786634358	0.043692135538546485	1.8141061003423807e-05
cut	0.9	-75.7998387884147	72.24111389931576	2842845.969845553	0.3058706579277122	125.25184641414828	174	89	23	True	2581581.8495823364	5892762.891983136	6746422.5108007165	0.04284557047790612	9.104811825202941e-06
cut	0.91	-80.75476976052549	73.0353996277673	2995590.5754117537	0.2732361748505314	135.5382025434318	190	91	25	True	2723951.5049402276	6799510.850705613	7141126.188696753	0.04219785907515083	1.7697951204886467e-05
cut	0.92	-85.83840093574912	73.71381213835186	3126009.206183662	0.2607823178235821	144.7152073232184	207	92	26	True	2846428.951606619	6799843.192715363	7450671.342414495	0.04169193368582091	0.0
cut	0.93	-92.39153741636403	74.43421535179228	3323423.7672698945	0.214613565396383	154.70977658015178	223	93	29	True	3034774.830004971	7285349.1762022255	7945055.9740865175	0.04082988275288016	0.0
cut	0.94	-103.41740329017404	75.16449066129172	3463351.7286551665	0.18958803307399474	164.910195444583	243	94	33	True	3161763.506426988	7994677.197907696	8292617.322448915	0.04038897653658234	0.0
cut	0.95	-119.30933016102843	75.88004736914444	3562970.9386219652	0.15266617192159393	172.02924069333235	258	95	36	True	3251692.4963295655	8632968.442913033	8542796.978417825	0.04019943154290234	2.9455851245367725e-05
cut	0.96	-138.77082983663502	76.55884068388866	3723183.1998803397	0.13397773097428545	183.24782695824223	284	96	37	True	3404129.0008200915	8633009.243474979	8929206.59688683	0.03967680169412696	3.398488330615899e-05
cut	0.97	-167.8393783161356	77.251492050844	3821005.3035634067	0.11378054350687317	190.9005515115658	304	96	40	True	3491598.759533361	8637255.002788264	9150697.987877885	0.039519968758311985	2.054940460175552e-05
cut	0.98	-208.37384595886235	77.894616660443	3912863.2928902917	0.05832536178454095	198.07989495685538	332	96	43	True	3575683.5480419733	8641486.072211485	9363376.061960224	0.03937845439120737	0.0
cut	0.99	-283.34156947762534	78.52142262484998	4061124.409032755	0.02335437487432923	210.0211135549384	393	96	47	True	3715655.2857432053	8825561.207920127	9723931.277239837	0.038964007021820964	1.7643882560176776e-05
cut	1.0	-1116.3236172705172	79.2373685205979	4149796.562849917	0.0006510416666667407	217.92010061094587	563	96	55	True	3797336.289092463	8859323.834969074	9931334.044363556	0.038896924038051825	9.89732489913334e-06
bdt	0.1	0.9264559149742126	6.50221839261457	3004.7332847933394	0.9933454328805396	28.427860170121328	0	0	1	False	0.0	41.16994730840985	0.0	0.11857743895635436	nan
bdt	0.11	0.9229713678359985	7.2969495191508145	3710.2561800221997	0.9928439377280155	34.926160630138924	0	0	1	False	0.0	41.16994730840985	0.0	0.11975595879410211	nan
bdt	0.12000000000000001	0.919234037399292	8.030801338069143	4331.62999625873	0.9883043096614647	40.41889767595871	1	1	1	False	0.954216747039326	41.16994730840985	2.607602021534772	0.1219829390356406	nan
bdt	0.13	0.9153932332992554	8.808841350759723	4701.922002575138	0.9879207122939794	43.99551311302262	1	1	1	False	0.954216747039326	41.16994730840985	2.607602021534772	0.12842381213968532	nan
bdt	0.14	0.9123773574829102	9.629884273881949	5293.562638328529	0.9874596036505914	49.48881943675209	1	1	1	False	0.954216747039326	41.16994730840985	2.607602021534772	0.1323169385052261	nan
bdt	0.15000000000000002	0.9092584848403931	10.294367489044792	5796.417824882142	0.9866780262299084	54.42948469425311	1	1	1	False	0.954216747039326	41.16994730840985	2.607602021534772	0.1351734355051323	nan
bdt	0.16	0.9066569805145264	10.931985879965891	6604.630145474635	0.9860089833179436	61.756856338289644	1	1	1	False	0.954216747039326	41.16994730840985	2.607602021534772	0.13447918533037742	nan
bdt	0.17	0.9032202959060669	11.674877427124615	7220.037774605262	0.9845499203337069	67.69024630841649	1	1	1	False	0.954216747039326	41.16994730840985	2.607602021534772	0.13736168660146078	nan
bdt	0.18	0.8996875286102295	12.521576888398176	18527.831661611417	0.9834868194938153	2.9864182060264834	2	2	1	False	10683.338150196043	41.16994730840985	2761709.215860486	0.09198093494730486	nan
bdt	0.19	0.8960498571395874	13.249850317361153	19131.273870688638	0.9820034706555513	3.1823520120073088	2	2	1	False	10683.338150196043	41.16994730840985	2761709.215860486	0.09578310445439293	nan
bdt	0.2	0.8927640318870544	13.839548817694048	20554.48570126642	0.9795612377766604	3.6541853009019665	3	3	1	False	11412.491830017041	41.16994730840985	3152315.379312514	0.09652057483452249	nan
bdt	0.21000000000000002	0.8893890380859375	14.633754131148011	21065.46436087221	0.9787364107039931	3.836434322092948	3	3	1	False	11412.491830017041	41.16994730840985	3152315.379312514	0.1008137952324269	nan
bdt	0.22	0.8860078454017639	15.378303211905381	21975.761075731392	0.97770834759206	4.171855154627934	4	4	1	False	11462.02607773465	41.16994730840985	3179787.666803349	0.10372556685855855	nan
bdt	0.23	0.8832247257232666	16.124507834686327	22918.24426057494	0.9769828644590816	4.5333847577994115	4	4	1	False	11462.02607773465	41.16994730840985	3179787.666803349	0.10649884108474128	nan
bdt	0.24000000000000002	0.8795930743217468	16.966833151281953	27811.54559047526	0.9744498267245361	5.773853587023244	6	5	1	True	15758.319008128174	41.16994730840985	6016072.390292563	0.10172883657233368	2.953481547571894e-06
bdt	0.25	0.8757817149162292	17.79485109010976	46385.752306131646	0.9724239489802363	5.311428390436624	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.08261792657584838	3.71679816948187e-06
bdt	0.26	0.8720820546150208	18.587975887911895	47681.87004700791	0.969316546253337	5.610570552537727	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.08511914393450311	9.322893560728896e-07
bdt	0.27	0.8680091500282288	19.382591658870822	48337.77752938097	0.968259348176772	5.765078260377386	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.08815348517124415	0.0
bdt	0.28	0.8647480010986328	20.2770064889842	49308.98053956292	0.9671945134921949	5.997558052941921	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.09130847030306259	1.097195032657298e-06
bdt	0.29000000000000004	0.8609697222709656	21.061256394561017	50407.54544907682	0.9660057254903498	6.266002313275991	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.09380073931528599	0.0
bdt	0.30000000000000004	0.8570908904075623	21.82930059118948	51563.773228296086	0.9644250702422833	6.554846631014517	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.09612510735448425	9.347729512644995e-07
bdt	0.31	0.8530828952789307	22.62178350675401	52339.19145924797	0.9623554492963926	6.752196788296122	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.09887398924705446	3.104968098221023e-06
bdt	0.32	0.8497540354728699	23.478985328409305	53557.96319133325	0.9587026298333599	7.068097806049354	7	6	1	True	32217.46949063302	41.16994730840985	25179640.582406152	0.10144615042604126	2.806942856734367e-06
bdt	0.33	0.8462551236152649	24.2338154958763	64628.790135223004	0.9571891598005322	8.07978047265149	8	7	1	True	42756.55038810959	41.16994730840985	44361675.46949629	0.09531947601784473	0.0
bdt	0.33999999999999997	0.8409397602081299	25.051430345658908	66518.69171158285	0.951513564915	8.555993335632964	8	7	1	True	42756.55038810959	41.16994730840985	44361675.46949629	0.09712553448464477	4.558240181780666e-06
bdt	0.35	0.8373479843139648	25.833473245078245	67907.58167797685	0.9472758393640452	8.914000472834273	8	7	1	True	42756.55038810959	41.16994730840985	44361675.46949629	0.0991279523612887	0.0
bdt	0.36	0.8326547741889954	26.714682271810457	69599.34060104619	0.9452179010235203	9.360440827227224	8	7	1	True	42756.55038810959	41.16994730840985	44361675.46949629	0.10125574454562902	0.0
bdt	0.37	0.8280007243156433	27.583401281582635	71291.82919043195	0.9415914171450837	9.817971952557635	9	7	1	True	42806.084635827196	41.16994730840985	44464571.91962776	0.10329990850788413	0.0
bdt	0.38	0.8232697248458862	28.392472342992292	89345.5786527706	0.9388581721290357	10.058919686844641	10	8	1	True	59412.31279256825	41.16994730840985	85678575.3717325	0.09498251808967575	0.0
bdt	0.39	0.8181650638580322	29.20985116382844	101431.62133481873	0.9359940579124039	11.370895990107686	11	9	1	True	69950.52299849754	41.16994730840985	118780849.90362802	0.09171108214324365	5.535900531894048e-06
bdt	0.4	0.8134082555770874	29.940277044996037	119473.8061159577	0.9328220303527806	12.159686602743706	13	11	1	True	86398.20483467793	41.16994730840985	181226812.2659323	0.08661663893087676	0.0
bdt	0.41000000000000003	0.8079274296760559	30.86288236659358	138207.85787527048	0.9259492045914764	13.192419390179106	15	12	2	True	102994.50539370575	181934.01318236775	266630.6372465314	0.0830144993946727	0.00011599968096604207
bdt	0.42000000000000004	0.8030791282653809	31.69304738580165	140766.39373877656	0.9171053992287195	13.68281173149917	15	12	3	True	102994.50539370575	213111.29022508755	268192.16029173153	0.08446916716578821	0.00011805868398919917
bdt	0.43000000000000005	0.7984545230865479	32.46228360241607	169538.90791746273	0.915507898653239	15.723433518498183	17	14	3	True	129953.49474127873	213111.29022508755	335516.9049671968	0.078837077845619	9.675600430462765e-05
bdt	0.44000000000000006	0.794043242931366	33.30404203638412	171053.87363798096	0.8977729247792103	16.000381890490495	18	15	4	True	130681.34260540143	244232.73297811009	339009.3602879443	0.08052234190694138	9.79949008857092e-05
bdt	0.45000000000000007	0.7885702848434448	34.22271394683308	172192.45846432177	0.8951343888382642	16.213078238751653	18	15	4	True	130681.34260540143	244232.73297811009	339009.3602879443	0.08246943117007303	0.00010069812149387248
bdt	0.45999999999999996	0.7824371457099915	35.07955445651802	178596.11122837465	0.8905950508438777	17.270243403236833	20	16	4	True	134962.6700484726	244232.73297811009	349699.5764796222	0.08300492344053104	0.00010040771213085696
bdt	0.47	0.776156485080719	35.93624543413315	191240.71501378767	0.8854273963606145	18.66084077264983	21	17	4	True	145582.07351221217	244232.73297811009	376174.01441167295	0.08217295800880416	9.557987648345025e-05
bdt	0.48	0.7708771228790283	36.767581679070226	209433.12820257415	0.8761689560175592	19.663504030632716	22	18	5	True	162031.6398824106	955104.5235679777	434868.02269625734	0.08033960081707739	8.471698050348788e-05
bdt	0.49	0.7655135989189148	37.65943905134764	229015.03435415516	0.8714851327858195	20.948194924584485	24	20	6	True	179256.96435064668	986225.9663210002	480430.82466194645	0.07869188487390787	7.831490602142261e-05
bdt	0.5	0.7582442164421082	38.639775683319264	276112.91154990636	0.8643528515183732	17.099988461000642	26	22	6	True	223472.9690119207	986225.9663210002	595952.7399027244	0.073532801090924	6.534276310825353e-05
bdt	0.51	0.7515537142753601	39.54560964931154	279186.5051480155	0.857812965829752	17.48154750422324	26	22	6	True	223472.9690119207	986225.9663210002	595952.7399027244	0.07484121197966455	6.59730389125323e-05
bdt	0.52	0.7447187304496765	40.350269934469665	291181.4314559343	0.855446251525304	18.549928851797354	28	23	6	True	234099.81623388553	986225.9663210002	623565.2928554284	0.07477468224413471	6.369200766203001e-05
bdt	0.53	0.7375578284263611	41.070196638142235	294073.88335412054	0.8503515486390862	18.919045206030155	28	23	7	True	234099.81623388553	1017347.4090740228	624054.1050107413	0.07573357278809857	6.585713762553054e-05
