figure	panel	series	bin_low	bin_high	value	statistical_uncertainty	normalization
fig13	unit_shape	fourb_direct_qcd	5.000000000000001	5.807931748207712	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	5.807931748207712	6.746414238367816	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	6.746414238367816	7.836542688315396	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	7.836542688315396	9.102821015130399	0.05129405803804652	0.05129405803804653	unit_area
fig13	unit_shape	fourb_direct_qcd	9.102821015130399	10.57371263440564	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	10.57371263440564	12.282280261157908	0.02053113774340719	0.02053113774340719	unit_area
fig13	unit_shape	fourb_direct_qcd	12.282280261157908	14.266929093832774	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	14.266929093832774	16.572270086699938	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	16.572270086699938	19.250122715283492	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	19.250122715283492	22.360679774997894	0.08047520452024097	0.08023993310612107	unit_area
fig13	unit_shape	fourb_direct_qcd	22.360679774997894	25.97386039534325	0.00023731716375874104	0.00023731716375949098	unit_area
fig13	unit_shape	fourb_direct_qcd	25.97386039534325	30.170881682725806	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	30.170881682725806	35.046084319304356	0.0035191322431594595	0.003519132243159389	unit_area
fig13	unit_shape	fourb_direct_qcd	35.046084319304356	40.70905315369042	0.007025659905817665	0.004967891761714123	unit_area
fig13	unit_shape	fourb_direct_qcd	40.70905315369042	47.28708045015879	0.10601656550562401	0.07256203849607877	unit_area
fig13	unit_shape	fourb_direct_qcd	47.28708045015879	54.92802716530585	0.024281284860074744	0.020830840375583148	unit_area
fig13	unit_shape	fourb_direct_qcd	54.92802716530585	63.80364656795912	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	63.80364656795912	74.11344491069478	0.3717600557004246	0.23172517340800847	unit_area
fig13	unit_shape	fourb_direct_qcd	74.11344491069478	86.08916593317345	0.10238660448337489	0.07237192693525804	unit_area
fig13	unit_shape	fourb_direct_qcd	86.08916593317345	100.0	0.13486217172081233	0.09481414784406567	unit_area
fig13	unit_shape	fourb_direct_qcd	100.0	116.15863496415416	0.07205167020582715	0.0553500865523972	unit_area
fig13	unit_shape	fourb_direct_qcd	116.15863496415416	134.9282847673563	4.605359630542794e-06	4.6053592041899215e-06	unit_area
fig13	unit_shape	fourb_direct_qcd	134.9282847673563	156.730853766308	0.0004792396871479198	0.0003356487476057654	unit_area
fig13	unit_shape	fourb_direct_qcd	156.730853766308	182.05642030260796	0.0004775815671747448	0.00033444964746795643	unit_area
fig13	unit_shape	fourb_direct_qcd	182.05642030260796	211.47425268811284	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	211.47425268811284	245.64560522315796	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	245.64560522315796	285.33858187665555	0.020777463803160586	0.02049766437835696	unit_area
fig13	unit_shape	fourb_direct_qcd	285.33858187665555	331.44540173399844	0.003517435312539375	0.003512832971745491	unit_area
fig13	unit_shape	fourb_direct_qcd	331.44540173399844	385.0024543056699	4.234313485214768e-05	3.798143800329044e-05	unit_area
fig13	unit_shape	fourb_direct_qcd	385.0024543056699	447.213595499958	4.605359630542794e-06	4.6053592041899215e-06	unit_area
fig13	unit_shape	fourb_direct_qcd	447.213595499958	519.4772079068651	4.647053968846551e-06	4.6470543560309785e-06	unit_area
fig13	unit_shape	fourb_direct_qcd	519.4772079068651	603.4176336545162	0.00024192252338923128	0.00023736184518864697	unit_area
fig13	unit_shape	fourb_direct_qcd	603.4176336545162	700.9216863860865	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	700.9216863860865	814.1810630738086	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	814.1810630738086	945.7416090031759	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	945.7416090031759	1098.560543306117	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	1098.560543306117	1276.0729313591826	4.647053968846551e-06	4.6470543560309785e-06	unit_area
fig13	unit_shape	fourb_direct_qcd	1276.0729313591826	1482.2688982138943	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	1482.2688982138943	1721.7833186634691	0.0	0.0	unit_area
fig13	unit_shape	fourb_direct_qcd	1721.7833186634691	2000.0	0.0	0.0	unit_area
