model	false_positive_rate	true_positive_rate	threshold	weighting
bdt	0.4355254716118465	0.8039731093742776	0.4960730969905853	development_hierarchical_weight
bdt	0.4371966882828003	0.8054810296755589	0.49422794580459595	development_hierarchical_weight
bdt	0.4409757010207657	0.807068328454303	0.49283352494239807	development_hierarchical_weight
bdt	0.4430770199059101	0.8077808121332156	0.4913138449192047	development_hierarchical_weight
bdt	0.44565577789839417	0.8091896271036658	0.4897579848766327	development_hierarchical_weight
bdt	0.44846469409821754	0.8106922446688238	0.4882594645023346	development_hierarchical_weight
bdt	0.46622134484738714	0.8121560507795978	0.48699015378952026	development_hierarchical_weight
bdt	0.4682490724755667	0.8137677642113937	0.4853268563747406	development_hierarchical_weight
bdt	0.4704001190759775	0.8146116714135698	0.48360028862953186	development_hierarchical_weight
bdt	0.4716361243606643	0.816415741599409	0.48209449648857117	development_hierarchical_weight
bdt	0.47458112062711066	0.8179113185692717	0.4806790053844452	development_hierarchical_weight
bdt	0.4781251347176516	0.819267601000057	0.47885677218437195	development_hierarchical_weight
bdt	0.48026699900206166	0.8212244660394427	0.4773803651332855	development_hierarchical_weight
bdt	0.48136503847558465	0.8228633336937325	0.4756581783294678	development_hierarchical_weight
bdt	0.48295807700684096	0.8240544961823544	0.47405028343200684	development_hierarchical_weight
bdt	0.48464362122462645	0.8255114794408515	0.4725787937641144	development_hierarchical_weight
bdt	0.4859109134172643	0.8265821136075031	0.4708903431892395	development_hierarchical_weight
bdt	0.4866526747452599	0.8287309705587559	0.4690825641155243	development_hierarchical_weight
bdt	0.4895289634775107	0.8301855895135745	0.46767887473106384	development_hierarchical_weight
bdt	0.4913078713513007	0.8314417476706395	0.4660321772098541	development_hierarchical_weight
bdt	0.4923216267521463	0.8329241314778046	0.4643917381763458	development_hierarchical_weight
bdt	0.4944058640145968	0.8342789040520336	0.4626474976539612	development_hierarchical_weight
bdt	0.4963320475057874	0.8366919737486045	0.46101659536361694	development_hierarchical_weight
bdt	0.5009615348126139	0.837561509642607	0.4593521058559418	development_hierarchical_weight
bdt	0.5025378749193762	0.8394115937787394	0.4575735926628113	development_hierarchical_weight
bdt	0.5048189623096265	0.8403810521351988	0.45597735047340393	development_hierarchical_weight
