plot_path	paired_path	plot_name	plotted_methods	category	variables	normalization	binning	axis_limits	latex_labels	style_helper_path	style_helper_sha256	cms_inspired_style_applied	official_cms_status_claimed	dpi	format	bytes	status
plots/high_mhh_weighted_roc.png	plots/high_mhh_weighted_roc.pdf	high_mhh_weighted_roc	"[""global_v1_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_mass_aware"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	high_mhh	"[""score"",""training_target""]"	frozen_global_development_weights	empirical_weighted_ROC	"{""x"":[0,1],""y"":[1,100000.0]}"	"[""$\\epsilon_S$"",""$1/\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	197864	pass
plots/high_mhh_weighted_roc.pdf	plots/high_mhh_weighted_roc.png	high_mhh_weighted_roc	"[""global_v1_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_mass_aware"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	high_mhh	"[""score"",""training_target""]"	frozen_global_development_weights	empirical_weighted_ROC	"{""x"":[0,1],""y"":[1,100000.0]}"	"[""$\\epsilon_S$"",""$1/\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	57648	pass
plots/high_mhh_precision_recall.png	plots/high_mhh_precision_recall.pdf	high_mhh_precision_recall	"[""global_v1_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_mass_aware"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	high_mhh	"[""score"",""training_target""]"	frozen_global_development_weights	empirical_weighted_precision_recall	"{""x"":[0,1],""y"":[0,1]}"	"[""$\\epsilon_S$"",""precision""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	184123	pass
plots/high_mhh_precision_recall.pdf	plots/high_mhh_precision_recall.png	high_mhh_precision_recall	"[""global_v1_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_mass_aware"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	high_mhh	"[""score"",""training_target""]"	frozen_global_development_weights	empirical_weighted_precision_recall	"{""x"":[0,1],""y"":[0,1]}"	"[""$\\epsilon_S$"",""precision""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	70306	pass
plots/high_mhh_score_distributions_primary.png	plots/high_mhh_score_distributions_primary.pdf	high_mhh_score_distributions_primary	"[""categorized_cms_inspired_mass_aware""]"	high_mhh	"[""score"",""training_target""]"	development_weighted_unit_density	40 uniform bins [0,1]	"{""x"":[0,1],""y"":""automatic""}"	"[""BDT score""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	98541	pass
plots/high_mhh_score_distributions_primary.pdf	plots/high_mhh_score_distributions_primary.png	high_mhh_score_distributions_primary	"[""categorized_cms_inspired_mass_aware""]"	high_mhh	"[""score"",""training_target""]"	development_weighted_unit_density	40 uniform bins [0,1]	"{""x"":[0,1],""y"":""automatic""}"	"[""BDT score""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	25298	pass
plots/high_mhh_feature_importance_primary.png	plots/high_mhh_feature_importance_primary.pdf	high_mhh_feature_importance_primary	"[""categorized_cms_inspired_mass_aware""]"	high_mhh	"[""xgboost_gain""]"	per_fold_unit_sum_then_fold_mean	top_15	"{""x"":""automatic"",""y"":""top_15""}"	"[""normalized gain""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	110043	pass
plots/high_mhh_feature_importance_primary.pdf	plots/high_mhh_feature_importance_primary.png	high_mhh_feature_importance_primary	"[""categorized_cms_inspired_mass_aware""]"	high_mhh	"[""xgboost_gain""]"	per_fold_unit_sum_then_fold_mean	top_15	"{""x"":""automatic"",""y"":""top_15""}"	"[""normalized gain""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	32730	pass
plots/background_rhh_score_quintiles_high_mhh_primary.png	plots/background_rhh_score_quintiles_high_mhh_primary.pdf	background_rhh_score_quintiles_high_mhh_primary	"[""categorized_cms_inspired_mass_aware""]"	high_mhh	"[""score_quintile"",""r_hh_125_125""]"	frozen_global_development_weights	five weighted score quintiles	"{""x"":[1,5],""y"":""automatic""}"	"[""$R_{HH}$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	118344	pass
plots/background_rhh_score_quintiles_high_mhh_primary.pdf	plots/background_rhh_score_quintiles_high_mhh_primary.png	background_rhh_score_quintiles_high_mhh_primary	"[""categorized_cms_inspired_mass_aware""]"	high_mhh	"[""score_quintile"",""r_hh_125_125""]"	frozen_global_development_weights	five weighted score quintiles	"{""x"":[1,5],""y"":""automatic""}"	"[""$R_{HH}$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	24508	pass
plots/combined_background_rejection_at_fixed_signal_efficiency.png	plots/combined_background_rejection_at_fixed_signal_efficiency.pdf	combined_background_rejection_at_fixed_signal_efficiency	"[""global_v1_mass_aware"",""global_v1_explicit_dijet_mass_plane_blind"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_mass_aware"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	combined	"[""target_signal_efficiency"",""background_rejection""]"	frozen_global_development_weights	four_frozen_operating_points	"{""x"":[0.25,0.75],""y"":""log_automatic""}"	"[""$\\epsilon_S$"",""$1/\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	266208	pass
plots/combined_background_rejection_at_fixed_signal_efficiency.pdf	plots/combined_background_rejection_at_fixed_signal_efficiency.png	combined_background_rejection_at_fixed_signal_efficiency	"[""global_v1_mass_aware"",""global_v1_explicit_dijet_mass_plane_blind"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_mass_aware"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	combined	"[""target_signal_efficiency"",""background_rejection""]"	frozen_global_development_weights	four_frozen_operating_points	"{""x"":[0.25,0.75],""y"":""log_automatic""}"	"[""$\\epsilon_S$"",""$1/\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	27531	pass
plots/cut_matched_method_comparison.png	plots/cut_matched_method_comparison.pdf	cut_matched_method_comparison	"[""categorized_cms_inspired_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind"",""global_v1_mass_aware"",""global_v1_explicit_dijet_mass_plane_blind"",""optimized_cut""]"	combined	"[""background_efficiency""]"	frozen_global_development_weights	cut_matched_operating_point	"{""x"":""methods"",""y"":""automatic""}"	"[""$\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	206018	pass
plots/cut_matched_method_comparison.pdf	plots/cut_matched_method_comparison.png	cut_matched_method_comparison	"[""categorized_cms_inspired_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind"",""global_v1_mass_aware"",""global_v1_explicit_dijet_mass_plane_blind"",""optimized_cut""]"	combined	"[""background_efficiency""]"	frozen_global_development_weights	cut_matched_operating_point	"{""x"":""methods"",""y"":""automatic""}"	"[""$\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	25867	pass
plots/category_fold_auc_stability.png	plots/category_fold_auc_stability.pdf	category_fold_auc_stability	"[""categorized_cms_inspired_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	low_and_high	"[""fold"",""weighted_roc_auc""]"	frozen_global_development_weights	five_frozen_folds	"{""x"":[0,4],""y"":""automatic""}"	"[""ROC AUC""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	291918	pass
plots/category_fold_auc_stability.pdf	plots/category_fold_auc_stability.png	category_fold_auc_stability	"[""categorized_cms_inspired_mass_aware"",""categorized_v1_features_mass_aware_ablation"",""categorized_cms_inspired_explicit_dijet_mass_plane_blind""]"	low_and_high	"[""fold"",""weighted_roc_auc""]"	frozen_global_development_weights	five_frozen_folds	"{""x"":[0,4],""y"":""automatic""}"	"[""ROC AUC""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	29283	pass
plots/background_family_efficiency_cut_matched.png	plots/background_family_efficiency_cut_matched.pdf	background_family_efficiency_cut_matched	"[""categorized_cms_inspired_mass_aware""]"	combined	"[""background_family"",""efficiency""]"	within_frozen_stratum_global_development_weights	frozen_strata	"{""x"":""strata"",""y"":[0,1]}"	"[""efficiency""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	135290	pass
plots/background_family_efficiency_cut_matched.pdf	plots/background_family_efficiency_cut_matched.png	background_family_efficiency_cut_matched	"[""categorized_cms_inspired_mass_aware""]"	combined	"[""background_family"",""efficiency""]"	within_frozen_stratum_global_development_weights	frozen_strata	"{""x"":""strata"",""y"":[0,1]}"	"[""efficiency""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	23109	pass
plots/signal_mode_efficiency_cut_matched.png	plots/signal_mode_efficiency_cut_matched.pdf	signal_mode_efficiency_cut_matched	"[""categorized_cms_inspired_mass_aware""]"	combined	"[""signal_mode"",""efficiency""]"	within_frozen_stratum_global_development_weights	frozen_strata	"{""x"":""strata"",""y"":[0,1]}"	"[""efficiency""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	88518	pass
plots/signal_mode_efficiency_cut_matched.pdf	plots/signal_mode_efficiency_cut_matched.png	signal_mode_efficiency_cut_matched	"[""categorized_cms_inspired_mass_aware""]"	combined	"[""signal_mode"",""efficiency""]"	within_frozen_stratum_global_development_weights	frozen_strata	"{""x"":""strata"",""y"":[0,1]}"	"[""efficiency""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	22003	pass
plots/member_bootstrap_background_efficiency_difference.png	plots/member_bootstrap_background_efficiency_difference.pdf	member_bootstrap_background_efficiency_difference	"[""v2 minus global v1"",""v2 minus category-split""]"	combined	"[""bootstrap_delta_background_efficiency""]"	1000_member_bootstrap_replicates_unit_density	45 uniform bins	"{""x"":""automatic"",""y"":""automatic""}"	"[""$\\Delta\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PNG	97053	pass
plots/member_bootstrap_background_efficiency_difference.pdf	plots/member_bootstrap_background_efficiency_difference.png	member_bootstrap_background_efficiency_difference	"[""v2 minus global v1"",""v2 minus category-split""]"	combined	"[""bootstrap_delta_background_efficiency""]"	1000_member_bootstrap_replicates_unit_density	45 uniform bins	"{""x"":""automatic"",""y"":""automatic""}"	"[""$\\Delta\\epsilon_B$""]"	scripts/plotting/hh4b_cms_style.py	b27346c4395a712cc9225cf7ee27c3001df559b3fd0fc20d9508246e63fc2bdc	true	false	300	PDF	24986	pass
