claim_id	value	units	source_checkpoint	source_file	field_row_column	source_file_sha256	generating_script	current_commit	data_status	metric_status	projection_or_closure_status	publication_placement
CLAIM-029	0.7746416955573465	dimensionless	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: unweighted_auc	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	train_oof_development	appendix
CLAIM-030	0.0573852118641375	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: asimov_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_transferred_qcd_projection	main_text
CLAIM-031	2.8498568271922863e-05	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: systematic_aware_asimov_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	systematic-aware	primary_projection_with_secondary_direct_qcd_closure	main_text
CLAIM-032	6.908394733092535e-05	dimensionless	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: signal_over_background	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_transferred_qcd_projection	main_text
CLAIM-033	39.98279126237494	effective events	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: background_effective_events	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_transferred_qcd_projection	appendix
CLAIM-034	0.0577205713136103	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: bootstrap_median_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_projection_source_bootstrap	main_text
CLAIM-035	0.0533646148670779	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: bootstrap_p16_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_projection_source_bootstrap	main_text
CLAIM-036	0.0625628973058149	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: bootstrap_p84_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_projection_source_bootstrap	main_text
CLAIM-037	0.6036120967862452	relative	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: score_domain_qcd_relative_nonclosure	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	systematic-aware	secondary_direct_qcd_closure	diagnostic
CLAIM-038	2.268158677101068	relative	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=dense_dnn; column: multijet_systematic_relative_to_total_background	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	systematic-aware	primary_projection_with_secondary_direct_qcd_closure	main_text
CLAIM-039	0.6601779458020627	dimensionless	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: weighted_auc	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	train_oof_development	main_text
CLAIM-040	0.7207234163609657	dimensionless	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: unweighted_auc	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	train_oof_development	appendix
CLAIM-041	0.0521061724545665	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: asimov_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_transferred_qcd_projection	main_text
CLAIM-042	2.751379941507792e-05	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: systematic_aware_asimov_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	systematic-aware	primary_projection_with_secondary_direct_qcd_closure	main_text
CLAIM-043	5.686814923545108e-05	dimensionless	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: signal_over_background	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_transferred_qcd_projection	main_text
CLAIM-044	55.932788777506914	effective events	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: background_effective_events	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_transferred_qcd_projection	appendix
CLAIM-045	0.0522211168670256	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: bootstrap_median_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_projection_source_bootstrap	main_text
CLAIM-046	0.0487385226356983	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: bootstrap_p16_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_projection_source_bootstrap	main_text
CLAIM-047	0.0562753708795383	sigma	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: bootstrap_p84_ZA	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	nominal	primary_projection_source_bootstrap	main_text
CLAIM-048	0.6681527785230229	relative	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: score_domain_qcd_relative_nonclosure	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	systematic-aware	secondary_direct_qcd_closure	diagnostic
CLAIM-049	2.236583855965235	relative	c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1/baseline_metrics.tsv	row: baseline=lbn_dnn; column: multijet_systematic_relative_to_total_background	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	scripts/analysis/publish_pn_c7v_results_and_figures.py	b684bc4436252bfd789bcb64c3d2cacfa23a075f	train-only	systematic-aware	primary_projection_with_secondary_direct_qcd_closure	main_text
