comparison	model	reference_model	metric	nominal_difference	bootstrap_median_difference	bootstrap_p16_difference	bootstrap_p84_difference	bootstrap_p2p5_difference	bootstrap_p97p5_difference	valid_replicas	invalid_replicas	fraction_valid_difference_greater_than_zero	interval_includes_zero_68	interval_includes_zero_95
bdt_minus_cut	bdt	cut	systematic_aware_asimov_ZA	1.3512427259547382e-05	1.3802141008280404e-05	7.907516283202095e-06	2.2441116618088918e-05	2.8535820498054594e-06	3.300369556994465e-05	841	159	0.990487514863258	False	False
bdt_minus_cut	bdt	cut	transferred_qcd_fraction	-0.017873055015794836	-0.01728209711820544	-0.0433456842952508	0.004226454493940358	-0.07124541549231936	0.024810995425368028	1000	0	0.209	True	True
bdt_minus_cut	bdt	cut	direct_qcd_closure_ratio	-0.29875013940817846	-0.3013237633943852	-0.7738759949214676	-0.14753345589549652	-7.060221772080998	-0.069777713711663	1000	0	0.005	False	False
bdt_minus_cut	bdt	cut	score_domain_qcd_nonclosure	0.29875013940817846	0.210731865062863	-0.03150903729117945	0.38792523745774493	-7.060221772080998	0.5603223236437302	1000	0	0.838	True	True
dense_dnn_minus_cut	dense_dnn	cut	weighted_auc	-0.016861444577013773	-0.015331943171775997	-0.03322432299926558	0.0009145016866671205	-0.04995102371334754	0.015736462991735745	1000	0	0.177	True	True
dense_dnn_minus_cut	dense_dnn	cut	unweighted_auc	0.06729631614611054	0.06708397610868938	0.05407341457099247	0.07813567617745454	0.04302573766029193	0.08701866936323056	1000	0	1.0	False	False
dense_dnn_minus_cut	dense_dnn	cut	signal_efficiency	-4.910631229937401e-05	-0.00024236663391402624	-0.008226174056655862	0.0077536785282418105	-0.013799790152471856	0.017453796975933803	1000	0	0.48	True	True
dense_dnn_minus_cut	dense_dnn	cut	background_efficiency	0.04424535447223377	0.04073493610784626	0.0051495827499791185	0.07933913016598715	-0.024494936339398657	0.11612715208789606	1000	0	0.872	False	True
dense_dnn_minus_cut	dense_dnn	cut	background_rejection	-0.04424535447223377	-0.04073493610784634	-0.07933913016598718	-0.005149582749979073	-0.11612715208789601	0.024494936339398653	1000	0	0.128	False	True
dense_dnn_minus_cut	dense_dnn	cut	selected_signal_yield	-2.508949582229029	-2.5054275698696102	-3.1345521762504185	-1.8455908518506727	-3.7921102553736166	-1.3210392823067483	1000	0	0.0	False	False
dense_dnn_minus_cut	dense_dnn	cut	selected_background_yield	-252590.37749003305	-252185.47762650892	-373648.09752505133	-134281.82845382593	-517251.874468029	-7569.645757629977	1000	0	0.021	False	False
dense_dnn_minus_cut	dense_dnn	cut	signal_over_background	1.5850813777640914e-05	1.5361678063337335e-05	7.188706151477413e-06	2.589991341243171e-05	-2.5537099973423885e-06	3.891138174466006e-05	1000	0	0.958	False	True
dense_dnn_minus_cut	dense_dnn	cut	signal_over_sqrt_background	0.005703082828713096	0.005731084069871092	0.0019603820123168273	0.009909980768463462	-0.002443364255186647	0.01463670027448218	1000	0	0.92	False	True
dense_dnn_minus_cut	dense_dnn	cut	background_effective_events	-5.812437092074433	-5.361829855640011	-11.423307553361138	0.8861708131942236	-18.449648126992226	8.081437820936074	1000	0	0.203	True	True
dense_dnn_minus_cut	dense_dnn	cut	signal_effective_events	-147.01156221096926	-147.78707808808622	-192.51751817369748	-100.46860537604094	-238.78974359824463	-59.62218044580594	1000	0	0.001	False	False
dense_dnn_minus_cut	dense_dnn	cut	nominal_asimov_ZA	0.0057028806366530155	0.0057308844179167415	0.0019603094481870195	0.00990960527915047	-0.0024433138338058507	0.014636139397660227	1000	0	0.92	False	True
dense_dnn_minus_cut	dense_dnn	cut	systematic_aware_asimov_ZA	6.83478738105486e-06	7.144281456348928e-06	2.71693546857328e-06	1.2914483213196351e-05	-2.336478522872972e-06	2.096452712953608e-05	930	70	0.9397849462365592	False	True
dense_dnn_minus_cut	dense_dnn	cut	transferred_qcd_fraction	-0.007250567645619044	-0.007013879442890003	-0.027965636015654837	0.011960991319594737	-0.05204319099434607	0.034984483973159064	1000	0	0.348	True	True
dense_dnn_minus_cut	dense_dnn	cut	direct_qcd_closure_ratio	-0.19817922107027186	-0.19496628289922077	-0.5858822826048385	-0.08487841444952071	-4.789711422173032	-0.0101592362163157	1000	0	0.021	False	False
dense_dnn_minus_cut	dense_dnn	cut	score_domain_qcd_nonclosure	0.19817922107027192	0.12588619160805184	-0.21778313097636245	0.27242690887782517	-4.789711422173032	0.4423202859451711	1000	0	0.798	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	weighted_auc	-0.0781442562405279	-0.0768756459958399	-0.09115943015287861	-0.06371226499691683	-0.1054942700868175	-0.05345858820158776	1000	0	0.0	False	False
lbn_dnn_minus_cut	lbn_dnn	cut	unweighted_auc	0.013378036949729721	0.012981435558784782	-0.0028311607525869672	0.027176050050887326	-0.020303297928646033	0.040149561139560155	1000	0	0.793	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	signal_efficiency	-6.884362776626851e-06	-0.00023820087589693228	-0.00895432533108858	0.009380043221196437	-0.016583894897098255	0.017983955502176328	1000	0	0.484	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	background_efficiency	0.12902288467461476	0.12692808769415656	0.10655490201458	0.15058958808824838	0.08857645605251678	0.17613673776715125	1000	0	1.0	False	False
lbn_dnn_minus_cut	lbn_dnn	cut	background_rejection	-0.12902288467461476	-0.12692808769415653	-0.15058958808824838	-0.10655490201458001	-0.17613673776715136	-0.08857645605251678	1000	0	0.0	False	False
lbn_dnn_minus_cut	lbn_dnn	cut	selected_signal_yield	-2.433742599496	-2.4064109139987835	-3.1256038134083566	-1.6980040429127012	-3.7882096903987286	-1.1021534391360441	1000	0	0.0	False	False
lbn_dnn_minus_cut	lbn_dnn	cut	selected_background_yield	-103047.34018616844	-103603.75902892736	-270864.7615807901	44561.00396050154	-425046.25707599195	176552.58022159312	1000	0	0.255	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	signal_over_background	3.6350156821666604e-06	3.3360228148309942e-06	-5.9744715674239874e-06	1.3909833695074241e-05	-1.5954951819923144e-05	2.4171891248124356e-05	1000	0	0.643	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	signal_over_sqrt_background	0.00042387655420035586	0.0003487806547104906	-0.004230336843296497	0.005289019189387747	-0.00851677320870606	0.009881247435336547	1000	0	0.536	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	background_effective_events	10.137560423057522	10.776642915820208	1.0119195794840588	22.25887967333103	-7.243988064269043	32.365099540278614	1000	0	0.858	False	True
lbn_dnn_minus_cut	lbn_dnn	cut	signal_effective_events	-141.5469999445354	-140.1216646477037	-192.86856887042018	-86.37094981012919	-240.15332413376	-45.47860290816501	1000	0	0.001	False	False
lbn_dnn_minus_cut	lbn_dnn	cut	nominal_asimov_ZA	0.00042384122695818954	0.00034875246612997915	-0.004230251421735553	0.005288850341454069	-0.008516567994125491	0.00988083942667332	1000	0	0.536	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	systematic_aware_asimov_ZA	1.805673347188649e-06	2.106358203708709e-06	-2.961750592553612e-06	8.426706476203937e-06	-8.058836903062865e-06	1.9709470420210907e-05	927	73	0.6634304207119741	True	True
lbn_dnn_minus_cut	lbn_dnn	cut	transferred_qcd_fraction	-0.02433386328221876	-0.023677439909197462	-0.051039797286455885	-0.0003072917963529401	-0.07981764198026559	0.02293568106417856	1000	0	0.156	False	True
lbn_dnn_minus_cut	lbn_dnn	cut	direct_qcd_closure_ratio	-0.2627199028070497	-0.25437625982582396	-0.9097620108284179	-0.07192873535945069	-16.91504773969666	0.031245593091692465	1000	0	0.053	False	True
lbn_dnn_minus_cut	lbn_dnn	cut	score_domain_qcd_nonclosure	0.26271990280704977	0.15797396699586586	-0.053141490130452176	0.3818202064733848	-16.19789748263234	0.5859957862538226	1000	0	0.796	True	True
dense_dnn_minus_bdt	dense_dnn	bdt	weighted_auc	-0.050008894143011795	-0.04911710670689756	-0.06223815623667415	-0.03641979995352216	-0.07689856687507059	-0.02714418011369682	1000	0	0.0	False	False
dense_dnn_minus_bdt	dense_dnn	bdt	unweighted_auc	-0.02784456679257452	-0.027926752663145205	-0.034513164589739354	-0.02168634047973745	-0.041013547122804264	-0.015170298952220523	1000	0	0.0	False	False
dense_dnn_minus_bdt	dense_dnn	bdt	signal_efficiency	-1.509477221328659e-06	0.00030843878319175566	-0.007516307837501679	0.007056839163807871	-0.014179130872746477	0.014793709023930788	1000	0	0.517	True	True
dense_dnn_minus_bdt	dense_dnn	bdt	background_efficiency	0.07924682706420347	0.07520222885511253	0.04185709116129989	0.11489448477555605	0.011607908032327988	0.1539755954841038	1000	0	0.994	False	False
dense_dnn_minus_bdt	dense_dnn	bdt	background_rejection	-0.0792468270642035	-0.07520222885511252	-0.11489448477555603	-0.041857091161299854	-0.15397559548410378	-0.011607908032327936	1000	0	0.006	False	False
dense_dnn_minus_bdt	dense_dnn	bdt	selected_signal_yield	-0.42599696190231384	-0.4255831178653402	-0.8791227085835092	0.04832546537939574	-1.44454066809496	0.5280243291686376	1000	0	0.185	True	True
dense_dnn_minus_bdt	dense_dnn	bdt	selected_background_yield	117353.92297563376	114458.3354975247	12716.972940376756	213961.85934146383	-81981.69319364308	299237.9564066056	1000	0	0.872	False	True
dense_dnn_minus_bdt	dense_dnn	bdt	signal_over_background	-1.4901198638012599e-05	-1.4245513122625085e-05	-2.873983765386058e-05	-2.5886576505797875e-06	-4.684756853242796e-05	8.003314505372133e-06	1000	0	0.118	False	True
dense_dnn_minus_bdt	dense_dnn	bdt	signal_over_sqrt_background	-0.006169109776867264	-0.006063919146294141	-0.011373205520608715	-0.0013714045994245557	-0.017561535011006154	0.0031693924948689484	1000	0	0.105	False	True
dense_dnn_minus_bdt	dense_dnn	bdt	background_effective_events	11.866356202774313	11.776328343171741	6.929914485447773	17.102701122533748	1.7057809986702446	22.875105699822363	1000	0	0.986	False	False
dense_dnn_minus_bdt	dense_dnn	bdt	signal_effective_events	-25.573630224615954	-25.554914712762866	-60.51682572691081	8.747808963680308	-101.62217158682574	47.53836686765258	1000	0	0.222	True	True
dense_dnn_minus_bdt	dense_dnn	bdt	nominal_asimov_ZA	-0.006168880917072864	-0.006063684443054666	-0.011372819233922948	-0.0013713642855963603	-0.017560694375021228	0.0031692696516570553	1000	0	0.105	False	True
dense_dnn_minus_bdt	dense_dnn	bdt	systematic_aware_asimov_ZA	-6.677639878492522e-06	-6.566575062719982e-06	-1.4132892791287354e-05	-4.991121671126211e-07	-2.534071617170208e-05	5.103073874460133e-06	865	135	0.14566473988439307	False	True
dense_dnn_minus_bdt	dense_dnn	bdt	transferred_qcd_fraction	0.010622487370175793	0.00938994146490596	-0.01182292372782579	0.037022573209204435	-0.032888586515572873	0.0643381516020643	1000	0	0.674	True	True
dense_dnn_minus_bdt	dense_dnn	bdt	direct_qcd_closure_ratio	0.1005709183379066	0.09699587861716061	0.01519481406322141	0.2458182372951016	-0.1251970979933014	1.1427462778038828	1000	0	0.877	False	True
dense_dnn_minus_bdt	dense_dnn	bdt	score_domain_qcd_nonclosure	-0.10057091833790655	-0.0809531523750508	-0.18697849216370913	0.0077014618107106355	-0.451286759530815	1.0526270858951352	1000	0	0.185	True	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	weighted_auc	-0.11129170580652592	-0.11087338134274982	-0.12374537730493423	-0.0984659754546056	-0.13592830798078456	-0.08665777735459874	1000	0	0.0	False	False
lbn_dnn_minus_bdt	lbn_dnn	bdt	unweighted_auc	-0.08176284598895533	-0.08202744977744408	-0.08847827633192128	-0.0752201142810526	-0.09574869759376667	-0.06977552760831002	1000	0	0.0	False	False
lbn_dnn_minus_bdt	lbn_dnn	bdt	signal_efficiency	4.07124723014185e-05	1.2001012246742881e-06	-0.006962863771909448	0.007036374692440316	-0.012573734843449948	0.0137051319088888	1000	0	0.5	True	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	background_efficiency	0.16402435726658446	0.16226586231245305	0.14421602716143309	0.18344911347569498	0.12950049372207303	0.20664774994805413	1000	0	1.0	False	False
lbn_dnn_minus_bdt	lbn_dnn	bdt	background_rejection	-0.1640243572665845	-0.1622658623124531	-0.18344911347569495	-0.14421602716143303	-0.20664774994805418	-0.12950049372207303	1000	0	0.0	False	False
lbn_dnn_minus_bdt	lbn_dnn	bdt	selected_signal_yield	-0.350789979169285	-0.35764605950653916	-0.9256224240225345	0.2470933439589157	-1.530899298067371	0.8359278355958114	1000	0	0.272	True	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	selected_background_yield	266896.96027949837	264457.0168272973	130080.87322803598	394294.1156535172	-10822.545285126089	508845.6416715595	1000	0	0.971	False	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	signal_over_background	-2.7116996733486853e-05	-2.7104931361853373e-05	-4.360310001536589e-05	-1.2829585484858766e-05	-6.703407142865445e-05	3.006269739251273e-07	1000	0	0.028	False	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	signal_over_sqrt_background	-0.011448316051380004	-0.011502652289679616	-0.0175078678631883	-0.0054712001753077725	-0.02510623977857476	0.00032907885674118387	1000	0	0.027	False	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	background_effective_events	27.816353717906267	27.718149160606984	19.706383619856304	38.434559355795024	11.914135707950567	47.165168147079875	1000	0	1.0	False	False
lbn_dnn_minus_bdt	lbn_dnn	bdt	signal_effective_events	-20.109067958182095	-20.451701662305595	-60.17123339624452	22.49103809117333	-103.39321363769078	64.2775908755486	1000	0	0.309	True	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	nominal_asimov_ZA	-0.01144792032676769	-0.011502267840488745	-0.0175071148556659	-0.005470996156514806	-0.025105345682167417	0.00032906198412918083	1000	0	0.027	False	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	systematic_aware_asimov_ZA	-1.1706753912358733e-05	-1.1814329064791779e-05	-2.068514413730699e-05	-4.699697360981757e-06	-3.460659792975942e-05	1.9810320650912864e-06	863	137	0.04519119351100811	False	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	transferred_qcd_fraction	-0.006460808266423923	-0.008019477308772505	-0.03560545562230406	0.024223792025055743	-0.06376659956976653	0.060300022314434085	1000	0	0.413	True	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	direct_qcd_closure_ratio	0.03603023660112875	0.03432243700987288	-0.11813589180663107	0.14421353488805191	-1.3381923666419842	0.3929771856661321	1000	0	0.63	True	True
lbn_dnn_minus_bdt	lbn_dnn	bdt	score_domain_qcd_nonclosure	-0.036030236601128696	-0.03582827069302169	-0.14451644184038503	0.10800471273697247	-0.7510280627764281	0.43931330534327623	1000	0	0.362	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	weighted_auc	-0.061282811663514125	-0.06276755980133292	-0.0802943345192414	-0.04168959991026598	-0.09548706725172927	-0.023088995046429132	1000	0	0.002	False	False
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	unweighted_auc	-0.053918279196380814	-0.054121050265464654	-0.06236846572579337	-0.044768022273575646	-0.07086393631380486	-0.03700960726851811	1000	0	0.0	False	False
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	signal_efficiency	4.222194952274716e-05	-0.00021885583523778562	-0.008624860091906217	0.009209951759887538	-0.01567483794248	0.018477979588415874	1000	0	0.488	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	background_efficiency	0.08477753020238099	0.08823780149538088	0.041477961179807746	0.13033391447882703	-0.0021062414579851776	0.16428320033330304	1000	0	0.971	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	background_rejection	-0.08477753020238099	-0.08823780149538091	-0.130333914478827	-0.041477961179807794	-0.16428320033330318	0.0021062414579851776	1000	0	0.029	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	selected_signal_yield	0.07520698273302884	0.06055131901932853	-0.5495804551977284	0.704281015332621	-1.081190245760234	1.2316081556668865	1000	0	0.545	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	selected_background_yield	149543.0373038646	143970.32807890658	22435.05169092283	276412.41132903384	-116212.7170870549	416239.5328099806	1000	0	0.874	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	signal_over_background	-1.2215798095474254e-05	-1.1699365337666326e-05	-2.480538456113838e-05	-1.8109233220413767e-06	-3.809718862864749e-05	1.0675774749148965e-05	1000	0	0.125	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	signal_over_sqrt_background	-0.0052792062745127405	-0.005084240555766482	-0.010481073615670345	-0.0006577263775813953	-0.015790255724660918	0.004604981424001264	1000	0	0.128	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	background_effective_events	15.949997515131955	15.726704227999381	7.611976419982989	25.97489781716564	-1.4460778171534445	36.21521938039697	1000	0	0.966	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	signal_effective_events	5.464562266433859	5.101562589584319	-41.70753041693881	52.24347366102961	-83.21547146718532	96.13679645008747	1000	0	0.54	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	nominal_asimov_ZA	-0.005279039409694826	-0.005084108551632705	-0.010480707733814624	-0.0006577019730445972	-0.015789685859059564	0.004604835257635048	1000	0	0.128	False	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	systematic_aware_asimov_ZA	-5.029114033866211e-06	-4.588607851050094e-06	-1.1257131166202617e-05	5.056769371134368e-07	-1.8220863020386798e-05	9.374309116541782e-06	979	21	0.18896833503575078	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	transferred_qcd_fraction	-0.017083295636599716	-0.017778863233848807	-0.04188501740394453	0.00883050360618685	-0.07356442298972683	0.035884771497468354	1000	0	0.262	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	direct_qcd_closure_ratio	-0.06454068173677785	-0.05481947218444158	-0.3304708710142057	0.05792435576657889	-2.0246955549441683	0.24429887884528828	1000	0	0.331	True	True
lbn_dnn_minus_dense_dnn	lbn_dnn	dense_dnn	score_domain_qcd_nonclosure	0.06454068173677785	0.03518557049412396	-0.08863993745940127	0.21625426488672655	-1.6580988803748822	0.5419262107304705	1000	0	0.614	True	True
