source	working_point_definition	score_threshold	background_family	family_rows	weighted_efficiency	raw_efficiency	normalization	status
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.30	0.7598006725311279	single_higgs	1466	0.14476712813876622	0.11050477489768076	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.30	0.7598006725311279	single_top	175	0.06336908041453496	0.05714285714285714	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.30	0.7598006725311279	top_associated	14889	0.08406870308268366	0.0539324333400497	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.30	0.7598006725311279	triboson	159	0.11859536662168244	0.13836477987421383	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.30	0.7598006725311279	ttbar	1947	0.09245984055440214	0.09142270159219312	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.30	0.7598006725311279	zbbbb	5845	0.062422348285502145	0.06244653550042772	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	diboson	7	0.0	0.0	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	qcd_multijet	22863	0.13097609473427144	0.136902418755194	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	single_higgs	1466	0.2932527150384005	0.2503410641200546	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	single_top	175	0.20352483968794133	0.15428571428571428	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	top_associated	14889	0.1647362422225268	0.11048425011753643	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	triboson	159	0.29050832208726957	0.29559748427672955	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	ttbar	1947	0.19914849752178557	0.20082177709296353	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.50	0.6915560364723206	zbbbb	5845	0.19302761752817738	0.19298545765611633	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	diboson	7	0.125	0.14285714285714285	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	qcd_multijet	22863	0.27906965020696295	0.2670253247605301	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	single_higgs	1466	0.5194210332045517	0.45225102319236016	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	single_top	175	0.3302415869929239	0.30857142857142855	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	top_associated	14889	0.2750535873864083	0.2002820874471086	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	triboson	159	0.4719410706252813	0.4716981132075472	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	ttbar	1947	0.3659169236824958	0.36414997431946583	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_0.70	0.6004191637039185	zbbbb	5845	0.3966970314390554	0.3967493584260051	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	diboson	7	0.0	0.0	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	qcd_multijet	22863	0.16967647077874254	0.1833530157897039	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	single_higgs	1466	0.35405107177627987	0.31855388813096863	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	single_top	175	0.2258595311402798	0.17714285714285713	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	top_associated	14889	0.2047351347583271	0.14104372355430184	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	triboson	159	0.3446506222822013	0.3522012578616352	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	ttbar	1947	0.26068671241729996	0.26245505906522854	within_frozen_background_family	pass
explicit_dijet_mass_plane_blind	weighted_signal_efficiency_equal_to_cut_baseline	0.6583175659179688	zbbbb	5845	0.264761425901993	0.26484174508126607	within_frozen_background_family	pass
