scenario	scenario_description	projection_class	signal_mode	stage	development_generated_events	development_selected_events	efficiency_vs_generated	combined_event_weight	expected_signal_yield	produced_hh_to_4b_before_acceptance	signal_modes_combined	sealed_test_accessed	background_included	significance_authorized
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	signal_region_high_mhh	97000	311	0.003206185567010309	0.035256467662911344	10.964761443165427	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	control_region_low_mhh	97000	503	0.005185567010309278	0.035256467662911344	17.734003234444405	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	ggf_hh4b	control_region_high_mhh	97000	147	0.0015154639175257731	0.035256467662911344	5.182700746447967	3419.8773633024	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	candidate_denominator	100000	6283	0.06283	0.001876601266176	11.790685755383807	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	four_candidate_jets_pt40	100000	3491	0.03491	0.001876601266176	6.551215020220416	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	four_candidate_jets_abs_eta24	100000	3336	0.03336	0.001876601266176	6.260341823963135	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	analysis_region_rhh55	100000	2660	0.0266	0.001876601266176	4.99175936802816	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	signal_region_rhh30	100000	1855	0.01855	0.001876601266176	3.48109534875648	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	control_region_rhh30_55	100000	805	0.00805	0.001876601266176	1.51066401927168	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	signal_region_low_mhh	100000	954	0.00954	0.001876601266176	1.790277607931904	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	signal_region_high_mhh	100000	901	0.00901	0.001876601266176	1.690817740824576	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	control_region_low_mhh	100000	411	0.00411	0.001876601266176	0.771283120398336	187.6601266176	False	False	False	False
run2_plus_run3_2022_2024_309fb	Run 2 plus certified CMS 2022-2024 Run 3 data: 138 + 171 fb^-1	energy_separated_cross_section_projection_using_run2_acceptance	vbf_hh4b	control_region_high_mhh	100000	394	0.00394	0.001876601266176	0.739380898873344	187.6601266176	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	candidate_denominator	97000	5938	0.061216494845360826	0.3815360279752577	2265.5609341170803	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	four_candidate_jets_pt40	97000	3015	0.031082474226804123	0.3815360279752577	1150.331124345402	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	four_candidate_jets_abs_eta24	97000	2932	0.03022680412371134	0.3815360279752577	1118.6636340234556	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	analysis_region_rhh55	97000	2417	0.024917525773195875	0.3815360279752577	922.1725796161979	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	signal_region_rhh30	97000	1767	0.018216494845360826	0.3815360279752577	674.1741614322804	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	control_region_rhh30_55	97000	650	0.006701030927835051	0.3815360279752577	247.99841818391752	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	signal_region_low_mhh	97000	1456	0.015010309278350516	0.3815360279752577	555.5164567319753	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	signal_region_high_mhh	97000	311	0.003206185567010309	0.3815360279752577	118.65770470030515	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	control_region_low_mhh	97000	503	0.005185567010309278	0.3815360279752577	191.91262207155464	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	ggf_hh4b	control_region_high_mhh	97000	147	0.0015154639175257731	0.3815360279752577	56.085796112362885	37008.9947136	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	candidate_denominator	100000	6283	0.06283	0.020402264064	128.187425114112	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	four_candidate_jets_pt40	100000	3491	0.03491	0.020402264064	71.224303847424	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	four_candidate_jets_abs_eta24	100000	3336	0.03336	0.020402264064	68.061952917504	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	analysis_region_rhh55	100000	2660	0.0266	0.020402264064	54.270022410239996	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	signal_region_rhh30	100000	1855	0.01855	0.020402264064	37.84619983872	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	control_region_rhh30_55	100000	805	0.00805	0.020402264064	16.42382257152	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	signal_region_low_mhh	100000	954	0.00954	0.020402264064	19.463759917056	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	signal_region_high_mhh	100000	901	0.00901	0.020402264064	18.382439921663998	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	control_region_low_mhh	100000	411	0.00411	0.020402264064	8.385330530304	2040.2264064	False	False	False	False
hl_lhc_3000fb	HL-LHC, 3000 fb^-1 at 14 TeV	cross_section_luminosity_only_projection_using_run2_delphes_acceptance_not_phase2	vbf_hh4b	control_region_high_mhh	100000	394	0.00394	0.020402264064	8.038492041216	2040.2264064	False	False	False	False
