selection_id	scope	source_uid	sample_class	source_fold	total_rows	selected_rows	negative_weight_rows	selected_negative_weight_rows	total_signed_yield	selected_signed_yield	total_sumw2	selected_sumw2
historical_rhh125125_lt34	exact3tag	cc4862077fc6c6a96c44cf57::signal::75::ggf_shard_075	signal	0	202	118	0	0	2.8992471277832976	1.6936196092991536	0.04161204904930546	0.024308028652564574
historical_rhh125125_lt34	exact3tag	cfdc7ce5e7ae1aae839cfeb5::signal::107::vbf_hh4b_sm_run2_frozen_v2_train_shard9407_10k	signal	0	1907	972	0	0	3.762232649516731	1.9176141244521565	0.007422335872621746	0.0037831727677967155
historical_rhh125125_lt34	exact3tag	d1a1bafcae23ca1be1c2f36b::signal::65::ggf_shard_065	signal	0	209	134	0	0	3.018223256265288	1.9351287863136304	0.043586945572538956	0.027945697161340762
historical_rhh125125_lt34	exact3tag	d54e5613704e7e856664fc8d::background::469::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard016_10k_bundle.tar.gz	background	0	943	300	0	0	3610.1936095017377	1148.523947879662	13821.312723316209	4397.024196176949
historical_rhh125125_lt34	exact3tag	d851555557986be4b7e0510a::background::385::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	background	0	401	225	0	0	45263.0830290904	25396.99172455197	5109093.978300076	2866698.61625316
historical_rhh125125_lt34	exact3tag	dcbb32effe2c555c38aa9693::background::517::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3503_10kevt_bundle.tar.gz	background	0	47	10	0	0	385.55043945834706	82.03200839539296	3162.7476886494583	672.9250401381822
historical_rhh125125_lt34	exact3tag	e2e1045cd38dfcd0a9bd664d::background::435::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	background	0	391	217	0	0	44120.053053409094	24486.065249590218	4978463.123876298	2762983.3705400433
historical_rhh125125_lt34	exact3tag	e4200a8934df966fe4707b12::background::302::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_bundle.tar.gz	background	0	141	65	0	0	7795.763820626678	3593.7918322037885	431020.8052978149	198697.5343571487
historical_rhh125125_lt34	exact3tag	e9aef2a6443a5dc54ae14090::background::93::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116_bundle.tar.gz	background	0	1	0	0	0	703868.9957405571	0.0	495431563164.8204	0.0
historical_rhh125125_lt34	exact3tag	ea117128b9596f005587e5ac::background::59::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070_bundle.tar.gz	background	0	1	0	0	0	1864524.7378646825	0.0	3476452498109.363	0.0
historical_rhh125125_lt34	exact3tag	ed8dcb86ba6f9b5013d5a8e1::background::500::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3402_10kevt_bundle.tar.gz	background	0	534	287	0	0	436.2873399743734	234.48401979896096	356.4543876814877	191.5775454393014
historical_rhh125125_lt34	exact3tag	ee8f9dd05fe78fdb6151cb18::signal::49::ggf_shard_049	signal	0	187	112	0	0	2.687458298834824	1.609600692350269	0.03862263159345542	0.02313227132870057
historical_rhh125125_lt34	exact3tag	f42922534497e38e4ff6f397::background::297::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4324_10kevt_bundle.tar.gz	background	0	134	61	0	0	7402.513084954463	3369.8007327031505	408934.3281561347	186156.6717725688
historical_rhh125125_lt34	exact3tag	f9a1fcf42412823ab3d16a6e::background::335::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard006_event_summary.parquet	background	0	402	202	0	0	45376.207116901314	22800.979695557377	5121890.975910265	2573686.5102832676
historical_rhh125125_lt34	exact3tag	fa6cf9ebbfb98be8f02b4de8::background::176::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1856_seed1211856_bundle.tar.gz	background	0	1	1	0	0	698420.4566150749	698420.4566150749	487791134218.4097	487791134218.4097
fixed_nominal_deployment_cut	exact3tag	08ab83ea7308663ebbcce2ec::background::312::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	background	0	121	34	1	0	60.42618616414636	17.264624618327538	31.199082048981918	8.766684212110624
fixed_nominal_deployment_cut	exact3tag	11a8cc9e20b8e73dae12f48e::background::124::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154_bundle.tar.gz	background	0	4	1	0	0	1805707.8924497713	451426.9731124428	815145248213.8488	203786312053.4622
fixed_nominal_deployment_cut	exact3tag	133e6191360b663edb01d781::signal::30::ggf_shard_030	signal	0	190	121	0	0	2.7424050230464405	1.746478988361154	0.03958308058121238	0.025208172370140516
fixed_nominal_deployment_cut	exact3tag	164e9f11d3245ab7af5ed234::background::426::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	background	0	374	217	0	0	42267.159850313896	24523.99381689336	4776772.1973582525	2771549.643921767
fixed_nominal_deployment_cut	exact3tag	1862b489d3ce604c66545fff::background::173::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1852_seed1211852_bundle.tar.gz	background	0	1	1	0	0	702890.7282467603	702890.7282467603	494055375855.26105	494055375855.26105
fixed_nominal_deployment_cut	exact3tag	1cb737905aa62b58320e53d0::background::419::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard051_10k_bundle.tar.gz	background	0	368	212	0	0	41568.44955203565	23947.04158975967	4695478.255869925	2705003.777838109
fixed_nominal_deployment_cut	exact3tag	224e8975cd1789c339195c41::background::98::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123_bundle.tar.gz	background	0	2	0	0	0	1410932.6820799913	0.0	995365516680.719	0.0
fixed_nominal_deployment_cut	exact3tag	278e9d103607e2e5999aa4b7::signal::27::ggf_shard_027	signal	0	196	109	0	0	2.821609645452163	1.569160466093295	0.04061980097606468	0.022589583195872707
fixed_nominal_deployment_cut	exact3tag	2eb98f8619acc8bd099c994e::signal::79::ggf_shard_079	signal	0	176	114	0	0	2.532029747563817	1.6400647228538363	0.03642712865084141	0.023594844694295004
fixed_nominal_deployment_cut	exact3tag	3287a5e416950a6fd2e2410e::signal::53::ggf_shard_053	signal	0	181	113	0	0	2.6079296579125555	1.6281549798017614	0.03757622707524806	0.023459191488967017
fixed_nominal_deployment_cut	exact3tag	367aa1135c9723731abc5ecd::signal::31::ggf_shard_031	signal	0	180	111	0	0	2.592998610426979	1.5990158097633038	0.03735356552042357	0.02303469873759454
fixed_nominal_deployment_cut	exact3tag	371d085d82206cef3edf9869::signal::32::ggf_shard_032	signal	0	176	105	0	0	2.5431434809471285	1.5172162812468664	0.03674760661752204	0.021923288038862582
fixed_nominal_deployment_cut	exact3tag	42f8fdb5659f4026e0b13fe8::signal::35::ggf_shard_035	signal	0	176	99	0	0	2.5278139883983965	1.421895368474098	0.036305929317855756	0.020422085241293863
