production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generator_weight_transport_class	optimized_fold_k5	auxiliary_qcd	physical_evaluation_eligible	coefficient_campaign	coefficient_source_tag	coefficient_join_status	run2_yield_coefficient_per_generator_weight	accounting_rows	resolved_rows	positive_generator_weight_rows	negative_generator_weight_rows	zero_generator_weight_rows	sum_generator_nominal_weight	sum_generator_nominal_weight_squared	generated_run2_yield	resolved_run2_yield	generated_run2_sumw2	resolved_run2_sumw2	generated_effective_events	resolved_effective_events	signed_resolved_fraction	absolute_weight_resolved_fraction	source_event_weight_closure	resolved_file_weight_closure	physical_weight_application_authorized	authorization_status
336	91f658096aa78e4832aa35b6::background::495::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2305_10000evt_bundle.tar.gz	91f658096aa78e4832aa35b6	background	vbf_hbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_waveb_priority_scale400k_20260721_v1		ordinary_campaign_exact_key_match	1.607188405429464	10000	2469	10000	0	0	27993.650436401367	78364.44647554345	44991.070407029736	11108.295283495641	202419.6416370307	49977.40952018288	10000.0	2468.9999999999995	0.24689999999999998	0.24689999999999998	True	True	True	authorized_by_external_sidecar_for_run2_138fb
337	033c63280e6c94af8af37984::background::506::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3302_10kevt_bundle.tar.gz	033c63280e6c94af8af37984	background	wh_hbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.0134777819462006	10000	2095	10000	0	0	9128.000140190125	8332.038655931094	18379.025475874616	3850.4058371957326	33778.85774428483	7076.670697427671	9999.999999999995	2095.0	0.20950000000000002	0.20950000000000002	True	True	True	authorized_by_external_sidecar_for_run2_138fb
338	4445d1bd383a2f0daf544737::background::507::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3303_10kevt_bundle.tar.gz	4445d1bd383a2f0daf544737	background	wh_hbb	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.0134777819462006	10000	2189	10000	0	0	9145.7998752594	8364.565535829484	18414.86484696113	4031.013914999792	33910.72473318451	7423.057644094086	9999.99999999999	2188.9999999999995	0.21890000000000007	0.21890000000000007	True	True	True	authorized_by_external_sidecar_for_run2_138fb
339	509e2e7e416c11322408f853::background::508::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_bundle.tar.gz	509e2e7e416c11322408f853	background	wh_hbb	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.0134777819462006	10000	2137	10000	0	0	9131.399989128113	8338.24657614489	18385.87099617324	3929.0606318822197	33804.02522879242	7223.920191392939	10000.000000000002	2136.9999999999995	0.21369999999999992	0.21369999999999992	True	True	True	authorized_by_external_sidecar_for_run2_138fb
340	7aa9d747eb7ca52e0b2ebfed::background::505::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_bundle.tar.gz	7aa9d747eb7ca52e0b2ebfed	background	wh_hbb	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.0134777819462006	10000	2112	10000	0	0	9147.400259971619	8367.493151612884	18418.087186021745	3889.900013687794	33922.593559189874	7164.451759700902	9999.999999999989	2111.9999999999995	0.21120000000000008	0.21120000000000008	True	True	True	authorized_by_external_sidecar_for_run2_138fb
341	a4f175231e8b5c3a04f4f77e::background::512::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3603_10kevt_bundle.tar.gz	a4f175231e8b5c3a04f4f77e	background	ww	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	3.4510560229749783	10000	860	10000	0	0	646583.0230712891	41806960.57240071	2231394.236123542	191899.90430662455	497912023.7005363	42820434.038246125	10000.000000000004	859.9999999999999	0.08599999999999998	0.08599999999999998	True	True	True	authorized_by_external_sidecar_for_run2_138fb
342	f1348dbe63c52ad67fdae781::background::510::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_bundle.tar.gz	f1348dbe63c52ad67fdae781	background	ww	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	3.4510560229749783	10000	907	10000	0	0	647490.9973144531	41924459.16032651	2234527.7061041184	202671.66294364358	499311406.9346935	45287544.60897671	9999.999999999996	906.9999999999999	0.09070000000000002	0.09070000000000002	True	True	True	authorized_by_external_sidecar_for_run2_138fb
343	08ab83ea7308663ebbcce2ec::background::312::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	08ab83ea7308663ebbcce2ec	background	wwz_zbb	primary_physical_background	signed_exact_event_sidecar	0	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	5.313539359699615	5200	2552	5191	9	0	495.2126495987177	47.48888640582109	2631.33190506392	1293.8312802205458	1340.7869971463306	658.0170032148915	5164.0623076923075	2544.0062695924757	0.49170204554226166	0.49076923076923085	True	True	True	authorized_by_external_sidecar_for_run2_138fb
344	4abe85d1b36241cf6669ae73::background::310::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9902_5200_bundle.tar.gz	4abe85d1b36241cf6669ae73	background	wwz_zbb	primary_physical_background	signed_exact_event_sidecar	2	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	5.313539359699615	5200	2519	5192	8	0	493.5857162475586	47.14097107146813	2622.687130666928	1272.3877572583576	1330.964059787431	644.7497051162575	5168.04923076923	2511.006351726877	0.4851466049382717	0.48442307692307707	True	True	True	authorized_by_external_sidecar_for_run2_138fb
345	5ef002a554188a84550fd907::background::311::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9903_5200_bundle.tar.gz	5ef002a554188a84550fd907	background	wwz_zbb	primary_physical_background	signed_exact_event_sidecar	1	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	5.313539359699615	5200	2522	5190	10	0	495.909878462553	47.65948477568422	2635.0366580746277	1280.8923368787478	1345.6036204314537	652.617755909255	5160.076923076922	2514.006344171293	0.48610038610038614	0.4850000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
346	d031dddec52f11168df71a77::background::309::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	d031dddec52f11168df71a77	background	wwz_zbb	primary_physical_background	signed_exact_event_sidecar	4	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	5.313539359699615	5200	2406	5196	4	0	497.16589617729187	47.68004272578601	2641.7105576383733	1223.1649038063651	1346.1840474380779	622.8690034876951	5184.012307692311	2402.0016625103917	0.4630200308166409	0.46269230769230757	True	True	True	authorized_by_external_sidecar_for_run2_138fb
347	2616c0c14f310de5fffd4ae9::background::516::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3502_10kevt_bundle.tar.gz	2616c0c14f310de5fffd4ae9	background	wz_zbb	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.2976030391675537	10000	1270	10000	0	0	35688.09986114502	127364.04716990591	81997.08670308196	10413.630011291405	672352.2227792738	85388.73229296776	10000.000000000005	1269.9999999999998	0.12699999999999995	0.12699999999999995	True	True	True	authorized_by_external_sidecar_for_run2_138fb
348	47c50caee3c055bdcaa4f49e::background::514::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	47c50caee3c055bdcaa4f49e	background	wz_zbb	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavec1_pilot40k_20260721_v1		ordinary_campaign_exact_key_match	2.2976030391675537	10000	1276	10000	0	0	35566.10107421875	126494.75456215441	81716.7819194654	10427.061372923787	667763.2447273468	85206.59002720946	9999.999999999998	1276.0	0.12760000000000002	0.12760000000000002	True	True	True	authorized_by_external_sidecar_for_run2_138fb
349	83652cb739d9d39fbbbc93c6::background::515::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_bundle.tar.gz	83652cb739d9d39fbbbc93c6	background	wz_zbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.2976030391675537	10000	1193	10000	0	0	35620.50104141235	126882.00944412586	81841.77144942002	9763.72333391581	669807.5553979105	79908.04135897072	9999.999999999995	1193.0	0.11930000000000002	0.11930000000000002	True	True	True	authorized_by_external_sidecar_for_run2_138fb
350	dcbb32effe2c555c38aa9693::background::517::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3503_10kevt_bundle.tar.gz	dcbb32effe2c555c38aa9693	background	wz_zbb	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_wavec1_scaleout180k_20260721_v2		ordinary_campaign_exact_key_match	2.2976030391675537	10000	1244	10000	0	0	35703.299045562744	127472.55627368815	82032.00839539296	10204.781844386887	672925.0401381822	83711.87499318986	9999.999999999998	1244.0000000000007	0.12440000000000004	0.12440000000000004	True	True	True	authorized_by_external_sidecar_for_run2_138fb
351	0a34ee6d1ece34fbb1a4de87::background::317::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	0a34ee6d1ece34fbb1a4de87	background	wzz_zbb	primary_physical_background	signed_exact_event_sidecar	4	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	8.374705966738047	3300	1500	3293	7	0	100.47161588817835	3.0850740722735877	841.4202410665405	383.0689837600561	216.3738297012064	98.35174077327562	3272.059393939394	1492.0106666666663	0.45526475958612284	0.45454545454545453	True	True	True	authorized_by_external_sidecar_for_run2_138fb
352	0fecd1f17d5998741d7328e9::background::315::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9912_3300_bundle.tar.gz	0fecd1f17d5998741d7328e9	background	wzz_zbb	primary_physical_background	signed_exact_event_sidecar	3	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	8.374705966738047	3300	1548	3289	11	0	100.03685921803117	3.0733791277445084	837.7792817869794	393.0764293436164	215.55359657985537	101.1142325774594	3256.1466666666647	1528.064599483204	0.46918852959121427	0.4690909090909091	True	True	True	authorized_by_external_sidecar_for_run2_138fb
353	44dc9356890ebd0553d35eff::background::314::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	44dc9356890ebd0553d35eff	background	wzz_zbb	primary_physical_background	signed_exact_event_sidecar	2	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	8.374705966738047	3300	1542	3297	3	0	100.66672565415502	3.08204258870016	843.0542279878343	394.14192808174397	216.1612144786567	101.00624022002685	3288.010909090911	1538.0025940337225	0.4675166970248937	0.4672727272727273	True	True	True	authorized_by_external_sidecar_for_run2_138fb
354	61a9c87f29abee5f054cf3dc::background::316::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9913_3300_bundle.tar.gz	61a9c87f29abee5f054cf3dc	background	wzz_zbb	primary_physical_background	signed_exact_event_sidecar	1	False	True	final_background_triboson_zbb_scaleout40k_20260722_v1		ordinary_campaign_exact_key_match	8.374705966738047	3300	1489	3297	3	0	100.83515885844827	3.0923648196835636	844.4648065488254	381.7268053889499	216.88517137454187	97.86121823536146	3288.0109090909095	1489.0000000000002	0.4520340012143291	0.45121212121212123	True	True	True	authorized_by_external_sidecar_for_run2_138fb
355	426772edf5da187755dae56a::background::456::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	426772edf5da187755dae56a	background	zbbbb	primary_physical_background	uniform_member_constant	4	False	True	unified_background_5m_wavea_pilots_20260720_retry1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2851	10000	0	0	68993.02005767822	476003.6816679189	38076.52093263103	10855.61611789311	144982.14463330898	41334.4094349564	9999.999999999993	2851.0	0.28510000000000013	0.28510000000000013	True	True	True	authorized_by_external_sidecar_for_run2_138fb
356	4346c20df8fe279389c6b8c2::background::474::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard022_10k_bundle.tar.gz	4346c20df8fe279389c6b8c2	background	zbbbb	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2859	10000	0	0	69176.86939239502	478543.9258932479	38177.98544361985	10915.08603833092	145755.85725332503	41671.599588725614	9999.999999999993	2859.0000000000005	0.2859000000000001	0.2859000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
357	4ac7914bb0a9634b59fdc088::background::466::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	4ac7914bb0a9634b59fdc088	background	zbbbb	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2899	10000	0	0	69230.49926757812	479286.20288381353	38207.583206746	11076.378371635667	145981.9414500419	42320.16482636714	10000.0	2899.0000000000014	0.28990000000000005	0.28990000000000005	True	True	True	authorized_by_external_sidecar_for_run2_138fb
358	825de3873398b77d78765092::background::458::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	825de3873398b77d78765092	background	zbbbb	primary_physical_background	uniform_member_constant	4	False	True	unified_background_5m_wavea_proven111_20260720_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2907	10000	0	0	69096.22192382812	477428.78841469064	38133.476955333885	11085.40175091556	145416.20647029812	42272.491220915654	9999.999999999996	2906.999999999999	0.2907	0.2907	True	True	True	authorized_by_external_sidecar_for_run2_138fb
359	8a6581b66ffa055a82a21b1c::background::465::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard011_10k_bundle.tar.gz	8a6581b66ffa055a82a21b1c	background	zbbbb	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2946	10000	0	0	69238.74855041504	479400.43008276005	38212.135899037996	11257.295235856598	146016.73299665493	43016.52954081455	9999.999999999995	2946.0000000000005	0.29460000000000014	0.29460000000000014	True	True	True	authorized_by_external_sidecar_for_run2_138fb
360	9122e8aa1bd2b7e0ade9d594::background::467::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	9122e8aa1bd2b7e0ade9d594	background	zbbbb	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2869	10000	0	0	68889.16969299316	474571.7700990008	38019.20701041852	10907.710491289075	144546.01017010582	41470.25031780335	9999.99999999999	2868.9999999999986	0.28690000000000004	0.28690000000000004	True	True	True	authorized_by_external_sidecar_for_run2_138fb
361	982d685a97862d69fd8d9550::background::473::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard021_10k_bundle.tar.gz	982d685a97862d69fd8d9550	background	zbbbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2831	10000	0	0	68847.58949279785	473999.0578968809	37996.259335975556	10756.741018014684	144371.57235267106	40871.59213304118	9999.999999999993	2830.9999999999995	0.2831000000000001	0.2831000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
362	9d7ac3bcb6a5484ccbe9e9ca::background::464::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	9d7ac3bcb6a5484ccbe9e9ca	background	zbbbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2870	10000	0	0	69148.09226989746	478145.8664566253	38162.103652878664	10952.523748376176	145634.6155213055	41797.13465461468	10000.0	2869.9999999999995	0.287	0.287	True	True	True	authorized_by_external_sidecar_for_run2_138fb
363	9e101fcc8d166030a2422f6e::background::461::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	9e101fcc8d166030a2422f6e	background	zbbbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavea_proven111_20260720_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2919	10000	0	0	68795.55225372314	473282.80098947516	37967.54053193935	11082.725081273094	144153.4134044457	42078.38137275769	10000.000000000002	2919.0000000000005	0.2919	0.2919	True	True	True	authorized_by_external_sidecar_for_run2_138fb
364	a0d0a6f3bb42379649efa777::background::475::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	a0d0a6f3bb42379649efa777	background	zbbbb	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2937	10000	0	0	69305.89199066162	480330.6664621255	38249.19165635812	11233.787589472375	146300.06623648145	42968.3294536546	10000.000000000007	2936.9999999999995	0.2936999999999999	0.2936999999999999	True	True	True	authorized_by_external_sidecar_for_run2_138fb
365	aad357b2b4ed9d0e041bdb53::background::472::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	aad357b2b4ed9d0e041bdb53	background	zbbbb	primary_physical_background	uniform_member_constant	1	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2900	10000	0	0	69214.9019241333	479070.26483673917	38198.975197215856	11077.702807192596	145916.1706117512	42315.68947740784	10000.000000000002	2899.9999999999995	0.2899999999999999	0.2899999999999999	True	True	True	authorized_by_external_sidecar_for_run2_138fb
366	af24065c10201b1880aed6e5::background::470::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard017_10k_bundle.tar.gz	af24065c10201b1880aed6e5	background	zbbbb	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2869	10000	0	0	68923.43044281006	475043.92640048766	38038.11515730758	10913.135238631547	144689.8204720594	41511.50949343384	9999.99999999999	2868.9999999999986	0.2869000000000001	0.2869000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
367	b7fe2540d02511e2fe4e234b::background::468::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard015_10k_bundle.tar.gz	b7fe2540d02511e2fe4e234b	background	zbbbb	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2906	10000	0	0	69182.17182159424	478617.2897952588	38180.91179843414	11095.372968624963	145778.20257598083	42363.14566858002	9999.999999999995	2905.999999999999	0.2906	0.2906	True	True	True	authorized_by_external_sidecar_for_run2_138fb
368	c38a5ed7a3be81e93bbbe5ab::background::459::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	c38a5ed7a3be81e93bbbe5ab	background	zbbbb	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_wavea_proven111_20260720_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2918	10000	0	0	68680.86814880371	471706.164967336	37904.24758262426	11060.459444609758	143673.19848048768	41923.8393166063	10000.000000000002	2918.0000000000005	0.2918	0.2918	True	True	True	authorized_by_external_sidecar_for_run2_138fb
369	d54e5613704e7e856664fc8d::background::469::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard016_10k_bundle.tar.gz	d54e5613704e7e856664fc8d	background	zbbbb	primary_physical_background	uniform_member_constant	0	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2908	10000	0	0	69369.20166015625	481208.61389674246	38284.131595988736	11133.025468113523	146567.4732058983	42621.82120827522	10000.0	2907.9999999999995	0.29079999999999995	0.29079999999999995	True	True	True	authorized_by_external_sidecar_for_run2_138fb
370	dc3961ab7ada02fa1c964567::background::471::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard018_10k_bundle.tar.gz	dc3961ab7ada02fa1c964567	background	zbbbb	primary_physical_background	uniform_member_constant	4	False	True	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2909	10000	0	0	69343.98174285889	480858.78039539466	38270.21298932259	11132.80495859394	146460.92022481153	42605.481693397676	10000.0	2909.0	0.2909	0.2909	True	True	True	authorized_by_external_sidecar_for_run2_138fb
371	df76d35956e8eb5f25831712::background::457::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	df76d35956e8eb5f25831712	background	zbbbb	primary_physical_background	uniform_member_constant	3	False	True	unified_background_5m_wavea_proven111_20260720_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2913	10000	0	0	69136.9104385376	477991.23849863687	38155.93251795106	11114.823142479145	145587.5186314435	42409.64417733949	10000.000000000004	2913.000000000001	0.2913	0.2913	True	True	True	authorized_by_external_sidecar_for_run2_138fb
372	e1b1210236020324e1141030::background::463::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	e1b1210236020324e1141030	background	zbbbb	primary_physical_background	uniform_member_constant	4	False	True	unified_background_5m_wavea_proven111_20260720_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2902	10000	0	0	69208.55045318604	478982.34558311966	38195.4698873124	11084.32536129806	145889.3919912589	42337.10155586333	9999.999999999996	2902.0	0.29020000000000007	0.29020000000000007	True	True	True	authorized_by_external_sidecar_for_run2_138fb
373	fd13a74c299c8e72a4b4775b::background::462::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	fd13a74c299c8e72a4b4775b	background	zbbbb	primary_physical_background	uniform_member_constant	2	False	True	unified_background_5m_wavea_proven111_20260720_v1		ordinary_campaign_exact_key_match	0.551889465061814	10000	2835	10000	0	0	68667.97924041748	471529.1372962406	37897.13432986977	10743.837582518076	143619.27904161924	40716.06560829906	10000.00000000001	2835.0	0.2834999999999999	0.2834999999999999	True	True	True	authorized_by_external_sidecar_for_run2_138fb
