sample_class	process_or_mode	campaign	representative_locator	member_name	size_bytes	artifact_types	safe_relative_path	nested_archive	event_payload	extraction_authorized_now	content_review_authorized_now	status
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_pilot10k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_bundle.tar.gz	./cards/pythia8_card_default.dat	4434	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_pilot10k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_bundle.tar.gz	./cards/pythia_card_default.dat	350	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./metadata/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	1442	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./metadata/generation_banner.txt	18635	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/proc_card_mg5.dat	2052	proc_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/run_card.dat	9208	run_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/pythia_card_default.dat	350	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/pythia8_card_default.dat	4434	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	234	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	5132	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	8280	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	1118	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	18772	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./metadata/generation_banner.txt	19472	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./metadata/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	1446	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	5557	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	18616	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.log	8281	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_event_summary.log	1120	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./logs/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_candidates.log	237	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/proc_card_mg5.dat	2037	proc_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/run_card.dat	10048	run_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/pythia8_card_default.dat	4434	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	./cards/pythia_card_default.dat	350	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	12762	generator_stdout_or_summary,importance_sampling_record,parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_candidates.log	266	candidate_or_event_summary_log,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	1151	candidate_or_event_summary_log,generator_stdout_or_summary,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_delphes.log	8328	delphes_log_or_configuration,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_compile_arguments.txt	1201	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	2116	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_bundle.tar.gz	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	736	generation_provenance_metadata,importance_sampling_record	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./metadata/generation_banner.txt	19838	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	1465	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	5233	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	18738	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.log	8274	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_event_summary.log	1126	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_candidates.log	232	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./cards/proc_card_mg5.dat	2070	proc_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./cards/run_card.dat	10380	run_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./cards/pythia8_card_default.dat	4434	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz	./cards/pythia_card_default.dat	350	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./metadata/generation_banner.txt	19232	generator_banner_or_lhe_init	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./metadata/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_provenance.json	1437	generation_provenance_metadata	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_mg5.log	4925	generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_pythia_hepmc.log	18473	parton_shower_card	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_delphes.log	8267	delphes_log_or_configuration	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_event_summary.log	1070	candidate_or_event_summary_log,generator_stdout_or_summary	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
background	bbh_hbb_4fs	bbh_hbb_4fs_pilot10k_20260722_v1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_pilot10k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_bundle.tar.gz	./logs/bbh_hbb_4fs_run2_frozen_v2_pilot_shard9602_10k_candidates.log	223	candidate_or_event_summary_log	True	False	False	False	False	draft_candidate_requires_pn_b3_policy_freeze
