working_point,sample,group,mean_expected_events_450fb,std_expected_events_450fb,median_rows,fraction_within_group
previous_v2_loose_best,ttbar_200k,background,97004.42993628216,10401.52389161143,29.5,0.3858321988751213
previous_v2_loose_mid,VBF_HH4b_SMnorm,signal,6.087218121385831,0.6168417219248293,81.5,0.06211118126334663
previous_v2_loose_mid,Zbbbb_100k,background,5429.196452043637,537.0795040290067,63.5,0.01769443242060185
previous_v2_loose_mid,ggF_HH4b_SMnorm,signal,91.91797188742264,8.358400851184326,68.5,0.9378888187366534
previous_v2_loose_mid,qcd_bbbb_iht100to200_20000,background,21268.626019065647,7942.872988222691,2.0,0.06931712070056928
previous_v2_loose_mid,qcd_bbbb_iht200to400_combined120k,background,138818.62526109317,17867.824872498524,105.0,0.45242731684145804
previous_v2_loose_mid,qcd_bbbb_iht400to600_20000,background,29790.46246729279,4855.549887902144,45.5,0.0970908548920844
previous_v2_loose_mid,qcd_bbbb_iht600plus_20000,background,3194.6773388213833,747.5061411451585,28.0,0.010411854272859308
previous_v2_loose_mid,ttbar_200k,background,108329.18967962652,11810.37323847375,32.5,0.3530584208724273
qcd850_looser_top,VBF_HH4b_SMnorm,signal,3.9572088283763813,0.4707433817900732,52.5,0.060643104837083225
qcd850_looser_top,Zbbbb_100k,background,2472.591790305257,397.73109104717327,28.0,0.016285056647079865
qcd850_looser_top,ggF_HH4b_SMnorm,signal,61.29685161274652,6.149712358176734,44.5,0.9393568951629168
qcd850_looser_top,qcd_bbbb_iht100to200_20000,background,13143.740805256935,961.5284108038994,1.0,0.08656769160497735
qcd850_looser_top,qcd_bbbb_iht200to400_combined120k,background,50241.440651189274,8812.975534550811,36.0,0.3309016515558795
qcd850_looser_top,qcd_bbbb_iht400to600_20000,background,13381.873651091566,3000.9929419573277,21.0,0.08813608914603224
qcd850_looser_top,qcd_bbbb_iht600plus_20000,background,1520.2624878116912,414.6444373932261,14.0,0.010012797433654618
qcd850_looser_top,ttbar_200k,background,71072.03347397463,10271.92652299339,21.5,0.46809671361237654
