campaign	target_tag	family	events	dataset_split	accounting_class	count_toward_5m	training_authorized	physics_yield_authorized	overlap_group	normalization_rule	promotion_audit	promotion_reason
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard010_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard011_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard012_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard013_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard014_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard015_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard016_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard017_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard018_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard019_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard020_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard021_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard022_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard023_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard024_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard025_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard026_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard027_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard028_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard029_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard030_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard031_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard032_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard033_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard034_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard035_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard036_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard037_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard038_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard039_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard040_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard042_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard043_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard044_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard046_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard047_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard048_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard049_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard051_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard052_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard053_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard054_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard055_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard056_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard057_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard058_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard059_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard061_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard062_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard064_10k	ttbar_inclusive	10000	validation	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard065_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard066_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
unified_background_5m_wavea_proven111_20260720_v1	ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard067_10k	ttbar_inclusive	10000	train	promoted_legacy_physical_reference	True	True	False	ttbar	higher_order_reference_xsec_pending	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/unified_background_phase2_ttbar_promotion_audit_20260721_v3.json	exact manifest_receipt_eos lineage validated;physical yield normalization remains pending
