relative_path	size_bytes	sha256
evidence/40J7Q_R1_execution/per_file/02_ttbar_r1_TTbar_forInfer_ntuple/file_summary.json	1348	6ab6ac53996931d0eff0da2921ab76dde8b51d3f092d0b005234c4140ab8f71e
evidence/40J7Q_R1_execution/per_file/02_ttbar_r1_TTbar_forInfer_ntuple/preprocessing_failures.tsv	100	ade1adc94583ed375844b01dee807ed276d195e4de36083be50b4537f0389d5a
evidence/40J7Q_R1_execution/per_file/02_ttbar_r1_TTbar_forInfer_ntuple/unified_event_rows.tsv	130560	d59882c011d374fdf9f637f886ace1cd3a423290a00393855b42c16c30b32597
evidence/40J7Q_R1_execution/per_file/03_ttbar_r2_TTbar_forInfer_ntuple/branch_schema.tsv	2856	16ec14470954aff8edf728c30a1c2388763b1126533aec1422633622f811d532
evidence/40J7Q_R1_execution/per_file/03_ttbar_r2_TTbar_forInfer_ntuple/file_summary.json	1354	80ac1c74e24f58c022d28735696a38d4e57b80eae30579920558f790cd9c23e0
evidence/40J7Q_R1_execution/per_file/03_ttbar_r2_TTbar_forInfer_ntuple/preprocessing_failures.tsv	100	ade1adc94583ed375844b01dee807ed276d195e4de36083be50b4537f0389d5a
evidence/40J7Q_R1_execution/per_file/03_ttbar_r2_TTbar_forInfer_ntuple/unified_event_rows.tsv	129734	e4711568dc467a2660e8e7d5fdb0e5b1a0837ba5f99f1d882aefb988f09a8e88
evidence/40J7Q_R1_execution/per_file/04_zjets_r1_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/branch_schema.tsv	2819	3dcde41436504dbe1fda543e1e8829c8d4272fa56e6e2bc8bfcd724e2e069f7b
evidence/40J7Q_R1_execution/per_file/04_zjets_r1_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/file_summary.json	1412	9ff81f29f075269d96bac80c53a696f4acc945022c664bf01e17e4b99c8774f3
evidence/40J7Q_R1_execution/per_file/04_zjets_r1_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/preprocessing_failures.tsv	100	ade1adc94583ed375844b01dee807ed276d195e4de36083be50b4537f0389d5a
evidence/40J7Q_R1_execution/per_file/04_zjets_r1_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/unified_event_rows.tsv	140453	ce05c141817f42aa4c729eab50bdc4babe8585e57c07add18c543ebf6c1ac949
evidence/40J7Q_R1_execution/per_file/05_zjets_r2_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/branch_schema.tsv	2819	3dcde41436504dbe1fda543e1e8829c8d4272fa56e6e2bc8bfcd724e2e069f7b
evidence/40J7Q_R1_execution/per_file/05_zjets_r2_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/file_summary.json	1416	ff6e0a743db90e9367435d3e11be092ff07884f0bc50e7b16ae647d5f0a0544a
evidence/40J7Q_R1_execution/per_file/05_zjets_r2_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/preprocessing_failures.tsv	100	ade1adc94583ed375844b01dee807ed276d195e4de36083be50b4537f0389d5a
evidence/40J7Q_R1_execution/per_file/05_zjets_r2_ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/unified_event_rows.tsv	139916	8d78a1824b085deb38776117d431486d3a379759c2fece10b9b29548a3e7cf2b
evidence/40J7Q_R1_execution/per_file/06_zz_r1_ZZ_ntuple/branch_schema.tsv	2856	16ec14470954aff8edf728c30a1c2388763b1126533aec1422633622f811d532
evidence/40J7Q_R1_execution/per_file/06_zz_r1_ZZ_ntuple/file_summary.json	1330	532cb43d9d485399272ce2969103d466aa2a4f67ee3ffc2d0d9ee4208e2264c8
evidence/40J7Q_R1_execution/per_file/06_zz_r1_ZZ_ntuple/preprocessing_failures.tsv	100	ade1adc94583ed375844b01dee807ed276d195e4de36083be50b4537f0389d5a
evidence/40J7Q_R1_execution/per_file/06_zz_r1_ZZ_ntuple/unified_event_rows.tsv	124718	99af01e67bf317ad838e992e0466241f9778df99b065edca543e73adecbf6929
evidence/40J7Q_R1_execution/per_file_summary.tsv	3911	4d9c80cf338734cf138425d0067d2b6daec6c0219ef9eac520d36e8b89afc035
evidence/40J7Q_R1_execution/per_lane_file_stability_summary.tsv	1483	0e9db0729620575c121bc84f5b0f4aed16ee25dd0b1095806b33f322a53de218
evidence/40J7Q_R1_execution/preprocessing_failures.tsv	100	ade1adc94583ed375844b01dee807ed276d195e4de36083be50b4537f0389d5a
evidence/40J7Q_R1_execution/prior_40J7Q_attempt_inventory.tsv	213	3d8540f6939d32b0efde9162adcbeb264d341698495e47d12f115536ec46dab6
evidence/40J7Q_R1_execution/runtime_provenance.json	1636	813aca46fe728938a79b3d2bf4f69c688a03dc0f5e7f64cbae1449a056f7c7b7
evidence/40J7Q_R1_execution/selected_replication_files.tsv	3522	d76eaea212db007268abca047545afa93646e7c00516af6d823d7e465e4b5817
evidence/40J7Q_R1_execution/temporary_cleanup_receipt.tsv	1742	5a66d75df853cc432ea391477ea4b4d9c0015c9b60551152cedffe517ad7d8a4
evidence/40J7Q_R1_execution/unified_event_rows.tsv	933349	f3663386524c57f56854bad1af36b85d87b652a1b956219efd1a81836721e7dc
evidence/review/40J7R_replication_result_review.json	2503	c8225021a37627220d8e010915ebe2512b9d060fed840316955ea2bc5841bbac
evidence/review/canary_vs_replication_response_comparison.tsv	1691	49a50e86c44235cdb87b81c7cb402697f6253f43e47dcab745b1e29111bee80a
evidence/review/combined_file_response_summary.tsv	5189	dce2c31b572653a7d8e668bb47c9292bacb2b525932d84273ad9ea55b1affb9c
evidence/review/combined_lane_file_variation_summary.tsv	1837	fbd6c97b63956ae7ad3ca4aaf4a5b5c753847012871da946ce93e145b4d77ef9
phase3_inventory_constrained_multifile_replication_result_freeze_contract.json	3725	abd4e402256c8c5051c6a374fbf86bd550e1c7c000bfda93e2734525287e943c
