sample	selected_order_index	root_event_entry	p_signal	fit_success	p1_x_mean_gev	p1_y_mean_gev	p1_physical	p1_in_target_region	p2_amp	p2_x_mean_gev	p2_y_mean_gev	p2_valid	p2_physical	p2_in_target_region	bg_amp	reasons
ZZ	54	822	0.9991132616996765	True	94.81721994582401	156.20818106773547	True	False	0.005031869286755203	88.22045407800184	97.00823449697582	True	True	True	0.0007031697829592438	one_or_more_parameters_at_bound
ZZ	55	844	0.9987754821777344	True	102.06028353618782	98.50733608524166	True	True	0.00434082717174063	177.24294444715352	93.10789019851599	True	True	False	0.0009588803048571914	one_or_more_parameters_at_bound
ZZ	56	880	0.9987847208976746	False	85.0	135.0	False	False	0.0	500.0	500.0	False	False	False	0.014136371454747793	primary_fit_failed,secondary_invalid_or_sentinel
ZZ	57	888	0.9970425367355347	True	58.158354400465015	157.0387302527948	True	False	0.42867795536579356	59.22368571925526	226.57126574159642	True	False	False	0.002078388567089469	secondary_nonphysical,one_or_more_parameters_at_bound
ZZ	58	892	0.9970771670341492	True	94.80098919452402	91.30188716223148	True	True	0.0	500.0	500.0	False	False	False	7.189538645027271e-28	secondary_invalid_or_sentinel
ZZ	59	898	0.9995434284210205	True	92.0820466901374	93.76510129895524	True	True	0.021181891179136124	116.10865088196657	96.82641288848824	True	True	False	5.587165321733628e-05	one_or_more_parameters_at_bound
ZZ	60	908	0.9978930354118347	True	84.92103928651966	90.63581080566034	True	True	0.007157597949820599	94.78592896154628	164.87850728217884	True	True	False	0.0007810224387022235	one_or_more_parameters_at_bound
ZZ	61	915	0.9998635053634644	True	90.2603550414807	82.4834891219641	True	True	0.01834091545845266	103.78333448335509	92.6664269586869	True	True	True	0.0014542404708284228	one_or_more_parameters_at_bound
ZZ	62	953	0.9999663829803467	True	90.28186484928685	89.7365282302468	True	True	0.0	500.0	500.0	False	False	False	7.0427998829092026e-06	secondary_invalid_or_sentinel
ZZ	64	975	0.9994394779205322	True	69.72422387745738	86.16315603109592	True	False	0.00901907859914557	80.4908738826915	103.97261014559565	True	True	True	0.00011882187177885553	one_or_more_parameters_at_bound
ZZ	65	982	0.9979746341705322	True	612.3036342386987	431.95316214237994	False	False	20419293522130.316	1.3669955005127168	206.5393755910208	True	False	False	950533065405.022	primary_nonphysical,secondary_nonphysical,one_or_more_parameters_at_bound,bg_amp_gt_1
ZZ	66	998	0.9998552203178406	True	78.74325213965696	78.94373928074394	True	True	0.03268055739598951	79.84146707067376	197.25977405592135	True	True	False	0.0012193262240283043	one_or_more_parameters_at_bound
