sample	parameter	finite_count	nonfinite_count	min	q01	q05	q25	median	q75	q95	q99	max	mean
ZH	bg_y_center	187	0	40.00000000000001	40.000714697081605	40.9120904373505	68.84051678365361	181.97771423543622	196.61477442810667	199.99999999999997	199.99999999999997	199.99999999999997	142.1366659985056
ZH	bg_x_slope	187	0	-0.009999999999999998	-0.009999999999344027	-0.00793762084355831	-0.0022606529314876276	0.0009431542815509172	0.0044040472394802944	0.00999999281980812	0.009999999999999998	0.009999999999999998	0.0010063496460822469
ZH	bg_y_slope	187	0	-0.009999999999999998	-0.009999999038729463	-0.00971806194466273	-0.00405919537889695	0.0009436149051032683	0.004308339966782182	0.009995557842218047	0.009999999999999998	0.009999999999999998	0.00043507079843927766
ZH	bg_x_log	187	0	-0.49999999999999994	-0.4993443253860024	-0.253841290643184	0.1533333088826871	0.42992967934325294	0.4999987748102848	0.49999999999999994	0.49999999999999994	0.49999999999999994	0.30238457687021114
ZH	bg_y_log	187	0	-0.49999999999999994	-0.49998839563535435	-0.3240082212875923	0.1079285960113741	0.4486162976685557	0.4999979777946487	0.49999999999999994	0.49999999999999994	0.49999999999999994	0.2878700855226095
ZH	distance	158	29	2.0255537327687607	13.457236985915817	18.745534043865106	31.921851814789587	58.747917721575696	84.00695000636364	124.85659046151994	167.75574473622362	189.63197481388582	61.55203404909411
ZH	amplitude_ratio	158	29	0.0005456644916887143	0.011919273092993406	0.14364149363184972	4.547417814773059	11.786217853437103	19.565582824933816	41.96644640727757	60.05041064657261	65.61531245661999	14.456552358893774
ZZ	p1_amp	67	0	0.014136913031791527	0.016571415784874966	0.023149100583327187	0.049618248950795696	0.07911835064562625	0.13827773644195238	0.82988846885817	4395276686323.743	12927284371476.035	192944542858.47318
ZZ	p1_x_mean	67	0	50.394854875344976	55.5187645619242	74.7924952282938	85.0	90.2603550414807	95.88070317559581	111.92078265108171	283.5938413011098	612.3036342386987	98.13871034834843
ZZ	p1_y_mean	67	0	72.14418003770558	76.63188913811089	81.95970185757487	90.609117026858	107.09026229194356	156.62345566026514	208.103993528882	346.54214360477437	431.95316214237994	128.91438581268986
ZZ	p1_x_sigma	67	0	2.501775853096839	2.5033684912550886	5.1002491742634986	6.9448462667162225	8.975053695169997	11.602480424852018	15.865640361100208	31.612509490760452	40.446438673771354	10.122571750049387
ZZ	p1_y_sigma	67	0	2.5000000000000004	3.3378724285836463	4.8906598723614305	8.092030865679929	12.797308849706232	20.538038931344694	46.55905872587271	49.99999999987395	49.99999999999999	16.25290960723085
ZZ	p1_theta	67	0	-1.5701803291115801	-1.2094200600826577	-0.7683766855615449	-0.16081017634377492	-0.030292683415948603	0.03279686329707893	0.4082790121371449	0.8125135380805126	1.0529568835573935	-0.08349883090954885
ZZ	p1_alpha_low	67	0	0.40511910899570236	0.4677404970585389	0.50000000032267	0.7917152436945719	1.1767186436496682	1.619250139418567	2.7204751142105903	3.5504366139391474	4.618931217468066	1.3040020504307677
ZZ	p1_n_low	67	0	1.0102575037044796	1.3334875512595232	1.553878982877958	3.0	4.9553346803534755	7.584340302068359	12.615408542030368	14.475118321238766	14.999999998331178	5.82445519691968
ZZ	p1_alpha_high	67	0	0.5000000000000001	0.5001890499972937	0.5842512161843795	1.2859821628308072	1.5711156024095012	2.3199354276517967	2.7582651765772486	2.94257319543181	2.976385522520236	1.7129552726211572
ZZ	p1_n_high	67	0	1.0449083084709962	1.0700541553581635	1.5000000000000002	2.3308060539455213	3.0	7.055865037826172	14.20311345614123	14.99999896180482	14.999999999991067	4.860985140371328
ZZ	p2_amp	67	0	0.0	0.0	0.0	0.0039408506060627495	0.007271706691115355	0.023569250016025188	0.46967380991292773	6942559797529.621	20419293522130.316	304765574957.4193
ZZ	p2_x_mean	67	0	1.3669955005127168	22.548750520734107	62.199983709905005	88.17282870133913	111.19013202538049	185.82385357310147	500.0	500.0	500.0	176.42763653685978
ZZ	p2_y_mean	67	0	3.6086660561946707e-10	12.17888211321219	70.18836145233391	90.8716895082527	109.44875130840772	184.24510106988578	500.0	500.0	500.0	177.98251245178002
ZZ	p2_x_sigma	67	0	2.523734948996488	2.9219563291057296	3.964859475328038	7.651218629206604	13.477203389844695	15.601580641660428	33.873027114389075	80.59729353606483	106.21558263178284	15.608387354060085
ZZ	p2_y_sigma	67	0	1.0000000000000002	1.2390063044703985	1.635376503823737	6.862871026270387	12.068132726998087	15.0	34.55882158408623	48.12227143826015	54.189982832114545	13.4316912110633
ZZ	p2_theta	67	0	-1.547699705339737	-1.4859641792630456	-1.1959533456224167	-0.3864016458708771	0.0	0.05762123314270859	0.8175650468767938	1.1405411262979126	1.248402331799672	-0.11337150152033562
ZZ	p2_alpha_low	67	0	0.30000000000000004	0.30000000000000004	0.3000000000000003	0.5895102711051009	1.2948147205861036	1.502699505966111	2.5734523302561954	3.0565218437822126	3.27457826807651	1.2096474573849634
ZZ	p2_n_low	67	0	2.251329027731786	2.6478905016994267	3.0	5.1821010083605685	9.387002585351597	13.473260971673337	14.973213763934492	14.999999999634822	14.999999999999964	9.202617170996168
ZZ	p2_alpha_high	67	0	0.30000000000000004	0.30059103790662584	0.6793982219036159	1.5	1.772401420085248	2.2820208813812	4.542252057530228	4.958884448161074	4.975968159674434	1.9369501249838095
ZZ	p2_n_high	67	0	1.0000000000000002	1.0000000000000018	1.4092177588674781	3.0	5.49650886970845	9.36608336681498	14.829771404239612	14.999999999884645	14.999999999920911	6.561513094655545
ZZ	bg_amp	67	0	7.189538645027271e-28	4.6482479227200735e-06	4.125245189315412e-05	0.0002192790705558716	0.0007810224387022235	0.0018888008818549764	0.011575004039011507	323181242237.72546	950533065405.022	14187060677.688616
ZZ	bg_x_center	67	0	40.00000000000001	40.00000000000001	40.058321674430864	50.74177818889244	120.0	195.26045759584542	199.99999999999997	199.99999999999997	199.99999999999997	119.20273657647067
ZZ	bg_y_center	67	0	40.00000000000001	40.00000000000001	40.08528770316148	49.67343933869341	72.37631151165205	196.4481732229952	199.99999999999997	199.99999999999997	199.99999999999997	112.78467942823045
ZZ	bg_x_slope	67	0	-0.009999999999999998	-0.009999999999999998	-0.009999999999999998	-0.008815706342051626	-0.001123276134929145	0.0037569318676656917	0.009998463329197411	0.009999999999999998	0.009999999999999998	-0.001478530381607636
ZZ	bg_y_slope	67	0	-0.009999999999999998	-0.009999999999999998	-0.009999999999999998	-0.00835463535895586	-0.001135612785791025	0.002798878730713555	0.009998526484129345	0.009999999999999998	0.009999999999999998	-0.0017502163649318653
ZZ	bg_x_log	67	0	-0.49999985480481257	-0.49982902521670886	-0.4022738671354891	-0.011854947307825664	0.39496137946361976	0.49999999999999994	0.49999999999999994	0.49999999999999994	0.49999999999999994	0.23283912223315492
ZZ	bg_y_log	67	0	-0.49999985475980624	-0.4993533638661601	-0.4022738159884187	-0.012852126680065044	0.4197836486244991	0.49999999999999994	0.49999999999999994	0.49999999999999994	0.49999999999999994	0.24827439996850614
ZZ	distance	56	11	12.555705839046064	12.636043574121482	15.906136451070946	23.41857789843425	57.85098398717409	94.27623437502211	172.4297104170975	401.9273876218306	651.195018193578	75.10466473423101
ZZ	amplitude_ratio	56	11	0.008357800316460147	0.041063974384137183	0.10175489559631642	2.4702941704636565	9.710013802451385	19.27130747269283	54.17253647714014	93.81949307853822	100.2852607720184	15.88553319568388
