variant	category_count	configuration	category	signal_rows	background_rows	background_sources	background_neff	signal_yield	signal_neff	ordinary_background_yield	transferred_qcd_yield	transferred_rows	transferred_sources	direct_qcd_closure_yield	direct_qcd_rows	direct_qcd_sources	direct_qcd_neff	background_yield	signal_over_background	signal_over_sqrt_background	transferred_qcd_fraction	direct_qcd_closure_ratio	nominal_asimov_ZA_contribution	support_pass	support_failure_reason	minimum_support_margin	shared_qcd_relative_nonclosure	shared_multijet_relative_nuisance	systematic_aware_ZA_standalone_contribution	contract_name	selection_role
mass_aware	6	mass_aware_outer_selected	5	3230	1566	140	13.865631466788646	26.408771290591634	2045.9027986961917	23609.139246784875	219864.0619963869	37	22	986170.132031303	6	4	1.796561633364788	243473.2012431718	0.00010846685037921507	0.05352080197713328	0.9030318773226916	4.485363015113898	0.053519834482045635	True		6.932815733394323	0.5712839963098524	2.615322584866661	4.528869970750482e-05	nominal	outer_selected
mass_plane_blind	2	mass_plane_blind_scan_n2_n2	0	3290	16634	257	178.3153172821094	28.660718787976517	2184.8058223474923	252880.56847572926	3275168.838682695	486	94	7385167.185449188	45	22	9.012293411526208	3528049.407158425	8.123672738205937e-06	0.01525877779755874	0.9283228381205109	2.254896632571643	0.0152587571378929	True		25.7	0.5712839963098525	2.615322584866661	3.340347327085566e-06	nominal	nan
mass_plane_blind	2	mass_plane_blind_scan_n2_n2	1	6047	5254	196	42.03736948811876	50.576649732621384	3894.7798924427902	99579.70528171424	522982.7214573993	90	39	1474197.8194671895	11	7	2.9014446767193993	622562.4267391135	8.123948307888433e-05	0.0641000848684302	0.8400486425059452	2.818827007054904	0.0640992169881381	True		13.0	0.5712839963098525	2.615322584866661	3.697331608336623e-05	nominal	nan
mass_plane_blind	3	mass_plane_blind_scan_n3_n3	0	3290	16634	257	178.3153172821094	28.660718787976517	2184.8058223474923	252880.56847572926	3275168.838682695	486	94	7385167.185449188	45	22	9.012293411526208	3528049.407158425	8.123672738205937e-06	0.01525877779755874	0.9283228381205109	2.254896632571643	0.0152587571378929	True		25.7	0.5712839963098525	2.615322584866661	3.340347327085566e-06	nominal	nan
mass_plane_blind	3	mass_plane_blind_scan_n3_n3	1	1732	2287	138	22.29421223824183	16.10264787187457	1208.5439003316185	45645.58985867648	176936.4002715167	29	15	487945.34754126956	3	3	1.1463352089162604	222581.99013019324	7.234479241764245e-05	0.034131257194324936	0.7949268499577283	2.7577442899962694	0.03413084567034907	True		5.0	0.5712839963098525	2.615322584866661	3.394862836194517e-05	nominal	nan
mass_plane_blind	3	mass_plane_blind_scan_n3_n3	2	4315	2967	168	22.862216443838687	34.47400186074681	2687.4538309815252	53934.11542303775	346046.32118588255	61	29	986252.4719259199	8	4	1.7968616410774783	399980.43660892034	8.618922003541304e-05	0.05450951597544364	0.8651581165311549	2.8500591150516628	0.05450873298150596	True		9.666666666666666	0.5712839963098525	2.615322584866661	3.808558728787651e-05	nominal	nan
mass_plane_blind	4	mass_plane_blind_scan_n4_n4	0	3290	16634	257	178.3153172821094	28.660718787976517	2184.8058223474923	252880.56847572926	3275168.838682695	486	94	7385167.185449188	45	22	9.012293411526208	3528049.407158425	8.123672738205937e-06	0.01525877779755874	0.9283228381205109	2.254896632571643	0.0152587571378929	True		25.7	0.5712839963098525	2.615322584866661	3.340347327085566e-06	nominal	nan
mass_plane_blind	4	mass_plane_blind_scan_n4_n4	1	1390	1951	145	20.340073369955885	12.149716333150215	925.3520660286335	39098.61636375793	146583.00841652384	23	15	487945.34754126956	3	3	1.1463352089162604	185681.62478028174	6.543305697333838e-05	0.028195621664310187	0.7894319569315297	3.328798834273789	0.028195314185036895	True		4.6	0.5712839963098525	2.615322584866661	3.075926338742792e-05	nominal	nan
mass_plane_blind	4	mass_plane_blind_scan_n4_n4	2	1102	930	130	10.097281526945569	9.544054009377263	728.5184681396877	22101.493894499232	82272.36385749938	16	11	31121.442753022548	1	1	1.0	104373.8577519986	9.144103911589402e-05	0.029541804548735198	0.78824684293059	0.37827335078066715	0.029541354343659395	True		3.2	0.5712839963098525	2.615322584866661	4.435598628960021e-05	nominal	nan
mass_plane_blind	4	mass_plane_blind_scan_n4_n4	3	3555	2373	164	17.151774680120774	28.882879390093905	2241.209416142799	38379.59502345708	294127.349183376	51	26	955131.0291728972	7	4	1.6882706491064787	332506.94420683314	8.686398853711624e-05	0.050088742290658766	0.8845750571766001	3.247338378511049	0.05008801716556243	True		8.575887340060387	0.5712839963098525	2.615322584866661	3.754215084202661e-05	nominal	nan
mass_plane_blind	5	mass_plane_blind_fixed5_n5	0	3290	16634	257	178.3153172821094	28.660718787976517	2184.8058223474923	252880.56847572926	3275168.838682695	486	94	7385167.185449188	45	22	9.012293411526208	3528049.407158425	8.123672738205937e-06	0.01525877779755874	0.9283228381205109	2.254896632571643	0.0152587571378929	True		25.7	0.5712839963098525	2.615322584866661	3.340347327085566e-06	nominal	nan
mass_plane_blind	5	mass_plane_blind_fixed5_n5	1	468	772	108	8.603380539614843	3.88152334327504	299.50890260362337	15869.529251963977	53717.34961424883	7	6	454665.59112287965	1	1	1.0	69586.8788662128	5.5779529223283986e-05	0.014714263310035914	0.7719465291369856	8.46403618919942	0.014714126520765874	True		1.4	0.5712839963098525	2.615322584866661	2.7624886794939854e-05	nominal	nan
mass_plane_blind	5	mass_plane_blind_fixed5_n5	2	805	823	122	9.166797448575322	7.032262780797206	535.6746516613832	21050.413032008535	69986.89758179146	9	8	0.0	0	0	0.0	91037.3106138	7.724594161870168e-05	0.02330694660852918	0.7687715850778045	0.0	0.02330664655702231	True		1.8	0.5712839963098525	2.615322584866661	3.8038806826974484e-05	nominal	nan
mass_plane_blind	5	mass_plane_blind_fixed5_n5	3	1279	1188	130	10.399074832283693	11.275086446450146	856.8002104388211	22475.07606310344	70189.9600088521	19	10	33279.7564183899	2	2	1.1342619700405112	92665.03607195555	0.00012167573579418782	0.03703922838714241	0.7574589401157598	0.4741384154399402	0.03703847729600447	True		3.3333333333333335	0.5712839963098525	2.615322584866661	6.141482498114208e-05	nominal	nan
mass_plane_blind	5	mass_plane_blind_fixed5_n5	4	3495	2471	167	19.6848047556679	28.38777716209899	2203.147282400144	40184.686934638274	329088.51425250684	55	27	986252.4719259199	8	4	1.7968616410774783	369273.20118714514	7.687472871261042e-05	0.04671512247752752	0.8911789785842786	2.9969215855682423	0.04671452396136761	True		9.0	0.5712839963098525	2.615322584866661	3.116824825040804e-05	nominal	nan
mass_plane_blind	6	mass_plane_blind_scan_n6_n6	0	3290	16634	257	178.3153172821094	28.660718787976517	2184.8058223474923	252880.56847572926	3275168.838682695	486	94	7385167.185449188	45	22	9.012293411526208	3528049.407158425	8.123672738205937e-06	0.01525877779755874	0.9283228381205109	2.254896632571643	0.0152587571378929	True		25.7	0.5712839963098524	2.615322584866661	3.340347327085566e-06	nominal	nan
mass_plane_blind	6	mass_plane_blind_scan_n6_n6	1	248	366	99	5.209457222425712	1.9933838950873612	155.14348232011636	9426.617074683529	32573.049450707316	5	5	454665.59112287965	1	1	1.0	41999.66652539084	4.746189815298328e-05	0.009726756057824902	0.7755549542522039	13.958336686005513	0.009726679117628227	True		1.0	0.5712839963098524	2.615322584866661	2.3396173277923332e-05	nominal	nan
mass_plane_blind	6	mass_plane_blind_scan_n6_n6	2	609	857	111	9.109384147943386	5.1664190052689865	396.4354855195879	19520.163465631245	37572.141140320266	8	6	2102.479375670097	1	1	1.0	57092.30460595152	9.049238843881631e-05	0.021622247696816446	0.658094666166333	0.0559584658169464	0.021621921600972465	True		1.6	0.5712839963098524	2.615322584866661	5.243843561949396e-05	nominal	nan
mass_plane_blind	6	mass_plane_blind_scan_n6_n6	3	933	989	117	9.156311512908873	8.215667727414466	624.6398480786011	18343.81310634591	64317.20301725841	12	7	62298.71979574235	2	2	1.9999983935271375	82661.01612360434	9.93898709777466e-05	0.028575411727983214	0.7780838662941655	0.9686167444039127	0.028574938396474417	True		2.3333333333333335	0.5712839963098524	2.615322584866661	4.8837755051034906e-05	nominal	nan
mass_plane_blind	6	mass_plane_blind_scan_n6_n6	4	1091	857	130	9.945104260204843	9.26343221155099	710.5804915668886	21282.581219869808	82082.90469835525	15	11	0.0	0	0	0.0	103365.48591822507	8.961823310035532e-05	0.028812712944881063	0.7941036020794506	0.0	0.02881228260352298	True		3.0	0.5712839963098524	2.615322584866661	4.281200231774084e-05	nominal	nan
mass_plane_blind	6	mass_plane_blind_scan_n6_n6	5	3166	2185	164	16.987752777952362	25.93774689329958	2008.1747528782662	31006.530415183748	306437.42315075797	50	25	955131.0291728972	7	4	1.6882706491064787	337443.9535659417	7.686534791689769e-05	0.04465102394272615	0.9081135397818749	3.116887680859402	0.044650451941668605	True		8.333333333333334	0.5712839963098524	2.615322584866661	3.0510671215519544e-05	nominal	nan
mass_plane_blind	6	mass_plane_blind_outer_selected	0	3290	16634	257	178.3153172821094	28.660718787976517	2184.8058223474923	252880.56847572926	3275168.838682695	486	94	7385167.185449188	45	22	9.012293411526208	3528049.407158425	8.123672738205937e-06	0.01525877779755874	0.9283228381205109	2.254896632571643	0.0152587571378929	True		25.7	0.5712839963098524	2.615322584866661	3.340347327085566e-06	nominal	outer_selected
mass_plane_blind	6	mass_plane_blind_outer_selected	1	248	366	99	5.209457222425712	1.9933838950873612	155.14348232011636	9426.617074683529	32573.049450707316	5	5	454665.59112287965	1	1	1.0	41999.66652539084	4.746189815298328e-05	0.009726756057824902	0.7755549542522039	13.958336686005513	0.009726679117628227	True		1.0	0.5712839963098524	2.615322584866661	2.3396173277923332e-05	nominal	outer_selected
mass_plane_blind	6	mass_plane_blind_outer_selected	2	609	857	111	9.109384147943386	5.1664190052689865	396.4354855195879	19520.163465631245	37572.141140320266	8	6	2102.479375670097	1	1	1.0	57092.30460595152	9.049238843881631e-05	0.021622247696816446	0.658094666166333	0.0559584658169464	0.021621921600972465	True		1.6	0.5712839963098524	2.615322584866661	5.243843561949396e-05	nominal	outer_selected
mass_plane_blind	6	mass_plane_blind_outer_selected	3	933	989	117	9.156311512908873	8.215667727414466	624.6398480786011	18343.81310634591	64317.20301725841	12	7	62298.71979574235	2	2	1.9999983935271375	82661.01612360434	9.93898709777466e-05	0.028575411727983214	0.7780838662941655	0.9686167444039127	0.028574938396474417	True		2.3333333333333335	0.5712839963098524	2.615322584866661	4.8837755051034906e-05	nominal	outer_selected
mass_plane_blind	6	mass_plane_blind_outer_selected	4	1091	857	130	9.945104260204843	9.26343221155099	710.5804915668886	21282.581219869808	82082.90469835525	15	11	0.0	0	0	0.0	103365.48591822507	8.961823310035532e-05	0.028812712944881063	0.7941036020794506	0.0	0.02881228260352298	True		3.0	0.5712839963098524	2.615322584866661	4.281200231774084e-05	nominal	outer_selected
mass_plane_blind	6	mass_plane_blind_outer_selected	5	3166	2185	164	16.987752777952362	25.93774689329958	2008.1747528782662	31006.530415183748	306437.42315075797	50	25	955131.0291728972	7	4	1.6882706491064787	337443.9535659417	7.686534791689769e-05	0.04465102394272615	0.9081135397818749	3.116887680859402	0.044650451941668605	True		8.333333333333334	0.5712839963098524	2.615322584866661	3.0510671215519544e-05	nominal	outer_selected
