target_index	source_tag	transport_class	fragment_path	fragment_sha256s_sha256	complete_marker_sha256	sidecar_or_uniform_sha256
142	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154	c5d3a66c4dd9d10e453220dc2e1cd3941bcd0f4476836ab30b72543c46145edf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9f8fa4377478ad4d173784902518d2ab6507d62dc8b0bd3df0706daa67e919f8
143	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155	e2f91c2dd667072811b0bfec5c525f5415933f9d1b575e51e1d932e53c04056e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3da9de5fcaa1c9809dc0f869d1397ac2edc6fe995ffd40e6ea4ea48c8b1caca9
144	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1157_seed1221157	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1157_seed1221157	e634e7b4d74ab5e9896f0694aaa868f3ea1a2c62ee8fb6773d54bd4a516b0ebe	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	19383b56cedf78bf883464b32eb9b75312afcf82f8bad8c1bedefff0e4d3a3af
145	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1159_seed1221159	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1159_seed1221159	f8f78373f6aa5c49b9239e240bda2056029000e4a1695d2fd7bcf3d551180ef7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9203da7a48529f2994daea0a75a624a62009d0a9e8a99c5837108be8497a386a
146	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1161_seed1221161	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1161_seed1221161	dc3f020516bc55221f4403252a74ff307c0074cc3c1f27393293f5bebfa09f38	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f8a78c015f580e1983fdd6664da669ffe4bb697a9652b9290635ea4f8c67e0c6
147	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162	daffe4dc77a719c26325c03f422ef2935e142dae33d58b891532199d3559a2b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d67044011d842143167561762a33e2c130888cee81abcbe0f01eaddd9cf84dcc
148	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1163_seed1221163	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1163_seed1221163	80eb6cc021773d0c66761b56b5fb77e5e8b559b2e4e7caa371dadd746d824b1c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	50a887a9bec8577498621e3faf41709593fc69ca201e69f60b1b6b88b7ab1591
149	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166	4ac1fb7412bfb04d386f562512c5c439b85c0943d3238a206c59600052745e9a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	585fe098eddb6880ed579f1500c922b4ea263caf9a954a52b0665076b0051bbe
150	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167	bc1147aef9aa905bc6f225532505f4881d9074065408e38d1eb4c594fd84f783	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1f8827e939fa1c9c4472a2f75203944890ade98ac95e5979f9d1e1f44b7197b5
151	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169	8ee6bc20a7c440117975502fb56a267a0f1bf7aac8ff6d764c8c41c04318c9ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0a528dd9f31241c2cd7dd830b4fc05ba8b2508eb92538e0ecd6089c60303acab
152	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1170_seed1221170	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1170_seed1221170	b5674ab8d310db1671a80b21ac007e954f53c38f0df4fc626647ca545b4871e5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	efc91c1d02a1c60b6d24db64ec7a703d8a130e96e37db7da148b8c8f2f3646ae
153	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1171_seed1221171	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1171_seed1221171	11398587e533e75e3245f2ecdbc87160594623f5eabffaf10ec04e5d83bcb9f6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	669de2bc402b99c77d92e32a1d3692f4e11ccd1d3bc3d0ca8bf76cbc63139e59
154	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173	cf621b854d7d18563336939e4e73b26802d6f423f63c59f220e3fb612660aed6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	307d1c6b77e65db49e0b57b1064669abd4ffaaeea5bffa5b114dab6dc5d458b0
155	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1174_seed1221174	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1174_seed1221174	2267852204de007db7655bea21fab152e9040e525e83d2db7fda86306520b253	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7977a59de598b10921a9249b32ab562a6b237763cdd16e6915d83942be6cde00
156	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1175_seed1221175	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1175_seed1221175	687d2a88c9259b4c0ac091efa781a1554ef3fa51ecde78519507ab5622bed1f8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bd2778606b4789159809fd856c42bbc43840d1d089eac653421e7b76d25a278e
157	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1176_seed1221176	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1176_seed1221176	9b2c816f00a43d03f45f8965f4e4619d6b53e90bc3ec842b6ad24a37829196d8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	01703eb054b683ccaffe7f6707c8b66c52d5212cdbb8e7718a534cc8ba78c2e6
158	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1177_seed1221177	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1177_seed1221177	e85575264c720a413466863c77b005db8cb68e282afb2828b0d15524a1ab60a2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d9b8d1c39589327c49ff41ce77ffda41855bebe57fdb7180c8695c619cd1fe33
159	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178	d2f5f0257b82b9a74ab5f2d315789c5f9d5983606a05e88d1e10aeb923b498d0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b38e05babd7cf3ed45da901fff9aa3a620df80828fe39ba87c02ef7f09e95158
160	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin04_pthat300to500_shard1179_seed1241179	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin04_pthat300to500_shard1179_seed1241179	534a94c01445d6af856015de8ffdb42efd8cd6ec4c8ea50c78b324eabcbda0d2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0dc676123a65948c0161316ae714fe34403325d377bc57fde4dc04e3119bb323
161	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin05_pthat500to700_shard1180_seed1251180	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin05_pthat500to700_shard1180_seed1251180	89b2d5ab50da7969e90a2075e8b78009442b2708c92bffc26428b74bb102e3d2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d6ee6a1eb831cd49255d807f49a0f59e3fe4e7b6bb6469d01f24567832cb1c23
162	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181	e056c4bedeabc311db40d359be701025c216644f164edf38d0f565219e0fa8c5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8ed5163256e717286495f6db9dd934561c985a6d00efcc140350c130e3957d7a
163	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182	45b3cf0e8eefdad2fe1806f7fab974c47a4d9fd2ecfc46d7488f6cc7eda94f90	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	71a417aa733be0d7294531e30c65f50930ac8e864beeb2eb081bf9c8ee85b32f
164	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823	7658efd218ab0bbfc3350deb34d339f0cc9ef6a8814601f118b55c4cee5a8567	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	11ba46f55931f5e8d7c53a8f21851c92c4c8d337103211c1b899e5db43cc975f
165	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1827_seed1201827	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1827_seed1201827	ac02572489ac4aea33e1361e2b2d242f1b77604c9ed7f95717f928da8f95bfd2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	41d9e87635f06b20de09c235a83e1adcc32daf999cae9a839e174814a54c5fd8
166	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845	a6bed566e9ed8d787ab931635ac3ad72feb4b00af4567009ec83445fde979df6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	857ae68bf72730a8e0cc7b595d0bcc0498e473de3e3431e71b1452ab2e31a11f
167	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1858_seed1221858	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1858_seed1221858	0b4d64df7d4f88bb69d220cc2441c3e76f5822b9ddee6265781f21add835b811	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	85f2ce69451a64e4963b7b2be48baf7be2d13e8c6c2b6ad07f8610969705055e
168	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1860_seed1221860	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1860_seed1221860	742426c0450190e66e4fd675b815bd3697e8c669f816ab7b3422ab047f83c805	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	83f5b09f00d672930eaeb494d1ae2722baab104835cc946f905ae2891ee893ca
169	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1861_seed1221861	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1861_seed1221861	75943d4824851959ab6fad6cd48b06a4f906c2a21cf923a52bb40b0650f7d8d5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9fdd6c7fe351778c9b20e6d85d23d7d8edc6596c59e367df6a844765546c2386
170	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862	58df1b4b2d659098a84c528bfe355198162cfae26e054d5e822e57f0c32f21cf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a8ea90ad6c4660ddf432c46f7f00185d1038bf3ad4b2b473b6572d5a9ebd8d58
171	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863	99719c6a886429f5bd2e049db1c04e9ae2cdc4dcfa09c6fa9dab6b0e1e5c4939	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	05e0a2a17e23023e2e51419c682eb0073e610c1d7affa5e5b898507d6afa31bf
172	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865	055c70863d7d34eee6368b7df6eae2a7d93e0db5e0b3c14c17b09a8ba4bfcc9e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9eccffec3ee0a7e8c3cc7e06140609bc48ae45f2083988a2a5cf9007d106f233
173	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866	f031ae2f08e8860d7504e2cc451fbe44035444bb29808d7e11f3d72c5b8e6aaa	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b2a89932d564d6107c7299acfca173763487cb72821678d63a418d3ed0364c2e
174	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1867_seed1251867	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1867_seed1251867	264201ef2e3a025246469d74d2ca111182dae342288c58609bee15ac394336b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8932dbab2a27dc6619108215a69ad06728a48812e36dec39e5ed46756bba209d
175	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1868_seed1251868	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1868_seed1251868	748efc3b04f95ea367bdc46075354890c29de3cce2758e08712cfd1a18f444e4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0f20e595d9f05a4f6846abce46821d4b31a4ff3a16885722a07a624136fda0e3
176	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869	b73d2cda006a09c5bbc28cb891661e8b7abeac5c4bcdc366b26ca1ad9a959eb4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ddab8466a0d4e4fcd06308ecf98badc63cc810d1ddcd92695749c0c50c4294ca
177	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871	7b06783a788f02bc6a10f6960a275be93af4dcd19f8d54978e585aa267942c5f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a1c4e042c46edccd62283f2be6541bb8e3500a109aec8730c4377da90edc7aec
178	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777	7f7a502fdd357e4cb39155e1d620d36279b67b0300e29e460e27af711216490a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8fb98b4c0cc67ec3e55649fac3ebcc4d332500f66f4dafd82308a5a26b8c449d
179	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797	974045541279b618ef99d00731e3ce2d8b3680dbed52176d2039f5c544959bf2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0e638b5a7528c5f44514c16a99cd19b0ba8df7a892b8cac7ab9fe0c732e45997
180	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9815_seed1229815	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9815_seed1229815	27f099f4253cd452105ce4b0cd6a4cf86a42345b67814bfda986782c1118a896	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ccbfa2d83d29f1d4fb31482a3216a2b038d6201a6c3d9915c0b6b5abcfba1d20
181	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9816_seed1229816	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9816_seed1229816	933f350bb714289997b67450b71f4e50bea5b6f698fc09dd6fe4a18d10e6a19e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	79e164e716df92d67b43a024ff9ad0ad7917839049cabfec6f4f8c6174f065d8
182	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9817_seed1229817	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9817_seed1229817	5002b4a7eaa09abcebf69a770a1adfbf825aa78942b2c73e89571596ecbc2fd5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	aa838ba40cf74565ad5a36ce40fd37052dc0df063ab3b41137cd59975153e438
183	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9818_seed1229818	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9818_seed1229818	d7b8dbc24eb559eaf0536f14eff9f417b383231c26ec2b0df997f11654b6b52f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	78a711bfaddcf249a243fd7f17cb1702af8319d4e200ea072c2d78002e731ba8
184	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9819_seed1239819	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9819_seed1239819	186130f6bc49d096c01b078ac2a2a3093a515a23e9933c67e0f273b876d4958b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	26492b30453a3c6e96dc0847fb4e70345cf94087d91119aea94823f1900474ad
185	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820	c12f7abfb05360038035baf1784f98b4bf8f8a05cd69c626945bd69fcd578074	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	86b591593ad5943fa710951bc967013b6cdc3249ce42608505d24aeff107c598
186	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin05_pthat500to700_shard9824_seed1259824	uniform	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin05_pthat500to700_shard9824_seed1259824	0839387101fcf9229de21c6f0095bf524da1424654687965a80401ee45b685dd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e4a6f21f68a9ec79a353cfea8484a2d70369d48937aa691c8d2765f7df149dd6
