member_index	column_name	column_order	frozen_arrow_type	parity_arrow_type	frozen_nullable	parity_nullable	arrow_type_compatible	nullability_match	comparison_status
1	j1_selected_index	47	int64	int64	True	True	True	True	pass
1	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
1	j2_eta	49	double	double	True	True	True	True	pass
1	j2_phi	50	double	double	True	True	True	True	pass
1	j2_mass	51	double	double	True	True	True	True	pass
1	j2_btag	52	double	double	True	True	True	True	pass
1	j2_flavor	53	int64	int64	True	True	True	True	pass
1	j2_raw_index	54	int64	int64	True	True	True	True	pass
1	j2_selected_index	55	int64	int64	True	True	True	True	pass
1	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
1	j3_eta	57	double	double	True	True	True	True	pass
1	j3_phi	58	double	double	True	True	True	True	pass
1	j3_mass	59	double	double	True	True	True	True	pass
1	j3_btag	60	double	double	True	True	True	True	pass
1	j3_flavor	61	int64	int64	True	True	True	True	pass
1	j3_raw_index	62	int64	int64	True	True	True	True	pass
1	j3_selected_index	63	int64	int64	True	True	True	True	pass
1	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
1	j4_eta	65	double	double	True	True	True	True	pass
1	j4_phi	66	double	double	True	True	True	True	pass
1	j4_mass	67	double	double	True	True	True	True	pass
1	j4_btag	68	double	double	True	True	True	True	pass
1	j4_flavor	69	int64	int64	True	True	True	True	pass
1	j4_raw_index	70	int64	int64	True	True	True	True	pass
1	j4_selected_index	71	int64	int64	True	True	True	True	pass
1	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
18	sample	1	string	string	True	True	True	True	pass
18	event	2	int64	int64	True	True	True	True	pass
18	n_selected_jets	3	int64	int64	True	True	True	True	pass
18	n_selected_bjets	4	int64	int64	True	True	True	True	pass
18	n_extra_selected_jets	5	int64	int64	True	True	True	True	pass
18	n_extra_selected_bjets	6	int64	int64	True	True	True	True	pass
18	ht_selected_jets	7	double	double	True	True	True	True	pass
18	ht_selected_bjets	8	double	double	True	True	True	True	pass
18	ht_candidate_jets	9	double	double	True	True	True	True	pass
18	pairing	10	string	string	True	True	True	True	pass
18	pairing_combo_bjet_ranks	11	string	string	True	True	True	True	pass
18	pairing_score_125_125	12	double	double	True	True	True	True	pass
18	higgs_ordering	13	string	string	True	True	True	True	pass
18	mbb1	14	double	double	True	True	True	True	pass
18	mbb2	15	double	double	True	True	True	True	pass
18	avg_mbb	16	double	double	True	True	True	True	pass
18	delta_mbb	17	double	double	True	True	True	True	pass
18	r_hh	18	double	double	True	True	True	True	pass
18	r_hh_125_125	19	double	double	True	True	True	True	pass
18	r_hh_125_120	20	double	double	True	True	True	True	pass
18	mhh	21	double	double	True	True	True	True	pass
18	hh_pt	22	double	double	True	True	True	True	pass
18	hh_eta	23	double	double	True	True	True	True	pass
18	hh_phi	24	double	double	True	True	True	True	pass
18	h1_pt	25	double	double	True	True	True	True	pass
18	h1_eta	26	double	double	True	True	True	True	pass
18	h1_phi	27	double	double	True	True	True	True	pass
18	h2_pt	28	double	double	True	True	True	True	pass
18	h2_eta	29	double	double	True	True	True	True	pass
18	h2_phi	30	double	double	True	True	True	True	pass
18	h_delta_eta	31	double	double	True	True	True	True	pass
18	h_delta_phi	32	double	double	True	True	True	True	pass
18	h_delta_r	33	double	double	True	True	True	True	pass
18	h_pt_balance	34	double	double	True	True	True	True	pass
18	drbb1	35	double	double	True	True	True	True	pass
18	drbb2	36	double	double	True	True	True	True	pass
18	j1_pt	37	double	double	True	True	True	True	pass
18	j2_pt	38	double	double	True	True	True	True	pass
18	j3_pt	39	double	double	True	True	True	True	pass
18	j4_pt	40	double	double	True	True	True	True	pass
18	j1_eta	41	double	double	True	True	True	True	pass
18	j1_phi	42	double	double	True	True	True	True	pass
18	j1_mass	43	double	double	True	True	True	True	pass
18	j1_btag	44	double	double	True	True	True	True	pass
18	j1_flavor	45	int64	int64	True	True	True	True	pass
18	j1_raw_index	46	int64	int64	True	True	True	True	pass
18	j1_selected_index	47	int64	int64	True	True	True	True	pass
18	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
18	j2_eta	49	double	double	True	True	True	True	pass
18	j2_phi	50	double	double	True	True	True	True	pass
18	j2_mass	51	double	double	True	True	True	True	pass
18	j2_btag	52	double	double	True	True	True	True	pass
18	j2_flavor	53	int64	int64	True	True	True	True	pass
18	j2_raw_index	54	int64	int64	True	True	True	True	pass
18	j2_selected_index	55	int64	int64	True	True	True	True	pass
18	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
18	j3_eta	57	double	double	True	True	True	True	pass
18	j3_phi	58	double	double	True	True	True	True	pass
18	j3_mass	59	double	double	True	True	True	True	pass
18	j3_btag	60	double	double	True	True	True	True	pass
18	j3_flavor	61	int64	int64	True	True	True	True	pass
18	j3_raw_index	62	int64	int64	True	True	True	True	pass
18	j3_selected_index	63	int64	int64	True	True	True	True	pass
18	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
18	j4_eta	65	double	double	True	True	True	True	pass
18	j4_phi	66	double	double	True	True	True	True	pass
18	j4_mass	67	double	double	True	True	True	True	pass
18	j4_btag	68	double	double	True	True	True	True	pass
18	j4_flavor	69	int64	int64	True	True	True	True	pass
18	j4_raw_index	70	int64	int64	True	True	True	True	pass
18	j4_selected_index	71	int64	int64	True	True	True	True	pass
18	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
99	sample	1	string	string	True	True	True	True	pass
99	event	2	int64	int64	True	True	True	True	pass
99	n_selected_jets	3	int64	int64	True	True	True	True	pass
99	n_selected_bjets	4	int64	int64	True	True	True	True	pass
99	n_extra_selected_jets	5	int64	int64	True	True	True	True	pass
99	n_extra_selected_bjets	6	int64	int64	True	True	True	True	pass
99	ht_selected_jets	7	double	double	True	True	True	True	pass
99	ht_selected_bjets	8	double	double	True	True	True	True	pass
99	ht_candidate_jets	9	double	double	True	True	True	True	pass
99	pairing	10	string	string	True	True	True	True	pass
99	pairing_combo_bjet_ranks	11	string	string	True	True	True	True	pass
99	pairing_score_125_125	12	double	double	True	True	True	True	pass
99	higgs_ordering	13	string	string	True	True	True	True	pass
99	mbb1	14	double	double	True	True	True	True	pass
99	mbb2	15	double	double	True	True	True	True	pass
99	avg_mbb	16	double	double	True	True	True	True	pass
99	delta_mbb	17	double	double	True	True	True	True	pass
99	r_hh	18	double	double	True	True	True	True	pass
99	r_hh_125_125	19	double	double	True	True	True	True	pass
99	r_hh_125_120	20	double	double	True	True	True	True	pass
99	mhh	21	double	double	True	True	True	True	pass
99	hh_pt	22	double	double	True	True	True	True	pass
99	hh_eta	23	double	double	True	True	True	True	pass
99	hh_phi	24	double	double	True	True	True	True	pass
99	h1_pt	25	double	double	True	True	True	True	pass
99	h1_eta	26	double	double	True	True	True	True	pass
99	h1_phi	27	double	double	True	True	True	True	pass
99	h2_pt	28	double	double	True	True	True	True	pass
99	h2_eta	29	double	double	True	True	True	True	pass
99	h2_phi	30	double	double	True	True	True	True	pass
99	h_delta_eta	31	double	double	True	True	True	True	pass
99	h_delta_phi	32	double	double	True	True	True	True	pass
99	h_delta_r	33	double	double	True	True	True	True	pass
99	h_pt_balance	34	double	double	True	True	True	True	pass
99	drbb1	35	double	double	True	True	True	True	pass
99	drbb2	36	double	double	True	True	True	True	pass
99	j1_pt	37	double	double	True	True	True	True	pass
99	j2_pt	38	double	double	True	True	True	True	pass
99	j3_pt	39	double	double	True	True	True	True	pass
99	j4_pt	40	double	double	True	True	True	True	pass
99	j1_eta	41	double	double	True	True	True	True	pass
99	j1_phi	42	double	double	True	True	True	True	pass
99	j1_mass	43	double	double	True	True	True	True	pass
99	j1_btag	44	double	double	True	True	True	True	pass
99	j1_flavor	45	int64	int64	True	True	True	True	pass
99	j1_raw_index	46	int64	int64	True	True	True	True	pass
99	j1_selected_index	47	int64	int64	True	True	True	True	pass
99	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
99	j2_eta	49	double	double	True	True	True	True	pass
99	j2_phi	50	double	double	True	True	True	True	pass
99	j2_mass	51	double	double	True	True	True	True	pass
99	j2_btag	52	double	double	True	True	True	True	pass
99	j2_flavor	53	int64	int64	True	True	True	True	pass
99	j2_raw_index	54	int64	int64	True	True	True	True	pass
99	j2_selected_index	55	int64	int64	True	True	True	True	pass
99	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
99	j3_eta	57	double	double	True	True	True	True	pass
99	j3_phi	58	double	double	True	True	True	True	pass
99	j3_mass	59	double	double	True	True	True	True	pass
99	j3_btag	60	double	double	True	True	True	True	pass
99	j3_flavor	61	int64	int64	True	True	True	True	pass
99	j3_raw_index	62	int64	int64	True	True	True	True	pass
99	j3_selected_index	63	int64	int64	True	True	True	True	pass
99	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
99	j4_eta	65	double	double	True	True	True	True	pass
99	j4_phi	66	double	double	True	True	True	True	pass
99	j4_mass	67	double	double	True	True	True	True	pass
99	j4_btag	68	double	double	True	True	True	True	pass
99	j4_flavor	69	int64	int64	True	True	True	True	pass
99	j4_raw_index	70	int64	int64	True	True	True	True	pass
99	j4_selected_index	71	int64	int64	True	True	True	True	pass
99	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
123	sample	1	double	double	True	True	True	True	pass
123	event	2	double	double	True	True	True	True	pass
123	n_selected_jets	3	double	double	True	True	True	True	pass
123	n_selected_bjets	4	double	double	True	True	True	True	pass
123	n_extra_selected_jets	5	double	double	True	True	True	True	pass
123	n_extra_selected_bjets	6	double	double	True	True	True	True	pass
123	ht_selected_jets	7	double	double	True	True	True	True	pass
123	ht_selected_bjets	8	double	double	True	True	True	True	pass
123	ht_candidate_jets	9	double	double	True	True	True	True	pass
123	pairing	10	double	double	True	True	True	True	pass
123	pairing_combo_bjet_ranks	11	double	double	True	True	True	True	pass
123	pairing_score_125_125	12	double	double	True	True	True	True	pass
123	higgs_ordering	13	double	double	True	True	True	True	pass
123	mbb1	14	double	double	True	True	True	True	pass
123	mbb2	15	double	double	True	True	True	True	pass
123	avg_mbb	16	double	double	True	True	True	True	pass
123	delta_mbb	17	double	double	True	True	True	True	pass
123	r_hh	18	double	double	True	True	True	True	pass
123	r_hh_125_125	19	double	double	True	True	True	True	pass
123	r_hh_125_120	20	double	double	True	True	True	True	pass
123	mhh	21	double	double	True	True	True	True	pass
123	hh_pt	22	double	double	True	True	True	True	pass
123	hh_eta	23	double	double	True	True	True	True	pass
123	hh_phi	24	double	double	True	True	True	True	pass
123	h1_pt	25	double	double	True	True	True	True	pass
123	h1_eta	26	double	double	True	True	True	True	pass
123	h1_phi	27	double	double	True	True	True	True	pass
123	h2_pt	28	double	double	True	True	True	True	pass
123	h2_eta	29	double	double	True	True	True	True	pass
123	h2_phi	30	double	double	True	True	True	True	pass
123	h_delta_eta	31	double	double	True	True	True	True	pass
123	h_delta_phi	32	double	double	True	True	True	True	pass
123	h_delta_r	33	double	double	True	True	True	True	pass
123	h_pt_balance	34	double	double	True	True	True	True	pass
123	drbb1	35	double	double	True	True	True	True	pass
123	drbb2	36	double	double	True	True	True	True	pass
123	j1_pt	37	double	double	True	True	True	True	pass
123	j2_pt	38	double	double	True	True	True	True	pass
123	j3_pt	39	double	double	True	True	True	True	pass
123	j4_pt	40	double	double	True	True	True	True	pass
123	j1_eta	41	double	double	True	True	True	True	pass
123	j1_phi	42	double	double	True	True	True	True	pass
123	j1_mass	43	double	double	True	True	True	True	pass
123	j1_btag	44	double	double	True	True	True	True	pass
123	j1_flavor	45	double	double	True	True	True	True	pass
123	j1_raw_index	46	double	double	True	True	True	True	pass
123	j1_selected_index	47	double	double	True	True	True	True	pass
123	j1_bjet_rank	48	double	double	True	True	True	True	pass
123	j2_eta	49	double	double	True	True	True	True	pass
123	j2_phi	50	double	double	True	True	True	True	pass
123	j2_mass	51	double	double	True	True	True	True	pass
123	j2_btag	52	double	double	True	True	True	True	pass
123	j2_flavor	53	double	double	True	True	True	True	pass
123	j2_raw_index	54	double	double	True	True	True	True	pass
123	j2_selected_index	55	double	double	True	True	True	True	pass
123	j2_bjet_rank	56	double	double	True	True	True	True	pass
123	j3_eta	57	double	double	True	True	True	True	pass
123	j3_phi	58	double	double	True	True	True	True	pass
123	j3_mass	59	double	double	True	True	True	True	pass
123	j3_btag	60	double	double	True	True	True	True	pass
123	j3_flavor	61	double	double	True	True	True	True	pass
123	j3_raw_index	62	double	double	True	True	True	True	pass
123	j3_selected_index	63	double	double	True	True	True	True	pass
123	j3_bjet_rank	64	double	double	True	True	True	True	pass
123	j4_eta	65	double	double	True	True	True	True	pass
123	j4_phi	66	double	double	True	True	True	True	pass
123	j4_mass	67	double	double	True	True	True	True	pass
123	j4_btag	68	double	double	True	True	True	True	pass
123	j4_flavor	69	double	double	True	True	True	True	pass
123	j4_raw_index	70	double	double	True	True	True	True	pass
123	j4_selected_index	71	double	double	True	True	True	True	pass
123	j4_bjet_rank	72	double	double	True	True	True	True	pass
184	sample	1	string	string	True	True	True	True	pass
184	event	2	int64	int64	True	True	True	True	pass
184	n_selected_jets	3	int64	int64	True	True	True	True	pass
184	n_selected_bjets	4	int64	int64	True	True	True	True	pass
184	n_extra_selected_jets	5	int64	int64	True	True	True	True	pass
184	n_extra_selected_bjets	6	int64	int64	True	True	True	True	pass
184	ht_selected_jets	7	double	double	True	True	True	True	pass
184	ht_selected_bjets	8	double	double	True	True	True	True	pass
184	ht_candidate_jets	9	double	double	True	True	True	True	pass
184	pairing	10	string	string	True	True	True	True	pass
184	pairing_combo_bjet_ranks	11	string	string	True	True	True	True	pass
184	pairing_score_125_125	12	double	double	True	True	True	True	pass
184	higgs_ordering	13	string	string	True	True	True	True	pass
184	mbb1	14	double	double	True	True	True	True	pass
184	mbb2	15	double	double	True	True	True	True	pass
184	avg_mbb	16	double	double	True	True	True	True	pass
184	delta_mbb	17	double	double	True	True	True	True	pass
184	r_hh	18	double	double	True	True	True	True	pass
184	r_hh_125_125	19	double	double	True	True	True	True	pass
184	r_hh_125_120	20	double	double	True	True	True	True	pass
184	mhh	21	double	double	True	True	True	True	pass
184	hh_pt	22	double	double	True	True	True	True	pass
184	hh_eta	23	double	double	True	True	True	True	pass
184	hh_phi	24	double	double	True	True	True	True	pass
184	h1_pt	25	double	double	True	True	True	True	pass
184	h1_eta	26	double	double	True	True	True	True	pass
184	h1_phi	27	double	double	True	True	True	True	pass
184	h2_pt	28	double	double	True	True	True	True	pass
184	h2_eta	29	double	double	True	True	True	True	pass
184	h2_phi	30	double	double	True	True	True	True	pass
184	h_delta_eta	31	double	double	True	True	True	True	pass
184	h_delta_phi	32	double	double	True	True	True	True	pass
184	h_delta_r	33	double	double	True	True	True	True	pass
184	h_pt_balance	34	double	double	True	True	True	True	pass
184	drbb1	35	double	double	True	True	True	True	pass
184	drbb2	36	double	double	True	True	True	True	pass
184	j1_pt	37	double	double	True	True	True	True	pass
184	j2_pt	38	double	double	True	True	True	True	pass
184	j3_pt	39	double	double	True	True	True	True	pass
184	j4_pt	40	double	double	True	True	True	True	pass
184	j1_eta	41	double	double	True	True	True	True	pass
184	j1_phi	42	double	double	True	True	True	True	pass
184	j1_mass	43	double	double	True	True	True	True	pass
184	j1_btag	44	double	double	True	True	True	True	pass
184	j1_flavor	45	int64	int64	True	True	True	True	pass
184	j1_raw_index	46	int64	int64	True	True	True	True	pass
184	j1_selected_index	47	int64	int64	True	True	True	True	pass
184	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
184	j2_eta	49	double	double	True	True	True	True	pass
184	j2_phi	50	double	double	True	True	True	True	pass
184	j2_mass	51	double	double	True	True	True	True	pass
184	j2_btag	52	double	double	True	True	True	True	pass
184	j2_flavor	53	int64	int64	True	True	True	True	pass
184	j2_raw_index	54	int64	int64	True	True	True	True	pass
184	j2_selected_index	55	int64	int64	True	True	True	True	pass
184	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
184	j3_eta	57	double	double	True	True	True	True	pass
184	j3_phi	58	double	double	True	True	True	True	pass
184	j3_mass	59	double	double	True	True	True	True	pass
184	j3_btag	60	double	double	True	True	True	True	pass
184	j3_flavor	61	int64	int64	True	True	True	True	pass
184	j3_raw_index	62	int64	int64	True	True	True	True	pass
184	j3_selected_index	63	int64	int64	True	True	True	True	pass
184	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
184	j4_eta	65	double	double	True	True	True	True	pass
184	j4_phi	66	double	double	True	True	True	True	pass
184	j4_mass	67	double	double	True	True	True	True	pass
184	j4_btag	68	double	double	True	True	True	True	pass
184	j4_flavor	69	int64	int64	True	True	True	True	pass
184	j4_raw_index	70	int64	int64	True	True	True	True	pass
184	j4_selected_index	71	int64	int64	True	True	True	True	pass
184	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
413	sample	1	string	string	True	True	True	True	pass
413	event	2	int64	int64	True	True	True	True	pass
413	n_selected_jets	3	int64	int64	True	True	True	True	pass
413	n_selected_bjets	4	int64	int64	True	True	True	True	pass
413	n_extra_selected_jets	5	int64	int64	True	True	True	True	pass
413	n_extra_selected_bjets	6	int64	int64	True	True	True	True	pass
413	ht_selected_jets	7	double	double	True	True	True	True	pass
413	ht_selected_bjets	8	double	double	True	True	True	True	pass
413	ht_candidate_jets	9	double	double	True	True	True	True	pass
413	pairing	10	string	string	True	True	True	True	pass
413	pairing_combo_bjet_ranks	11	string	string	True	True	True	True	pass
413	pairing_score_125_125	12	double	double	True	True	True	True	pass
413	higgs_ordering	13	string	string	True	True	True	True	pass
413	mbb1	14	double	double	True	True	True	True	pass
413	mbb2	15	double	double	True	True	True	True	pass
413	avg_mbb	16	double	double	True	True	True	True	pass
413	delta_mbb	17	double	double	True	True	True	True	pass
413	r_hh	18	double	double	True	True	True	True	pass
413	r_hh_125_125	19	double	double	True	True	True	True	pass
413	r_hh_125_120	20	double	double	True	True	True	True	pass
413	mhh	21	double	double	True	True	True	True	pass
413	hh_pt	22	double	double	True	True	True	True	pass
413	hh_eta	23	double	double	True	True	True	True	pass
413	hh_phi	24	double	double	True	True	True	True	pass
413	h1_pt	25	double	double	True	True	True	True	pass
413	h1_eta	26	double	double	True	True	True	True	pass
413	h1_phi	27	double	double	True	True	True	True	pass
413	h2_pt	28	double	double	True	True	True	True	pass
413	h2_eta	29	double	double	True	True	True	True	pass
413	h2_phi	30	double	double	True	True	True	True	pass
413	h_delta_eta	31	double	double	True	True	True	True	pass
413	h_delta_phi	32	double	double	True	True	True	True	pass
413	h_delta_r	33	double	double	True	True	True	True	pass
413	h_pt_balance	34	double	double	True	True	True	True	pass
413	drbb1	35	double	double	True	True	True	True	pass
413	drbb2	36	double	double	True	True	True	True	pass
413	j1_pt	37	double	double	True	True	True	True	pass
413	j2_pt	38	double	double	True	True	True	True	pass
413	j3_pt	39	double	double	True	True	True	True	pass
413	j4_pt	40	double	double	True	True	True	True	pass
413	j1_eta	41	double	double	True	True	True	True	pass
413	j1_phi	42	double	double	True	True	True	True	pass
413	j1_mass	43	double	double	True	True	True	True	pass
413	j1_btag	44	double	double	True	True	True	True	pass
413	j1_flavor	45	int64	int64	True	True	True	True	pass
413	j1_raw_index	46	int64	int64	True	True	True	True	pass
413	j1_selected_index	47	int64	int64	True	True	True	True	pass
413	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
413	j2_eta	49	double	double	True	True	True	True	pass
413	j2_phi	50	double	double	True	True	True	True	pass
413	j2_mass	51	double	double	True	True	True	True	pass
413	j2_btag	52	double	double	True	True	True	True	pass
413	j2_flavor	53	int64	int64	True	True	True	True	pass
413	j2_raw_index	54	int64	int64	True	True	True	True	pass
413	j2_selected_index	55	int64	int64	True	True	True	True	pass
413	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
413	j3_eta	57	double	double	True	True	True	True	pass
413	j3_phi	58	double	double	True	True	True	True	pass
413	j3_mass	59	double	double	True	True	True	True	pass
413	j3_btag	60	double	double	True	True	True	True	pass
413	j3_flavor	61	int64	int64	True	True	True	True	pass
413	j3_raw_index	62	int64	int64	True	True	True	True	pass
413	j3_selected_index	63	int64	int64	True	True	True	True	pass
413	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
413	j4_eta	65	double	double	True	True	True	True	pass
413	j4_phi	66	double	double	True	True	True	True	pass
413	j4_mass	67	double	double	True	True	True	True	pass
413	j4_btag	68	double	double	True	True	True	True	pass
413	j4_flavor	69	int64	int64	True	True	True	True	pass
413	j4_raw_index	70	int64	int64	True	True	True	True	pass
413	j4_selected_index	71	int64	int64	True	True	True	True	pass
413	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
443	sample	1	string	string	True	True	True	True	pass
443	event	2	int64	int64	True	True	True	True	pass
443	n_selected_jets	3	int64	int64	True	True	True	True	pass
443	n_selected_bjets	4	int64	int64	True	True	True	True	pass
443	n_extra_selected_jets	5	int64	int64	True	True	True	True	pass
443	n_extra_selected_bjets	6	int64	int64	True	True	True	True	pass
443	ht_selected_jets	7	double	double	True	True	True	True	pass
443	ht_selected_bjets	8	double	double	True	True	True	True	pass
443	ht_candidate_jets	9	double	double	True	True	True	True	pass
443	pairing	10	string	string	True	True	True	True	pass
443	pairing_combo_bjet_ranks	11	string	string	True	True	True	True	pass
443	pairing_score_125_125	12	double	double	True	True	True	True	pass
443	higgs_ordering	13	string	string	True	True	True	True	pass
443	mbb1	14	double	double	True	True	True	True	pass
443	mbb2	15	double	double	True	True	True	True	pass
443	avg_mbb	16	double	double	True	True	True	True	pass
443	delta_mbb	17	double	double	True	True	True	True	pass
443	r_hh	18	double	double	True	True	True	True	pass
443	r_hh_125_125	19	double	double	True	True	True	True	pass
443	r_hh_125_120	20	double	double	True	True	True	True	pass
443	mhh	21	double	double	True	True	True	True	pass
443	hh_pt	22	double	double	True	True	True	True	pass
443	hh_eta	23	double	double	True	True	True	True	pass
443	hh_phi	24	double	double	True	True	True	True	pass
443	h1_pt	25	double	double	True	True	True	True	pass
443	h1_eta	26	double	double	True	True	True	True	pass
443	h1_phi	27	double	double	True	True	True	True	pass
443	h2_pt	28	double	double	True	True	True	True	pass
443	h2_eta	29	double	double	True	True	True	True	pass
443	h2_phi	30	double	double	True	True	True	True	pass
443	h_delta_eta	31	double	double	True	True	True	True	pass
443	h_delta_phi	32	double	double	True	True	True	True	pass
443	h_delta_r	33	double	double	True	True	True	True	pass
443	h_pt_balance	34	double	double	True	True	True	True	pass
443	drbb1	35	double	double	True	True	True	True	pass
443	drbb2	36	double	double	True	True	True	True	pass
443	j1_pt	37	double	double	True	True	True	True	pass
443	j2_pt	38	double	double	True	True	True	True	pass
443	j3_pt	39	double	double	True	True	True	True	pass
443	j4_pt	40	double	double	True	True	True	True	pass
443	j1_eta	41	double	double	True	True	True	True	pass
443	j1_phi	42	double	double	True	True	True	True	pass
443	j1_mass	43	double	double	True	True	True	True	pass
443	j1_btag	44	double	double	True	True	True	True	pass
443	j1_flavor	45	int64	int64	True	True	True	True	pass
443	j1_raw_index	46	int64	int64	True	True	True	True	pass
443	j1_selected_index	47	int64	int64	True	True	True	True	pass
443	j1_bjet_rank	48	int64	int64	True	True	True	True	pass
443	j2_eta	49	double	double	True	True	True	True	pass
443	j2_phi	50	double	double	True	True	True	True	pass
443	j2_mass	51	double	double	True	True	True	True	pass
443	j2_btag	52	double	double	True	True	True	True	pass
443	j2_flavor	53	int64	int64	True	True	True	True	pass
443	j2_raw_index	54	int64	int64	True	True	True	True	pass
443	j2_selected_index	55	int64	int64	True	True	True	True	pass
443	j2_bjet_rank	56	int64	int64	True	True	True	True	pass
443	j3_eta	57	double	double	True	True	True	True	pass
443	j3_phi	58	double	double	True	True	True	True	pass
443	j3_mass	59	double	double	True	True	True	True	pass
443	j3_btag	60	double	double	True	True	True	True	pass
443	j3_flavor	61	int64	int64	True	True	True	True	pass
443	j3_raw_index	62	int64	int64	True	True	True	True	pass
443	j3_selected_index	63	int64	int64	True	True	True	True	pass
443	j3_bjet_rank	64	int64	int64	True	True	True	True	pass
443	j4_eta	65	double	double	True	True	True	True	pass
443	j4_phi	66	double	double	True	True	True	True	pass
443	j4_mass	67	double	double	True	True	True	True	pass
443	j4_btag	68	double	double	True	True	True	True	pass
443	j4_flavor	69	int64	int64	True	True	True	True	pass
443	j4_raw_index	70	int64	int64	True	True	True	True	pass
443	j4_selected_index	71	int64	int64	True	True	True	True	pass
443	j4_bjet_rank	72	int64	int64	True	True	True	True	pass
543	sample	1	string	string	True	True	True	True	pass
543	event	2	int64	int64	True	True	True	True	pass
543	n_selected_jets	3	int64	int64	True	True	True	True	pass
543	n_selected_bjets	4	int64	int64	True	True	True	True	pass
543	n_extra_selected_jets	5	int64	int64	True	True	True	True	pass
543	n_extra_selected_bjets	6	int64	int64	True	True	True	True	pass
543	ht_selected_jets	7	double	double	True	True	True	True	pass
543	ht_selected_bjets	8	double	double	True	True	True	True	pass
543	ht_candidate_jets	9	double	double	True	True	True	True	pass
543	pairing	10	string	string	True	True	True	True	pass
543	pairing_combo_bjet_ranks	11	string	string	True	True	True	True	pass
543	pairing_score_125_125	12	double	double	True	True	True	True	pass
543	higgs_ordering	13	string	string	True	True	True	True	pass
543	mbb1	14	double	double	True	True	True	True	pass
543	mbb2	15	double	double	True	True	True	True	pass
543	avg_mbb	16	double	double	True	True	True	True	pass
543	delta_mbb	17	double	double	True	True	True	True	pass
