member_index	source_member_id	target_tag	campaign	dataset_split	generated_events	legacy_candidate_path	legacy_candidate_rows	legacy_column_count	legacy_schema_sha256	recovery_candidate_path	root_locator	hepmc_locator	lhe_locator	outer_bundle_or_archive_locator	condor_cluster	condor_process	job_seed	generator_configuration_digest	software_card_container_provenance	current_recovery_classification	sealed_test
338	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard011_event_summary.parquet	ttbar_200k_shard011	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard011_hh4b_candidates.parquet	34	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__011__ttbar_200k_shard011_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard011_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109011	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
339	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard012_event_summary.parquet	ttbar_200k_shard012	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard012_hh4b_candidates.parquet	32	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__012__ttbar_200k_shard012_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard012_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109012	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
340	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard013_event_summary.parquet	ttbar_200k_shard013	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard013_hh4b_candidates.parquet	34	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__013__ttbar_200k_shard013_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard013_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109013	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
341	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard014_event_summary.parquet	ttbar_200k_shard014	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard014_hh4b_candidates.parquet	48	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__014__ttbar_200k_shard014_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard014_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109014	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
342	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard016_event_summary.parquet	ttbar_200k_shard016	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard016_hh4b_candidates.parquet	29	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__016__ttbar_200k_shard016_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard016_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109016	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
343	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard017_event_summary.parquet	ttbar_200k_shard017	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard017_hh4b_candidates.parquet	36	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__017__ttbar_200k_shard017_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard017_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109017	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
344	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard018_event_summary.parquet	ttbar_200k_shard018	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard018_hh4b_candidates.parquet	40	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__018__ttbar_200k_shard018_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard018_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109018	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
345	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard019_event_summary.parquet	ttbar_200k_shard019	ttbar_200k	train	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard019_hh4b_candidates.parquet	42	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__019__ttbar_200k_shard019_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard019_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109019	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
346	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_event_summary.parquet	ttbar_100k_shard000	ttbar_100k	validation	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_hh4b_candidates.parquet	29	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/hh4b_ttbar27_canonical72_recovery_20260727_v1/runtime_candidates/ttbar_100k_shard000_pythia8_delphes_canonical72.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_100k_shard000_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	105000	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_reconstructed_from_retained_root	False
347	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_event_summary.parquet	ttbar_100k_shard004	ttbar_100k	validation	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_hh4b_candidates.parquet	26	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd						not_applicable_local_campaign	not_applicable_local_campaign	105004	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	exact_deterministic_regeneration_possible	False
348	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_event_summary.parquet	ttbar_100k_shard005	ttbar_100k	validation	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_hh4b_candidates.parquet	44	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd						not_applicable_local_campaign	not_applicable_local_campaign	105005	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	exact_deterministic_regeneration_possible	False
349	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard008_event_summary.parquet	ttbar_200k_shard008	ttbar_200k	validation	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard008_hh4b_candidates.parquet	35	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__008__ttbar_200k_shard008_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard008_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109008	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
350	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard015_event_summary.parquet	ttbar_200k_shard015	ttbar_200k	validation	10000	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard015_hh4b_candidates.parquet	44	15	c4586f2f00b85912d4883a308572437de18bc84de23721623141a1e2eea0f8dd	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal/per_root/ttbar_200k__015__ttbar_200k_shard015_pythia8_delphes_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard015_pythia8_delphes.root				not_applicable_local_campaign	not_applicable_local_campaign	109015	098cd42b378a9e9badd7f81c3bfa720c3f4af6f661fca4e900011f35a9b3505f	MadGraph5_aMC@NLO_3.5.3;Pythia_8.312;Delphes_3.5.2pre01-33-ga3b0385;FastJet_3.5.1;no_container_original_environment_retained	canonical72_existing_verified	False
