production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	source_fold	precut_rows	postcut_rows	precut_yield	postcut_yield	precut_sumw2	postcut_sumw2	precut_absolute_weight_sum	postcut_absolute_weight_sum	precut_negative_weight_rows	postcut_negative_weight_rows	raw_efficiency	signed_physical_efficiency	absolute_weight_efficiency	postcut_effective_events
39	0f7f19ccd5e2f87f8428be14::background::157::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832_bundle.tar.gz	0f7f19ccd5e2f87f8428be14	background	qcd_hardqcd	primary_physical_background	4	121	38	228212760.548691	71670123.14752278	430422017167389.56	135173856631081.02	228212760.548691	71670123.14752278	0	0	0.3140495867768595	0.3140495867768594	0.3140495867768594	38.00000000000001
40	11a8cc9e20b8e73dae12f48e::background::124::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154_bundle.tar.gz	11a8cc9e20b8e73dae12f48e	background	qcd_hardqcd	primary_physical_background	0	1429	379	645089144.5776808	171090822.80961585	291210639924397.44	77235012268262.17	645089144.5776808	171090822.80961585	0	0	0.26522043386983907	0.26522043386983907	0.26522043386983907	379.00000000000006
41	12dc47153628d80559949d78::background::193::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777_bundle.tar.gz	12dc47153628d80559949d78	background	qcd_hardqcd	primary_physical_background	0	137	45	255976079.6086861	84079734.17803559	478275571765200.25	157097815543313.9	255976079.6086861	84079734.17803559	0	0	0.3284671532846715	0.3284671532846716	0.3284671532846716	45.0
42	1522977d1bcb654e1261fadb::background::53::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1060_seed1201060_bundle.tar.gz	1522977d1bcb654e1261fadb	background	qcd_hardqcd	primary_physical_background	0	121	50	228140221.66602474	94272818.87025817	430148435882833.8	177747287554890.06	228140221.66602474	94272818.87025817	0	0	0.4132231404958678	0.4132231404958678	0.4132231404958678	50.00000000000001
43	15c7311d3a472c2c062f532b::background::190::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9774_seed1209774_bundle.tar.gz	15c7311d3a472c2c062f532b	background	qcd_hardqcd	primary_physical_background	3	101	36	188630583.991692	67234663.60099912	352292051653928.44	125569444153875.5	188630583.991692	67234663.60099912	0	0	0.3564356435643564	0.35643564356435636	0.35643564356435636	35.999999999999986
44	171e76cc08c666b63c11b59f::background::196::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9782_seed1209782_bundle.tar.gz	171e76cc08c666b63c11b59f	background	qcd_hardqcd	primary_physical_background	2	106	50	198725479.43414715	93738433.6953524	372564303550298.25	175737879033159.56	198725479.43414715	93738433.6953524	0	0	0.4716981132075472	0.47169811320754707	0.47169811320754707	50.00000000000001
45	1862b489d3ce604c66545fff::background::173::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1852_seed1211852_bundle.tar.gz	1862b489d3ce604c66545fff	background	qcd_hardqcd	primary_physical_background	0	565	193	397133261.4594197	135657910.55162477	279141287358222.47	95352687540065.38	397133261.4594197	135657910.55162477	0	0	0.3415929203539823	0.34159292035398225	0.34159292035398225	193.0000000000001
46	1a9ab3befc2c5033bf19f2d6::background::74::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1092_seed1201092_bundle.tar.gz	1a9ab3befc2c5033bf19f2d6	background	qcd_hardqcd	primary_physical_background	0	115	39	215370404.46952736	73038658.90705709	403342705403198.25	136785787049780.2	215370404.46952736	73038658.90705709	0	0	0.3391304347826087	0.3391304347826086	0.3391304347826086	39.000000000000014
47	1b967c0b64f53b628384c424::background::108::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136_bundle.tar.gz	1b967c0b64f53b628384c424	background	qcd_hardqcd	primary_physical_background	3	547	194	387474822.43857634	137422514.7222739	274473012840596.5	97345090477286.5	387474822.43857634	137422514.7222739	0	0	0.3546617915904936	0.3546617915904936	0.3546617915904936	194.00000000000003
48	1bee4336cb3685c3fab75c05::background::115::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144_bundle.tar.gz	1bee4336cb3685c3fab75c05	background	qcd_hardqcd	primary_physical_background	1	581	200	411064936.98860085	141502560.06492287	290833704684066.25	100114872524635.53	411064936.98860085	141502560.06492287	0	0	0.3442340791738382	0.3442340791738383	0.3442340791738383	199.99999999999997
49	1d33e21f26bc3e7ef5c9922d::background::69::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1085_seed1201085_bundle.tar.gz	1d33e21f26bc3e7ef5c9922d	background	qcd_hardqcd	primary_physical_background	2	127	49	238181789.54609704	91896910.9272343	446697361191978.5	172347800774857.88	238181789.54609704	91896910.9272343	0	0	0.3858267716535433	0.3858267716535434	0.3858267716535434	49.0
50	1d994f7dbd40f70a18de22e1::background::148::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821_bundle.tar.gz	1d994f7dbd40f70a18de22e1	background	qcd_hardqcd	primary_physical_background	0	123	45	228816142.6120232	83713222.90683779	425665261136957.5	155731193098886.8	228816142.6120232	83713222.90683779	0	0	0.36585365853658536	0.3658536585365855	0.3658536585365855	45.00000000000003
51	20b7e4a97c9e106a368d399f::background::66::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1080_seed1201080_bundle.tar.gz	20b7e4a97c9e106a368d399f	background	qcd_hardqcd	primary_physical_background	2	151	56	282254235.230919	104677067.37040706	527599028515171.9	195665864879798.88	282254235.230919	104677067.37040706	0	0	0.3708609271523179	0.37086092715231794	0.37086092715231794	56.00000000000001
52	220483008330cbda9bc0e2f1::background::210::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9810_seed1219810_bundle.tar.gz	220483008330cbda9bc0e2f1	background	qcd_hardqcd	primary_physical_background	3	583	193	408811613.6358813	135325867.4546311	286667666349592.1	94886478768644.42	408811613.6358813	135325867.4546311	0	0	0.33104631217838765	0.3310225613481778	0.3310225613481778	193.0000000000001
53	224e8975cd1789c339195c41::background::98::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123_bundle.tar.gz	224e8975cd1789c339195c41	background	qcd_hardqcd	primary_physical_background	0	577	211	407080409.65582955	148879728.83519116	287200795970551.6	105048906417980.06	407080409.65582955	148879728.83519116	0	0	0.36568457538994803	0.36572560433714585	0.36572560433714585	210.99861401552187
54	22579e48074d70b05aab8079::background::189::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	22579e48074d70b05aab8079	background	qcd_hardqcd	primary_physical_background	1	120	36	226831378.00859022	68049413.40257704	428770617077299.0	128631185123189.73	226831378.00859022	68049413.40257704	0	0	0.3	0.2999999999999999	0.2999999999999999	36.000000000000014
55	24553efcd3b3e4cf989bee14::background::41::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1042_seed1201042_bundle.tar.gz	24553efcd3b3e4cf989bee14	background	qcd_hardqcd	primary_physical_background	1	122	48	230755298.54526561	90788969.91944873	436459080382906.75	171721605396553.5	230755298.54526561	90788969.91944873	0	0	0.39344262295081966	0.39344262295081955	0.39344262295081955	47.99999999999999
56	2496984764c38b86a50c444a::background::84::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1105_seed1201105_bundle.tar.gz	2496984764c38b86a50c444a	background	qcd_hardqcd	primary_physical_background	2	142	34	267116261.7008673	63957414.773447104	502472515951029.8	120310320720669.11	267116261.7008673	63957414.773447104	0	0	0.23943661971830985	0.23943661971830987	0.23943661971830987	34.0
57	256666d525d1d35b7272b519::background::216::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9818_seed1229818_bundle.tar.gz	256666d525d1d35b7272b519	background	qcd_hardqcd	primary_physical_background	4	167	42	75246912.82513131	18924373.285362355	33904777782712.0	8526950101041.342	75246912.82513131	18924373.285362355	0	0	0.25149700598802394	0.2514970059880238	0.2514970059880238	42.0
58	265659ec6844ada669a1c22b::background::200::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9788_seed1209788_bundle.tar.gz	265659ec6844ada669a1c22b	background	qcd_hardqcd	primary_physical_background	4	122	47	229252190.20268655	88318466.71742837	430791530432202.6	165960671559946.97	229252190.20268655	88318466.71742837	0	0	0.38524590163934425	0.385245901639344	0.385245901639344	46.99999999999997
59	286a8961f7e75524ed52e3b1::background::161::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837_bundle.tar.gz	286a8961f7e75524ed52e3b1	background	qcd_hardqcd	primary_physical_background	2	142	48	265038837.52072048	89590592.96475057	494687221086864.9	167218215578658.6	265038837.52072048	89590592.96475057	0	0	0.3380281690140845	0.33802816901408445	0.33802816901408445	48.000000000000014
60	28cad4a2f5ab5c25d207948a::background::64::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1076_seed1201076_bundle.tar.gz	28cad4a2f5ab5c25d207948a	background	qcd_hardqcd	primary_physical_background	1	144	53	269491313.16766775	99187774.98532212	504344221339124.75	185626692576205.7	269491313.16766775	99187774.98532212	0	0	0.3680555555555556	0.3680555555555554	0.3680555555555554	52.99999999999995
61	2b5c1961e0da5a94d3dd6922::background::139::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1176_seed1221176_bundle.tar.gz	2b5c1961e0da5a94d3dd6922	background	qcd_hardqcd	primary_physical_background	2	1492	419	677205483.340863	190180360.26797697	307377524575691.7	86321168094648.0	677205483.340863	190180360.26797697	0	0	0.2808310991957105	0.2808310991957105	0.2808310991957105	419.0
62	2c2137bd1a11d29566552454::background::110::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139_bundle.tar.gz	2c2137bd1a11d29566552454	background	qcd_hardqcd	primary_physical_background	4	576	201	405788848.2678759	141597837.9282367	285878438969867.94	99751559374494.62	405788848.2678759	141597837.9282367	0	0	0.3489583333333333	0.348944626084852	0.348944626084852	200.9988398344551
63	2df9f3c8fd1857d7df03536d::background::204::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797_bundle.tar.gz	2df9f3c8fd1857d7df03536d	background	qcd_hardqcd	primary_physical_background	3	129	50	239713675.0051509	92912277.13377942	445446868096706.25	172653824843684.6	239713675.0051509	92912277.13377942	0	0	0.3875968992248062	0.38759689922480617	0.38759689922480617	50.0
64	2e18dbab0788c0655351bce6::background::160::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836_bundle.tar.gz	2e18dbab0788c0655351bce6	background	qcd_hardqcd	primary_physical_background	2	136	45	254020894.39242136	84051031.23278646	474460402852394.6	156990574473218.78	254020894.39242136	84051031.23278646	0	0	0.33088235294117646	0.3308823529411764	0.3308823529411764	45.0
65	2f862e1d6690070145517b88::background::38::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1038_seed1201038_bundle.tar.gz	2f862e1d6690070145517b88	background	qcd_hardqcd	primary_physical_background	3	133	44	251087421.90028948	83066515.51588525	474021755161909.25	156819227271609.12	251087421.90028948	83066515.51588525	0	0	0.3308270676691729	0.33082706766917297	0.33082706766917297	44.00000000000002
66	2fc1765f92bee7ca2ad0745c::background::45::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1050_seed1201050_bundle.tar.gz	2fc1765f92bee7ca2ad0745c	background	qcd_hardqcd	primary_physical_background	4	128	41	237979682.89252722	76227867.17651264	442455698981467.7	141724091080001.34	237979682.89252722	76227867.17651264	0	0	0.3203125	0.32031250000000006	0.32031250000000006	40.99999999999999
67	326a5afd73acd1973ad9efce::background::67::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083_bundle.tar.gz	326a5afd73acd1973ad9efce	background	qcd_hardqcd	primary_physical_background	3	135	51	253839686.4023928	95894992.64090395	477293232539741.6	180310776737235.72	253839686.4023928	95894992.64090395	0	0	0.37777777777777777	0.37777777777777777	0.37777777777777777	51.0
68	34b1e9d59bdb22c9ae6729b8::background::208::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806_bundle.tar.gz	34b1e9d59bdb22c9ae6729b8	background	qcd_hardqcd	primary_physical_background	4	560	198	399739319.2116009	141384103.66637987	285347441529983.94	100962310592366.31	399739319.2116009	141384103.66637987	0	0	0.3535714285714286	0.353690760131451	0.353690760131451	197.98937496837596
69	369607981cba9e3f933173ba::background::153::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826_bundle.tar.gz	369607981cba9e3f933173ba	background	qcd_hardqcd	primary_physical_background	1	126	45	236339579.4910816	84406992.67538634	443304736777947.25	158323120277838.28	236339579.4910816	84406992.67538634	0	0	0.35714285714285715	0.3571428571428574	0.3571428571428574	45.0
70	397083e42d53f7591ed40e84::background::141::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178_bundle.tar.gz	397083e42d53f7591ed40e84	background	qcd_hardqcd	primary_physical_background	4	3371	662	613160774.5453846	120413062.22160923	111529556642271.22	21902274250128.613	613160774.5453846	120413062.22160923	0	0	0.1963808958765945	0.19638089587659452	0.19638089587659452	661.9999999999998
