member_index	sample_class	process_or_mode	dataset_split	candidate_rows	zero_row_4b_candidate_file	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_selection_reasons	remote_bundle_path	root_container_member	root_archive_member	root_basename	archive_depth	local_bundle_size_bytes	local_root_size_bytes	local_root_sha256	root_open_status	top_level_keys_json	delphes_tree_present	delphes_tree_cycle	delphes_num_entries	expected_generated_events	entry_count_match	branch_count	required_branches_present_json	missing_required_branches_json	required_branch_typenames_json	required_branch_interpretations_json	incompatible_required_branches_json	audit_status	failure_reason
548	background	tttt	train	2016	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_scale400k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_scale400k_20260721_v1"",""tttt""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_bundle.tar.gz		root/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_delphes.root	tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_delphes.root	1	1165198481	1185191178	a1a871667c52ebfaed87cfc5d716a675009479840d103710b4d4a848673b3814	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
551	background	ttz_zbb	train	1072	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_scale400k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_scale400k_20260721_v1"",""ttz_zbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_bundle.tar.gz		root/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_delphes.root	ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_delphes.root	1	998430208	1013578562	df8d2afb5aee582bcb995ece206e4ff5b693e856a5c87e07ad36fd6bca528cc8	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
554	background	ttz_zbb	validation	1104	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_pilots10k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_pilots10k_20260721_v1"",""ttz_zbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_bundle.tar.gz		root/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.root	ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_delphes.root	1	995033631	1010039021	8afd164a63a7549d92e627329eaf2f6616fad7628eae9f88055bbee6706c0bb3	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
555	background	vbf_hbb	train	7	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_scale400k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_scale400k_20260721_v1"",""vbf_hbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_bundle.tar.gz		root/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_delphes.root	vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_delphes.root	1	794296132	805574667	aafbc8aed85457518ba97f507f86879117997d4954246d336498b35005a3f228	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
559	background	vbf_hbb	validation	6	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_waveb_priority_pilots10k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_waveb_priority_pilots10k_20260721_v1"",""vbf_hbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_bundle.tar.gz		root/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_delphes.root	vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_delphes.root	1	791038433	802188813	50feac5332373e829f8b144cc4fbda198830d4dc020e6aaacc266aab9d9a5302	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
560	background	ttw	train	48	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_pilot40k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_pilot40k_20260721_v1"",""ttw""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_bundle.tar.gz		root/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_delphes.root	ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_delphes.root	1	900359881	914550907	8a4d68dded97bf53675a6138abd31739cef6c623a4b579d31a64b58d323d964c	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
561	background	ttw	train	65	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_scaleout180k_20260721_v2	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_scaleout180k_20260721_v2"",""ttw""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_bundle.tar.gz		root/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_delphes.root	ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_delphes.root	1	896621135	910657729	86ec8220bfd16886e3458e1731022ddb97f1d14cbb259fc48255f817cf481355	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
566	background	wh_hbb	train	5	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_pilot40k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_pilot40k_20260721_v1"",""wh_hbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_bundle.tar.gz		root/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_delphes.root	wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_delphes.root	1	773016067	784348698	ef15059e8b619279721d80f58a3df7b60abdd330f24ef5941506afcdc40b910d	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
567	background	wh_hbb	train	7	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_scaleout180k_20260721_v2	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_scaleout180k_20260721_v2"",""wh_hbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_bundle.tar.gz		root/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_delphes.root	wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_delphes.root	1	772629511	783985688	112c6bfcf3fdad0ea7312fb453b28825e72ac0c4ab763ea4b3f808fdc4da03ae	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
572	background	ww	train	0	True	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_scaleout180k_20260721_v2	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_scaleout180k_20260721_v2"",""ww""]"	"[""background_process_coverage"",""primary_schema_stratum"",""zero_row_background_campaign_coverage""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_bundle.tar.gz		root/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_delphes.root	ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_delphes.root	1	721126187	732279336	80ea7c080c13401877233617d02c5671fe2c147b575053ba7de516530400df34	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
575	background	ww	validation	0	True	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_pilot40k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_pilot40k_20260721_v1"",""ww""]"	"[""primary_schema_stratum"",""zero_row_background_campaign_coverage""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_bundle.tar.gz		root/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_delphes.root	ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_delphes.root	1	719774097	730890532	5b8a76ff6f1f6298d1fcab14689c36aa173dea11f0a1a1814a14fb7477b79dc1	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
576	background	wz_zbb	train	2	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_pilot40k_20260721_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_pilot40k_20260721_v1"",""wz_zbb""]"	"[""background_process_coverage"",""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz		root/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_delphes.root	wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_delphes.root	1	754415624	765372748	9ce43faee1655b807c12c17f49e4b6e05158ba753fb964db6665fb2a8170790f	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
577	background	wz_zbb	train	2	False	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavec1_scaleout180k_20260721_v2	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavec1_scaleout180k_20260721_v2"",""wz_zbb""]"	"[""primary_schema_stratum""]"	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_bundle.tar.gz		root/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_delphes.root	wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_delphes.root	1	760265475	771400950	b434bbebaf6f7f1e097dfd374b0cf3be252d4e66f9c478edc791bc63473a13e2	pass	"[""ProcessID0;1"", ""Delphes;1""]"	True	1	10000	10000	True	458	"[""Jet.PT"", ""Jet.Eta"", ""Jet.Phi"", ""Jet.Mass"", ""Jet.BTag"", ""Jet.Flavor""]"	[]	"{""Jet.BTag"": ""uint32_t[]"", ""Jet.Eta"": ""float[]"", ""Jet.Flavor"": ""uint32_t[]"", ""Jet.Mass"": ""float[]"", ""Jet.PT"": ""float[]"", ""Jet.Phi"": ""float[]""}"	"{""Jet.BTag"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Eta"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Flavor"": ""AsJagged(AsDtype('>u4'))"", ""Jet.Mass"": ""AsJagged(AsDtype('>f4'))"", ""Jet.PT"": ""AsJagged(AsDtype('>f4'))"", ""Jet.Phi"": ""AsJagged(AsDtype('>f4'))""}"	[]	pass	none
