source_uid	source_fold	process_or_mode	rows	path	source_parquet_sha256	preserved_columns
db851bd542564798669015d6::background::7::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggh_hbb_scaleout90k_20260722_v1/ggh_hbb_run2_frozen_v2_train_shard9703_10k_bundle.tar.gz	1	ggh_hbb	766	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0033_3d2d68f214bdbbab.parquet	0df6149dda93dacea6d9d99ae980e1f3a11b05be5e425b534f126fe3b4557989	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
01311a969155f53d6624fd5f::background::186::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1868_seed1251868_bundle.tar.gz	2	qcd_hardqcd	1372	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0034_d6e733adb5890306.parquet	8f9b222396f1fea83783c1219c0b26c9bc7a12ae8d336fa9a5a76d3da3281780	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
03b82368ee8a80a11d321612::background::218::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_bundle.tar.gz	4	qcd_hardqcd	1548	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0035_04592ecfca2412a5.parquet	ddfded4b4a4dfc36fb7935fcdca25329fb77ab570b4ff918f5164b0f0b921858	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
0bc14151d9ef1452b67c229a::background::180::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1861_seed1221861_bundle.tar.gz	2	qcd_hardqcd	1427	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0036_8acdc64316b7cae8.parquet	235d44feaf22a2745e31138e77dcb22997920a9e69787ea9e0e630a2fc172f9f	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
0c8c993da718c671b9e4b916::background::168::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846_bundle.tar.gz	3	qcd_hardqcd	129	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0037_0430f254781dc034.parquet	28d99067f749186a17fa5945e01bdad46b1e958c2e0f94bb6b22735fe65c22c8	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
0d6f9c8a8ab14ab9a78b6ebe::background::166::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844_bundle.tar.gz	0	qcd_hardqcd	99	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0038_a5b95e535b41bcde.parquet	f14d65ecbd78bc7553948ac400bdea3afa158fac69134b18953d3d73f7b7504f	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
0f7f19ccd5e2f87f8428be14::background::157::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832_bundle.tar.gz	4	qcd_hardqcd	121	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0039_6de40ca4794ddd18.parquet	ae6d6d671a2aeb240efe61814b0477e7ad3c791e2699782d7add0d98609f60d7	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
11a8cc9e20b8e73dae12f48e::background::124::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154_bundle.tar.gz	0	qcd_hardqcd	1429	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0040_ead7d56169811d40.parquet	e8ace0c870bfbd9a420a9c44359018bbc45fdef02013a9cd1a48824ffe24dc03	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
12dc47153628d80559949d78::background::193::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777_bundle.tar.gz	0	qcd_hardqcd	137	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0041_efdef4924412da76.parquet	d9a40ffc19e6c76edaf369aeebafb835eba533a6e8cc55c731a264c218935e7c	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1522977d1bcb654e1261fadb::background::53::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1060_seed1201060_bundle.tar.gz	0	qcd_hardqcd	121	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0042_b32d1841e3780a25.parquet	546053c7ad0897e458e8fce12e365e672359c1b5fb96536dcf5af04c26cd4103	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
15c7311d3a472c2c062f532b::background::190::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9774_seed1209774_bundle.tar.gz	3	qcd_hardqcd	101	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0043_18768ea19b4ba165.parquet	b614bbeccc775601cca8f3334ee496e628512ea3dc9b45bdc4c49b1d86400138	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
171e76cc08c666b63c11b59f::background::196::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9782_seed1209782_bundle.tar.gz	2	qcd_hardqcd	106	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0044_06ddf4224bdf6fb2.parquet	6e1a17856e6358807b43b3f90a72e58fa9bcee23f599fa9faba5b680fb0e1b40	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1862b489d3ce604c66545fff::background::173::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1852_seed1211852_bundle.tar.gz	0	qcd_hardqcd	565	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0045_790258c3a48cb3da.parquet	83442ec0412e9fd082169972d8d7e7269a89ec6b80e13d81a05cbc7a3107b3d8	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1a9ab3befc2c5033bf19f2d6::background::74::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1092_seed1201092_bundle.tar.gz	0	qcd_hardqcd	115	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0046_8bd511c73c3b1a10.parquet	4943675d5be075db27fcd0f3e62daaf296438189788476bc92a58bfd084fad30	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1b967c0b64f53b628384c424::background::108::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136_bundle.tar.gz	3	qcd_hardqcd	547	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0047_f6369c1f073b61b1.parquet	feba79fe67a427eaa12789c71f37b590295ade9a9018f4b15a50a932d0042993	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1bee4336cb3685c3fab75c05::background::115::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144_bundle.tar.gz	1	qcd_hardqcd	581	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0048_d6b012bda9d794c6.parquet	7e5ae7ddf08ad230a0051cf2c742454c736f7412faebcd147d8035fd650ad1fc	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1d33e21f26bc3e7ef5c9922d::background::69::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1085_seed1201085_bundle.tar.gz	2	qcd_hardqcd	127	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0049_bf46e1dad41def23.parquet	cbb0613aee151c7a865193d9a7cc8a5bb7a2ace4b5588c79e654d3cf80c6f5d2	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
1d994f7dbd40f70a18de22e1::background::148::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821_bundle.tar.gz	0	qcd_hardqcd	123	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0050_32f97e6624b73542.parquet	4e0f1c61c1ffa8dfae12557fd625225a35201ca38f4377d73692bc2a143b74f8	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
20b7e4a97c9e106a368d399f::background::66::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1080_seed1201080_bundle.tar.gz	2	qcd_hardqcd	151	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0051_9df3606676b40555.parquet	af6bb42a81f161412b4157a3e03d725c46cd52c44c0bfdffb42101aec375026a	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
220483008330cbda9bc0e2f1::background::210::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9810_seed1219810_bundle.tar.gz	3	qcd_hardqcd	583	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0052_e37db7d32bb614c9.parquet	23cf1e20441d35f2efa715f3482242a814d243ca90cbcf32b4975c8263895564	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
224e8975cd1789c339195c41::background::98::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123_bundle.tar.gz	0	qcd_hardqcd	577	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0053_f05f47962bee5023.parquet	dc02be3d43d57e9f3a6e13aa4d5527bcd216fc643abce5c74cf1caec08f60993	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
22579e48074d70b05aab8079::background::189::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_bundle.tar.gz	1	qcd_hardqcd	120	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0054_d16ccf62ecfd2713.parquet	4916f189307739fd42d5a296a5400b5149a2fb8e255bd4ad7e74bce08d9314b8	source_uid,source_fold,event_uid,sample_class,process_or_mode,physical_evaluation_eligible,n_selected_bjets,candidate_tagged_jet_count,resolved_selection_contribution_weight,mbb1,mbb2,r_hh_125_125,mhh,ht_candidate_jets,h1_pt,h2_pt,drbb1,drbb2
