qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_sqrtB_10pct_syst,n_signal_test_rows,n_background_test_rows,neff_background_rows
0.75,0.6,43.55733453556565,169254.68255502544,0.0002573478847263,0.1058743968438347,0.0025727189453772,30,143,43.22434208750095
0.75,0.625,39.91173511212632,149525.5369007109,0.0002669225333638,0.1032150252970726,0.0026683332160486,26,129,38.11376361585609
0.75,0.65,36.61481368588205,143089.03120404735,0.0002558883331432,0.0967951633214695,0.0025579896420788,24,115,35.30563213674793
0.75,0.675,33.317892259637766,121265.54381042156,0.0002747515181371,0.0956772777594803,0.002746383030809,22,104,32.325071788376555
0.75,0.7,33.317892259637766,119643.2316675241,0.0002784770337215,0.0963237655322902,0.0027836072852647,22,97,31.492234682391786
0.75,0.725,30.0209708333935,103459.16949730473,0.0002901721614358,0.0933340773518931,0.0029003202790326,20,85,27.84684686964272
0.75,0.75,20.478884551855764,90158.1775952247,0.0002271439496458,0.0682030404120733,0.0022701808465192,16,73,25.40089457447815
0.75,0.775,20.478884551855764,77604.51894527453,0.0002638877842448,0.0735127707830091,0.0026371792749549,16,64,23.541818867512195
0.75,0.8,17.007624127013962,58902.852351510046,0.0002887402468308,0.0700769975700993,0.0028849545977328,13,48,19.01311315907412
0.75,0.825,13.885041699367225,48876.24424040477,0.0002840856926541,0.0628055864449655,0.0028379552049281,12,43,19.66509275127401
0.75,0.85,10.58812027312295,45944.58374334006,0.0002304541560822,0.049397128682143,0.0023020376895859,10,37,17.856555536774316
0.75,0.875,7.465537845476214,43525.253948516525,0.0001715219824864,0.0357841284871349,0.0017132528404622,9,33,16.461711776010123
0.75,0.9,7.116859848281146,31403.38661048369,0.0002266271449177,0.0401605979561495,0.0022626717207225,7,20,10.1869954421535
0.75,0.925,6.942520849683612,23531.974238982584,0.0002950250063669,0.0452572343154202,0.0029440013734607,6,12,6.53878962377567
0.75,0.95,3.296921426244271,7100.645747507019,0.0004643129010346,0.0391254795740926,0.0046107752283185,2,5,4.228607063013227
0.775,0.5,41.13210810230906,173463.74224485896,0.000237122222604,0.0987589838627742,0.0023705390292378,33,148,42.25113098480502
0.775,0.525,41.13210810230906,161629.44233390974,0.000254484006802,0.102310623485977,0.0025440531879282,33,142,40.30571090295123
0.775,0.55,40.95776910371153,157425.85411110648,0.0002601718080869,0.1032281785314383,0.0026008921430793,32,137,38.60164018009876
