category_id	selected_structure_id	threshold_variable	replica_count	mean	population_standard_deviation	minimum	p16_linear	median	p84_linear	maximum	is_nominal_structure
exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	5	167.8270813220845	28.207546685517755	111.43399288199572	155.91972986582016	181.1901455918021	182.714942780379	183.03134428128232	False
exact3tag	radial_mass__category__mass_only	r_hh_125_125	7	35.898362514864914	0.172386250925892	35.56287607285383	35.715526331442206	35.9694902712048	36.042419471965516	36.06240295976316	False
exact3tag	radial_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	1	7.463296051007061	0.0	7.463296051007061	7.463296051007061	7.463296051007061	7.463296051007061	7.463296051007061	False
exact3tag	radial_mass__category__plus_abs_h_delta_eta	r_hh_125_125	1	35.73948783735429	0.0	35.73948783735429	35.73948783735429	35.73948783735429	35.73948783735429	35.73948783735429	False
exact3tag	radial_mass__category__plus_h2_pt	h2_pt	3	8.641278732610118	2.944168877957657	4.4806863809945865	6.433315999652577	10.582653939300808	10.771586457300032	10.86049587753496	False
exact3tag	radial_mass__category__plus_h2_pt	r_hh_125_125	3	36.87160306113242	0.5531837464048435	36.149814481979476	36.41265293964558	36.97118466218607	37.32656991857711	37.49381003923172	False
exact3tag	radial_mass__category__plus_h2_pt_and_max_drbb	h2_pt	1	1.0251834499950983	0.0	1.0251834499950983	1.0251834499950983	1.0251834499950983	1.0251834499950983	1.0251834499950983	False
exact3tag	radial_mass__category__plus_h2_pt_and_max_drbb	max_drbb	1	4.164613107651833	0.0	4.164613107651833	4.164613107651833	4.164613107651833	4.164613107651833	4.164613107651833	False
exact3tag	radial_mass__category__plus_h2_pt_and_max_drbb	r_hh_125_125	1	35.90538849306605	0.0	35.90538849306605	35.90538849306605	35.90538849306605	35.90538849306605	35.90538849306605	False
exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	24	182.51124724745748	8.246348306851406	176.10147285461423	176.5632629394531	180.34966498613355	185.16240535736083	208.2866218090057	True
exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	24	37.18979943768452	1.660908831353436	36.24595086716994	36.37210212733401	36.71932510603932	37.06432798724729	43.150250042301316	True
exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	1	148.6804103851318	0.0	148.6804103851318	148.6804103851318	148.6804103851318	148.6804103851318	148.6804103851318	False
exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	1	4.110427178177871	0.0	4.110427178177871	4.110427178177871	4.110427178177871	4.110427178177871	4.110427178177871	False
exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	r_hh_125_125	1	36.430847730305175	0.0	36.430847730305175	36.430847730305175	36.430847730305175	36.430847730305175	36.430847730305175	False
exact3tag	radial_mass__category__plus_max_drbb	max_drbb	1	3.208900919043174	0.0	3.208900919043174	3.208900919043174	3.208900919043174	3.208900919043174	3.208900919043174	False
exact3tag	radial_mass__category__plus_max_drbb	r_hh_125_125	1	39.049776878459156	0.0	39.049776878459156	39.049776878459156	39.049776878459156	39.049776878459156	39.049776878459156	False
exact3tag	radial_mass__category__plus_mhh	mhh	1	217.57833673542467	0.0	217.57833673542467	217.57833673542467	217.57833673542467	217.57833673542467	217.57833673542467	False
exact3tag	radial_mass__category__plus_mhh	r_hh_125_125	1	36.47158714843592	0.0	36.47158714843592	36.47158714843592	36.47158714843592	36.47158714843592	36.47158714843592	False
exact3tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	3	7.661710225732471	0.069219426083542	7.576934088635984	7.604062452506859	7.661710225732472	7.719357998958083	7.746486362828959	False
exact3tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	3	204.7710497907749	0.7996338211302503	204.1332750114455	204.18061139496342	204.28120120993898	205.38108212981982	205.8986731509402	False
exact3tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	r_hh_125_125	3	35.93254182600212	0.2068943732280886	35.67090896697686	35.7601912704592	35.94991616535918	36.10419740797076	36.17680034567033	False
exact3tag	symmetric_rectangular_mass__category__mass_only	max_abs_mbb_minus_125	1	32.694525280544134	0.0	32.694525280544134	32.694525280544134	32.694525280544134	32.694525280544134	32.694525280544134	False
exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	10	179.14325817823408	2.7034791138354954	175.86945819854733	176.3499829864502	179.55808919668195	180.87266441345213	184.70458412170407	False
exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	max_abs_mbb_minus_125	10	33.58159607792103	0.1550309047342429	33.24352583843866	33.449518049717476	33.61178271878781	33.714724937527414	33.779463414635664	False
exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	1	142.1716156005859	0.0	142.1716156005859	142.1716156005859	142.1716156005859	142.1716156005859	142.1716156005859	False
exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_abs_mbb_minus_125	1	32.67509021398466	0.0	32.67509021398466	32.67509021398466	32.67509021398466	32.67509021398466	32.67509021398466	False
exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	1	4.14263076333976	0.0	4.14263076333976	4.14263076333976	4.14263076333976	4.14263076333976	4.14263076333976	False
exact3tag	symmetric_rectangular_mass__category__plus_max_drbb	max_abs_mbb_minus_125	2	35.578558344322076	0.21243346966845778	35.366124874653615	35.43410358494752	35.578558344322076	35.72301310369662	35.79099181399053	False
exact3tag	symmetric_rectangular_mass__category__plus_max_drbb	max_drbb	2	3.2381762001047925	0.0024294192287197536	3.235746780876073	3.236524195029263	3.2381762001047925	3.2398282051803218	3.2406056193335124	False
exact3tag	symmetric_rectangular_mass__category__plus_mhh	max_abs_mbb_minus_125	1	33.606087248786885	0.0	33.606087248786885	33.606087248786885	33.606087248786885	33.606087248786885	33.606087248786885	False
exact3tag	symmetric_rectangular_mass__category__plus_mhh	mhh	1	222.4915918738711	0.0	222.4915918738711	222.4915918738711	222.4915918738711	222.4915918738711	222.4915918738711	False
ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	52	22.504542338864194	1.0822149459451862	20.889840856578207	21.501520699748752	22.13570847749658	23.8466706788735	25.492256732505954	False
ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	52	43.16841058341189	2.6401583007304166	36.40365061743987	39.55171691760703	44.17184295501904	45.68799383248495	47.040979139844474	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt	abs_mbb1_minus_125	9	33.8509160007609	5.766073824828699	17.621533762837377	35.167762005311154	35.56059883715074	36.2190154227152	37.14656596026564	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt	abs_mbb2_minus_125	9	109.67931102690169	192.6100263482488	40.235016434355636	40.460995202769496	41.272625108474266	44.16030374659679	654.4499179649249	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt	h2_pt	9	27.443093484825322	9.076938332614745	1.9597146027631922	29.589082892329248	30.008179104729788	31.981416743014627	32.66001205403698	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	abs_mbb1_minus_125	3	37.575822860258384	14.166646491096905	17.700790667210956	26.541320177459724	45.327445386738354	48.300260641997845	49.699232526825845	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	abs_mbb2_minus_125	3	202.91398443831318	230.34420199038746	39.775710903982706	39.94236414116029	40.296502270162655	372.3903040221921	528.6697401407941	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	h2_pt	3	20.192976774729253	12.90047476020579	1.9577662921103671	10.553509349049106	28.81946334504393	29.487384737596813	29.801700687033463	False
ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	max_drbb	3	3.418000287479322	0.5799023419641491	2.9972121924685897	3.004112975881998	3.0187771406354913	3.847856524950399	4.238011529333885	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	10	33.594230267353055	1.775899663594678	31.47918160398655	31.886864763963104	33.07841434915566	35.611708048439276	36.70360447717332	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	10	38.2368559946065	4.071000390847618	30.272313420677296	34.22926507248377	40.29325710797349	41.29647803565686	43.81883107562427	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	10	216.04963694512838	7.5177962594307735	198.7765385508537	209.97854064464565	220.22270797193048	221.89441491842268	223.1165504455566	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb1_minus_125	3	28.537546532298492	8.093001164346191	17.660193454298938	21.894632922449034	30.892816792267986	35.08624933174917	37.05962935032856	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb2_minus_125	3	383.0254033714089	27.157695908357617	346.93452455412205	360.6180564327438	389.69556167481505	405.16594397793784	412.44612388528975	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	3	169.46832942962644	14.398301772623022	149.17173957824704	158.46121833801266	178.20136070251462	180.12611927032466	181.03188800811765	False
ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3	3.9065301426712913	0.3459911512666124	3.6187652800373957	3.6472213817005166	3.7076905977346497	4.17379248543953	4.393134550241827	False
ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	18	28.340033961920216	1.4196760965641482	26.112441428701604	27.088559814198526	28.160563100296947	30.031578109048887	31.65712562409978	False
ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	18	88.77856257102543	13.234855094749358	65.37139550067374	74.48311534922317	90.0619163572704	96.49883869318106	115.72467328775154	False
ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	18	2.922027401188239	0.019491279239142952	2.8680216728052885	2.9084324689390315	2.922521104070829	2.937204267416139	2.9576400093266453	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	2	38.79971811206016	0.8304998523547802	37.96921825970538	38.234978212458905	38.79971811206016	39.36445801166141	39.63021796441494	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	2	29.97450539991839	0.525985323536247	29.44852007638214	29.61683537991374	29.97450539991839	30.332175419923036	30.500490723454636	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	2	236.6419155134111	0.6450131039030538	235.99690240950804	236.203306602757	236.6419155134111	237.08052442406517	237.28692861731415	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	2	6.648875810209631	0.16094308175723926	6.487932728452392	6.539434514614708	6.648875810209631	6.758317105804554	6.809818891966871	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_mbb1_minus_125	2	17.547667648422582	0.0052744770824482146	17.542393171340134	17.544081004006514	17.547667648422582	17.551254292838646	17.55294212550503	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_mbb2_minus_125	2	522.9959001641832	110.54977627889346	412.44612388528975	447.82205229453564	522.9959001641832	598.1697480338307	633.5456764430767	False
ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	2	180.57106090443295	3.1062856525999365	177.46477525183303	178.45878666066503	180.57106090443295	182.6833351482009	183.6773465570329	False
ge4tag	radial_mass__category__mass_only	r_hh_125_125	15	33.97319581237055	0.12273077104332636	33.716000813987314	33.84920939363159	34.02328099075251	34.066039196646194	34.18486048472155	False
ge4tag	radial_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	3	4.2458343539034535	0.262517443163889	4.050537680036515	4.056780403903364	4.070046192120417	4.441919830374864	4.616919189553428	False
ge4tag	radial_mass__category__plus_abs_h_delta_eta	r_hh_125_125	3	35.01142272718331	0.6339581748306884	34.11730713875183	34.52817695121955	35.401275302713444	35.47907440012586	35.51568574008464	False
ge4tag	radial_mass__category__plus_h2_pt	h2_pt	6	6.5885403156917635	6.01170282126792	1.4241866561746042	1.478495434451865	3.4730135491196306	14.421684552608923	15.522466426605845	False
ge4tag	radial_mass__category__plus_h2_pt	r_hh_125_125	6	34.65499212279366	0.9240993785789777	33.86177959634145	33.914704904479656	34.125129636626376	35.88621558456136	36.04294420660245	False
ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	h2_pt	5	7.049410446007211	5.466363662258307	1.6909764741424858	1.7066789342294473	7.1319372706559925	11.167173489315132	16.594099063209857	False
ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	max_drbb	5	3.5189008408240765	0.4461500219811996	3.021653953032353	3.0283346611209505	3.4964359631313475	4.009691481218492	4.066694375158864	False
ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	r_hh_125_125	5	37.39859271959117	3.1088280977000475	33.6290562082737	34.10046473281795	37.21544238823543	40.75387051494841	41.38265210049311	False
ge4tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	26	191.63513273058027	3.9421099449529104	182.1726093292236	187.4812660217285	192.27848339080808	195.34510993957517	196.3982124328613	False
ge4tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	26	34.704805107279576	0.3495305272454706	33.92874750072524	34.41784830911328	34.735793060644106	35.02504696548688	35.481233731765776	False
ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	21	189.13585145416712	9.044640716888683	156.02581405639646	186.22339706420894	188.00949096679685	195.27530174255367	202.06502723693845	False
ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	21	3.08699259213624	0.21922938901046257	3.0205657824242724	3.032082716519715	3.0368298816118964	3.0485748542433035	4.066694375158864	False
ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	r_hh_125_125	21	40.9478735399591	1.605969148659687	33.95680103176586	40.87641947260844	41.28811937890016	41.65885775223464	42.137427772435004	False
ge4tag	radial_mass__category__plus_max_drbb	max_drbb	3	3.233860447186263	0.06072118157078011	3.1769131667188146	3.186435762558683	3.2066712787184057	3.2823726985525563	3.317996896121568	False
ge4tag	radial_mass__category__plus_max_drbb	r_hh_125_125	3	36.060606660518836	0.9930223706218971	34.844066881786844	35.23357776550181	36.06128839339613	36.88760828622077	37.27646470637353	False
ge4tag	radial_mass__category__plus_mhh	mhh	5	215.66328595148548	2.343381827700592	212.86410706934393	213.60312901385572	215.7303079407609	217.31534785931822	219.76675396455846	False
ge4tag	radial_mass__category__plus_mhh	r_hh_125_125	5	34.02692327945473	0.06166829166233354	33.960996771837515	33.978931304838056	34.0010093572017	34.079050665010854	34.13731228458087	False
ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	5	6.979888782479691	0.03779330900284883	6.904302164473993	6.964771458878552	6.998785436981115	6.998785436981116	6.998785436981115	True
ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	5	184.41275862344278	21.04939985568373	166.54852727726075	166.97660463678423	167.96873293391974	209.77569490310793	211.55339764208227	True
ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	r_hh_125_125	5	33.92746021323103	0.2150759773867521	33.796129312064906	33.805988433681854	33.81921461769713	34.035017533572734	34.35590411564422	True
ge4tag	symmetric_rectangular_mass__category__mass_only	max_abs_mbb_minus_125	1	30.88984953222076	0.0	30.88984953222076	30.88984953222076	30.88984953222076	30.88984953222076	30.88984953222076	False
ge4tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	4	4.187024834445972	0.1670281697984372	3.9736139757079463	4.021862668904481	4.209246420223919	4.350409273125226	4.355992521628103	False
ge4tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	max_abs_mbb_minus_125	4	31.758024462866185	0.3973193979682785	31.347351832215164	31.45770795784368	31.63688732581163	32.06803193885305	32.41097136762631	False
ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	4	191.76412886381146	7.422548810860196	179.02961921691892	186.6326987838745	195.1990360021591	196.62076637268063	197.62882423400876	False
ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	max_abs_mbb_minus_125	4	31.76315882110984	0.5270439866099237	30.896822775996878	31.33347206205962	31.940541526091508	32.178654963761524	32.274729456259465	False
ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	3	181.77882957458493	9.887509248710796	171.6592445373535	173.84239944458005	178.4816036224365	189.84714874267576	195.19564056396482	False
ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_abs_mbb_minus_125	3	35.86700850997456	1.8428574824406894	34.08618355262183	34.413641046732366	35.10948822171725	37.35067678474705	38.405353755584606	False
ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3	3.376337082251107	0.23655776249686372	3.042276577387326	3.1976471065158307	3.5278094809139033	3.5489681620398725	3.558925188452093	False
