path	bytes	sha256
figures/pdf/02_background_rejection.pdf	61902	ff0586b078e869c9c065eed08213a9546d18ae96bc6e53c2c264f90fc492c74d
figures/pdf/03_global_mass_plane_blind_score.pdf	25193	51dc9880ca0fc0d0b596ec5ce896a1b1c72a27fa33f594dd80381d96129adeb4
figures/pdf/04_global_mass_aware_score.pdf	24900	fc6ba16b9e176cc04fc16ef8ea8a326b3c841ab08f109c194510b3963485a60c
figures/pdf/05_fixed_operating_point.pdf	25520	bba7ce7667b23fcc6d1bdc74ebf308fd0e415cc2e8520ac45b751bbac516e859
figures/pdf/06_fold_auc.pdf	25544	7fa9123dbe11b1865a6151c6e53409c5db1811ad4ec1acc485ccdc165392cbb7
figures/pdf/07_fold_rejection.pdf	25695	358f10b7fabc80be0d08fab1e2e4f1edab912a0563c859a1e3d5883be65278bd
figures/pdf/08_signal_over_background.pdf	25435	a67ce7c55bd1b7e94e34694a76d2f605b6468fddf7ed4aa5f0f664dd9afd7dac
figures/pdf/09_asimov_za.pdf	26922	492e7ce4ea8559c78b8cf0aa78fc47ce9acf924753e96f6ee5e80e3051561594
figures/pdf/10_background_yield.pdf	26217	7782d38e5bf8a5be19dd03d81d082e885e01d1369a11dcc48f119b61cf1f5789
figures/pdf/11_neff_background.pdf	25584	13bf1c3be63d500d3392fa73575211f033c8427f2e0d90fcfde6155b1167acf3
figures/pdf/12_physical_yields.pdf	26867	02c8c2080079026bb20b7a322c675357e4bda2fdd7c181dddcd2da650a5c031b
figures/pdf/13_global_mass_plane_blind_feature_importance.pdf	27602	ab062d14fb446c7e8d956b6759aa87ef0fbf3cda94c976ab8b2ef671aca5ce97
figures/pdf/14_global_mass_aware_feature_importance.pdf	27483	90b46ac070b064a0043e98884a9bf741ab6fd45bee2ad4d33d725142e30c26bf
figures/pdf/15_selected_hyperparameter.pdf	19103	a6f0e2a11575ecb9e625c416c06097ee15930a37caab3cd3f3abc022912fbc64
figures/pdf/16_selected_threshold.pdf	26127	6d394132988b10749c5910037179a2fb9ed62f139f0ae7ec6a930ccc5b4a3b21
figures/png/01_pooled_roc.png	133422	0bd962d4178cbe88d91c01656344a20cd91db6a1c5a8ae07bd84c66c700f826a
figures/png/02_background_rejection.png	138348	4a32f12839ed269652c03e25868f51db0cdb8587c805bc810700da2821b80b88
figures/png/03_global_mass_plane_blind_score.png	85874	4200cbd8243db2bb45d619e9ae95aee5c505ab4e78ed18bf587dc6758589f1da
figures/png/04_global_mass_aware_score.png	83039	6d10afc8c90e2bc0c89855d85af43d0104089bf19389811cc7510add98b006e3
figures/png/05_fixed_operating_point.png	127301	6e840d0edd056b18cbc4b6479cce2747b9d5198bc86c99d8e091ed0a1859464e
figures/png/06_fold_auc.png	175276	71dad27878ae4629318d0bfcad0f4336243e460adc783998e41ff959f2397262
figures/png/07_fold_rejection.png	169910	3f8aed47e1601ca671e660627ceffbc2e9ee5423395833be90e5c6db10739c8d
figures/png/08_signal_over_background.png	110030	13ccc89971de36d2c57cc24394518c7051b1d544e0a1637d0975afb8badefdaf
figures/png/09_asimov_za.png	149402	4020287dd38cdeca6ec3570900bdeba0931839dd4d5e379a6af598b4f862ab44
figures/png/10_background_yield.png	129700	22031ab5e7736664ef5d333f825562f4b9641af19539d52ce740c009f7ce9489
figures/png/11_neff_background.png	120422	8f7a5a864e8d2768e86e9114ffdd38b512f7f8fbf1df3ae931b9527b42ebf407
figures/png/12_physical_yields.png	164788	6b259b598b3c34924c6ea3384220cd01831ba7a87730bcf3d7a0b4a08bc56f85
figures/png/13_global_mass_plane_blind_feature_importance.png	103850	e6f938b381b4c715612eb3d468a687b2d1f7a9ee99bd237bf58ab7b751b82856
figures/png/14_global_mass_aware_feature_importance.png	105177	d2f799900bb8246f208b2b5650f7d4334aa304621a4666a7d692edeff352c26b
figures/png/15_selected_hyperparameter.png	57059	d95a3e902eb188464313bdae2c39cd84d8f15ee9501b96e0916385be3180e8db
figures/png/16_selected_threshold.png	196749	0a495c1517535973180365e6445d8f86a78a550dc56e764f1cb93a72ebbb72e3
final_summary.json	10070	83b7c331f17e72cb9284cdf414221350eb5f648bbdda6668d2ab5f6959c9187a
manifests/deployment_refit_contract.json	7526	51bc5727929b7604facf5329df3f37a2f6dd683da7cc6b168a0b847d82eff007
manifests/pooled_oof_products.json	1025	9732516787b5021ec8dfe2b08440b2ca81442abb20686b7c8d33c4457d77f228
models/global_mass_aware_full_train_xgboost.json	873422	74be4d5c06d38a2f7219ae9ec7dec31a3152ab886935310279505250d1ccd7db
models/global_mass_plane_blind_full_train_xgboost.json	874979	31eb25cfb9b8db8c086b6649318b677d7ccaeefc92cfe9fe48830a17d8c74459
summary.json	2504	10aa1f9cba3666e992cc78f35556fd12a9b2774edcfc7a2a5127bbb56f8f4d28
tables/all_metrics.tsv	3710	14ce945b72b767bea78c6abd40d6240f20003094a025998dda09f2679f2452f3
tables/direct_improvements.tsv	451	3b2c9838b597b9586f2a7408547dd1e46d61c132300d2e132fb7874d7652794f
tables/fold_feature_importance.tsv	16364	0c633e2e6615149762ca77751407d87e3b67b9aecc61ac4b7b641a102ff6df7d
tables/fold_metrics_selection.tsv	1772	142229327afc9cf9c426340ffbe23c79b710ed3ca17bc97ffa1e8be34bf2c0fe
tables/primary_comparison.tsv	733	5eb7b342b38031826237a058fd47cc62f146fa63733836e224f762d8ffb87011
