sample_class	process_or_mode	campaign	candidate_type	value	confidence	source_archive_path	source_member_name	source_line	normalization_denominator_authorized	status
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_banner_generation_info	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	False	candidate_requires_weight_strategy_review
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_json_key	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_provenance.json	./metadata/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	medium_text_event_count	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_mg5.log	./logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_mg5.log	81	False	candidate_requires_weight_strategy_review
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_banner_generation_info	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	False	candidate_requires_weight_strategy_review
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_json_key	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_provenance.json	./metadata/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	23	medium_text_event_count	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_mg5.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_mg5.log	75	False	candidate_requires_weight_strategy_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	False	candidate_requires_weight_strategy_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_json_key	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_provenance.json	./metadata/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	medium_text_event_count	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_mg5.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_mg5.log	74	False	candidate_requires_weight_strategy_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	False	candidate_requires_weight_strategy_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_json_key	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_provenance.json	./metadata/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	23	medium_text_event_count	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_mg5.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_mg5.log	79	False	candidate_requires_weight_strategy_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	False	candidate_requires_weight_strategy_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_json_key	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_provenance.json	./metadata/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	medium_text_event_count	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_mg5.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_mg5.log	74	False	candidate_requires_weight_strategy_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	False	candidate_requires_weight_strategy_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_json_key	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_provenance.json	./metadata/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	23	medium_text_event_count	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	88	False	candidate_requires_weight_strategy_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	10000	high_banner_generation_info	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	361	False	candidate_requires_weight_strategy_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	10000	high_json_key	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_provenance.json	./metadata/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	23	medium_text_event_count	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	88	False	candidate_requires_weight_strategy_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	10000	high_banner_generation_info	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	361	False	candidate_requires_weight_strategy_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generated_events	10000	high_json_key	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	./metadata/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	23	medium_text_event_count	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_mg5.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_mg5.log	84	False	candidate_requires_weight_strategy_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_banner_generation_info	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_weight_strategy_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_json_key	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_provenance.json	./metadata/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	medium_text_event_count	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_mg5.log	./logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_mg5.log	82	False	candidate_requires_weight_strategy_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_banner_generation_info	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_weight_strategy_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_json_key	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_provenance.json	./metadata/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	23	medium_text_event_count	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_mg5.log	./logs/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_mg5.log	90	False	candidate_requires_weight_strategy_review
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_weight_strategy_review
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_json_key	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_provenance.json	./metadata/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	medium_text_event_count	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_mg5.log	./logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_mg5.log	93	False	candidate_requires_weight_strategy_review
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_weight_strategy_review
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_json_key	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_provenance.json	./metadata/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	23	medium_text_event_count	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_mg5.log	./logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_mg5.log	84	False	candidate_requires_weight_strategy_review
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_weight_strategy_review
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_json_key	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_provenance.json	./metadata/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	23	medium_text_event_count	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_mg5.log	./logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_mg5.log	84	False	candidate_requires_weight_strategy_review
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_weight_strategy_review
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_json_key	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_provenance.json	./metadata/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
