sample_class	process_or_mode	campaign	setting	value	source_archive_path	source_member_name	source_line	status
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	lhaid	10041	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	lhaid	10041	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	lhaid	10041	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	lhaid	10041	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	10041	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	10041	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	10041	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	10041	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	lhaid	10041	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	lhaid	10041	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	lhaid	10041	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	lhaid	10041	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	lhaid	10041	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	lhaid	10041	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lhaid	10041	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lhaid	10041	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	lhaid	10041	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	lhaid	10041	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lhaid	10041	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lhaid	10041	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	lhaid	10041	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	lhaid	10041	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	lhaid	10041	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lhaid	10041	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lhaid	10041	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	lhaid	10041	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	lhaid	10041	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	parsed_run_card_candidate
