sample_class	process_or_mode	campaign	value_pb	confidence	source_archive_path	source_member_name	source_line	authoritative_generator_cross_section	status
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	9.7152350999999992	high_banner_generation_info	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	376	False	candidate_requires_review
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	56420000000	medium_text_cross_section	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	72	False	candidate_requires_review
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	316650000000	medium_text_cross_section	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	74	False	candidate_requires_review
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	9.8126595999999999	high_banner_generation_info	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	376	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	56420000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_pythia.log	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_pythia.log	72	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	316610000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_pythia.log	./logs/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_pythia.log	74	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	56420000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	72	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	319010000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	74	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	56420000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	72	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	316570000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	74	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	56420000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	72	False	candidate_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	317080000000	medium_text_cross_section	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	74	False	candidate_requires_review
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	56420000000	medium_text_cross_section	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_pythia_hepmc.log	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	316530000000	medium_text_cross_section	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_pythia_hepmc.log	./logs/schannel_single_top_run2_frozen_v2_single_top_pilot_shard4203_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	7.0188000000000006	high_banner_generation_info	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	False	candidate_requires_review
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	56420000000	medium_text_cross_section	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_pythia_hepmc.log	./logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	316140000000	medium_text_cross_section	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_pythia_hepmc.log	./logs/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4315_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	6.9969000000000001	high_banner_generation_info	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	False	candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	56420000000	medium_text_cross_section	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	318570000000	medium_text_cross_section	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	58.124000000000002	high_banner_generation_info	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	False	candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	56420000000	medium_text_cross_section	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	316240000000	medium_text_cross_section	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	58.256999999999998	high_banner_generation_info	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	False	candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	56420000000	medium_text_cross_section	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	317370000000	medium_text_cross_section	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	100.36	high_banner_generation_info	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	False	candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	56420000000	medium_text_cross_section	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	317560000000	medium_text_cross_section	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	100.643	high_banner_generation_info	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	False	candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	56420000000	medium_text_cross_section	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	72	False	candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	318400000000	medium_text_cross_section	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	74	False	candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	512.56413999999995	high_banner_generation_info	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	362	False	candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	56420000000	medium_text_cross_section	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	72	False	candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	318910000000	medium_text_cross_section	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	74	False	candidate_requires_review
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	511.54477000000003	high_banner_generation_info	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	362	False	candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	56420000000	medium_text_cross_section	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	316040000000	medium_text_cross_section	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	./logs/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	0.33091300000000001	high_banner_generation_info	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	56420000000	medium_text_cross_section	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_pythia_hepmc.log	./logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	319970000000	medium_text_cross_section	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_pythia_hepmc.log	./logs/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2006_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	0.32964500000000008	high_banner_generation_info	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_review
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	56420000000	medium_text_cross_section	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_pythia_hepmc.log	./logs/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	317670000000	medium_text_cross_section	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_pythia_hepmc.log	./logs/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	0.0091307495000000002	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_review
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	56420000000	medium_text_cross_section	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	./logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	318030000000	medium_text_cross_section	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	./logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	0.009185341599999999	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_review
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	56420000000	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	318310000000	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	0.353572	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	False	candidate_requires_review
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	56420000000	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	314510000000	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	0.35267000000000004	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	False	candidate_requires_review
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	56420000000	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
