sample_class	process_or_mode	campaign	card_kind	member_name	archive_path	size_bytes	sha256	included_in_card_only_fingerprint	status
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	./cards/proc_card_mg5.dat	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	2037	06cad6dcc7ba20abc586ed34bd6014356015ba2b9cb91e480b20dd036d520bba	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	pythia8_card	./cards/pythia8_card_default.dat	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	pythia6_card	./cards/pythia_card_default.dat	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	run_card	./cards/run_card.dat	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	10048	0e50416b18fe300391cb4f9499c9a2f8f158a7ae66a87506adf6f4038ee1d0b1	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	proc_card	./cards/proc_card_mg5.dat	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	2037	06cad6dcc7ba20abc586ed34bd6014356015ba2b9cb91e480b20dd036d520bba	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	pythia8_card	./cards/pythia8_card_default.dat	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	pythia6_card	./cards/pythia_card_default.dat	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	run_card	./cards/run_card.dat	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	10048	b4fe7223d1dbc3984215f581933d5d815bef59fe42e793f77a95ba4414ead2f9	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	./cards/proc_card_mg5.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	2037	06cad6dcc7ba20abc586ed34bd6014356015ba2b9cb91e480b20dd036d520bba	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	pythia8_card	./cards/pythia8_card_default.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	pythia6_card	./cards/pythia_card_default.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_pilots_20260720_retry1	run_card	./cards/run_card.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	10051	d3adcb672258ffff0e8ad5cd3d45d9fc6a01b83819c24ea87f04fbc0b77634d8	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	proc_card	./cards/proc_card_mg5.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	2037	06cad6dcc7ba20abc586ed34bd6014356015ba2b9cb91e480b20dd036d520bba	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	pythia8_card	./cards/pythia8_card_default.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	pythia6_card	./cards/pythia_card_default.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	run_card	./cards/run_card.dat	background/qcd_bbbb_iht400to600/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	10051	e2fd02e1e6ff728b2268ab310a74f99f547f3c0197f5a28c5d799dcfa8ec317d	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	2226	7b3347d1f7f2eab9b114375280cb9621ab911243748eab86875d0325fa0044ad	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	./cards/run_card.dat	background/schannel_single_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	9217	98058a768278e7bacd9a258077dc93f8048cdd1918d33a2d8a220641c3bf6c58	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	2226	7b3347d1f7f2eab9b114375280cb9621ab911243748eab86875d0325fa0044ad	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	./cards/run_card.dat	background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	9217	b444782201fc19675194b5cc8e764a770f2ef7fcdf9bfecf4622c445cea4fc59	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	2235	03ab152769c090aa791eaee97d17504a931beab41c3ba64820f18b398ad6b320	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	./cards/run_card.dat	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	9335	4bbfdf672ff3f58ea5bb609e2c2ca8fa6910b344d24fad684936e2dec71943ef	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	2235	03ab152769c090aa791eaee97d17504a931beab41c3ba64820f18b398ad6b320	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	./cards/run_card.dat	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	9335	0d74b11f87aaf0939bb6b984b79301e6f01502535de6a31b279601dfba291bff	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	2230	0e321f8f1510cdfde811edff6225fc9eb48cf8a52a1425d8637e72480dba3cc3	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	./cards/run_card.dat	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	9335	0bbedf54ef97d0fc312dce18a3f62e9c8c603fbe9ec43375198f023a81a555c7	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	2230	0e321f8f1510cdfde811edff6225fc9eb48cf8a52a1425d8637e72480dba3cc3	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	./cards/run_card.dat	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	9335	6554346f21bf96ca26a3c23bf062e8f050d212822a7b53f8b4afffbaa12e01ab	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	./cards/proc_card_mg5.dat	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	2052	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	pythia8_card	./cards/pythia8_card_default.dat	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	pythia6_card	./cards/pythia_card_default.dat	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	run_card	./cards/run_card.dat	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	9208	fd67b20f820889ccbe993188d0621107e402efab90308d92df98654dd8548214	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	proc_card	./cards/proc_card_mg5.dat	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	2052	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	pythia8_card	./cards/pythia8_card_default.dat	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	pythia6_card	./cards/pythia_card_default.dat	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	run_card	./cards/run_card.dat	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	9208	87ca033a94774db37b3a01fb0f4366cc07e5a1a2da4974afa12dac780204d258	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	2070	50d86adc1d807ce1d93bf3e29cef76a28ba864776feae6d50b945ded2d71b916	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	./cards/run_card.dat	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	10380	3fabbcd70ec5d217a9b8a8296b751577efe70b63e13c1f6040e9202e4cc32a9b	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	2070	50d86adc1d807ce1d93bf3e29cef76a28ba864776feae6d50b945ded2d71b916	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	./cards/run_card.dat	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	10380	7a858ed1700f9832c7cc3a2721ffe6fdcae90ffda6680ac607e9b7d12bb9398e	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	2063	1aad99f1cd43dcb83203e4950d4078337fab3e6b9575a07201d5266f0e681d44	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	./cards/run_card.dat	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	10380	4faa088a53c531b6b169029ac8958cb8906f213a6fd89700087096abca083c28	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	2063	1aad99f1cd43dcb83203e4950d4078337fab3e6b9575a07201d5266f0e681d44	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	./cards/run_card.dat	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	10380	28b86e15d72e523f87a687d0b7b98067ee47577ea3ebcbc84141daaa388be159	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	2092	6f34241878dd5487d0b359fd730c12af16cc96c5c96d68dd90b006f7e7808343	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
