sample_class	process_or_mode	campaign	campaign_role	source_tag	bin_index	pthat_min_GeV	pthat_max_GeV	n_events	bin_total_generated_events	production_mixture_fraction	sigma_gen_pb	sum_event_weights	sum_squared_event_weights	weights_uniform_positive	per_event_weight_transport_required	cross_section_coefficient_pb_per_generator_weight	frozen_source_cross_section_coefficient	run2_luminosity_pb_inverse	run2_yield_coefficient_per_generator_weight	frozen_source_run2_yield_coefficient	analytical_shard_cross_section_contribution_pb	analytical_shard_run2_yield	analytical_physical_weight_sum_squared	denominator_effective_events	coefficient_formula_closure_pass	run2_analytical_yield_closure_pass	coefficient_construction_authorized	candidate_physical_weight_application_authorized	selected_physical_yield_calculation_authorized
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1043_seed1201043	0	50	75	10000	1340375	0.0074605987130467221	18207059.806493394	10000.015370532157	10000.030977317572	False	True	13.583535817451523	13.583535817451523	138000.0	1874527.9428083101	1874527.94280831	135835.56696068931	18745308240.575125	35138658933494048	9999.9997637710991	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1044_seed1201044	0	50	75	10000	1340375	0.0074605987130467221	18202292.082754958	10000	10000	True	False	13.579999688710218	13.579999688710217	138000.0	1874039.9570420100	1874039.9570420098	135799.99688710218	18740399570.420100	35120257605900188	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1045_seed1201045	0	50	75	10000	1340375	0.0074605987130467221	18218824.469476551	10000.025511211032	10000.051508785135	False	True	13.592299163418852	13.592299163418852	138000.0	1875737.2845518015	1875737.2845518016	135923.33839020088	18757420697.847722	35184084834590768	9999.9995137045160	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1046_seed1201046	0	50	75	10000	1340375	0.0074605987130467221	18177899.239233181	10000.006573947354	10000.013170407308	False	True	13.561792251560777	13.561792251560776	138000.0	1871527.3307153872	1871527.3307153871	135618.01167011606	18715285610.476016	35026191627006885	9999.9999774917513	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1047_seed1201047	0	50	75	10000	1340375	0.0074605987130467221	18235105.550866503	10000.029663826534	10000.060207595672	False	True	13.604440144531323	13.604440144531324	138000.0	1877412.7399453226	1877412.7399453227	136044.80500506577	18774183090.699076	35246998173513822	9999.9991201506876	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1048_seed1201048	0	50	75	10000	1340375	0.0074605987130467221	18166343.508333173	10000.037863696645	10000.076450368761	False	True	13.553128582748590	13.55312858274859	138000.0	1870331.7444193054	1870331.7444193054	135531.79899903514	18703388261.866850	34981675775982369	9999.9992771734210	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1049_seed1201049	0	50	75	10000	1340375	0.0074605987130467221	18282418.522611395	10000.093248557409	10000.189880292713	False	True	13.639651622333878	13.639651622333878	138000.0	1882271.9238820752	1882271.9238820751	136397.78810117613	18822894757.962305	35430148690273775	9999.9966177558565	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1050_seed1201050	0	50	75	10000	1340375	0.0074605987130467221	18058348.36643834	10000.020317374023	10000.041047543735	False	True	13.472581685491809	13.472581685491809	138000.0	1859216.2725978697	1859216.2725978696	134726.09058239925	18592200500.371097	34566993371361964	9999.9995872472848	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1051_seed1201051	0	50	75	10000	1340375	0.0074605987130467221	18221983.763739068	10000.050602233861	10000.102687945771	False	True	13.594622069866472	13.594622069866473	138000.0	1876057.8456415732	1876057.8456415732	135946.90861690995	18760673389.133574	35196291821712255	9999.9985167932404	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052	0	50	75	10000	1340375	0.0074605987130467221	18094430.76820042	10000.040284500006	10000.081640075234	False	True	13.499474308297621	13.499474308297621	138000.0	1862927.4545450717	1862927.4545450718	134995.28690254906	18629349592.551771	34705270340752842	9999.9989290958050	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	0	50	75	10000	1340375	0.0074605987130467221	18245768.127406377	10000	10000	True	False	13.612435420987692	13.612435420987691	138000.0	1878516.0880963014	1878516.0880963013	136124.35420987692	18785160880.963014	35288226932366313	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	0	50	75	10000	1340375	0.0074605987130467221	18434883.908959582	10000.016559102221	10000.033315088614	False	True	13.753504342066528	13.753504342066527	138000.0	1897983.5992051809	1897983.5992051808	137535.27116634958	18979867420.956242	36023537440852909	9999.9998031439042	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	0	50	75	10000	1340375	0.0074605987130467221	18174900.783443887	10000.044323623129	10000.090078936033	False	True	13.559504038836649	13.559504038836646	138000.0	1871211.5573594576	1871211.5573594572	135595.64139471332	18712198512.470439	35014642329287587	9999.9985685195780	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1056_seed1201056	0	50	75	10000	1340375	0.0074605987130467221	18245041.516888849	10000.043683967535	10000.089276224091	False	True	13.611833864147635	13.611833864147636	138000.0	1878433.0732523736	1878433.0732523738	136118.93326038496	18784412789.933124	35285423119005413	9999.9980919188425	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1057_seed1201057	0	50	75	10000	1340375	0.0074605987130467221	18232041.341207072	10000.073271563031	10000.148319547074	False	True	13.602094751968114	13.602094751968114	138000.0	1877089.0757715997	1877089.0757715998	136021.94416642411	18771028294.966528	35235156582306165	9999.9982241421996	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058	0	50	75	10000	1340375	0.0074605987130467221	18179463.297918748	10000.043193034202	10000.087890130533	False	True	13.562909466112028	13.562909466112028	138000.0	1871681.5063234599	1871681.50632346	135629.68048433273	18716895906.837916	35032224507104934	9999.9984961376523	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059	0	50	75	10000	1340375	0.0074605987130467221	18242466.132871542	10000.073427545263	10000.148314789951	False	True	13.609872001420743	13.609872001420744	138000.0	1878162.3361960625	1878162.3361960626	136099.71935369984	18781761270.810578	35275460790550746	9999.9985408613766	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1060_seed1201060	0	50	75	10000	1340375	0.0074605987130467221	18313247.935676116	10000.038078458623	10000.076743203856	False	True	13.662727372501184	13.662727372501182	138000.0	1885456.3774051634	1885456.3774051631	136627.79398061077	18854635569.324286	35549730328904492	9999.9994138628851	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1061_seed1201061	0	50	75	10000	1340375	0.0074605987130467221	18233949.803878874	10000.008898585693	10000.017876356214	False	True	13.603606138772230	13.603606138772228	138000.0	1877297.6471505677	1877297.6471505675	136036.18244057726	18772993176.799661	35242527560655607	9999.9999208232320	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1062_seed1201062	0	50	75	10000	1340375	0.0074605987130467221	18171930.092044394	10000.038523040403	10000.078506668489	False	True	13.557295599003529	13.557295599003531	138000.0	1870906.7926624870	1870906.7926624874	135573.47825828141	18709139999.642834	35003197064587808	9999.9985395721848	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063	0	50	75	10000	1340375	0.0074605987130467221	18359362.594192661	10000.016235176026	10000.032733932992	False	True	13.697161456676459	13.69716145667646	138000.0	1890208.2810213513	1890208.2810213515	136971.83694259189	18902113498.077681	35728990411071879	9999.9997364462808	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1064_seed1201064	0	50	75	10000	1340375	0.0074605987130467221	18238562.983984787	10000.070786226686	10000.14428543059	False	True	13.606963634052618	13.606963634052617	138000.0	1877760.9814992612	1877760.9814992612	136070.59952613848	18777742734.607111	35260371784862764	9999.9972875629875	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1065_seed1201065	0	50	75	10000	1340375	0.0074605987130467221	18303733.412543911	10000	10000	True	False	13.655680994157539	13.655680994157541	138000.0	1884483.9771937403	1884483.9771937407	136556.80994157539	18844839771.937403	35512798602999377	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066	0	50	75	10000	1340375	0.0074605987130467221	18253348.003374211	10000.075732628824	10000.153039866384	False	True	13.617987329678782	13.617987329678781	138000.0	1879282.2514956720	1879282.2514956719	136180.90462276759	18792964837.941928	35317558299035060	9999.9984259888958	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1067_seed1201067	0	50	75	10000	1340375	0.0074605987130467221	18295957.143154729	10000.110531283004	10000.225462782457	False	True	13.649728559416782	13.649728559416783	138000.0	1883662.5411995160	1883662.541199516	136498.79431617815	18836833615.632585	35482645674747806	9999.9956011044462	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1068_seed1201068	0	50	75	10000	1340375	0.0074605987130467221	18235657.775612634	10000.019155374473	10000.038480500592	False	True	13.604866432598489	13.60486643259849	138000.0	1877471.5676985915	1877471.5676985916	136048.92493229607	18774751640.656857	35249130515062886	9999.9998302856999	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1069_seed1201069	0	50	75	10000	1340375	0.0074605987130467221	18105536.259912189	10000.0475708579	10000.095993927585	False	True	13.507749794447562	13.507749794447562	138000.0	1864069.4716337635	1864069.4716337635	135078.14051972164	18640783391.721586	34747883506149156	9999.9991480226921	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070	0	50	75	10000	1340375	0.0074605987130467221	18109935.749871682	10000.035163649671	10000.071349060607	False	True	13.511048825106392	13.511048825106394	138000.0	1864524.7378646821	1864524.7378646825	135110.96334885149	18645312942.141506	34764773022713599	9999.9989783696725	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1071_seed1201071	0	50	75	10000	1340375	0.0074605987130467221	18130737.07868088	10000.006629504674	10000.013289303997	False	True	13.526606404109468	13.526606404109467	138000.0	1866671.6837671066	1866671.6837671064	135266.15371579506	18666729212.779718	34844678055869645	9999.9999697097863	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1072_seed1201072	0	50	75	10000	1340375	0.0074605987130467221	18189226.682282999	10000.086283100754	10000.175072237947	False	True	13.570135030382757	13.570135030382756	138000.0	1872678.6341928204	1872678.6341928204	135702.52117715564	18726947922.447478	35069866634877674	9999.9974947518983	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1073_seed1201073	0	50	75	10000	1340375	0.0074605987130467221	18238482.507498503	10000.011556806163	10000.023247172092	False	True	13.606984187008977	13.606984187008976	138000.0	1877763.8178072388	1877763.8178072388	136069.99912336848	18777659879.024851	35260051524118192	9999.9998664539004	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1074_seed1201074	0	50	75	10000	1340375	0.0074605987130467221	18106249.835472148	10000.011595972819	10000.023298448536	False	True	13.508330757838963	13.508330757838962	138000.0	1864149.6445817769	1864149.6445817768	135083.46422062593	18641518062.446378	34750619937308040	9999.9998935107968	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075	0	50	75	10000	1340375	0.0074605987130467221	18186174.218317475	10000.044947745613	10000.090905278812	False	True	13.567913812128430	13.567913812128431	138000.0	1872372.1060737234	1872372.1060737234	135679.74796842283	18723805219.642350	35058091729692741	9999.9989904236216	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1076_seed1201076	0	50	75	10000	1340375	0.0074605987130467221	18177421.450254582	10000.063677981476	10000.130259536407	False	True	13.561358351835130	13.56135835183513	138000.0	1871467.4525532479	1871467.452553248	135614.44707827721	18714793696.802255	35024360479414634	9999.9970968698496	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1077_seed1201077	0	50	75	10000	1340375	0.0074605987130467221	18159082.947387546	10000.067953868689	10000.139096272911	False	True	13.547671025073032	13.547671025073033	138000.0	1869578.6014600784	1869578.6014600785	135477.63086738820	18695913059.699572	34953727656935697	9999.9968119705841	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1078_seed1201078	0	50	75	10000	1340375	0.0074605987130467221	18331349.767975595	10000.054885814159	10000.111383163909	False	True	13.676209385748130	13.676209385748129	138000.0	1887316.8952332420	1887316.8952332418	136762.84448736805	18873272539.256791	35620047373266895	9999.9983887836005	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1079_seed1201079	0	50	75	10000	1340375	0.0074605987130467221	18146819.488878112	10000.067177436835	10000.135428333517	False	True	13.538522864135067	13.538522864135068	138000.0	1868316.1552506393	1868316.1552506394	135386.13812461522	18683287061.196900	34906525286558090	9999.9989270059652	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1080_seed1201080	0	50	75	10000	1340375	0.0074605987130467221	18155693.127152227	10000.047917231719	10000.096908436815	False	True	13.545169173189318	13.545169173189318	138000.0	1869233.3459001258	1869233.345900126	135452.34077890312	18692423027.488631	34940671615555215	9999.9989262666345	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1081_seed1201081	0	50	75	10000	1340375	0.0074605987130467221	18138640.898447528	10000.050503310573	10000.101973695699	False	True	13.532443751016470	13.532443751016469	138000.0	1867477.2376402728	1867477.2376402728	135325.12094337426	18674866690.185649	34875067961375723	9999.9990331903644	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1082_seed1201082	0	50	75	10000	1340375	0.0074605987130467221	18027471.192266524	10000.008389499722	10000.016849383152	False	True	13.449561554141756	13.449561554141757	138000.0	1856039.4944715624	1856039.4944715626	134495.72837651048	18560410515.958447	34448884094529455	9999.9999296234490	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083	0	50	75	10000	1340375	0.0074605987130467221	18263116.801010769	10000.043978944208	10000.089023165221	False	True	13.625318647471430	13.625318647471431	138000.0	1880293.9733510573	1880293.9733510576	136253.78570184291	18803022426.854322	35355369004086764	9999.9989349260914	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084	0	50	75	10000	1340375	0.0074605987130467221	18246590.49672319	10000.090287104267	10000.184432131819	False	True	13.612926050566987	13.612926050566987	138000.0	1878583.7949782442	1878583.7949782442	136130.48957734358	18786007561.673414	35291421622756871	9999.9961429630273	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1085_seed1201085	0	50	75	10000	1340375	0.0074605987130467221	18215974.504550222	10000.007924873496	10000.015912550614	False	True	13.590196824494867	13.590196824494866	138000.0	1875447.1617802916	1875447.1617802915	135902.07594553929	18754486480.484421	35173076535544513	9999.9999372027583	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1086_seed1201086	0	50	75	10000	1340375	0.0074605987130467221	18082867.306352407	10000.069075012523	10000.140049582613	False	True	13.490808467620357	13.490808467620356	138000.0	1861731.5685316092	1861731.5685316091	134909.01655396741	18617444284.447503	34660929750747856	9999.9981009461649	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1087_seed1201087	0	50	75	10000	1340375	0.0074605987130467221	18206298.429593138	10000.07231590827	10000.146442349163	False	True	13.582890437410821	13.582890437410821	138000.0	1874438.8803626933	1874438.8803626932	135829.88663316712	18744524355.377063	35135725690439564	9999.9981900168419	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1088_seed1201088	0	50	75	10000	1340375	0.0074605987130467221	18194323.466330148	10000.039571941714	10000.080701919353	False	True	13.574000908808569	13.57400090880857	138000.0	1873212.1254155825	1873212.1254155827	135740.54623765848	18732195380.796870	35089519844914413	9999.9984421332411	True	True	True	False	False
