sample_class	process_or_mode	campaign	source_path	source_sha256	source_size_bytes	source_tag	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	status
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_logs/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_bulk_59851677.log	4a78b1b729b0e8042251ddaa8cb3bad7981f0dd39d682ef2ff2fdb248c3fd9f0	177699							local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_pilot_84883345_0_receipt.json	a292e1e84c7b0bbe54dbc9d877ca976d03ba0bb855154ba6b6bcd59f1480baac	314							local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_pilot_3586615_0_receipt.json	0c1ecd08ce5f977db0b59b08791f04574bc01643afbd46e751a2a683049a2197	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard019_seed86019				19	86019	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_2_receipt.json	0512362445d94096d3c05ba42aad89412f31119eb25b391ec00c2bd332d253a8	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard002_seed86002				2	86002	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_1_receipt.json	8eb8992d7d117e8ecb0bb137f16de90d2a286437f74766d8a24aef84a0b346bf	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard001_seed86001				1	86001	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_5_receipt.json	ec7abc4e56fd01f84fbabceecf6a9e8b77d6e05d7944ecbde68d9261b42e937a	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard005_seed86005				5	86005	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_3_receipt.json	1ecce24baf4038d0aec1679777ed95c898286f121afe8de9da9bea97d6548ec4	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003				3	86003	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_17_receipt.json	31d19a15f98b27587833e3696a6f91970f6532f7c8af2fbc3bb309176047e2ba	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard017_seed86017				17	86017	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_15_receipt.json	09a43839c86913d0aeaa4c53ff7bb21eff01159e61af65bf018d04559ab681ab	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard015_seed86015				15	86015	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_18_receipt.json	135da82074cccd8f32bcebba35aac7e0e19a26bb120b4f30ffa0e66a657a1287	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard018_seed86018				18	86018	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_0_receipt.json	e72d10843e29c1e113a05788a498e9a51d11d6d6f4840f3bfaec3d82f08f3ba0	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000				0	86000	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_4_receipt.json	7d6f66d42b5e5ecd49837ec8c370debf307437ca93c4e25cd55d56e6abaa916e	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard004_seed86004				4	86004	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_16_receipt.json	677573f0b23dacb6f24fbc290854dbb6115479e21ac2606ffbfc6c20ec370766	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard016_seed86016				16	86016	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_6_receipt.json	deed58d3557bf53e6a79460a56770180ff90aefbec28e824c873c1b563a59b19	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard006_seed86006				6	86006	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_14_receipt.json	d639e03e814f79b153d8a38c6793c56ab54c787c8244dba4c0dec26f43d3f611	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard014_seed86014				14	86014	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_13_receipt.json	551a9615bc61c8cc40524a69457771f1d3b2d5fc45fbdc9cfc41a6c5ab79486a	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard013_seed86013				13	86013	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_12_receipt.json	2026643f0de121706fd51fb88c0df618559fdb3286af084b7a872cf3aa7d7969	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard012_seed86012				12	86012	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_10_receipt.json	a38e0ab2777f0739de35d141eff5db1eeb2bc4cac5a0e9e2f91be3fd83ab7f54	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard010_seed86010				10	86010	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_8_receipt.json	b78e3015cc8527254040f0202313d789882f7979f320b03972efaa3d7e2962c5	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard008_seed86008				8	86008	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_11_receipt.json	c0c17dfdae4140dc0a200f68d29babbfd2ceaf55499e6bda5cb53cc050b69afe	500	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard011_seed86011				11	86011	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_7_receipt.json	b3e6f0f5c3a79266aeafe59c936cf5ed5b195e4326a83d5c52242def2985d522	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard007_seed86007				7	86007	local_metadata_candidate
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_9_receipt.json	2310d49d160854b4d94dcbdf21e03b43a36926c577ab7bef0a210e073383c5f3	499	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard009_seed86009				9	86009	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job47_bin4_shard1866_receipt.json	3644b3e25209f1cb92a7a4a5fb74b8cb9747074f3260295fa5eb764cf9cf6f11	1351	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866	4	300	500	1866	1241866	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job49_bin5_shard1868_receipt.json	12ab35d8fac158d792118697e926d0651b7ef71e1d17dda6749efb1ca38738ad	1351	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin05_pthat500to700_shard1868_seed1251868	5	500	700	1868	1251868	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job51_bin6_shard1870_receipt.json	d610bc6d4d49c15309d2fed645c6e6a93c8e3a0f46a4e0c52572e639f80ea59f	1358	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1870_seed1261870	6	700	1000	1870	1261870	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job53_bin7_shard1872_receipt.json	6301bf0c233647dd16eef84a9afacb81cb9e31427b468a872fdc0be3376aae92	1356	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1872_seed1271872	7	1000	Inf	1872	1271872	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job38_bin1_shard1857_receipt.json	9ef2ab8268f0ae7feb593190d888b4482702e0b9edd66dd52cec51c5874fa498	1349	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1857_seed1211857	1	75	100	1857	1211857	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job30_bin0_shard1849_receipt.json	fb844c59f14c118c634c30203ea5635a963bca6d6c70cea7f134850a5e32ee37	1347	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849	0	50	75	1849	1201849	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job45_bin3_shard1864_receipt.json	a07e447ca5f1dd69118c66469c60f720ce81a1621318c10ad422ee24867517a4	1350	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1864_seed1231864	3	200	300	1864	1231864	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job3_bin0_shard1822_receipt.json	b392857f302a2520d3dd90ba3cc5238ff3222de96c42bcbc00a0bc94c6dc2db3	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822	0	50	75	1822	1201822	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job2_bin0_shard1821_receipt.json	178b3677cba9839ec5274984266ad47afe0ad9dbd9f968c37626167de0bcb712	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821	0	50	75	1821	1201821	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job8_bin0_shard1827_receipt.json	6f295003764d729a95bd72d1b8f7e2ac5a70b71046dcd57814617e4a6a77c94e	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1827_seed1201827	0	50	75	1827	1201827	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job26_bin0_shard1845_receipt.json	460d5db6d440fc7366812d6daf193903ad1c32d423bcc518f8f2d9aad726a966	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845	0	50	75	1845	1201845	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job34_bin1_shard1853_receipt.json	05bf57cb9ca483d45d3c9834b11de27999bcf88ada418a626319cfd9d9d9bcd0	1350	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853	1	75	100	1853	1211853	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job12_bin0_shard1831_receipt.json	98b9206977a145e3f2a5e5e0e767db680cc4a699ef611b5d776f13a213c0fa48	1353	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1831_seed1201831	0	50	75	1831	1201831	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job15_bin0_shard1834_receipt.json	80a2d6b042f565fb141ad505ba296ed39dde3d157e19d3f7006667d448b1e204	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	0	50	75	1834	1201834	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job43_bin2_shard1862_receipt.json	c80ca35c59dde4c5f938d33df5638b7d177d7b6dd80c57b44e8adb208c89f038	1351	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862	2	100	200	1862	1221862	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job5_bin0_shard1824_receipt.json	bbb3cb70565405ab9361dcf05c371ab07372ef3b27ed94c994b80ae265f58e47	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	0	50	75	1824	1201824	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job40_bin2_shard1859_receipt.json	27ca9c4d855fc58e3044c4e20c982acbb8f370a80507c31c83c14bfe3e791df1	1351	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1859_seed1221859	2	100	200	1859	1221859	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job24_bin0_shard1843_receipt.json	c2b43815f1e1d58a5c7fc446412aad20dd62c3571d75b80c19bca65657c437b5	1348	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	0	50	75	1843	1201843	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/receipts/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_84891534_job41_bin2_shard1860_receipt.json	15dad70a4e9046d47cc2e3839ab756fb8dd08097f712b671e4e84f16464a7f6c	1352	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1860_seed1221860	2	100	200	1860	1221860	local_metadata_candidate
