path	extension	bytes	sha256
docs/paper/jhep_hh4b_ml/figures/fig15_mhh_promoted_jet_quality.pdf	.pdf	1066010	738cfe6194ce03c222eb1d82f7ec759ee6fa2a8f497c5e84f572b47cb7473f85
docs/paper/jhep_hh4b_ml/figures/fig15_mhh_promoted_jet_quality.png	.png	205407	68a97fbbb67510b369c0f118999928f3c8d7ddc95d9aeb8a3f2caab4683f8d7a
docs/paper/jhep_hh4b_ml/figures/fig16_unweighted_roc_appendix.pdf	.pdf	1072480	57b3f301d4bbc108a3769ce81f3f77610e329e512d26fa0192b4c26de38eac33
docs/paper/jhep_hh4b_ml/figures/fig16_unweighted_roc_appendix.png	.png	223204	cc3649336626986c84ba4231af9448bff8c72c63630e555bb3fe52a30dbc79de
docs/paper/jhep_hh4b_ml/figures/fig17_multijet_systematic_nonclosure.pdf	.pdf	1065769	bbdf866cd1fb4a463f430e5ec6a31c9ffc3d0672deb97986090c56f3f821b985
docs/paper/jhep_hh4b_ml/figures/fig17_multijet_systematic_nonclosure.png	.png	253246	b4f76f15e676139d87c2004abddf8d4f4b136eef9eaea0d5b0013bfa7f1d1307
docs/paper/jhep_hh4b_ml/figures/fig18_raw_systematic_za_scan.pdf	.pdf	1068269	31751d921835d734b89064cf38e4793c0d8b46bd20243b20f1c9eda0f761fb84
docs/paper/jhep_hh4b_ml/figures/fig18_raw_systematic_za_scan.png	.png	174714	5eb209dbf397bfe15daf0e2a58298290a0614fe3583d19a15fc60d9522f60455
docs/paper/jhep_hh4b_ml/single_head_spanet/compile_fragments.pdf	.pdf	100184	1d5c4d81e11d581c375ef536ea6105f1afb009075a82508022102e35aef17a67
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_01_weighted_roc.pdf	.pdf	739940	81fbbaa7b52c30c9ab0f48b3be612a81ca01d761286753f059cbf69fab3b5176
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_01_weighted_roc.png	.png	277563	d1db5d988ed7fd1c1f0615988c139c3a7fa6faac9a6b9cdce3f0486bcad620ee
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_02_unweighted_roc.pdf	.pdf	739967	f3ecd6c11bebfaf42c83739b8245e6d9b368e541f7b7ade75247eeaca504bcf7
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_02_unweighted_roc.png	.png	271373	f275a724f919aff616ec821f10cd29c0c7d8cd4ce1ab97d97357e7917a623795
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_03_efficiency_rejection.pdf	.pdf	1063017	563ec5f34c808cc61e47fde41e167e3f8fb857bf72359377c0f28bb14b91121e
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_03_efficiency_rejection.png	.png	246045	2db87112985bd5342783e2e886c188186f565863ddb320ce2d8232e1f0f0efd1
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_04_weighted_auc.pdf	.pdf	735150	3fcebbf9c04e935a0d394c44711eff32916f868529df5fa8ef91fefb7b6e9228
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_04_weighted_auc.png	.png	81905	d3a7435bb92e9f15055ba9662dfa740993749ecf13d1f9bb1edacbe4205c6ca4
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_05_sensitivity.pdf	.pdf	1063038	345d052864543b25e66435fed391b51ceaacee6d1138e4127a97b9625f66599f
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_05_sensitivity.png	.png	145445	3d0d407de3028614c2fab5b049999ee7caa9842cfa70c2323ab320c183ebedd5
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_06_sb_neff.pdf	.pdf	1062869	d6836cc1c385796f060384e4459f2bc38607a39d4e2ef05e017eb2fc5aa12954
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_06_sb_neff.png	.png	138162	f3d49ddd8f8aafda8fe542350e930c064f7400b6559046cd8a9d1b6ab49b5d3a
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_07_background_absolute.pdf	.pdf	735287	85669f92710f7d47e2ec1fce072ce2e7153da0b93c6de220f84cb2da0f23dd98
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_07_background_absolute.png	.png	112718	53d15171d26069a9893fd56a35189436336f4670558a4f51a1bedbb9794e1b88
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_08_background_fraction.pdf	.pdf	734981	3452560e98d03d19604f2e0dc676f9f3d508b5873069f6718a4558e405d54ecd
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_08_background_fraction.png	.png	79322	c9fc102bb9fdcf870b5517f3f067cc3c9680003a1f91d1feb999edf82efa8c51
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_09_pairing_accuracy.pdf	.pdf	735025	47b2b194b4f8d2afd0c81a2c574018385354514c44dc48436b6106ee402b9cb1
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_09_pairing_accuracy.png	.png	92589	8621558edd8101b62546be6dc44b81baf91f2479ed7b63ef0b0ad853b7b63aa4
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_10_pairing_binned.pdf	.pdf	1068563	c59a6e6fb3c954bd35cf5de7ccf23f4abee2be29374673a0a7d6e5c100c4e1ce
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_10_pairing_binned.png	.png	356231	35ff4c41238c2f7e194eec924b95d58eb7e050d88933c4b24e6b80682f36ae4f
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_11_mass_resolution.pdf	.pdf	735048	ba3b5e1ca493a2dd0eaed2e524c5e5fc00a27d3f579c6507d454eefa899727f7
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_11_mass_resolution.png	.png	89537	18bded8ab7715d9c62f119bfcfc80a766424db802fec76b7a4edaf502e085ef4
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_12_selection_stability.pdf	.pdf	736541	86d5568261e26d3c5b265ddc5c1843b672b901dcee70d07ef1871e6abe31263a
docs/paper/jhep_hh4b_ml/single_head_spanet/figures/fig_c7x_12_selection_stability.png	.png	230391	069ca09e0606c168e8121539a15bc61b79253086fabf3ffb5ab2a2f913a15e05
