seed,tail_region,background_tail_fraction,tail_score_cut,signal_rows,background_rows,S_450fb,B_450fb,S_over_B,S_over_sqrtB,asimov_Z_stat_only,background_neff,largest_background_weight_fraction
4,top_1.0pct_background_tail,0.01,0.6921196684023405,67,68,26.089776559080363,72476.26983927538,0.00035997681195427825,0.09691085899081284,0.09690504553474988,35.16819840310105,0.05052066216861206
4,top_2.0pct_background_tail,0.02,0.6539820578098552,92,136,42.47582340278545,157693.86553442944,0.00026935621914545347,0.10696320487375208,0.10695840341749578,51.656388982937045,0.08772984118113118
4,top_5.0pct_background_tail,0.05,0.573306308422537,155,339,97.36207702277,345958.4741884779,0.00028142706216737216,0.1655304301421088,0.1655226669515542,156.72351626870628,0.0399887813444256
5,top_0.1pct_background_tail,0.001,0.78676583874604,25,7,12.60804747478852,3505.3664686685993,0.003596784412551673,0.2129517049239823,0.21282423896393268,4.125521379535448,0.3858776512645442
5,top_0.2pct_background_tail,0.002,0.7659208643745776,33,14,17.236434788703782,10585.316334075811,0.0016283344063338916,0.16753113086521207,0.16748569556932166,5.995370149277644,0.3222921028726742
5,top_0.5pct_background_tail,0.005,0.7438001588669568,46,34,26.275833803886087,26016.579463558184,0.0010099649664050204,0.16290387228364372,0.16287646261926156,15.648406748766345,0.13113037652241674
5,top_1.0pct_background_tail,0.01,0.7104052751529277,64,68,35.677525506815414,61780.9209028698,0.000577484520875087,0.14353821346008175,0.1435244015745146,35.23717683441789,0.055220346524865224
5,top_2.0pct_background_tail,0.02,0.6589223013819898,94,136,62.14359571441765,130269.07664572881,0.0004770402716787444,0.1721772278284787,0.17216354128441258,76.28401549483493,0.026188593246573966
5,top_5.0pct_background_tail,0.05,0.5728697660979953,154,339,115.07573612962213,358666.1471329981,0.00032084359521934627,0.1921491943837933,0.19213892076007247,135.12804501062863,0.032755556880130945
6,top_0.1pct_background_tail,0.001,0.8017144692787785,12,7,3.4197177490368738,6512.584528165182,0.0005250937986674125,0.04237537708637111,0.042371669385558995,2.8736104028966003,0.507535419489817
6,top_0.2pct_background_tail,0.002,0.7772792243417918,19,14,6.452684232250963,12806.055541645725,0.0005038775766094889,0.05702072336942838,0.05701593580501995,5.769967087864507,0.2581097129960151
6,top_0.5pct_background_tail,0.005,0.7392842266892713,32,34,13.68702430104568,29145.897190196523,0.0004696038077582127,0.08017155810292226,0.08016528454691876,17.47514265346317,0.11340763672140435
6,top_1.0pct_background_tail,0.01,0.696699909527783,58,68,33.138733860759494,54260.723625151564,0.0006107315134551328,0.1422633792821206,0.14224890218148556,32.53835941537391,0.06091638849676277
6,top_2.0pct_background_tail,0.02,0.6516042797075872,86,136,51.49938657127133,125271.1190365605,0.00041110342884572766,0.14550455114154082,0.14549458321154424,69.54069934422972,0.026385709219221808
6,top_5.0pct_background_tail,0.05,0.5629940337571144,139,339,89.23439858833243,304383.7981564212,0.0002931640879994386,0.16174152552862506,0.1617336238251766,182.50933314661742,0.010859209131645687
7,top_0.1pct_background_tail,0.001,0.7749064695069694,28,7,18.223715105463413,10680.637364928572,0.0017062385401552564,0.17633492296692446,0.17628481367075657,4.331801453604929,0.30947285330731866
7,top_0.2pct_background_tail,0.002,0.7613102845038145,35,14,22.77964388182927,15845.589953807996,0.0014376014997380952,0.180964223558187,0.1809208904412885,6.41037487782402,0.20859856465431661
7,top_0.5pct_background_tail,0.005,0.7288495407755142,58,34,35.242774281518976,35931.17811813143,0.0009808410446674146,0.18592353144038265,0.18589315028940145,18.097512253819666,0.09199162102612125
7,top_1.0pct_background_tail,0.01,0.7057140574257683,75,68,43.22243444239223,70856.20176230362,0.0006100021362616575,0.16237542099803373,0.1623589169467762,39.37549426656957,0.04664894869123091
7,top_2.0pct_background_tail,0.02,0.666763581059008,98,136,55.685564842081945,142817.9162220772,0.0003899060168017905,0.14735038778684634,0.14734081386253708,81.58516004338466,0.02314392625169988
7,top_5.0pct_background_tail,0.05,0.5732672829544203,158,339,101.86984023475307,335620.4815525954,0.000303526887761732,0.17584150694087977,0.17583261277111908,194.10475222382328,0.009848526839525494
8,top_0.1pct_background_tail,0.001,0.782443369738247,16,7,7.677005647545505,4452.499162013692,0.0017242014806070158,0.11505087789376654,0.11501783980407249,3.6435681406286418,0.30117147990541093
8,top_0.2pct_background_tail,0.002,0.7640473854935108,23,14,9.496739993381137,8884.375398391096,0.0010689260153393491,0.10075372171705985,0.10073577999602984,7.256235110346352,0.1509352882752012
8,top_0.5pct_background_tail,0.005,0.72757075743713,37,34,19.616021842801985,25471.201458120104,0.0007701255033083053,0.12290971765728936,0.1228939467419553,17.629674075519034,0.13182048353121065
8,top_1.0pct_background_tail,0.01,0.690148640853355,67,68,38.70827197131825,53150.57016697819,0.0007282757616656243,0.16789966126431563,0.16787928788475268,40.4304713136619,0.06317196752136296
8,top_2.0pct_background_tail,0.02,0.6488902359640445,93,136,51.02141081963596,110815.86563848742,0.000460416119349572,0.15326800048711098,0.15325624155003775,80.36741568909672,0.0302991460021058
8,top_5.0pct_background_tail,0.05,0.5727242957688582,149,339,100.57027663816878,327575.79243014404,0.00030701376280610086,0.1757169856819047,0.17570799550609792,127.71274389075361,0.04184180047496629
9,top_0.1pct_background_tail,0.001,0.7862867234696681,25,7,11.98166102840784,5578.064017310926,0.0021479963283361457,0.16042619454561755,0.16036881340818634,4.8915656370659635,0.24325575478489175
9,top_0.2pct_background_tail,0.002,0.7737240627388915,31,14,13.6998896977538,13085.457985434414,0.0010469553081751757,0.11976298359876371,0.11974209495427929,10.7157751435906,0.10369496996435225
9,top_0.5pct_background_tail,0.005,0.7412954800168184,47,34,22.475202299603602,32241.90337836064,0.0006970805053242601,0.12516798862437892,0.12515345084334675,23.062887488115077,0.09511574438702206
9,top_1.0pct_background_tail,0.01,0.7182845334353369,61,68,27.323076424796298,69252.6829976678,0.0003945417742979929,0.10382723656112008,0.10382041038844132,39.15963241499363,0.0442829433827205
9,top_2.0pct_background_tail,0.02,0.6639203369523765,96,136,57.683918991411595,134711.289768001,0.0004282040435568133,0.15716388694711675,0.15715267257850463,75.47180513129162,0.022765075188343073
9,top_5.0pct_background_tail,0.05,0.5856408098544285,139,339,89.91639616879543,336888.7093195657,0.00026690237363669733,0.1549157821731186,0.15490889193426458,202.65385910868332,0.00910304369202885
10,top_0.1pct_background_tail,0.001,0.7918960363452211,23,7,6.982584953023102,6460.484668488041,0.001080814414293355,0.08687277171965482,0.08685712986856386,2.8187155715270684,0.5136269307697864
10,top_0.2pct_background_tail,0.002,0.7711586203822474,32,14,11.612137794296451,14501.599293989286,0.0008007487697656578,0.09642823784106076,0.0964153730007829,6.832681747837877,0.2288215833502002
10,top_0.5pct_background_tail,0.005,0.7523435865853458,40,34,14.845751415386317,30546.45293246092,0.00048600573848003555,0.08494186470713873,0.08493498575884734,16.805505905840207,0.10863058041133558
10,top_1.0pct_background_tail,0.01,0.716727582563662,58,68,21.46022371780701,68955.12077402686,0.00031122015996657316,0.08172425746603236,0.08172001904270675,40.449769549151675,0.048122298595272145
10,top_2.0pct_background_tail,0.02,0.6760759054639696,90,136,37.03931158229248,144899.05647879976,0.0002556214821710155,0.09730387312568634,0.0972997279813863,55.03289383903192,0.08731613439911012
10,top_5.0pct_background_tail,0.05,0.5932992325175892,134,339,64.08040332872775,376792.8385131565,0.00017006799699694996,0.10439361015346396,0.10439065127254407,134.81565629220827,0.03357820052985258
11,top_0.1pct_background_tail,0.001,0.7974472993086891,15,7,7.493291527742078,4598.6311084361705,0.001629461322521753,0.1104989987413264,0.11046901012690433,1.7830746830798119,0.7330333583859504
11,top_0.2pct_background_tail,0.002,0.7792526006656515,27,14,14.758383760878349,7697.745742793675,0.0019172345065689607,0.16821201683453818,0.1681583094152478,4.075164172608778,0.4379139189613819
11,top_0.5pct_background_tail,0.005,0.7514475744993423,39,34,18.2120989611868,28355.958599012054,0.0006422670881534341,0.10815281674077484,0.10814124266399487,15.117385327499296,0.11887977596047551
11,top_1.0pct_background_tail,0.01,0.7130931950843007,58,68,31.091492258840375,62246.91774617537,0.0004994864546646685,0.12461853489189385,0.12460816279304224,31.969444169746726,0.0541544887273104
11,top_2.0pct_background_tail,0.02,0.6717566186421424,80,136,49.28092089487019,130824.48129924235,0.0003766949458194075,0.13624930761814402,0.1362407549678367,71.47731518130215,0.0257669663347222
11,top_5.0pct_background_tail,0.05,0.5784063127605875,143,339,89.64595838798516,324350.9228114437,0.0002763857047513302,0.1574066751671342,0.15739942534895698,140.45756322371855,0.04430916413080234
12,top_0.1pct_background_tail,0.001,0.7741369399437865,25,7,7.230469607962737,5356.17371074075,0.0013499318727216514,0.09879595831072302,0.0987737428377405,5.457223488718914,0.24906883417274966
12,top_0.2pct_background_tail,0.002,0.7645770080297893,28,14,8.803523889874683,9522.158214126479,0.000924530310451503,0.09021709746479911,0.0902032014075686,10.358391795557637,0.14010016550468643
12,top_0.5pct_background_tail,0.005,0.7264514245156193,46,34,18.24184958134635,28695.478914327876,0.0006357046570230983,0.10768671566900316,0.10767530920399149,21.44367424309454,0.11298949918657032
12,top_1.0pct_background_tail,0.01,0.6954574038358795,67,68,33.322832991016966,59082.77203279872,0.000564002531440441,0.13709180194928,0.13707891827165417,37.31502710773596,0.05487704249300961
12,top_2.0pct_background_tail,0.02,0.6469262615997734,92,136,43.26637155650438,126647.11376242485,0.0003416293531778942,0.12157739316666989,0.12157047179986848,79.0814105788562,0.025600960773025174
12,top_5.0pct_background_tail,0.05,0.5690507921680479,150,339,84.07885201064656,336039.5410376857,0.00025020523403588803,0.14504126600658387,0.14503521820068307,155.59019883709095,0.04235670788050737
13,top_0.1pct_background_tail,0.001,0.784214137905971,21,7,4.19070651265613,5596.035293300534,0.0007488706366225321,0.056020505656687786,0.056013515820154104,2.4886787229042064,0.5750008419357254
13,top_0.2pct_background_tail,0.002,0.768674510470881,29,14,10.068953513872,10033.573435415976,0.0010035261692839304,0.10052093487664118,0.10050412934563276,5.586305434052137,0.3206958144933774
13,top_0.5pct_background_tail,0.005,0.7339611415369321,40,34,18.81270148557533,33622.808932269916,0.0005595220055371282,0.10259688330929172,0.10258731803236569,17.100938182077133,0.09570065997851801
13,top_1.0pct_background_tail,0.01,0.6945136823874186,63,68,36.37381995910247,78285.11520027711,0.0004646326426939168,0.1300017849587863,0.12999171966261147,20.969220955276906,0.1658677194993336
13,top_2.0pct_background_tail,0.02,0.6514358139667149,83,136,52.39175415220516,138741.95818388613,0.0003776201146214619,0.14065624837942736,0.14064739737326512,49.147202476466276,0.09359081923726727
13,top_5.0pct_background_tail,0.05,0.5695897429052197,135,339,83.98877620979331,352983.90457737027,0.00023793939361159704,0.14136561987109295,0.14136001437952747,138.84063038187816,0.036786304872907925
14,top_0.1pct_background_tail,0.001,0.7953606170803345,21,7,11.142455894941632,5515.661711182571,0.002020148529477647,0.15003138302013974,0.14998091121574497,4.867876729473623,0.24455523286208633
14,top_0.2pct_background_tail,0.002,0.7785303994957481,29,14,14.468676278488049,11834.345276416134,0.0012226004853282163,0.13300154375095177,0.1329744562526663,6.889629777389189,0.28597949494023495
14,top_0.5pct_background_tail,0.005,0.7392893913969878,43,34,26.489603804891605,27426.318907980494,0.0009658461237094299,0.1599527466270996,0.159927008692538,16.438588212291684,0.12339899118262847
14,top_1.0pct_background_tail,0.01,0.7083590286700323,64,68,40.38763385769872,66794.28833895366,0.000604656997807178,0.15627112796972972,0.1562553834957985,34.282323914752325,0.050668704903681264
14,top_2.0pct_background_tail,0.02,0.6629852224634775,83,136,55.520789433018344,129717.93388152987,0.000428011669409759,0.15415429209780016,0.1541432974163781,71.93440746895689,0.02609030211804609
14,top_5.0pct_background_tail,0.05,0.5777640883885597,138,339,85.62193673429682,369068.29132941796,0.00023199483332983912,0.14093916042765128,0.140933711344642,119.50206665568669,0.03646250490969877
15,top_0.1pct_background_tail,0.001,0.7743789611210891,21,7,8.1305356650464,4954.922320977886,0.0016409007323129512,0.11550498658876683,0.1154734194677874,4.189443181508239,0.2720421122737729
15,top_0.2pct_background_tail,0.002,0.7584537853018989,29,14,10.037536499668583,13759.600621200483,0.0007294933026037814,0.0855705302726893,0.0855601295909872,7.980599896898362,0.24794061650490778
15,top_0.5pct_background_tail,0.005,0.726986728407543,43,34,15.01934505192223,32013.159400320295,0.0004691615989570826,0.08394343297630841,0.08393687044840416,17.21854051049761,0.10656754674603053
15,top_1.0pct_background_tail,0.01,0.6909334737707058,64,68,31.043754756959796,57725.84545076155,0.0005377791267420969,0.12920790735861973,0.1291963290333318,37.210713789866304,0.059099417847274724
15,top_2.0pct_background_tail,0.02,0.6398853313019301,103,136,66.81775300154662,128747.93526979738,0.0005189811616126259,0.18621803099884873,0.18620192721672357,76.62215072145241,0.02649800832714456
15,top_5.0pct_background_tail,0.05,0.5711232926106822,140,339,89.28745572249228,353125.56324966665,0.0002528490288293411,0.1502539399352808,0.1502476087730231,118.60870627808656,0.03881441156838706
16,top_0.1pct_background_tail,0.001,0.7997318850042424,19,7,6.489399823827352,3776.1271632151984,0.0017185331805144842,0.10560420881230137,0.10557398306213295,3.4810343849849446,0.3562237343116744
16,top_0.2pct_background_tail,0.002,0.7788489342493266,27,14,13.393077814908612,11127.671424694046,0.0012035831490483512,0.12696331270062747,0.1269378569889657,6.7602849062931805,0.29361295297747914
16,top_0.5pct_background_tail,0.005,0.7401674872189076,50,34,27.73735459205021,29312.31984488689,0.0009462695118922356,0.16200929908804992,0.16198375841615842,16.12350059794213,0.11146263700917729
16,top_1.0pct_background_tail,0.01,0.7025278209537433,67,68,37.8473810096895,65739.00473828476,0.0005757218436811553,0.1476128855263035,0.1475987249780748,34.69882418819687,0.049699998954574665
16,top_2.0pct_background_tail,0.02,0.6512971620778367,98,136,57.83732493283418,134059.4105062801,0.0004314305479519078,0.15796451749632,0.15795316099769116,72.4816861816192,0.024371496595641643
16,top_5.0pct_background_tail,0.05,0.5632699856351637,135,339,87.09356259579388,341389.8173597229,0.00025511470514664845,0.14905988240233228,0.1490535450896436,161.33263078577238,0.03803562048053207
17,top_0.1pct_background_tail,0.001,0.791300242643833,14,7,8.55744767749037,5080.5556643445125,0.0016843527052654468,0.12005732025057206,0.12002364073694684,4.267680816915591,0.26886122510756205
17,top_0.2pct_background_tail,0.002,0.7704612623804865,20,14,10.267306552008806,15164.20704237926,0.0006770750704810918,0.08337707902866553,0.08336767290497872,7.323659281900195,0.21463109419046536
17,top_0.5pct_background_tail,0.005,0.7391532478650698,33,34,18.747403976334617,32372.133011363352,0.0005791216775784855,0.10419706349516994,0.10418700881603928,16.63110132267883,0.10054049725095791
17,top_1.0pct_background_tail,0.01,0.699803658379232,54,68,30.337818137039076,63613.8612119007,0.00047690578058109706,0.12028416703694624,0.12027460824979251,35.71090661071044,0.05116354027300797
17,top_2.0pct_background_tail,0.02,0.6553300861608851,87,136,47.83946475784262,122068.85798551641,0.0003919055650010162,0.13692535362477073,0.13691641145013306,73.18504531784866,0.026662904886214266
17,top_5.0pct_background_tail,0.05,0.5644551600044965,148,339,94.91358028893782,324444.09171246435,0.00029254217510317346,0.16663200540279038,0.16662388199505695,152.25453052274744,0.04002222219697684
18,top_0.1pct_background_tail,0.001,0.7876407158298514,21,7,8.1305356650464,7391.614047083665,0.0010999675596230938,0.09456915709632617,0.09455182786650725,3.69084078096932,0.413398383680508
18,top_0.2pct_background_tail,0.002,0.7630766297857543,33,14,11.648859753645606,11672.33699648339,0.0009979886424762363,0.10782128607996123,0.10780335946437873,7.08613070800564,0.2617883034712871
18,top_0.5pct_background_tail,0.005,0.7342735373027541,47,34,19.261959652562975,33904.77190268474,0.0005681194289656236,0.10460924203230305,0.10459933932020489,18.576990281046594,0.09012540502042317
18,top_1.0pct_background_tail,0.01,0.7017184684565395,66,68,28.560302200618654,66710.03082420125,0.00042812605312509414,0.11057761734280044,0.11056972858695517,37.828625439317236,0.045805424792967966
18,top_2.0pct_background_tail,0.02,0.6553695636999981,94,136,47.73343901844896,138924.03423576817,0.00034359381572119106,0.12806605502569235,0.1280587223484623,80.318068712563,0.02199533951532623
18,top_5.0pct_background_tail,0.05,0.5739260662670609,134,339,78.31877396486965,308225.7507451883,0.00025409549259113056,0.1410689457312876,0.14106297222994513,186.88222271409356,0.009913776809584841
19,top_0.1pct_background_tail,0.001,0.7799448049379355,22,7,9.486991805299965,7012.827921725962,0.0013528054461323605,0.11328748466455978,0.11326195639046947,5.258646944031316,0.19484936323927524
19,top_0.2pct_background_tail,0.002,0.7624334528802573,29,14,12.624582852410748,12177.65055525877,0.0010367010282586059,0.11440243889196675,0.11438268056961975,6.780131514455378,0.26726915304948656
19,top_0.5pct_background_tail,0.005,0.7216743829389957,50,34,20.728325794074344,30576.954260990507,0.000677906818878921,0.1185405981077657,0.1185272086412211,18.791664951112285,0.10644324880287107
19,top_1.0pct_background_tail,0.01,0.6919984158840673,68,68,33.845533542510125,57460.55981956731,0.000589021994369511,0.14119406385436145,0.14118020622705696,37.287887867461414,0.056642510275861944
19,top_2.0pct_background_tail,0.02,0.6465568738148023,93,136,54.02742293706294,120727.06861856424,0.00044751706104752655,0.15549338741170354,0.15548179198884163,79.15043521093219,0.026959242755407575
19,top_5.0pct_background_tail,0.05,0.5648124678456521,147,339,97.30613678137651,322422.5895719349,0.0003017968961497556,0.17136712069980928,0.17135850226815902,201.89945193011604,0.010094548134352945
