sample_class	process_or_mode	campaign	setting	value	numeric_value	source_archive_path	source_member_name	source_line	status
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	true	use_syst		background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	142	source_aware_run_card_setting
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	systematics	systematics_program		background/schannel_single_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	144	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	tag_1	run_tag		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	nevents	10000	10000	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	iseed	972002	972002	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	lpp1	1	1	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	lpp2	1	1	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	ebeam1	6500.0	6500	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	ebeam2	6500.0	6500	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	nn23lo1	pdlabel1		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	nn23lo1	pdlabel2		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	230000	230000	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	52	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	false	fixed_ren_scale		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	false	fixed_fac_scale1		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	false	fixed_fac_scale2		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	scale	91.188	91.188000000000002	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	dynamical_scale_choice	-1	-1	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	63	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	scalefact	1.0	1	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	64	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	false	gridpack		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	time_of_flight	-1.0	-1	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	71	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	average	event_norm		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	72	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	nhel	0	0	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	sde_strategy	2	2	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	82	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	dsqrt_shat	0.0	0	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	94	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	bwcutoff	15.0	15	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	100	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	ptj	20.0	20	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	106	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	ptjmax	-1.0	-1	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	107	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pt_min_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	108	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pt_max_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	109	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	etaj	5.0	5	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	116	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	eta_min_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	117	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	eta_max_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	118	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	mxx_min_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	125	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	default_:_false	mxx_only_part_antipart		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	ptheavy	0.0	0	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	maxjetflavor	5	5	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	136	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	true	use_syst		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	143	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	systematics	systematics_program		background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	145	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	tag_1	run_tag		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	nevents	10000	10000	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	iseed	973008	973008	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	lpp1	1	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	lpp2	1	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	ebeam1	6500.0	6500	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	ebeam2	6500.0	6500	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	nn23lo1	pdlabel1		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	nn23lo1	pdlabel2		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	230000	230000	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	52	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	false	fixed_ren_scale		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	false	fixed_fac_scale1		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	false	fixed_fac_scale2		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	scale	91.188	91.188000000000002	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	dynamical_scale_choice	-1	-1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	63	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	scalefact	1.0	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	64	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	false	gridpack		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	time_of_flight	-1.0	-1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	71	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	average	event_norm		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	72	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	nhel	0	0	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	sde_strategy	2	2	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	82	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	dsqrt_shat	0.0	0	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	94	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bwcutoff	15.0	15	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	100	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	ptj	20.0	20	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	106	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	ptjmax	-1.0	-1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	107	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pt_min_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	108	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pt_max_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	109	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	etaj	5.0	5	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	116	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	eta_min_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	117	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	eta_max_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	118	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	mxx_min_pdg	{}		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	125	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	default_:_false	mxx_only_part_antipart		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	ptheavy	0.0	0	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	maxjetflavor	5	5	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	136	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	true	use_syst		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	143	source_aware_run_card_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	systematics	systematics_program		background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	145	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	tag_1	run_tag		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	nevents	10000	10000	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	iseed	972001	972001	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	lpp1	1	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	lpp2	1	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	ebeam1	6500.0	6500	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	ebeam2	6500.0	6500	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	nn23lo1	pdlabel1		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	nn23lo1	pdlabel2		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	230000	230000	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	52	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	false	fixed_ren_scale		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	false	fixed_fac_scale1		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	false	fixed_fac_scale2		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	scale	91.188	91.188000000000002	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	dynamical_scale_choice	-1	-1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	63	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	scalefact	1.0	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	64	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	false	gridpack		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	time_of_flight	-1.0	-1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	71	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	average	event_norm		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	72	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	nhel	0	0	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	sde_strategy	2	2	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	82	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	dsqrt_shat	0.0	0	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	94	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	bwcutoff	15.0	15	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	100	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	ptj	20.0	20	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	106	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	ptjmax	-1.0	-1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	107	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pt_min_pdg	{}		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	108	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pt_max_pdg	{}		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	109	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	etaj	5.0	5	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	116	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	eta_min_pdg	{}		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	117	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	eta_max_pdg	{}		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	118	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	mxx_min_pdg	{}		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	125	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	default_:_false	mxx_only_part_antipart		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	ptheavy	0.0	0	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	maxjetflavor	5	5	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	136	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	true	use_syst		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	143	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	systematics	systematics_program		background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	145	source_aware_run_card_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	tag_1	run_tag		background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
