sample_class	process_or_mode	campaign	setting	value	numeric_value	source_archive_path	source_member_name	source_line	status
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	eta_min_pdg	{}		background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	112	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	eta_max_pdg	{}		background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	113	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	mxx_min_pdg	{}		background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	120	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	default_:_false	mxx_only_part_antipart		background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	121	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	ptheavy	0.0	0	background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	maxjetflavor	4	4	background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	true	use_syst		background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	138	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_pilot10k_20260722_v1	systematics	systematics_program		background/ggh_hbb/ggh_hbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	140	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	tag_1	run_tag		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	nevents	10000	10000	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	iseed	997001	997001	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	lpp1	1	1	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	lpp2	1	1	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	ebeam1	6500.0	6500	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	ebeam2	6500.0	6500	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	lhapdf	pdlabel		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	lhaid	230000	230000	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	false	fixed_ren_scale		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	56	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	false	fixed_fac_scale		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	scale	91.188	91.188000000000002	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	dynamical_scale_choice	-1	-1	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	scalefact	1.0	1	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	false	gridpack		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	68	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	time_of_flight	-1.0	-1	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	69	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	average	event_norm		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	nhel	1	1	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	78	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	sde_strategy	2	2	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	dsqrt_shat	0.0	0	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	92	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	bwcutoff	15.0	15	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	98	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	pt_min_pdg	{}		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	104	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	pt_max_pdg	{}		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	105	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	eta_min_pdg	{}		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	112	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	eta_max_pdg	{}		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	113	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	mxx_min_pdg	{}		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	120	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	default_:_false	mxx_only_part_antipart		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	121	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	ptheavy	0.0	0	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	maxjetflavor	4	4	background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	true	use_syst		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	138	source_aware_run_card_setting
background	ggh_hbb	ggh_hbb_scaleout90k_20260722_v1	systematics	systematics_program		background/ggh_hbb/ggh_hbb_scaleout90k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	140	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	tag_1	run_tag		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	nevents	10000	10000	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	iseed	917000	917000	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	lpp1	1	1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	lpp2	1	1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ebeam1	6500.0	6500	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ebeam2	6500.0	6500	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	nn23lo1	pdlabel		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	lhaid	230000	230000	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	false	fixed_ren_scale		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	56	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	false	fixed_fac_scale		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	scale	91.188	91.188000000000002	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	dsqrt_q2fact1	91.188	91.188000000000002	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	dsqrt_q2fact2	91.188	91.188000000000002	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	dynamical_scale_choice	-1	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	scalefact	1.0	1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	false	gridpack		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	68	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	time_of_flight	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	69	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	average	event_norm		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	nhel	0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	78	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	sde_strategy	1	1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	dsqrt_shat	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	92	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	bwcutoff	15.0	15	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	98	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ptb	25.0	25	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	104	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ptbmax	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	105	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	pt_min_pdg	{}		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	106	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	pt_max_pdg	{}		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	107	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	etab	2.7	2.7000000000000002	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	114	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	etabmin	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	115	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	eta_min_pdg	{}		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	116	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	eta_max_pdg	{}		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	117	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	drbb	0.4	0.40000000000000002	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	121	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	drbbmax	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	122	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	mmbb	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	mmbbmax	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	127	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	mxx_min_pdg	{}		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	128	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	default_:_false	mxx_only_part_antipart		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	129	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	xptb	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	134	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ihtmin	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	138	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ihtmax	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	139	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ht2min	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	140	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ht3min	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	141	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ht4min	0.0	0	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	142	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ht2max	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	143	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ht3max	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	144	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ht4max	-1.0	-1	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	145	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	maxjetflavor	4	4	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	150	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	true	use_syst		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	157	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	systematics	systematics_program		background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	159	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	drbj	0.4	0.40000000000000002	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	162	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	ptj	20.0	20	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	164	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	etaj	5.0	5	background/qcd_bbbb_general/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	./cards/run_card.dat	166	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	tag_1	run_tag		background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	nevents	10000	10000	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	iseed	917001	917001	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	lpp1	1	1	background/qcd_bbbb_general/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
