sample_class	process_or_mode	campaign	setting	value	source_archive_path	source_member_name	source_line	status
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	alpha_em	7.5558e-03 alpha_strong = 1.2780e-01	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_pythia_hepmc.log	./logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_pythia_hepmc.log	202	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	main:numberofevents	-1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	hepmcoutput:file	hepmc.gz	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	jetmatching:qcut	-1.0	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	jetmatching:doshowerkt	off	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	jetmatching:njetmax	-1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	merging:tms	-1.0	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	merging:process	<set_by_user>	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	merging:njetmax	-1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	syscalc:fullcutvariation	off	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	mstp_61	1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	mstp_71	1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	mstj_1	1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	mstp_81	20	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	mstu_21	1	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lhaid	10041	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	51	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	52	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	53	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sigmanondiffractive	56.42 mb |	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	72	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pt0	2.60 gives sigmaInteraction = 317.76 mb: accepted |	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	74	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	event_weighting_strategy	-4	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	191	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	process	1 weight = 9.5674e-02 scale = 4.0947e+02 (GeV)	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	201	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	alpha_em	7.5558e-03 alpha_strong = 9.8386e-02	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	202	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	main:numberofevents	-1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	hepmcoutput:file	hepmc.gz	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	jetmatching:qcut	-1.0	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	jetmatching:doshowerkt	off	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	jetmatching:njetmax	-1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	merging:tms	-1.0	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	merging:process	<set_by_user>	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	merging:njetmax	-1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	syscalc:fullcutvariation	off	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	mstp_61	1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	mstp_71	1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	mstj_1	1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	mstp_81	20	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	mstu_21	1	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lhaid	10041	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	51	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	52	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	53	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sigmanondiffractive	56.42 mb |	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	72	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pt0	2.60 gives sigmaInteraction = 318.15 mb: accepted |	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	74	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	event_weighting_strategy	-4	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	192	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	process	1 weight = 9.5756e-02 scale = 2.8755e+02 (GeV)	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	202	source_aware_pythia_setting
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	alpha_em	7.5558e-03 alpha_strong = 1.0479e-01	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	203	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	main:numberofevents	-1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	hepmcoutput:file	hepmc.gz	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	jetmatching:qcut	-1.0	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	jetmatching:doshowerkt	off	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	jetmatching:njetmax	-1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	merging:tms	-1.0	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	merging:process	<set_by_user>	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	merging:njetmax	-1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	syscalc:fullcutvariation	off	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	mstp_61	1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	mstp_71	1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	mstj_1	1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	mstp_81	20	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	mstu_21	1	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	lhaid	10041	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	51	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	52	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	53	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	sigmanondiffractive	56.42 mb |	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	72	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pt0	2.60 gives sigmaInteraction = 316.29 mb: accepted |	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	74	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	event_weighting_strategy	-4	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	191	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	process	2 weight = 3.5566e+00 scale = 1.0629e+02 (GeV)	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	202	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	alpha_em	7.5558e-03 alpha_strong = 1.2802e-01	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	203	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	main:numberofevents	-1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	hepmcoutput:file	hepmc.gz	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	jetmatching:qcut	-1.0	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	jetmatching:doshowerkt	off	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	jetmatching:njetmax	-1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	merging:tms	-1.0	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	merging:process	<set_by_user>	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	merging:njetmax	-1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	syscalc:fullcutvariation	off	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	mstp_61	1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	mstp_71	1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	mstj_1	1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	mstp_81	20	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	mstu_21	1	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	lhaid	10041	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	51	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	52	source_aware_pythia_setting
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	53	source_aware_pythia_setting
