sample_class	process_or_mode	campaign	field	value	source_archive_path	source_member_name	source_location	qcd_weight_or_stitching_authorized	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	tag	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	Wrote: /srv/output/parquet/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_hh4b_candidates_v2.parquet	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_candidates.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_candidates.log	5	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	** Reading /srv/output/hepmc/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909.hepmc	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_delphes.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_delphes.log	52	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	Wrote: /srv/output/parquet/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.parquet	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	1	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	0 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 10.025115	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	3	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	1 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 15.819695	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	4	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	2 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 19.888893	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	5	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	3 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 25.888144	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	6	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	4 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 33.196148	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	7	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	9995 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 10.382744	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	9	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	9996 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 39.090744	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	10	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	9997 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 24.324917	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	11	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	9998 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 7.184213	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	12	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	9999 qcd_hardqcd_importance_testfill_bin3_10k_20260... ... 25.111126	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	13	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	| PhaseSpace:pTHatMax | 300.00000 | -1.00000 |	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	88	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	| PhaseSpace:pTHatMin | 200.00000 | 0.0 0.0 |	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	89	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	WROTE_HEPMC=/srv/output/hepmc/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909.hepmc	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	161	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	text_line	WROTE_METADATA=/srv/output/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	./logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	162	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	pthat_min_GeV	200	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	pthat_max_GeV	300	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	generator.physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	generator.pthat_max_GeV	300	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	generator.pthat_min_GeV	200	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	tag	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	./metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	json	False	qcd_sampling_or_overlap_candidate
