sample_class	process_or_mode	campaign	proc_card_files	run_card_files	pythia_files	process_commands	run_card_settings	pythia_settings	forced_decay_candidates	qcd_sampling_candidates	process_fingerprint_sha256	run_card_normalized_fingerprint_sha256	pythia_normalized_fingerprint_sha256	combined_configuration_fingerprint_sha256	standard_configuration_complete	campaign_equivalence_authorized	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	0	0	1	0	0	6	0	27			803b23d13107312d23f88c4adef7b8381a372e45902dd2644cbe4ed014becb5c		False	False	nonstandard_or_incomplete_configuration_requires_review
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	0	0	1	0	0	6	0	25			ebd5c1b475330f241c5668b437ea285648950acfabfee3825ffdb4a597f0a965		False	False	nonstandard_or_incomplete_configuration_requires_review
background	schannel_single_top	unified_background_5m_single_top_pilot50k_20260722_v1	1	1	3	11	37	23	0	0	ecc0993ad00e0caaf4ceb090479a2e697a7186b3fe39852c395b56fb189e4ad7	31c18b1c7840accdc0f18505938cc14b51eff2f444418428550458670cc7d2e2	7d25dfcd5b6d3a83cac8483d06dc87d52dc514e96c2f55bd14522278eb902511	14a39a7b6da7ccc905b11221a1f7271f4ca88ec9806411525f1a1bf42dfcb6c7	True	False	standard_configuration_fingerprint_complete
background	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	1	1	3	11	37	23	0	0	ecc0993ad00e0caaf4ceb090479a2e697a7186b3fe39852c395b56fb189e4ad7	31c18b1c7840accdc0f18505938cc14b51eff2f444418428550458670cc7d2e2	e2234e1c17a1df055082b5635b69644a914a217b5e9dd7e615a5d654a7cb9ee3	d1eb1129b218b586bbfc82ea88b14575d633d74fe7a649bb6883ef83848dd601	True	False	standard_configuration_fingerprint_complete
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	1	1	3	11	38	23	0	0	b9a0bfbf182b1a99296f4ae7d8ea3aa8030f89ab288f026b81d15c63f4e5bcf0	2720853287d7e449e54a5f2a5cc2f4f1c7129fb3943b110b28fcc541d90a3c44	c0fd76f39e9cf2b976487d708393b949aca257d7597202bf9685225945ccf6ab	05a79c0876764e31201ac7734e7a5f940fa6d3ddf26823ec4c8fd691294395c2	True	False	standard_configuration_fingerprint_complete
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	1	1	3	11	38	23	0	0	b9a0bfbf182b1a99296f4ae7d8ea3aa8030f89ab288f026b81d15c63f4e5bcf0	2720853287d7e449e54a5f2a5cc2f4f1c7129fb3943b110b28fcc541d90a3c44	c9686350b3665b682b9a56c4781d317f7da2137e769bb15e7b62fa3d1111a5cd	6b1ff7c2377b66ff526ec6c6cd9c87a19a03387c89949c73652ce4132f721ec3	True	False	standard_configuration_fingerprint_complete
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	1	1	3	11	38	23	0	0	33305b41c9b21c719a8aafb95876ce925774e8f146e2f50c00cdf2a8efc7a277	2720853287d7e449e54a5f2a5cc2f4f1c7129fb3943b110b28fcc541d90a3c44	c9ba6362cdb95a047b7d6bc4c1274d218a23a90e9700b7112e0c4480a6997a1a	77fc4c9dfe01ec5555152d422923ac39262752ff1178878ca0dda1ca18522aac	True	False	standard_configuration_fingerprint_complete
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	1	1	3	11	38	23	0	0	33305b41c9b21c719a8aafb95876ce925774e8f146e2f50c00cdf2a8efc7a277	2720853287d7e449e54a5f2a5cc2f4f1c7129fb3943b110b28fcc541d90a3c44	0f7e5a291c186f864d95a27de7e6dee4044ad2ffb8377776ad453fa54ef39bfb	debe0113a257283dfeeef21a5ac449a3483877a1d35c51a4ef047d88f9ca4713	True	False	standard_configuration_fingerprint_complete
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	1	1	3	9	39	23	0	0	971fe4ce6155e50e188a7e949b2a0bd6882f20943103c41841e31ae08a832ae0	9abaf783498677a195b4364dcb11a71ce1e5ffe0ddac950207d19f118146ba81	326dc9c384c34efd9b50ff3c898c9851b77956c843fec9e895fe56dd19590ece	25c784c9e58174e3b1178ca8183c243b99a4e4973996147085536c3e6708153c	True	False	standard_configuration_fingerprint_complete
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	1	1	3	9	39	23	0	0	971fe4ce6155e50e188a7e949b2a0bd6882f20943103c41841e31ae08a832ae0	9abaf783498677a195b4364dcb11a71ce1e5ffe0ddac950207d19f118146ba81	3a690b439f3318dbccd988814026c8c128906f3bda8d1c6cf716b24d7e84efa2	b0b8a893fc519e5d530a764a3726417c458d40c2a24efe4acec69c81ab8f0a2b	True	False	standard_configuration_fingerprint_complete
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	1	1	3	8	53	23	0	0	e0fc4c3ad66d432399a64138dcabfeb633f0d80558a59045ed6c22863a6afdb0	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	0021fa5213c6dbb9ce89dea8f66d83a207ac5b94f6e855fc97056e4aadc7b075	733812b30f500a823155af9f27ee839ba34992fc6aed4d6dd9f6b33e60561b32	True	False	standard_configuration_fingerprint_complete
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	1	1	3	8	53	23	0	0	e0fc4c3ad66d432399a64138dcabfeb633f0d80558a59045ed6c22863a6afdb0	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	546ee84006716d9ba8d739617dea05f5845affd844da4656ce62518b9d20f0c1	b3ec8b1e9ab3a3d4540c9b2f0a5c61c9dfe4a997728d880bdd0b066b1293834b	True	False	standard_configuration_fingerprint_complete
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	1	1	3	8	53	23	0	0	f8f1348924a845154126d59e9a4d6565603553de6157897b6ad3dd0825f7ced1	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	4fbb341d5da73ba7fed029c08d187c23af793e277eb54be8ec875ed09c327070	5cadc293c44781ce6fd834a46a65c88c9ab329b3edfb4379761cf635c8c5a6ae	True	False	standard_configuration_fingerprint_complete
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	1	1	3	8	53	23	0	0	f8f1348924a845154126d59e9a4d6565603553de6157897b6ad3dd0825f7ced1	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	d5ce5f415505e1868642f02840908d6be98353a582d6f813a5b17a1d641f95ee	37b469baddc38969452e4993085396e496d5b781dab21fec54db3d6651b371c2	True	False	standard_configuration_fingerprint_complete
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	1	1	3	9	53	23	0	0	badd968e24f334deeceac4fb236fb8334c09169509e13f7fff236a0367ca7b72	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	f649cb3f39252660802be7b0b9e2bc44aa54127d3953b0d14dfd849a354bed26	73e2da1e25e14cae117b963fc3b3963ff9996ec8195e408c5e3b67fabe0ed8a7	True	False	standard_configuration_fingerprint_complete
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	1	1	3	9	53	23	0	0	badd968e24f334deeceac4fb236fb8334c09169509e13f7fff236a0367ca7b72	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	fda5a113a560a0a4356ac45db53f926b5de7e2bcec3927888bdd3189b5e1cc36	170fed8d92047efe497e7ea29767a4d56e511a1e8e0916ecd1a877e716e719b5	True	False	standard_configuration_fingerprint_complete
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	1	1	3	8	53	23	0	0	7bacaa06e2ea6b80b1f638ff18e5350c7ce0041e84db284f4431c32f47137c06	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	7fc5f18f5ec0e3f9fe57a14ca4bc41deb4051e8e11affbf722824e96fb3e07ce	233ea22b1da4cf15c7e6fc4d1d28900fadc9d67cd3d28d3bd3e286c0155a263b	True	False	standard_configuration_fingerprint_complete
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	1	1	3	8	53	23	0	0	7bacaa06e2ea6b80b1f638ff18e5350c7ce0041e84db284f4431c32f47137c06	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	66b295eb25abb88a7687e79c11b1648939d34e6723718bb8e92fa64eb496ef7e	d3112a9be7b4f62179c3e8ee831c352541d001ba90dbb0b1a42b8f5d627dfe37	True	False	standard_configuration_fingerprint_complete
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	1	1	3	11	35	23	0	0	bdb2cfbc9e56eb76840cd18c873b2cf7759760102898ad7bdb74508390d43382	c4159187840e61a6279db85ffd56ace6f0b443f7dfea747aba708979d96bf333	e6e41869fc094484b9345d66a010b9fe104c29c0100e2b2934a7d4f80d2fbdc7	d9eb920706d0b3e93c17642fe2440d7e7f7cf9b2d96d424b564c1f498b1c13e6	True	False	standard_configuration_fingerprint_complete
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	1	1	3	11	35	23	0	0	bdb2cfbc9e56eb76840cd18c873b2cf7759760102898ad7bdb74508390d43382	c4159187840e61a6279db85ffd56ace6f0b443f7dfea747aba708979d96bf333	4ba4f5f3c46c659ca3d295494773d4d0b0206d499719a13b5998da8d02a6a943	d2b5bd7262444ed3bfe1f94341434e7b5cec5d0c27a54ea26c20f73d586c816d	True	False	standard_configuration_fingerprint_complete
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	1	1	3	11	35	23	0	0	abe98d3c168c0755515a5fafc1304c6fec6ceea8f82333d6ec8f713520850be8	c4159187840e61a6279db85ffd56ace6f0b443f7dfea747aba708979d96bf333	e99992d2e5e7f8b5281e0ee3e59c1affb9769d5ec196c253acd808370cd412ac	f791cf5d19ba685fb55eb896c25f2d565ca6096b477398d655e93b501aca9d4a	True	False	standard_configuration_fingerprint_complete
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	1	1	3	11	35	23	0	0	abe98d3c168c0755515a5fafc1304c6fec6ceea8f82333d6ec8f713520850be8	c4159187840e61a6279db85ffd56ace6f0b443f7dfea747aba708979d96bf333	e7f86e1a24da59c9fb0d95dc99a7b316a5cf82a451914fa792cc96a07c515354	55c7033283b839adbc6a853006efd542a06b99a530486b711f26bd93db176314	True	False	standard_configuration_fingerprint_complete
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	1	1	3	8	53	23	0	0	ad9648b0ea19943ecb480a440cd2ca43668ef8840e7682187847345b5a1dbfab	6ec590ded3800121ad3817ecd8f059f423a205bc88c53d3fa2c8f0c983dd1e46	4d7d484cc347cbdc8e5d5c23278f025b606528663672645381684fa670e59baa	9ea5258f25c29d6381c2c4677f850050a0c1ca808fbf68bfba08364c57db1aa6	True	False	standard_configuration_fingerprint_complete
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	1	1	3	8	53	23	0	0	ad9648b0ea19943ecb480a440cd2ca43668ef8840e7682187847345b5a1dbfab	6ec590ded3800121ad3817ecd8f059f423a205bc88c53d3fa2c8f0c983dd1e46	e3fedb0a1673e0fae7eb9a6baa9f305bca9c7d7cae3d39b701042d4e8fb10330	dfd91de0b1ad11b00e0ff4f5c4f3f6eb713677c51c9735df0f82bb62cfdaaa7b	True	False	standard_configuration_fingerprint_complete
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	1	1	3	9	53	23	0	0	57c6d87bbdedc3e5c9f04c8f2f9ee16f3d00b4d620fd7e78f18f304f4b12ec59	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	c05c0d93628b45201416535d7c14457d5a5fa48888457bc7fd5fbb4e2cca3562	abd61c03ab55f61d0b6736069b5a7060a0b0c995358746531c5b7b2cf1142af0	True	False	standard_configuration_fingerprint_complete
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	1	1	3	9	53	23	0	0	57c6d87bbdedc3e5c9f04c8f2f9ee16f3d00b4d620fd7e78f18f304f4b12ec59	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	15c6fbdc3dacf06f47c7d0d900fc50a0e64b51c0bc03fde118db9cf6cf238fb0	c7c5786321f0407e33e1a28e9fd2c43aa71ef853517058beb3d2d94bd35453e4	True	False	standard_configuration_fingerprint_complete
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	1	1	3	8	53	23	0	0	6203e907175ae3a05db5c6ea55ccd1c1079b15634141c9e4fa569d33e185f361	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	b8a0f36988b0ccd93a56fc02fe6df8fc78dc43f9d05880fb1a4b742e85b3c79c	de78882fc20b492325e41d42a7716b44d2755e60cc600083cf11c14859c24e59	True	False	standard_configuration_fingerprint_complete
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	1	1	3	8	53	23	0	0	6203e907175ae3a05db5c6ea55ccd1c1079b15634141c9e4fa569d33e185f361	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	3788a8d137b9d88b1a792aa6a6aa2d055e3bf3d58ad3201498580a4d7c495ed8	45712573b8f9a164707e9388aac3f6fac6c7d6371db7c6aa2daf33a8580be8c3	True	False	standard_configuration_fingerprint_complete
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	1	1	3	8	33	23	0	0	2f076353afc86cfca8650ebe2f56d1e82c6d4344925a7cd3646d05fffcb9c641	a1128d3e40150115f8a781ab15665758961f04766fc8d0cdc9cd8c99a250257d	1e3f2574661cd374ec123ea9ccdad1d55d96f4aea70c5a3367f7dbe9b285f32f	c058b781786fff63cb9f2f402f7d083bc6e57f80804ae429eb0998489ca02f61	True	False	standard_configuration_fingerprint_complete
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	1	1	3	8	33	23	0	0	2f076353afc86cfca8650ebe2f56d1e82c6d4344925a7cd3646d05fffcb9c641	a1128d3e40150115f8a781ab15665758961f04766fc8d0cdc9cd8c99a250257d	c7e838c6e2c475cda4efc759ea3f278862dd295ba31eb6ca4a7efe16fa3b9dac	7c5fa3ace6d6af6a0677849dbecc25a8c528ef1d05ddfb3f2edd2905dc1f7aca	True	False	standard_configuration_fingerprint_complete
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	1	1	3	9	53	23	0	0	2f66d8aefaf9d9dca35f0e976620562f549628e916f55b8c8752af4f98592872	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	26d8b80ebfc343d2c8e568a982206ac51f0fcf245964c140e1e3e1f8ff10b0c7	fda05416224183ee9b570db7ea07d2ca8b9a46b645fd225171df22410e62b041	True	False	standard_configuration_fingerprint_complete
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	1	1	3	9	53	23	0	0	2f66d8aefaf9d9dca35f0e976620562f549628e916f55b8c8752af4f98592872	c22117f2e7c01c3c3c0e4c1b4c2a592acb98794587c9fd9581a2ec9b2a7e7420	8af172b9aa1067744bc984ae163cf94695f7ec3e30e66d8327a32a0476db765f	f49e44d024bc0fa2e3531d01a6e93110c203ac6789dff06640a4f04a48e28c9d	True	False	standard_configuration_fingerprint_complete
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	1	1	3	9	33	23	0	0	bf960115cfa90e38feee3988a48da8afeaa7e68702080289dedada871aec2145	a1128d3e40150115f8a781ab15665758961f04766fc8d0cdc9cd8c99a250257d	a6f890b32c40e76ec79bcf5622ab8636edfa20938ec321f5808bdbb5dcf19e16	0dc28f5b75c9a09c050f41abbae5a495addf9033104240d7ea51f0c523bf22d4	True	False	standard_configuration_fingerprint_complete
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	1	1	3	9	33	23	0	0	bf960115cfa90e38feee3988a48da8afeaa7e68702080289dedada871aec2145	a1128d3e40150115f8a781ab15665758961f04766fc8d0cdc9cd8c99a250257d	5b3e631d27409f8091e803760ca15789f66481686bcd3ea837fd7f5cfc73d6e7	7600915cfb1ddede3d43b92325ab3613121f583a486421d55e42ebb3f69fa226	True	False	standard_configuration_fingerprint_complete
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	1	1	3	8	53	23	0	0	0ff57f99d45625fbb3940da6765b97cc0d308d9841de97a9dd67b74e8861fa0b	0d7ecd429076f6e4b1f4367d60af4b9a729f1a118019dd024b663a67d0e91031	deaabea0c4d21a6e60151d6f8c2dccf6193a9066c506377684cea78b3682ecf5	fda21bb859f8f4a0e0135bda22048fdbf8c9eaf7756bdd3edac18cbc1382662f	True	False	standard_configuration_fingerprint_complete
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	1	1	3	8	53	23	0	0	0ff57f99d45625fbb3940da6765b97cc0d308d9841de97a9dd67b74e8861fa0b	0d7ecd429076f6e4b1f4367d60af4b9a729f1a118019dd024b663a67d0e91031	95a5675d030139aa2fc37d38579e47ee47513ea713cd965d77f0ad36a4662c28	5131848221b302ac0e6bfb8af0c3de85a8eb257cf44d4ba52e4d2e86b95c7fb8	True	False	standard_configuration_fingerprint_complete
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	1	1	3	8	53	23	0	0	0ff57f99d45625fbb3940da6765b97cc0d308d9841de97a9dd67b74e8861fa0b	0d7ecd429076f6e4b1f4367d60af4b9a729f1a118019dd024b663a67d0e91031	8102c0e616e3508dada9183adcac255095f6e864eb1ac9e26b6853a99088bed0	79f7177d78400bc92a152406e87c9b57422ebfb0b13695712ee4bec8c369cd94	True	False	standard_configuration_fingerprint_complete
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	1	1	3	8	33	23	0	0	0cb3c2b36c4028e994b5ad22fa1cf61043009f44e8ae93a91c6672eac299329c	a1128d3e40150115f8a781ab15665758961f04766fc8d0cdc9cd8c99a250257d	427ef814108544349139c5393c367422291e91301da8f7d964ef938335509e66	6029f27391589b9dcfb790f1477b4f2713ed06efc802cb34c1ff8282c9c8d84a	True	False	standard_configuration_fingerprint_complete
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	1	1	3	8	33	23	0	0	0cb3c2b36c4028e994b5ad22fa1cf61043009f44e8ae93a91c6672eac299329c	a1128d3e40150115f8a781ab15665758961f04766fc8d0cdc9cd8c99a250257d	16d101fe5fd83ebb1bea7475659ff2de672c419aafe4a992a8ef1147c3c060ce	7b4e6b4808f0f79ddc57bed467e1208419154c7aaf6596de1bc3530a17cb4494	True	False	standard_configuration_fingerprint_complete
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	0	0	0	0	0	0	0	0					False	False	nonstandard_or_incomplete_configuration_requires_review
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	0	0	0	0	0	0	0	0					False	False	nonstandard_or_incomplete_configuration_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	1	1	3	8	52	23	0	0	009f36d46427798836c9dbc88b82b6c82e0baf49ea84a95b138e1469733d5e3c	bbff7ba4c63ca275ee405a1284d72f2e33890fe52fee90dc5de1564af229207e	72ab2da32e67a194413585e27d0ede6574e3e123e8d5919acc8c20194b3c5105	d36603cf8208dddf755b5efc458b65e98228689c2466082206f30aebcf798c2f	True	False	standard_configuration_fingerprint_complete
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	1	1	3	8	52	23	0	0	009f36d46427798836c9dbc88b82b6c82e0baf49ea84a95b138e1469733d5e3c	bbff7ba4c63ca275ee405a1284d72f2e33890fe52fee90dc5de1564af229207e	870e43576fee3736535c9cba5b0ba8ac54f090d78e0b71960be44caac92790b8	b51d02c280d29abf1c9206c5c37aaee77f69c130296798eb154d0ea9b4a74c37	True	False	standard_configuration_fingerprint_complete
