member_index	sample_class	stratum	candidate_rows	weight_eligibility	candidate_bearing_members_in_stratum	hierarchical_stratum_fraction	hierarchical_member_fraction	per_row_raw_weight	per_row_training_weight	aggregate_raw_weight	aggregate_training_weight	status
390	signal	ggf_hh4b	81	candidate_bearing_member	80	0.25	0.003125	3.8580246913580246e-05	2.0510030864197533	0.003125	166.13125000000002	pass
391	signal	ggf_hh4b	74	candidate_bearing_member	80	0.25	0.003125	4.222972972972973e-05	2.245016891891892	0.003125	166.13125000000002	pass
392	signal	ggf_hh4b	74	candidate_bearing_member	80	0.25	0.003125	4.222972972972973e-05	2.245016891891892	0.003125	166.13125000000002	pass
393	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
394	signal	ggf_hh4b	64	candidate_bearing_member	80	0.25	0.003125	4.8828125e-05	2.5958007812500004	0.003125	166.13125000000002	pass
395	signal	ggf_hh4b	47	candidate_bearing_member	80	0.25	0.003125	6.648936170212766e-05	3.534707446808511	0.003125	166.13125000000002	pass
396	signal	ggf_hh4b	54	candidate_bearing_member	80	0.25	0.003125	5.787037037037037e-05	3.07650462962963	0.003125	166.13125000000002	pass
397	signal	ggf_hh4b	43	candidate_bearing_member	80	0.25	0.003125	7.267441860465116e-05	3.863517441860466	0.003125	166.13125000000002	pass
398	signal	ggf_hh4b	74	candidate_bearing_member	80	0.25	0.003125	4.222972972972973e-05	2.245016891891892	0.003125	166.13125000000002	pass
399	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
400	signal	ggf_hh4b	54	candidate_bearing_member	80	0.25	0.003125	5.787037037037037e-05	3.07650462962963	0.003125	166.13125000000002	pass
401	signal	ggf_hh4b	68	candidate_bearing_member	80	0.25	0.003125	4.5955882352941176e-05	2.443106617647059	0.003125	166.13125000000002	pass
402	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
403	signal	ggf_hh4b	75	candidate_bearing_member	80	0.25	0.003125	4.166666666666667e-05	2.2150833333333337	0.003125	166.13125000000002	pass
404	signal	ggf_hh4b	55	candidate_bearing_member	80	0.25	0.003125	5.681818181818182e-05	3.020568181818182	0.003125	166.13125000000002	pass
405	signal	ggf_hh4b	56	candidate_bearing_member	80	0.25	0.003125	5.5803571428571434e-05	2.9666294642857145	0.003125	166.13125000000002	pass
406	signal	ggf_hh4b	56	candidate_bearing_member	80	0.25	0.003125	5.5803571428571434e-05	2.9666294642857145	0.003125	166.13125000000002	pass
407	signal	ggf_hh4b	69	candidate_bearing_member	80	0.25	0.003125	4.528985507246377e-05	2.407699275362319	0.003125	166.13125000000002	pass
408	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
409	signal	ggf_hh4b	57	candidate_bearing_member	80	0.25	0.003125	5.482456140350877e-05	2.9145833333333337	0.003125	166.13125000000002	pass
410	signal	ggf_hh4b	66	candidate_bearing_member	80	0.25	0.003125	4.734848484848485e-05	2.517140151515152	0.003125	166.13125000000002	pass
411	signal	ggf_hh4b	50	candidate_bearing_member	80	0.25	0.003125	6.25e-05	3.3226250000000004	0.003125	166.13125000000002	pass
412	signal	ggf_hh4b	46	candidate_bearing_member	80	0.25	0.003125	6.793478260869565e-05	3.6115489130434786	0.003125	166.13125000000002	pass
413	signal	ggf_hh4b	67	candidate_bearing_member	80	0.25	0.003125	4.664179104477612e-05	2.4795708955223885	0.003125	166.13125000000002	pass
414	signal	ggf_hh4b	62	candidate_bearing_member	80	0.25	0.003125	5.040322580645161e-05	2.6795362903225812	0.003125	166.13125000000002	pass
415	signal	ggf_hh4b	57	candidate_bearing_member	80	0.25	0.003125	5.482456140350877e-05	2.9145833333333337	0.003125	166.13125000000002	pass
416	signal	ggf_hh4b	59	candidate_bearing_member	80	0.25	0.003125	5.296610169491526e-05	2.815783898305085	0.003125	166.13125000000002	pass
417	signal	ggf_hh4b	55	candidate_bearing_member	80	0.25	0.003125	5.681818181818182e-05	3.020568181818182	0.003125	166.13125000000002	pass
418	signal	ggf_hh4b	67	candidate_bearing_member	80	0.25	0.003125	4.664179104477612e-05	2.4795708955223885	0.003125	166.13125000000002	pass
419	signal	ggf_hh4b	52	candidate_bearing_member	80	0.25	0.003125	6.009615384615385e-05	3.194831730769231	0.003125	166.13125000000002	pass
420	signal	ggf_hh4b	54	candidate_bearing_member	80	0.25	0.003125	5.787037037037037e-05	3.07650462962963	0.003125	166.13125000000002	pass
421	signal	ggf_hh4b	70	candidate_bearing_member	80	0.25	0.003125	4.464285714285714e-05	2.373303571428572	0.003125	166.13125000000002	pass
422	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
423	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
424	signal	ggf_hh4b	77	candidate_bearing_member	80	0.25	0.003125	4.0584415584415584e-05	2.1575487012987016	0.003125	166.13125000000002	pass
425	signal	ggf_hh4b	71	candidate_bearing_member	80	0.25	0.003125	4.4014084507042256e-05	2.3398767605633806	0.003125	166.13125000000002	pass
426	signal	ggf_hh4b	66	candidate_bearing_member	80	0.25	0.003125	4.734848484848485e-05	2.517140151515152	0.003125	166.13125000000002	pass
427	signal	ggf_hh4b	53	candidate_bearing_member	80	0.25	0.003125	5.89622641509434e-05	3.1345518867924533	0.003125	166.13125000000002	pass
428	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
429	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
430	signal	ggf_hh4b	57	candidate_bearing_member	80	0.25	0.003125	5.482456140350877e-05	2.9145833333333337	0.003125	166.13125000000002	pass
431	signal	ggf_hh4b	53	candidate_bearing_member	80	0.25	0.003125	5.89622641509434e-05	3.1345518867924533	0.003125	166.13125000000002	pass
432	signal	ggf_hh4b	56	candidate_bearing_member	80	0.25	0.003125	5.5803571428571434e-05	2.9666294642857145	0.003125	166.13125000000002	pass
433	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
434	signal	ggf_hh4b	62	candidate_bearing_member	80	0.25	0.003125	5.040322580645161e-05	2.6795362903225812	0.003125	166.13125000000002	pass
435	signal	ggf_hh4b	61	candidate_bearing_member	80	0.25	0.003125	5.122950819672131e-05	2.723463114754099	0.003125	166.13125000000002	pass
436	signal	ggf_hh4b	55	candidate_bearing_member	80	0.25	0.003125	5.681818181818182e-05	3.020568181818182	0.003125	166.13125000000002	pass
437	signal	ggf_hh4b	64	candidate_bearing_member	80	0.25	0.003125	4.8828125e-05	2.5958007812500004	0.003125	166.13125000000002	pass
438	signal	ggf_hh4b	61	candidate_bearing_member	80	0.25	0.003125	5.122950819672131e-05	2.723463114754099	0.003125	166.13125000000002	pass
439	signal	ggf_hh4b	65	candidate_bearing_member	80	0.25	0.003125	4.807692307692308e-05	2.555865384615385	0.003125	166.13125000000002	pass
440	signal	ggf_hh4b	67	candidate_bearing_member	80	0.25	0.003125	4.664179104477612e-05	2.4795708955223885	0.003125	166.13125000000002	pass
441	signal	ggf_hh4b	49	candidate_bearing_member	80	0.25	0.003125	6.377551020408164e-05	3.390433673469388	0.003125	166.13125000000002	pass
442	signal	ggf_hh4b	52	candidate_bearing_member	80	0.25	0.003125	6.009615384615385e-05	3.194831730769231	0.003125	166.13125000000002	pass
443	signal	ggf_hh4b	74	candidate_bearing_member	80	0.25	0.003125	4.222972972972973e-05	2.245016891891892	0.003125	166.13125000000002	pass
444	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
445	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
446	signal	ggf_hh4b	44	candidate_bearing_member	80	0.25	0.003125	7.102272727272728e-05	3.775710227272728	0.003125	166.13125000000002	pass
447	signal	ggf_hh4b	53	candidate_bearing_member	80	0.25	0.003125	5.89622641509434e-05	3.1345518867924533	0.003125	166.13125000000002	pass
448	signal	ggf_hh4b	69	candidate_bearing_member	80	0.25	0.003125	4.528985507246377e-05	2.407699275362319	0.003125	166.13125000000002	pass
449	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
450	signal	ggf_hh4b	55	candidate_bearing_member	80	0.25	0.003125	5.681818181818182e-05	3.020568181818182	0.003125	166.13125000000002	pass
451	signal	ggf_hh4b	61	candidate_bearing_member	80	0.25	0.003125	5.122950819672131e-05	2.723463114754099	0.003125	166.13125000000002	pass
452	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
453	signal	ggf_hh4b	65	candidate_bearing_member	80	0.25	0.003125	4.807692307692308e-05	2.555865384615385	0.003125	166.13125000000002	pass
454	signal	ggf_hh4b	57	candidate_bearing_member	80	0.25	0.003125	5.482456140350877e-05	2.9145833333333337	0.003125	166.13125000000002	pass
455	signal	ggf_hh4b	59	candidate_bearing_member	80	0.25	0.003125	5.296610169491526e-05	2.815783898305085	0.003125	166.13125000000002	pass
456	signal	ggf_hh4b	60	candidate_bearing_member	80	0.25	0.003125	5.208333333333334e-05	2.768854166666667	0.003125	166.13125000000002	pass
457	signal	vbf_hh4b	612	candidate_bearing_member	7	0.25	0.03571428571428571	5.835667600373482e-05	3.1023576097105514	0.03571428571428571	1898.6428571428573	pass
458	signal	vbf_hh4b	691	candidate_bearing_member	7	0.25	0.03571428571428571	5.168492867479843e-05	2.7476741782096346	0.03571428571428571	1898.6428571428573	pass
459	signal	vbf_hh4b	635	candidate_bearing_member	7	0.25	0.03571428571428571	5.62429696287964e-05	2.9899887514060746	0.03571428571428571	1898.6428571428573	pass
460	signal	vbf_hh4b	605	candidate_bearing_member	7	0.25	0.03571428571428571	5.903187721369539e-05	3.138252656434475	0.03571428571428571	1898.6428571428573	pass
461	signal	vbf_hh4b	645	candidate_bearing_member	7	0.25	0.03571428571428571	5.537098560354374e-05	2.9436323366555928	0.03571428571428571	1898.6428571428573	pass
462	signal	vbf_hh4b	639	candidate_bearing_member	7	0.25	0.03571428571428571	5.589090096132349e-05	2.9712720769058802	0.03571428571428571	1898.6428571428573	pass
463	signal	vbf_hh4b	617	candidate_bearing_member	7	0.25	0.03571428571428571	5.788376939106274e-05	3.077216948367678	0.03571428571428571	1898.6428571428573	pass
