population_kind	sample_class	process_or_mode	campaign	transport_id	candidate_rows	coefficient_lookup_key	coefficient_registry_match	generator_weight_transport_class	generator_weight_join_source	generator_weight_join_key	candidate_to_generator_weight_join_exact	source_event_to_candidate_cardinality	candidate_application_semantics	run2_yield_coefficient_per_generator_weight	train_candidate_physical_weight_application_authorized	selected_physical_yield_calculation_authorized
ordinary	background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_bundle.tar.gz	7	background|tchannel_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3044503358501901	True	False
ordinary	background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	7	background|tchannel_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3044503358501901	True	False
ordinary	background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4302_10kevt_bundle.tar.gz	4	background|tchannel_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3044503358501901	True	False
ordinary	background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4303_10kevt_bundle.tar.gz	1	background|tchannel_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3044503358501901	True	False
ordinary	background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_bundle.tar.gz	0	background|tchannel_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3044503358501901	True	False
ordinary	background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4305_10kevt_bundle.tar.gz	0	background|tchannel_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3044503358501901	True	False
ordinary	background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_bundle.tar.gz	18	background|tw_antitop	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9705134871141821	True	False
ordinary	background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_bundle.tar.gz	17	background|tw_antitop	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9705134871141821	True	False
ordinary	background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4324_10kevt_bundle.tar.gz	15	background|tw_antitop	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9705134871141821	True	False
ordinary	background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4325_10kevt_bundle.tar.gz	14	background|tw_antitop	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9705134871141821	True	False
ordinary	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_bundle.tar.gz	9	background|tw_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9721591429020729	True	False
ordinary	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4318_10kevt_bundle.tar.gz	11	background|tw_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9721591429020729	True	False
ordinary	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4319_10kevt_bundle.tar.gz	7	background|tw_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9721591429020729	True	False
ordinary	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4320_10kevt_bundle.tar.gz	10	background|tw_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9721591429020729	True	False
ordinary	background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz	10	background|tw_top	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.9721591429020729	True	False
ordinary	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	9	background|wwz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0398_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	5.3135393596996145	True	False
ordinary	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9902_5200_bundle.tar.gz	9	background|wwz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0399_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9902_5200_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	5.3135393596996145	True	False
ordinary	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9903_5200_bundle.tar.gz	10	background|wwz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0400_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9903_5200_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	5.3135393596996145	True	False
ordinary	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	5	background|wwz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0401_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9904_5200_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	5.3135393596996145	True	False
ordinary	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	9	background|wzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0403_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	8.3747059667380475	True	False
ordinary	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9912_3300_bundle.tar.gz	20	background|wzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0404_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9912_3300_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	8.3747059667380475	True	False
ordinary	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9913_3300_bundle.tar.gz	20	background|wzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0405_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9913_3300_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	8.3747059667380475	True	False
ordinary	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	19	background|wzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0406_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9914_3300_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	8.3747059667380475	True	False
ordinary	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	12	background|zzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0408_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	18.436483192875434	True	False
ordinary	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	18	background|zzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0409_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	18.436483192875434	True	False
ordinary	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz	15	background|zzz_zbb	True	signed_exact_event_sidecar	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0410_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9923_1500_delphes_event_weights.parquet	event	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	18.436483192875434	True	False
ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_event_summary.parquet	45	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard002_event_summary.parquet	45	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_event_summary.parquet	38	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet	44	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard008_event_summary.parquet	45	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard009_event_summary.parquet	31	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard000_event_summary.parquet	37	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard001_event_summary.parquet	39	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard002_event_summary.parquet	33	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard004_event_summary.parquet	37	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard005_event_summary.parquet	46	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard006_event_summary.parquet	24	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	ttbar_200k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard007_event_summary.parquet	38	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
