region	mhh_category	btag_category	signal_raw_rows	background_raw_rows	signal_yield	background_yield_including_direct_qcd	ordinary_background_yield_excluding_direct_qcd	direct_stitched_qcd_yield_secondary	signal_sumw2	background_sumw2_including_direct_qcd	ordinary_background_sumw2_excluding_direct_qcd	direct_stitched_qcd_sumw2_secondary	signal_effective_events	background_effective_events_including_direct_qcd	direct_stitched_qcd_effective_events_secondary	signal_over_background	signal_over_sqrt_background	statistical_only_asimov_ZA	systematic_aware_significance_calculated	lower_btag_pseudodata_multijet_used	direct_qcd_role	yield_scope	full_run2_prediction
cms_reference_sr_rhh125120_lt30	inclusive_mhh	exactly4b	4667	4050	40.978548241230428	1438500.9078592944	89201.011916278396	1349299.895943016	0.53869629624350224	744946738875.83167	9455348.7097167969	744937283527.12195	3117.2321541260353	2.7777621592581059	2.4439778347133148	2.8486981146374573e-05	0.034166579154983195	0.034166419530677367	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	inclusive_mhh	ge5b	436	1227	3.6063936125402929	10945.405633027465	8816.8155854760189	2128.5900475514463	0.04668563542316969	5242405.7868182221	883388.14735819679	4359017.6394600254	278.58836600768677	22.852466852670105	1.0394304325633184	0.00032948926092406277	0.034471262901105929	0.034469370162447624	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	low_mhh	inclusive_ge4b	3836	4466	38.012235550416179	1250960.0399423696	83568.04650984006	1167391.9934325295	0.51368718292925719	711860971614.45325	8757604.3154296875	711852214010.13782	2812.8598484796403	2.1983239479803527	1.9144480265828978	3.0386450675248876e-05	0.03398612835567863	0.033985954907665233	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	low_mhh	exactly4b	3506	3507	35.086747893632669	1241718.4902945715	76413.91696228506	1165304.5733322864	0.47513926191650863	711855902581.76147	8045894.2985839844	711847856687.46289	2590.9874776201123	2.1659788217634905	1.9076193541527287	2.825660418836888e-05	0.031487018713867838	0.031486866106600307	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	low_mhh	ge5b	330	959	2.9254876567829764	9241.5496477963861	7154.1295475533498	2087.4201002430364	0.038547921012722482	5069032.6916827168	711710.01678406913	4357322.6748986477	222.02177977808145	16.848626767158219	1	0.00031655812804950393	0.030431675870105292	0.030430070526397346	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	high_mhh	inclusive_ge4b	1267	811	6.5727063033540851	198486.2735499531	14449.780991915235	184036.49255803786	0.071694748737404376	33091009667.165138	1581132.5415802002	33089428534.623558	602.56112073675627	1.1905590425921229	1.023572545461914	3.3114160419259069e-05	0.014752953972609771	0.014752872964193029	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	high_mhh	exactly4b	1161	543	5.8918003475967664	196782.41756472204	12787.094953992579	183995.32261072946	0.063557034326958375	33090836294.070004	1409454.4110069275	33089426839.658997	546.17575699590759	1.1702127899848811	1.0231146917918417	2.9940684846291942e-05	0.013281736986729865	0.013281670783060704	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_sr_rhh125120_lt30	high_mhh	ge5b	106	268	0.68090595575732027	1703.8559852310564	1662.6860379226466	41.169947308409853	0.0081377144104471857	173373.09513550461	171678.13057412737	1694.9645613772436	56.973358513365689	16.744958127088143	1	0.00039962647175546589	0.016495697763252735	0.016494599252972492	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	inclusive_ge4b	2599	6472	22.018574856184081	1357862.6635714998	110086.28527703346	1247776.3782944663	0.28685406453027235	450239162596.14575	11349402.815917969	450227813193.32983	1690.1194671627807	4.0951369101033235	3.4581290728946938	1.6215612555595294e-05	0.018895625919621014	0.018895575438243373	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	2422	5691	20.737312934586065	1353004.8949420049	105228.51664753864	1247776.3782944663	0.27089439645138663	450238686395.79645	10873202.46661377	450227813193.32983	1587.4678597278503	4.0658928276273443	3.4581290728946938	1.5326857287885085e-05	0.017828007064240637	0.017827953433825601	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	177	781	1.2812619215980536	4857.7686294932864	4857.7686294932864	0	0.015959668078886186	476200.3492650885	476200.3492650885	0	102.86129408348606	49.554596283071454	0	0.00026375523811880312	0.018383132029761683	0.018382324018991442	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	low_mhh	inclusive_ge4b	1964	5001	18.54258735845907	1303314.180059935	86659.244518491207	1216654.9355414438	0.24794416888226109	449268136789.68475	8867795.3845825195	449259268994.30017	1386.7135794968272	3.7808776382031222	3.2948663151480462	1.422725820232107e-05	0.016242234393330609	0.016242187380820613	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	low_mhh	exactly4b	1834	4537	17.552867796645209	1299785.1830538984	83130.247512454633	1216654.9355414438	0.23542539020826708	449267786065.32959	8517071.0294189453	449259268994.30017	1308.7083241698933	3.7604332526988449	3.2948663151480462	1.3504437522055782e-05	0.015396155575100566	0.01539611757517864	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	low_mhh	ge5b	130	464	0.98971956181390075	3528.9970060358896	3528.9970060358896	0	0.012518778673993956	350724.35510604782	350724.35510604782	0	78.246036338350606	35.508853854317117	0	0.00028045349999479015	0.016660441624519396	0.016659662955420752	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	635	1471	3.4759874977252059	54548.483511562277	23427.04075853973	31121.442753022548	0.038909895648017168	971025806.46097708	2481607.4313174486	968544199.02965963	310.52483907028051	3.0643233512566388	1	6.3722898859111705e-05	0.01488287605784178	0.014882718109969445	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	588	1154	3.1844451379410517	53219.711888104895	22098.269135082348	31121.442753022548	0.035469006243124879	970900330.46681798	2356131.4371583462	968544199.02965963	285.90287438690279	2.91722810732908	1	5.9835820694339479e-05	0.013803763555088951	0.01380362552611338	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	47	317	0.29154235978415582	1328.7716234575073	1328.7716234575073	0	0.0034408894048922555	125475.9941590439	125475.9941590439	0	24.702028326648779	14.071488647206216	0	0.00021940742459983684	0.0079979096220200371	0.0079976171765966438	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	inclusive_mhh	inclusive_ge4b	1635	9619	12.633851810644078	6404516.301610006	144356.16097866744	6260160.1406313386	0.16051691430987924	5605683162660.165	15255895.84765625	5605667906764.3174	994.37627654103846	7.3171864815355327	6.9910679045149253	1.9726473031957312e-06	0.0049922072977032468	0.0049923179733943491	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	inclusive_mhh	exactly4b	1590	9121	12.271507787839006	5913270.4192289524	141672.46607488208	5771597.9531540703	0.15585781991230424	5397376988597.0859	14982341.973632812	5397362006255.1123	966.20049909414274	6.4784741041438521	6.1717822325512097	2.0752488754673123e-06	0.0050464277203781747	0.0050463594632058533	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	inclusive_mhh	ge5b	45	498	0.36234402280508204	491245.88238105469	2683.6949037859449	488562.18747726874	0.0046590943975749026	208306174063.07904	273553.87393188477	208305900509.20511	28.179980841536292	1.1584991085442526	1.1458773392836559	7.3760215769913626e-07	0.00051697749762481295	0.0005170699452674213	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	low_mhh	inclusive_ge4b	623	2729	5.4063884436698606	1706377.0995153235	56654.418415317312	1649722.6811000062	0.070877133278663573	914457037670.59595	5903344.9239501953	914451134325.672	412.39021178987144	3.1841001663319077	2.9761950336938723	3.1683432959839192e-06	0.0041387551970352562	0.0041387369916929253	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	low_mhh	exactly4b	599	2590	5.1850323293476066	1674143.7494960353	55542.511149051599	1618601.2383469837	0.067932586269809303	913488385629.03223	5795502.3898925781	913482590126.64233	395.75352172817156	3.0681914932576317	2.8680020802752013	3.0971249218643548e-06	0.0040073298900757922	0.0040073252069123648	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	low_mhh	ge5b	24	139	0.22135611432225466	32233.350019288137	1111.907266265589	31121.442753022548	0.0029445470088542442	968652041.56361794	107842.53395831585	968544199.02965963	16.640430327825857	1.0726130838363643	1	6.8673009224854761e-06	0.0012329310800215153	0.0012329323005686079	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	high_mhh	inclusive_ge4b	1012	6890	7.2274633669743498	4698139.2020946909	87701.742563357577	4610437.4595313333	0.089639781031213353	4691226124989.5693	9352550.923828125	4691216772438.6455	582.73487641348765	4.705062466437389	4.5310491071594869	1.5383672249966425e-06	0.0033344403973706326	0.0033343601191973774	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	high_mhh	exactly4b	991	6531	7.0864754584915222	4239126.6697329283	86129.954925836064	4152996.7148070922	0.087925233642492676	4483888602968.0537	9186839.583984375	4483879416128.4697	571.14587409561477	4.0077255510196759	3.8465311201634549	1.6716828749394228e-06	0.0034418511977769716	0.0034419435426730487	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
cms_reference_outside_rhh125120_ge55	high_mhh	ge5b	21	359	0.14098790848282741	459012.53236176656	1571.7876375203487	457440.74472424621	0.0017145473887206593	207337522021.51544	165711.33999633789	207337356310.17545	11.593491360535763	1.0161812623732343	1.0092346051756982	3.0715481287057557e-07	0.00020809880981653088	0.0002082021260974105	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	inclusive_mhh	inclusive_ge4b	5758	6415	50.177597649466634	1503154.6939003093	120548.9308670219	1382605.7630332874	0.65838706266019897	745926373057.2373	12707908.677368164	745913665148.55994	3824.1810154936475	3.0290845255060521	2.5627613292111162	3.3381526101793529e-05	0.040926822325474572	0.040926593847117429	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	inclusive_mhh	exactly4b	5273	4991	46.188449286838349	1490442.8427930505	109965.66980731464	1380477.1729857358	0.60682060061318321	745920948898.3064	11642767.385986328	745909306130.92041	3515.6565966400885	2.9780901996571791	2.5548913379560405	3.0989748791897591e-05	0.037833430197200223	0.037833230459382326	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	inclusive_mhh	ge5b	485	1424	3.9891483626284256	12711.851107255898	10583.261059704451	2128.5900475514463	0.051566462047012471	5424158.9308727086	1065141.2914126832	4359017.6394600254	308.59795354106507	29.791007349234164	1.0394304325633184	0.00031381333284744251	0.035381463266791896	0.035379613008645346	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	low_mhh	inclusive_ge4b	4333	5382	42.833908540145636	1300569.0832003991	101999.81272514979	1198569.2704752493	0.57855086837984537	712834922615.68823	10686001.751953125	712824236613.93628	3171.2746814528455	2.3728915159908022	2.0153190959830014	3.293474302398556e-05	0.037559602906348688	0.03755939393807764	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	low_mhh	exactly4b	3964	4299	39.570276956408691	1290036.79331149	93554.942936483771	1196481.8503750062	0.53556917448241093	712829722844.0968	9843552.8354492188	712819879291.26135	2923.6313309482912	2.334631784793531	2.0083177530067924	3.0673758424232883e-05	0.034839189372614134	0.034839007749099211	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	low_mhh	ge5b	369	1083	3.2636315837365886	10532.289888906756	8444.8697886637201	2087.4201002430364	0.042981693897424983	5199771.5913969912	842448.91649834346	4357322.6748986477	247.80994299066253	21.333462125047848	1	0.00030986913749630481	0.031800923004814748	0.031799280864545795	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	high_mhh	inclusive_ge4b	1425	1033	7.3436891093208212	202585.61069990779	18549.118141869927	184036.49255803786	0.079836194280341041	33091450441.548943	2021906.9253845215	33089428534.623558	675.50526700941418	1.2402275849209816	1.023572545461914	3.6249806113816769e-05	0.016315860577150919	0.01631576079679551	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	high_mhh	exactly4b	1309	692	6.6181723304289761	200406.04948155899	16410.726870829531	183995.32261072946	0.071251426130753762	33091226054.209465	1799214.5504684448	33089426839.658997	614.72741492749606	1.2136928563182103	1.0231146917918417	3.3023815137067347e-05	0.014783683559429318	0.014783603249169965	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
optimized_nominal_sr_rhh125120_lt34	high_mhh	ge5b	116	341	0.72551677889183952	2179.5612183491339	2138.391271040724	41.169947308409853	0.0085847681495874444	224387.33947570517	222692.37491432793	1694.9645613772436	61.314946109393311	21.170923081629144	1	0.00033287286119055101	0.015540426185644942	0.015539564155906387	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	inclusive_mhh	inclusive_ge4b	5366	5705	46.830634618260355	1456868.082115504	105439.59612493636	1351428.4859905676	0.61468964484709021	744952776201.60522	11133656.84375	744941642544.76147	3567.830297994627	2.8491263828950522	2.4516805725987014	3.214473238390812e-05	0.038798946083270898	0.038798737447601886	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	inclusive_mhh	exactly4b	4910	4405	43.072953897556729	1445769.5333373456	96469.637394329533	1349299.895943016	0.56609441822461082	744947520935.07385	10237407.951904297	744937283527.12195	3277.3320098784711	2.8059017377529636	2.4439778347133148	2.9792406676414859e-05	0.035822436534530676	0.035822255328113145	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	inclusive_mhh	ge5b	456	1300	3.7576807207035099	11098.548778155628	8969.9587306041813	2128.5900475514463	0.048595226622474591	5255266.5314286891	896248.89196866378	4359017.6394600254	290.56690091072602	23.43892250648852	1.0394304325633184	0.00033857406006985774	0.035668658764450571	0.035666646306256315	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	low_mhh	inclusive_ge4b	4032	4815	39.964479056699929	1257141.3407657698	89749.347333240323	1167391.9934325295	0.54009057057802223	711861634680.51257	9420670.3747558594	711852214010.13782	2957.2069450575223	2.2201004713109054	1.9144480265828978	3.1789964867718163e-05	0.035643644386750759	0.035643452587713904	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	low_mhh	exactly4b	3687	3808	36.909986882712317	1247866.7223358275	82562.149003541097	1165304.5733322864	0.49985596749717359	711856565552.90417	8708865.4412841797	711847856687.46289	2725.4793785965926	2.1874790963031927	1.9076193541527287	2.9578468775593369e-05	0.0330415026068408	0.033041340123928252	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	low_mhh	ge5b	345	1007	3.0544921739874438	9274.6184299403594	7187.1983296973231	2087.4201002430364	0.04023460308082194	5069127.6084258566	711804.93352720886	4357322.6748986477	231.88801992675062	16.969102706747833	1	0.00032933885065577687	0.031716918859152912	0.031715178163442145	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	high_mhh	inclusive_ge4b	1334	890	6.8661555615597507	199726.74134973215	15690.248791694292	184036.49255803786	0.074599074269047716	33091141521.092575	1712986.4690170288	33089428534.623558	631.96618265675568	1.2054818714777817	1.023572545461914	3.4377747892740847e-05	0.015363689820080384	0.015363602992460266	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	high_mhh	exactly4b	1223	597	6.1629670148436819	197902.81100151691	13907.488390787446	183995.32261072946	0.066238450727395301	33090955382.169571	1528542.5105743408	33089426839.658997	573.41562202846558	1.1835718295219038	1.0231146917918417	3.114138189172282e-05	0.013853638850328748	0.013853565789333385	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_purity_sr_rhh125120_lt31p5	high_mhh	ge5b	111	293	0.70318854671606867	1823.9303482152529	1782.7604009068432	41.169947308409853	0.0083606235416526474	186138.92300283207	184443.95844145483	1694.9645613772436	59.14321219813155	17.872252946741281	1	0.00038553475871715755	0.016465224768913669	0.016464166953624626	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	inclusive_mhh	inclusive_ge4b	5977	6849	52.138286764939906	1510815.3120213856	128209.54898809828	1382605.7630332874	0.6842826375740525	745927150922.37317	13485773.813232422	745913665148.55994	3972.6288488343016	3.0600346216326662	2.5627613292111162	3.4510033324445078e-05	0.042418085927320548	0.042417845797402334	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	inclusive_mhh	exactly4b	5472	5369	47.99791766170668	1497670.6925314725	117193.51954573672	1380477.1729857358	0.63080817560655467	745921685493.20898	12379362.288574219	745909306130.92041	3652.1405221876703	3.0070415526056209	2.5548913379560405	3.2048378793189234e-05	0.039220599772398737	0.039220391676930935	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	inclusive_mhh	ge5b	505	1480	4.1403691032333931	13144.619489909872	11016.029442358426	2128.5900475514463	0.053474461967491581	5465429.1641182732	1106411.5246582478	4359017.6394600254	320.57650849168203	31.613440838070559	1.0394304325633184	0.00031498584697804607	0.036113123221118711	0.036111227591168617	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	low_mhh	inclusive_ge4b	4503	5732	44.524000303516651	1306520.0889669943	107950.81849174504	1198569.2704752493	0.60140386835274418	712835518954.87256	11282340.936279297	712824236613.93628	3296.2651345381978	2.3946544433939567	2.0153190959830014	3.4078312824657557e-05	0.038952571295723062	0.038952353463379566	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	low_mhh	exactly4b	4118	4615	41.129491105680962	1295737.1332521143	99255.282877108082	1196481.8503750062	0.55673431706301857	712830293737.80579	10414446.544433594	712819879291.26135	3038.4960775119739	2.355307754507352	2.0083177530067924	3.1742156684552088e-05	0.036132239773260903	0.036132044763669921	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	low_mhh	ge5b	385	1117	3.3945091978354598	10782.955714877808	8695.5356146347713	2087.4201002430364	0.044669551289723074	5225217.0666407458	867894.39174209815	4357322.6748986477	257.95407299827775	22.252115551587313	1	0.00031480322163911684	0.032689485027485782	0.03268777012961422	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	high_mhh	inclusive_ge4b	1474	1117	7.6142864614227994	204295.22305438848	20258.730496350618	184036.49255803786	0.082878769221288354	33091631967.500641	2203432.8770828247	33089428534.623558	699.54415179363434	1.2612414583793232	1.023572545461914	3.7270996098600339e-05	0.01684612836818343	0.016846022691201331	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	high_mhh	exactly4b	1354	754	6.8684265560248594	201933.55927935659	17938.236668627127	183995.32261072946	0.074073858543520055	33091391755.40316	1964915.7441635132	33089426839.658997	636.86817837079423	1.2322589108562148	1.0231146917918417	3.4013299129358783e-05	0.015284562375092887	0.015284476840504926	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
higher_efficiency_sr_rhh125120_lt35p5	high_mhh	ge5b	120	363	0.74585990539793534	2361.6637750320988	2320.4938277236888	41.169947308409853	0.0088049106777684481	240212.09747751406	238517.13291613682	1694.9645613772436	63.181447130955988	23.218879668710116	1	0.00031581968326028879	0.01534787408989678	0.015347066325653568	False	False	secondary_closure_projection_included_in_B	train_partition_contribution_only	False
