ordinal	sample_class	process_or_mode	campaign	source_tag	remote_bundle_path	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	n_events	sigma_gen_pb	event_weight_convention	sum_event_weights	sum_squared_event_weights	min_event_weight	max_event_weight	weights_uniform_positive	per_event_generator_weight_transport_required	source_bundle_size_bytes	source_bundle_sha256	small_provenance_members_opened	identity_pass	exact_metadata_recovered	normalization_denominator_authorized	status
105	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1138_seed1211138	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1138_seed1211138_bundle.tar.gz	1	75	100	1138	1211138	10000	3077073.9300853517	pythia_info_weight_normalized_to_sigma_gen	10001.226103883886	10002.546034103118	1	1.149618963968283	False	True	1658838603	2e0c4aa6b461e963d8a562fa7ea52710d2417cd9db390a9020dbe3420322b8a9	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
106	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139_bundle.tar.gz	1	75	100	1139	1211139	10000	3064022.0715054814	pythia_info_weight_normalized_to_sigma_gen	10002.081200435825	10004.347804489986	1	1.166639186728816	False	True	1668493652	331becfbb798cfead01f6fa7f5b6698d4733b85f18d26920c8a6a11e31d69962	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
107	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140_bundle.tar.gz	1	75	100	1140	1211140	10000	3082127.483955461	pythia_info_weight_normalized_to_sigma_gen	10001.80585656706	10003.7686149594	1	1.1636343403634342	False	True	1662210673	e22a3eaf59c01b04aa1866604317a2ccc9342201f6e75b7c046fd71d14690ee0	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
108	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141_bundle.tar.gz	1	75	100	1141	1211141	10000	3054217.456179522	pythia_info_weight_normalized_to_sigma_gen	10001.018562382702	10002.131887353544	1	1.1367716349885006	False	True	1672782167	6fd20f3032154c097da4d571269215d255ef7964cba16f9f4ecb2894ad2d2218	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
109	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142_bundle.tar.gz	1	75	100	1142	1211142	10000	3088826.917733398	pythia_info_weight_normalized_to_sigma_gen	10002.043260729311	10004.24209251982	1	1.1244478344167428	False	True	1671389696	8bd3ecfeac4b43f7657d119e7107d69bd5a37581db930f860b57ff6d835d2e90	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
110	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143_bundle.tar.gz	1	75	100	1143	1211143	10000	3065762.084708132	pythia_info_weight_normalized_to_sigma_gen	10000.084040522781	10000.174326259086	1	1.0788564446226125	False	True	1670212203	dee2ccdbc07a6a98eceabed29f3a398ec8d666cd1c486363b9e8b95c2013bdd4	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
111	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144_bundle.tar.gz	1	75	100	1144	1211144	10000	3077374.4030038966	pythia_info_weight_normalized_to_sigma_gen	10000.72077263621	10001.487272579368	1	1.0962041284368638	False	True	1666251461	1d3d3fbc56928a9ef6b891795a0dca670cbead39845f2b7488df388636be74f2	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
112	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1145_seed1211145	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1145_seed1211145_bundle.tar.gz	1	75	100	1145	1211145	10000	3079402.3767204806	pythia_info_weight_normalized_to_sigma_gen	10001.565907173343	10003.271201285368	1	1.1746800270181024	False	True	1670044016	023bcec6140670d30ddfd1075b77d6aa15fd41e2a7feadc6dcfdd524065903ae	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
113	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146_bundle.tar.gz	1	75	100	1146	1211146	10000	3061834.9165747557	pythia_info_weight_normalized_to_sigma_gen	10001.774466155875	10003.678997737403	1	1.1300668648148275	False	True	1671469183	b7636f4ddd4f258daf5bcaedd1d3191e59e5e80475bd8ef05f046d3ca55693da	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
114	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147_bundle.tar.gz	1	75	100	1147	1211147	10000	3048024.914352998	pythia_info_weight_normalized_to_sigma_gen	10001.26169193511	10002.629850041081	1	1.1703611043809838	False	True	1659414908	d8242407e95d6c158051fe13e412cfcd78526eba4ce28d9c5e2c553e22d669c0	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
115	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148_bundle.tar.gz	1	75	100	1148	1211148	10000	3059763.4185958155	pythia_info_weight_normalized_to_sigma_gen	10002.292484825313	10004.8228902074	1	1.2125463590946821	False	True	1661872171	7c40ed6e510ee48ec288798c499f6f0f7cab0355616a6ba32e5b69e4fc786772	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
116	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149_bundle.tar.gz	1	75	100	1149	1211149	10000	3049995.9756736634	pythia_info_weight_normalized_to_sigma_gen	10001.132886471616	10002.371414986417	1	1.1488493487173368	False	True	1666357164	1490ff9099a8ad3b03fb55db3ad477380eb89085cf2037f600476f5ed94bbd1a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
117	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1150_seed1221150_bundle.tar.gz	2	100	200	1150	1221150	10000	1249930.5408977398	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1728006826	17f8650877b1515653fc59fd7be29c1c38911771e0b03643d7eaeb8eba4d9d13	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
118	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151_bundle.tar.gz	2	100	200	1151	1221151	10000	1251067.9625934763	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1714309030	71395ef43306fb145e6efe567c4c3d7a633527b5e8eab0f7665fca716ab256fc	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
119	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1152_seed1221152	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1152_seed1221152_bundle.tar.gz	2	100	200	1152	1221152	10000	1244014.919390619	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1724685502	f90abbaa68737bc5823592b56bdb5d207f9962d754b54d688461fd2366726dce	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
120	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1153_seed1221153	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1153_seed1221153_bundle.tar.gz	2	100	200	1153	1221153	10000	1245383.1114522552	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1722201007	ecc5b9d905fff3cf18b10a086b0aad62dcf577e67ab450f7a3899ccdd626f92a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
121	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1154_seed1221154_bundle.tar.gz	2	100	200	1154	1221154	10000	1241662.9743855745	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1727987625	b12d53b0cfbacd1ab43d0054367e1ea7c29bb19ac6062122b114b80956183039	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
122	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1155_seed1221155_bundle.tar.gz	2	100	200	1155	1221155	10000	1240958.3566176922	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1728268876	30271a3b1a2a9c819ec23d93240ba563b1038a8dae88a8df77b45635379ff7fa	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
123	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1156_seed1221156	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1156_seed1221156_bundle.tar.gz	2	100	200	1156	1221156	10000	1248791.1924266953	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1733113628	ab53eb669f9cf20e769ea2238016dc0c1bdde261c8dae26a507e2ab2e673315e	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
124	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1157_seed1221157	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1157_seed1221157_bundle.tar.gz	2	100	200	1157	1221157	10000	1240404.7133800846	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1736886456	5e993f1f3f8222bb141ca32b093fb0e7fa25aeb4d73fcbd2d1133ddf48037b78	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
125	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1158_seed1221158	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1158_seed1221158_bundle.tar.gz	2	100	200	1158	1221158	10000	1247721.2466689204	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1715953387	3588ea2e8f65b54fa37c64371ab89e53f37001a2c2755d258c4ee099e7477de0	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
126	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1159_seed1221159	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1159_seed1221159_bundle.tar.gz	2	100	200	1159	1221159	10000	1239475.8642890328	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1723557430	e323d3b9f9e30ce3558cea53722c57f58667a35a14d62441cc7ed6ad4b0f1570	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
127	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1160_seed1221160	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1160_seed1221160_bundle.tar.gz	2	100	200	1160	1221160	10000	1248058.321319266	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1719386471	c7a67c15104872a31c32c6629e13799a148d26ab40fa50333e37b4f268725817	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
128	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1161_seed1221161	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1161_seed1221161_bundle.tar.gz	2	100	200	1161	1221161	10000	1251290.187472458	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1734856350	455bbdd4f852385ce2d2efd6aaa9c4d348f5253112b4ad17eeec48d9ae6e1d21	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
129	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162_bundle.tar.gz	2	100	200	1162	1221162	10000	1248089.9644063418	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1742070345	4ee2fae15cae2cb6779a610981189d7a1d35392bcfa9c94629040297bab55a0a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
130	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1163_seed1221163	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1163_seed1221163_bundle.tar.gz	2	100	200	1163	1221163	10000	1244232.1692420035	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1738468767	6e1a0fe90b1741cf11f142341522ce17e38ea90868f4d28eddc30205d277b2f1	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
131	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1164_seed1221164	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1164_seed1221164_bundle.tar.gz	2	100	200	1164	1221164	10000	1237628.2348708073	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1720886908	6909a09aaa82121c06d6beb28b9f94b3dc2249c8bcd3fb08e3ffa749b2669808	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
132	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1165_seed1221165	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1165_seed1221165_bundle.tar.gz	2	100	200	1165	1221165	10000	1239937.5461145793	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1726906551	2eba2d8801f05bc18b9c6855e5a75d5aa4478299719d8e439ec72905861488a4	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
133	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1166_seed1221166_bundle.tar.gz	2	100	200	1166	1221166	10000	1233851.0374568847	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1730279005	873d2a442c235399a1b3a9af9f353d24ca43ef5dc9f8d98b23eee641d4e9eee0	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
134	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167_bundle.tar.gz	2	100	200	1167	1221167	10000	1248157.852865032	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1724265904	9c60bae69d5926ab3b7ff2b47b0bd96263248f45d8c565e1c2e7a0c3435f8e87	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
135	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1168_seed1221168	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1168_seed1221168_bundle.tar.gz	2	100	200	1168	1221168	10000	1248135.7994304618	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1731205656	2e09080ad0c8b69764aa19deb9f60a93c9991ecef95412d8ba4e9ac25ed994d7	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
136	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1169_seed1221169_bundle.tar.gz	2	100	200	1169	1221169	10000	1244217.9362017903	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1728237475	5da144bfe78cb84cfeb6c586e7fc971802287a4ab0c89942a176f1ad99988401	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
137	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1170_seed1221170	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1170_seed1221170_bundle.tar.gz	2	100	200	1170	1221170	10000	1256392.1207476903	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1725288627	710705c1d531447a9326aa3e29a0a1035c084d648c34e7b8d0ffa206619a65a3	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
138	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1171_seed1221171	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1171_seed1221171_bundle.tar.gz	2	100	200	1171	1221171	10000	1254388.395406462	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1730064137	8029e1f3fd7404d3811090e41de54c1df98986d408c402644e57cbffbc5b7d3f	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
139	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1172_seed1221172	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1172_seed1221172_bundle.tar.gz	2	100	200	1172	1221172	10000	1243636.2273164396	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1715287293	b382b876c9f773795a9e5f00c581c071c9ca1d94d9d238bc830cb588bc371fec	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
140	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_bundle.tar.gz	2	100	200	1173	1221173	10000	1250570.8870962667	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1716946665	254245d5ebe3af2d51b04d934cc8657a55f11cd21f1a2dcc6ea5ffc2000b71f5	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
