sample,file,collection,radius_used_for_matching,event,jet_rank,jet_pt,jet_eta,jet_mass,n_constituents_dR,sum_const_pt,sum_const_pt_over_jet_pt,lead_const_pt_frac
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,7,0,71.37865447998047,1.851938247680664,7.74330997467041,11,69.05726897716522,0.9674778752874037,0.43050947782489973
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,7,1,69.97559356689453,1.7010996341705322,13.79884147644043,24,69.30760243535042,0.9904539411887155,0.11356645062236899
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,7,2,31.725933074951172,2.0744807720184326,5.570077896118164,10,30.359721422195435,0.9569370694463699,0.3498815643270263
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,8,0,154.20924377441406,-0.8166965842247009,31.17715072631836,21,153.15657863020897,0.9931737870023862,0.12731759322346817
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,8,1,119.18106842041016,0.1258913278579712,15.275506019592285,17,116.49143552780151,0.9774323814322508,0.4178962291429857
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,8,2,73.48356628417969,-0.13632339239120483,10.660881996154785,17,70.70205295085907,0.9621478178867395,0.16228857465906624
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,8,3,47.237064361572266,-0.8999031782150269,9.86829948425293,12,45.04691982269287,0.9536350412863274,0.25631020427830403
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,8,4,33.04618453979492,1.2035179138183594,1.9079660177230835,4,30.47132682800293,0.9220830559518515,0.353971841448956
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,9,0,71.63770294189453,0.475696325302124,10.579117774963379,10,68.9420859515667,0.9623715323128904,0.21988275613610506
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,9,1,70.42840576171875,1.3847030401229858,8.936463356018066,11,67.89328646659851,0.9640043066756709,0.27995940780422157
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,9,2,42.365787506103516,-0.28516876697540283,7.7728118896484375,17,39.866473495960236,0.9410063129409972,0.11496958017112029
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,9,3,41.48058319091797,-0.25311851501464844,5.8613457679748535,9,38.80349665880203,0.9354616949382217,0.4775298288412544
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,9,4,31.69566535949707,1.1264605522155762,8.209737777709961,11,29.529750108718872,0.9316652537117597,0.1523100045198183
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,9,5,26.199739456176758,1.4312289953231812,5.176088809967041,9,23.883836328983307,0.9116058718420781,0.3492584996864558
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,10,0,104.47297668457031,0.8890172243118286,22.923677444458008,23,102.56074863672256,0.9816964337713738,0.16296320952298968
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,10,1,87.61348724365234,1.9462357759475708,19.86471939086914,20,85.98070561885834,0.981363809658058,0.17421200765575795
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,10,2,76.34752655029297,1.3263543844223022,4.883496284484863,5,73.83962696790695,0.9671515280755825,0.8129079831510541
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,10,3,67.81864166259766,2.249842643737793,9.05113410949707,22,65.80077391862869,0.9702461197319758,0.12515502041431903
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,10,4,44.760528564453125,-0.03632263094186783,6.975462436676025,10,41.95379617810249,0.9372944762636334,0.21987603055923133
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,10,5,39.54447937011719,1.2845653295516968,4.749068260192871,10,37.35573214292526,0.9446510040831159,0.3081730429959567
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,11,0,69.57284545898438,-1.2736129760742188,15.099128723144531,21,66.02982690930367,0.9490746924851673,0.23114391953057223
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,11,1,64.73613739013672,-1.089837670326233,11.230224609375,19,62.378942370414734,0.9635876480316367,0.14673901023595745
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,11,2,51.88784408569336,-0.8376675844192505,6.542189121246338,10,49.380274415016174,0.9516732730977239,0.5030573548602677
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,11,3,39.92235565185547,-2.4184820652008057,2.9124398231506348,5,37.73111653327942,0.9451124793916261,0.46900057162527653
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,11,4,24.086130142211914,-1.055019736289978,6.059378147125244,7,21.803190112113953,0.9052176494680224,0.4261815390800407
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,11,5,23.218563079833984,0.4779699742794037,6.065396308898926,6,20.51865118741989,0.883717528809565,0.32434506405935015
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,12,0,106.38591766357422,2.0249533653259277,15.366994857788086,11,104.540496468544,0.9826535199812252,0.5297959153839057
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,12,1,81.1998291015625,2.392625331878662,8.783865928649902,17,79.23850816488266,0.9758457504359194,0.39131305762933555
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,12,2,75.60392761230469,1.0564242601394653,12.39749813079834,15,73.4362781047821,0.9713288770044032,0.26556194225864516
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,12,3,40.108097076416016,1.6717565059661865,6.936101913452148,14,39.30665224790573,0.980017879507389,0.170404416323665
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,12,4,31.403596878051758,-0.9746541976928711,8.648392677307129,10,29.156190991401672,0.9284347619357954,0.5546271294123784
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,13,0,232.6854248046875,-0.9343225359916687,36.08110046386719,32,230.90843033790588,0.9923631036698014,0.1338740852010996
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,13,1,131.73995971679688,-1.5991424322128296,14.136268615722656,13,129.826552182436,0.9854758758202586,0.28249028585547037
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,13,2,93.54676055908203,-2.1234488487243652,11.170565605163574,21,91.51427212357521,0.9782730217127813,0.3685958092483411
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,13,3,62.783111572265625,-0.8622023463249207,10.746589660644531,11,60.816739439964294,0.9686799191206386,0.2849485438013357
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,13,4,24.122297286987305,-2.0785040855407715,2.5815372467041016,3,21.857192397117615,0.9060991221971386,0.6953451066555422
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,0,135.71676635742188,0.5719871520996094,24.378637313842773,29,140.5230924487114,1.0354143870377197,0.11889049192908115
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,1,125.40335845947266,0.8101508021354675,18.816574096679688,22,125.26668012142181,0.998910090290006,0.12516058957488704
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,2,125.0135498046875,-0.23080147802829742,16.043006896972656,22,122.52523747086525,0.9800956589288936,0.2546523505338965
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,3,88.35503387451172,-1.204153060913086,8.090059280395508,13,85.94072669744492,0.972674933490538,0.3954690824205039
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,4,86.31487274169922,0.16253522038459778,10.121593475341797,18,83.53524494171143,0.9677966529788448,0.12156583924526526
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,5,48.520870208740234,-0.4343387186527252,4.111077785491943,9,45.692115902900696,0.9417002561233953,0.2952027365345013
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,6,33.542728424072266,-1.4049099683761597,6.073413372039795,10,30.898425817489624,0.9211661444724654,0.25319071430998175
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,14,7,25.213056564331055,1.891927719116211,5.243373394012451,9,23.019317269325256,0.9129919337860335,0.3583961761082905
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,0,109.95509338378906,-0.8312081694602966,14.626049041748047,24,107.51074779033661,0.9777696010413937,0.11967200622069686
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,1,106.74048614501953,-0.2296401560306549,0.10871154069900513,1,103.74427032470703,0.9719299028089324,1.0
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,2,103.18738555908203,0.4445573389530182,12.991093635559082,22,114.26428133249283,1.107347382758026,0.16215105935521795
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,3,81.95480346679688,0.3405922055244446,7.50669002532959,22,105.95712840557098,1.2928727045083868,0.10972233962806605
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,4,77.322021484375,-0.012789839878678322,11.08596420288086,11,74.51079404354095,0.9636426028851026,0.2978330908319685
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,5,33.457374572753906,0.9131355881690979,7.439340114593506,11,31.376243591308594,0.9377975406611825,0.2626633507167213
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,15,6,23.24064064025879,-0.7097964882850647,4.642435550689697,7,22.06363093852997,0.949355539722518,0.42264186435857687
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,16,0,40.2504997253418,-1.3392729759216309,6.325952053070068,13,37.79929733276367,0.9391013177648863,0.2885790634421178
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,16,1,34.36964416503906,-1.8071388006210327,4.059302806854248,11,32.10076156258583,0.9339858570674076,0.27381372137876187
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,16,2,27.332366943359375,-0.034447021782398224,4.715444087982178,8,24.538838803768158,0.8977941374276066,0.5209328702401663
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,0,84.45951080322266,-0.7017766237258911,11.553794860839844,13,81.76187634468079,0.968060027427498,0.3384701900436196
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,1,47.96543502807617,1.541347861289978,9.06131362915039,10,45.76503926515579,0.9541253871327885,0.3104467405123452
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,2,34.932132720947266,-0.22558839619159698,7.252669334411621,4,31.086692690849304,0.8899168264126049,0.6348937157975736
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,3,34.02524948120117,1.523118257522583,10.790282249450684,10,32.05821990966797,0.9421891212694861,0.1747844594216712
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,4,27.093303680419922,1.2681083679199219,3.8001620769500732,13,36.49051809310913,1.3468463840192544,0.16986670297320408
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,5,27.00151824951172,-0.10841982066631317,6.428342342376709,12,24.903880029916763,0.9223140639644258,0.18035280593358288
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,17,6,23.850858688354492,0.9166644215583801,3.3084142208099365,8,28.023274958133698,1.1749377799892984,0.2906180212742317
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,0,72.27436828613281,-0.7907481789588928,6.806700229644775,9,69.61917793750763,0.9632623513482216,0.643008897996367
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,1,61.9855842590332,-0.4508117437362671,9.191733360290527,14,63.80163922905922,1.029298021334071,0.38774746739142746
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,2,43.9449462890625,-0.185574010014534,4.8740153312683105,13,47.59887760877609,1.083147930041344,0.2233711789301989
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,3,41.42580795288086,-0.6172063946723938,5.485223293304443,10,38.79079967737198,0.9363921090324653,0.22514163820657332
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,4,38.016212463378906,-1.1814864873886108,1.0703608989715576,3,35.419212341308594,0.9316870368248281,0.4926326347607856
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,5,36.16996765136719,-0.11266952753067017,3.5107412338256836,6,33.263715744018555,0.9196501380548296,0.4515680456051964
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,6,32.65039825439453,-0.28771474957466125,4.508411884307861,7,29.815420031547546,0.9131717107779714,0.2964153302050202
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,18,7,28.672155380249023,-0.857112467288971,7.891791343688965,10,26.351479053497314,0.9190616716471088,0.2737083835228297
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,19,0,105.87242126464844,-0.4193919003009796,9.999914169311523,17,103.11536026000977,0.9739586478546016,0.245215626475501
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,19,1,98.99807739257812,0.04005055129528046,10.215767860412598,15,96.20943892002106,0.9718313875783801,0.1543006066355871
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,19,2,89.19538879394531,2.274794578552246,9.9954252243042,27,87.14311492443085,0.9769912559688985,0.11377074559247376
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,19,3,23.828340530395508,2.238560914993286,2.6519052982330322,4,21.69734239578247,0.9105687560619369,0.38965351998923137
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,20,0,89.30445098876953,0.46675556898117065,7.976615905761719,15,86.47872710227966,0.9683585324672651,0.30336778009607357
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,20,1,73.72171783447266,-0.39315366744995117,3.978266477584839,5,70.81668728590012,0.9605946438321581,0.7259624986307734
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,20,2,72.2348403930664,-1.5267512798309326,13.434638023376465,19,69.46264716982841,0.9616224911946495,0.2170205851259117
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,20,3,55.80545425415039,0.7474498748779297,10.739946365356445,17,59.61301666498184,1.0682292163323492,0.13286313844216383
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,20,4,52.95397186279297,0.7559005618095398,8.498741149902344,8,50.96144542098045,0.962372483654762,0.2257685050791065
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,20,5,39.063472747802734,-0.5383703112602234,6.989253044128418,12,36.496197164058685,0.9342793816535818,0.23072028516892548
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,21,0,63.985809326171875,-2.24656081199646,10.748976707458496,17,63.71860593557358,0.9958240210851095,0.16424207044088285
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,21,1,56.241363525390625,-0.0859360322356224,2.293377637863159,7,53.25709533691406,0.9469381963485062,0.42990469612982657
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,21,2,42.094390869140625,-0.748332142829895,5.766478538513184,11,39.48487812280655,0.9380080649118715,0.26569523340207085
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,21,3,40.523563385009766,-1.3367366790771484,6.481595039367676,9,38.03005075454712,0.9384675871968102,0.20122923765952286
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,21,4,25.314863204956055,0.24143560230731964,1.6589850187301636,2,22.47010236978531,0.887624878233045,0.9568937750940678
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,22,0,96.84183502197266,-1.899567723274231,11.440518379211426,15,94.83240365982056,0.9792503791187334,0.3761336154058093
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,22,1,62.6523323059082,-2.379943609237671,8.490143775939941,13,60.67033916711807,0.968365213778271,0.5168748200947207
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,22,2,60.93684768676758,-2.055077314376831,9.245625495910645,10,58.9279491007328,0.967033106202653,0.5439399318501197
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,22,3,35.6169548034668,-2.3742635250091553,5.054917812347412,13,33.557838410139084,0.9421871857184352,0.2775277239463818
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,22,4,35.30722427368164,-1.8914276361465454,7.2013349533081055,12,57.16035598516464,1.6189422182296145,0.2771037965222552
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,23,0,82.05162811279297,0.5214013457298279,5.788671493530273,13,79.21243670582771,0.9653975006679656,0.18672505954309368
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,23,1,76.78094482421875,-0.9464111924171448,7.018967151641846,14,74.23861813545227,0.9668885724890877,0.14726302981707523
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,23,2,44.058197021484375,-1.016160488128662,9.82293701171875,11,41.770032465457916,0.9480649524784079,0.32009070652621135
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,24,0,197.8581085205078,0.31783512234687805,20.082244873046875,10,195.2337259054184,0.986736037078726,0.37127286802218834
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,24,1,129.57301330566406,-0.2934114336967468,10.394556045532227,20,126.80270421504974,0.9786197062186157,0.24208579941547498
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,24,2,50.99250411987305,0.2228579968214035,3.540466785430908,2,48.042778968811035,0.9421537498113879,0.9061582180026185
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,24,3,32.32772445678711,0.05916101485490799,4.425888538360596,8,29.549904853105545,0.9140731477282074,0.25740544988887093
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,24,4,31.10239601135254,-0.31765124201774597,2.5390899181365967,3,28.28911805152893,0.9095478702413554,0.7997834292842818
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,24,5,27.044954299926758,1.664200782775879,5.89951229095459,9,24.802135407924652,0.9170707087492406,0.2757050013770011
ttbar_ak4ak8_smoke10k,ttbar_10k_ak4ak8_delphes.root,Jet,0.4,25,0,124.16928100585938,1.5110281705856323,17.495105743408203,27,122.7634065747261,0.9886777597506832,0.23212823486948303
