row_index_in_production_2M_val_h5,process_label,score_2M_f32,u_2M
204719,signal,0.9999985694885254,5.844509
205038,signal,1.0,inf
205147,signal,0.999998927116394,5.969447
205250,signal,0.9999969005584717,5.508717
205354,signal,0.9999992847442627,6.145539
205660,signal,0.9999994039535522,6.224720
205757,signal,1.0,inf
205799,signal,0.9999978542327881,5.668417
205903,signal,0.9999994039535522,6.224720
206012,signal,0.999998927116394,5.969447
206107,signal,0.9999986886978149,5.882297
206400,signal,0.9999998807907104,6.923690
206435,signal,0.9999983310699463,5.777562
206634,signal,0.9999970197677612,5.525750
206811,signal,0.9999996423721313,6.446569
206821,signal,0.9999995231628418,6.321630
207066,signal,0.9999980926513672,5.719570
207212,signal,0.9999973773956299,5.581267
207273,signal,0.9999973773956299,5.581267
207565,signal,0.9999990463256836,6.020600
207611,signal,0.9999982118606567,5.747599
207989,signal,0.9999995231628418,6.321630
208022,signal,0.9999988079071045,5.923690
208139,signal,1.0,inf
208213,signal,0.9999970197677612,5.525750
208380,signal,0.9999970197677612,5.525750
208739,signal,0.9999985694885254,5.844509
208792,signal,0.9999994039535522,6.224720
208825,signal,0.9999972581863403,5.561962
209335,signal,0.9999973773956299,5.581267
209356,signal,0.9999991655349731,6.078592
209384,signal,0.9999971389770508,5.543479
209460,signal,0.9999980926513672,5.719570
210077,signal,0.9999977350234985,5.644936
210126,signal,0.9999980926513672,5.719570
210281,signal,0.9999990463256836,6.020600
210367,signal,0.9999984502792358,5.809747
210523,signal,0.9999997615814209,6.622660
210525,signal,0.9999986886978149,5.882297
210656,signal,0.9999997615814209,6.622660
211005,signal,1.0,inf
211378,signal,0.9999977350234985,5.644936
211638,signal,0.9999991655349731,6.078592
211726,signal,0.9999977350234985,5.644936
211760,signal,0.9999972581863403,5.561962
211795,signal,0.9999969005584717,5.508717
211889,signal,0.9999991655349731,6.078592
212078,signal,0.9999991655349731,6.078592
212785,signal,0.9999974966049194,5.601471
212914,signal,0.9999984502792358,5.809747
213259,signal,0.9999982118606567,5.747599
213416,signal,0.9999983310699463,5.777562
213678,signal,0.9999971389770508,5.543479
214092,signal,0.9999982118606567,5.747599
214173,signal,0.9999991655349731,6.078592
214253,signal,0.9999974966049194,5.601471
214551,signal,0.9999971389770508,5.543479
214565,signal,1.0,inf
214747,signal,0.9999982118606567,5.747599
214807,signal,0.9999970197677612,5.525750
214875,signal,1.0,inf
215166,signal,0.9999997615814209,6.622660
215212,signal,0.9999998807907104,6.923690
215269,signal,1.0,inf
215376,signal,0.9999983310699463,5.777562
215461,signal,0.9999992847442627,6.145539
215619,signal,0.9999986886978149,5.882297
215783,signal,1.0,inf
215842,signal,0.999997615814209,5.622660
215983,signal,0.9999988079071045,5.923690
216059,signal,0.9999991655349731,6.078592
216131,signal,0.9999970197677612,5.525750
216173,signal,0.9999985694885254,5.844509
216179,signal,0.9999994039535522,6.224720
216264,signal,1.0,inf
216685,signal,0.9999973773956299,5.581267
216781,signal,1.0,inf
216942,signal,0.999998927116394,5.969447
217132,signal,0.9999990463256836,6.020600
217160,signal,0.9999990463256836,6.020600
217266,signal,0.9999985694885254,5.844509
217479,signal,0.9999998807907104,6.923690
217537,signal,0.9999969005584717,5.508717
217595,signal,0.9999971389770508,5.543479
217687,signal,0.9999979734420776,5.693241
217908,signal,0.999997615814209,5.622660
218166,signal,0.9999973773956299,5.581267
218387,signal,0.9999996423721313,6.446569
218428,signal,0.9999991655349731,6.078592
218439,signal,0.9999988079071045,5.923690
218682,signal,0.9999974966049194,5.601471
218840,signal,0.9999998807907104,6.923690
218861,signal,1.0,inf
218871,signal,0.9999982118606567,5.747599
218944,signal,0.999998927116394,5.969447
219073,signal,0.999997615814209,5.622660
219162,signal,0.9999971389770508,5.543479
219187,signal,0.9999969005584717,5.508717
219226,signal,0.9999969005584717,5.508717
219275,signal,0.9999985694885254,5.844509
219388,signal,0.9999977350234985,5.644936
219482,signal,0.999998927116394,5.969447
219561,signal,0.9999983310699463,5.777562
219808,signal,0.9999991655349731,6.078592
219864,signal,0.999997615814209,5.622660
220035,signal,0.999998927116394,5.969447
220157,signal,0.9999979734420776,5.693241
220191,signal,0.9999977350234985,5.644936
220334,signal,0.9999996423721313,6.446569
220345,signal,0.9999986886978149,5.882297
220577,signal,0.9999992847442627,6.145539
220908,signal,0.9999978542327881,5.668417
220910,signal,0.9999990463256836,6.020600
221073,signal,0.9999984502792358,5.809747
221141,signal,0.9999998807907104,6.923690
221277,signal,0.9999969005584717,5.508717
221302,signal,0.9999991655349731,6.078592
221449,signal,0.9999991655349731,6.078592
221538,signal,0.9999982118606567,5.747599
221634,signal,0.9999988079071045,5.923690
222011,signal,0.9999997615814209,6.622660
222077,signal,0.9999974966049194,5.601471
222189,signal,0.9999973773956299,5.581267
222587,signal,0.999997615814209,5.622660
222739,signal,1.0,inf
222778,signal,0.9999973773956299,5.581267
222896,signal,0.9999992847442627,6.145539
223088,signal,0.9999969005584717,5.508717
223331,signal,0.9999974966049194,5.601471
223684,signal,0.9999979734420776,5.693241
223719,signal,0.9999970197677612,5.525750
223748,signal,0.9999985694885254,5.844509
224013,signal,0.9999995231628418,6.321630
224018,signal,0.9999984502792358,5.809747
224027,signal,1.0,inf
224325,signal,0.9999988079071045,5.923690
224343,signal,0.999998927116394,5.969447
224357,signal,1.0,inf
224679,signal,0.9999984502792358,5.809747
224866,signal,0.9999970197677612,5.525750
225323,signal,0.9999998807907104,6.923690
225444,signal,0.9999974966049194,5.601471
225450,signal,0.9999983310699463,5.777562
225531,signal,0.9999997615814209,6.622660
225659,signal,1.0,inf
225751,signal,0.9999998807907104,6.923690
225806,signal,0.9999978542327881,5.668417
225907,signal,0.9999980926513672,5.719570
226212,signal,0.9999996423721313,6.446569
226225,signal,0.9999979734420776,5.693241
226247,signal,0.9999990463256836,6.020600
226471,signal,0.9999980926513672,5.719570
226483,signal,0.9999983310699463,5.777562
226562,signal,0.9999991655349731,6.078592
226807,signal,0.9999994039535522,6.224720
226959,signal,0.9999972581863403,5.561962
227191,signal,0.9999995231628418,6.321630
227290,signal,0.9999992847442627,6.145539
227297,signal,0.9999974966049194,5.601471
227413,signal,0.9999988079071045,5.923690
227569,signal,0.9999974966049194,5.601471
228186,signal,0.9999997615814209,6.622660
228191,signal,0.999997615814209,5.622660
228226,signal,0.9999990463256836,6.020600
228315,signal,0.9999979734420776,5.693241
228509,signal,0.9999998807907104,6.923690
228817,signal,0.9999990463256836,6.020600
228945,signal,0.9999994039535522,6.224720
228966,signal,1.0,inf
229348,signal,0.9999998807907104,6.923690
229362,signal,0.9999980926513672,5.719570
229575,signal,1.0,inf
229718,signal,0.9999970197677612,5.525750
230019,signal,0.9999995231628418,6.321630
230189,signal,0.9999970197677612,5.525750
230283,signal,0.9999996423721313,6.446569
230486,signal,0.9999970197677612,5.525750
230822,signal,0.9999995231628418,6.321630
230855,signal,0.9999980926513672,5.719570
230963,signal,0.9999994039535522,6.224720
231009,signal,0.9999985694885254,5.844509
231057,signal,0.9999998807907104,6.923690
231088,signal,0.9999998807907104,6.923690
231138,signal,0.9999995231628418,6.321630
231428,signal,1.0,inf
231610,signal,0.9999973773956299,5.581267
231644,signal,0.9999979734420776,5.693241
231684,signal,0.9999978542327881,5.668417
231740,signal,0.9999978542327881,5.668417
231773,signal,0.9999985694885254,5.844509
231866,signal,0.9999980926513672,5.719570
231919,signal,0.9999995231628418,6.321630
231958,signal,0.9999991655349731,6.078592
232268,signal,1.0,inf
232680,signal,0.9999971389770508,5.543479
232969,signal,0.999998927116394,5.969447
232991,signal,0.9999997615814209,6.622660
233150,signal,0.9999997615814209,6.622660
233167,signal,0.9999985694885254,5.844509
233582,signal,0.9999977350234985,5.644936
233831,signal,0.9999995231628418,6.321630
233875,signal,0.9999983310699463,5.777562
233987,signal,1.0,inf
234060,signal,0.9999977350234985,5.644936
234207,signal,0.9999994039535522,6.224720
234383,signal,0.9999982118606567,5.747599
234411,signal,0.9999973773956299,5.581267
234830,signal,0.9999994039535522,6.224720
234885,signal,0.9999998807907104,6.923690
234909,signal,0.9999997615814209,6.622660
235024,signal,0.9999997615814209,6.622660
235269,signal,0.9999994039535522,6.224720
235325,signal,0.999998927116394,5.969447
235339,signal,0.9999982118606567,5.747599
235417,signal,0.9999985694885254,5.844509
235585,signal,0.9999974966049194,5.601471
235649,signal,0.9999978542327881,5.668417
235695,signal,0.9999997615814209,6.622660
236060,signal,0.9999997615814209,6.622660
236253,signal,0.9999995231628418,6.321630
236783,signal,0.9999998807907104,6.923690
236946,signal,0.9999994039535522,6.224720
237040,signal,0.9999978542327881,5.668417
237118,signal,0.9999992847442627,6.145539
237775,signal,0.9999979734420776,5.693241
237781,signal,0.9999991655349731,6.078592
237790,signal,0.9999991655349731,6.078592
237796,signal,0.9999992847442627,6.145539
237929,signal,1.0,inf
237991,signal,0.9999979734420776,5.693241
238026,signal,0.9999984502792358,5.809747
238139,signal,0.9999986886978149,5.882297
238358,signal,0.9999997615814209,6.622660
239375,signal,0.9999986886978149,5.882297
239487,signal,0.9999978542327881,5.668417
239628,signal,0.9999986886978149,5.882297
239779,signal,0.9999969005584717,5.508717
239788,signal,0.9999985694885254,5.844509
240034,signal,0.9999992847442627,6.145539
240453,signal,0.9999970197677612,5.525750
240622,signal,0.9999974966049194,5.601471
241159,signal,0.9999970197677612,5.525750
241199,signal,0.9999988079071045,5.923690
241222,signal,0.9999983310699463,5.777562
241475,signal,0.9999985694885254,5.844509
241492,signal,0.9999982118606567,5.747599
241920,signal,0.9999998807907104,6.923690
242150,signal,0.9999971389770508,5.543479
242319,signal,0.9999978542327881,5.668417
242396,signal,1.0,inf
242414,signal,0.9999972581863403,5.561962
242520,signal,0.9999998807907104,6.923690
242664,signal,0.9999994039535522,6.224720
242676,signal,0.9999998807907104,6.923690
242836,signal,0.9999994039535522,6.224720
243422,signal,0.9999983310699463,5.777562
243585,signal,0.9999998807907104,6.923690
243677,signal,0.9999997615814209,6.622660
243735,signal,0.9999998807907104,6.923690
244328,signal,0.9999991655349731,6.078592
244421,signal,0.9999977350234985,5.644936
244557,signal,0.9999978542327881,5.668417
244707,signal,0.9999998807907104,6.923690
244829,signal,0.9999970197677612,5.525750
245218,signal,0.9999974966049194,5.601471
245308,signal,0.9999996423721313,6.446569
245484,signal,0.9999995231628418,6.321630
245758,signal,0.9999983310699463,5.777562
245926,signal,0.9999997615814209,6.622660
246088,signal,0.999998927116394,5.969447
246100,signal,0.9999991655349731,6.078592
246121,signal,0.9999994039535522,6.224720
246192,signal,0.9999977350234985,5.644936
246246,signal,1.0,inf
246271,signal,0.9999991655349731,6.078592
246361,signal,0.9999985694885254,5.844509
246804,signal,0.9999998807907104,6.923690
246817,signal,0.9999979734420776,5.693241
246843,signal,0.9999986886978149,5.882297
247070,signal,0.9999969005584717,5.508717
247143,signal,1.0,inf
247298,signal,0.9999992847442627,6.145539
247316,signal,0.9999970197677612,5.525750
247553,signal,0.9999994039535522,6.224720
247630,signal,0.999997615814209,5.622660
247838,signal,0.9999973773956299,5.581267
247934,signal,0.9999969005584717,5.508717
247942,signal,0.9999980926513672,5.719570
248072,signal,0.9999985694885254,5.844509
248155,signal,0.9999982118606567,5.747599
248372,signal,0.9999977350234985,5.644936
248693,signal,0.9999996423721313,6.446569
248741,signal,0.9999991655349731,6.078592
248845,signal,0.9999996423721313,6.446569
249148,signal,0.9999991655349731,6.078592
249269,signal,0.999998927116394,5.969447
249621,signal,0.9999974966049194,5.601471
249737,signal,0.9999992847442627,6.145539
250135,signal,0.9999969005584717,5.508717
250278,signal,0.9999972581863403,5.561962
250499,signal,1.0,inf
250540,signal,0.9999982118606567,5.747599
250746,signal,0.9999992847442627,6.145539
251031,signal,0.9999983310699463,5.777562
251052,signal,0.9999988079071045,5.923690
251109,signal,0.9999979734420776,5.693241
251207,signal,1.0,inf
251450,signal,0.9999996423721313,6.446569
251511,signal,0.9999977350234985,5.644936
251756,signal,0.9999985694885254,5.844509
251903,signal,0.9999973773956299,5.581267
252150,signal,0.9999974966049194,5.601471
252507,signal,0.9999998807907104,6.923690
252588,signal,0.9999980926513672,5.719570
252655,signal,0.9999998807907104,6.923690
252656,signal,0.9999977350234985,5.644936
252744,signal,0.9999979734420776,5.693241
252910,signal,0.9999985694885254,5.844509
252921,signal,0.999998927116394,5.969447
253078,signal,0.9999996423721313,6.446569
253617,signal,0.9999988079071045,5.923690
253937,signal,0.9999997615814209,6.622660
253941,signal,0.9999969005584717,5.508717
253967,signal,0.9999985694885254,5.844509
254013,signal,0.9999994039535522,6.224720
254426,signal,0.9999970197677612,5.525750
254577,signal,0.9999973773956299,5.581267
254731,signal,1.0,inf
254941,signal,0.9999994039535522,6.224720
255012,signal,0.9999992847442627,6.145539
255278,signal,0.999998927116394,5.969447
255358,signal,0.9999970197677612,5.525750
255413,signal,0.9999994039535522,6.224720
255528,signal,1.0,inf
255610,signal,0.9999984502792358,5.809747
255969,signal,0.9999969005584717,5.508717
255971,signal,0.9999970197677612,5.525750
256063,signal,0.9999986886978149,5.882297
256076,signal,0.9999997615814209,6.622660
256151,signal,0.9999977350234985,5.644936
256294,signal,0.9999984502792358,5.809747
256432,signal,0.9999991655349731,6.078592
256451,signal,0.9999980926513672,5.719570
257029,signal,0.9999988079071045,5.923690
257327,signal,0.9999998807907104,6.923690
257583,signal,1.0,inf
257630,signal,0.999997615814209,5.622660
257865,signal,0.9999973773956299,5.581267
257901,signal,0.9999983310699463,5.777562
257925,signal,1.0,inf
257947,signal,0.9999972581863403,5.561962
258177,signal,0.9999998807907104,6.923690
258208,signal,1.0,inf
258216,signal,1.0,inf
258314,signal,1.0,inf
258452,signal,0.9999978542327881,5.668417
258639,signal,0.9999988079071045,5.923690
258724,signal,0.9999982118606567,5.747599
259118,signal,0.9999983310699463,5.777562
259175,signal,0.9999994039535522,6.224720
259515,signal,0.999997615814209,5.622660
259726,signal,0.9999969005584717,5.508717
259828,signal,0.9999994039535522,6.224720
259830,signal,0.9999995231628418,6.321630
260073,signal,0.9999998807907104,6.923690
260145,signal,0.9999994039535522,6.224720
260271,signal,0.9999997615814209,6.622660
260354,signal,0.9999995231628418,6.321630
260393,signal,0.9999992847442627,6.145539
260484,signal,0.9999979734420776,5.693241
260487,signal,1.0,inf
260504,signal,0.9999988079071045,5.923690
260764,signal,0.9999971389770508,5.543479
260840,signal,0.9999992847442627,6.145539
261090,signal,0.9999971389770508,5.543479
261207,signal,0.9999990463256836,6.020600
261530,signal,0.9999997615814209,6.622660
261799,signal,0.9999997615814209,6.622660
261832,signal,0.9999970197677612,5.525750
261834,signal,0.9999983310699463,5.777562
261909,signal,0.9999982118606567,5.747599
262072,signal,0.9999991655349731,6.078592
262341,signal,0.9999983310699463,5.777562
262377,signal,0.9999998807907104,6.923690
262545,signal,0.9999994039535522,6.224720
262611,signal,0.9999978542327881,5.668417
262857,signal,0.9999992847442627,6.145539
262979,signal,0.9999974966049194,5.601471
263170,signal,1.0,inf
263267,signal,0.9999984502792358,5.809747
263584,signal,0.9999995231628418,6.321630
263671,signal,0.9999992847442627,6.145539
263805,signal,0.9999982118606567,5.747599
263817,signal,0.9999970197677612,5.525750
263975,signal,0.9999992847442627,6.145539
263979,signal,0.9999997615814209,6.622660
264059,signal,0.9999991655349731,6.078592
264362,signal,0.9999973773956299,5.581267
264587,signal,0.9999992847442627,6.145539
264607,signal,0.9999998807907104,6.923690
264615,signal,0.9999974966049194,5.601471
264693,signal,0.9999992847442627,6.145539
264718,signal,1.0,inf
264822,signal,0.9999995231628418,6.321630
264884,signal,0.9999998807907104,6.923690
265083,signal,0.9999983310699463,5.777562
265107,signal,1.0,inf
265228,signal,0.9999988079071045,5.923690
265293,signal,0.9999973773956299,5.581267
265569,signal,0.9999991655349731,6.078592
265635,signal,0.9999983310699463,5.777562
265663,signal,0.9999991655349731,6.078592
265672,signal,1.0,inf
265692,signal,1.0,inf
265732,signal,0.999997615814209,5.622660
265789,signal,0.9999979734420776,5.693241
265791,signal,0.9999979734420776,5.693241
265946,signal,1.0,inf
265989,signal,1.0,inf
265996,signal,0.9999971389770508,5.543479
266027,signal,0.9999998807907104,6.923690
266028,signal,0.9999979734420776,5.693241
266616,signal,0.9999995231628418,6.321630
266724,signal,0.9999977350234985,5.644936
266864,signal,0.9999985694885254,5.844509
266981,signal,0.9999986886978149,5.882297
267291,signal,0.9999995231628418,6.321630
267321,signal,1.0,inf
267545,signal,0.9999996423721313,6.446569
267638,signal,0.9999972581863403,5.561962
267726,signal,0.9999995231628418,6.321630
267798,signal,0.9999992847442627,6.145539
267939,signal,0.9999991655349731,6.078592
267988,signal,0.9999984502792358,5.809747
267992,signal,0.9999969005584717,5.508717
268426,signal,0.9999998807907104,6.923690
268778,signal,0.9999988079071045,5.923690
268807,signal,1.0,inf
268865,signal,0.9999971389770508,5.543479
268879,signal,0.9999974966049194,5.601471
269028,signal,0.9999982118606567,5.747599
269190,signal,0.9999971389770508,5.543479
269502,signal,0.9999969005584717,5.508717
269610,signal,0.9999973773956299,5.581267
269629,signal,0.9999971389770508,5.543479
269988,signal,0.9999970197677612,5.525750
270053,signal,0.9999977350234985,5.644936
270150,signal,0.9999972581863403,5.561962
270175,signal,0.9999990463256836,6.020600
270178,signal,0.9999983310699463,5.777562
270214,signal,0.9999991655349731,6.078592
270242,signal,0.9999969005584717,5.508717
270480,signal,0.9999991655349731,6.078592
270606,signal,0.9999996423721313,6.446569
270703,signal,0.9999974966049194,5.601471
270893,signal,0.9999978542327881,5.668417
271001,signal,0.9999996423721313,6.446569
271217,signal,0.9999983310699463,5.777562
271357,signal,0.9999974966049194,5.601471
271397,signal,0.9999973773956299,5.581267
271640,signal,0.9999980926513672,5.719570
271674,signal,0.9999988079071045,5.923690
271799,signal,0.999997615814209,5.622660
272092,signal,0.9999985694885254,5.844509
272283,signal,0.9999988079071045,5.923690
272495,signal,0.9999983310699463,5.777562
272497,signal,1.0,inf
272598,signal,0.9999997615814209,6.622660
272685,signal,0.9999970197677612,5.525750
272829,signal,0.9999978542327881,5.668417
272974,signal,0.9999991655349731,6.078592
273121,signal,0.9999994039535522,6.224720
273226,signal,0.9999979734420776,5.693241
273298,signal,0.9999985694885254,5.844509
273347,signal,0.9999997615814209,6.622660
273492,signal,0.9999977350234985,5.644936
273639,signal,1.0,inf
273966,signal,0.9999970197677612,5.525750
274066,signal,0.9999988079071045,5.923690
274069,signal,0.9999973773956299,5.581267
274459,signal,0.999997615814209,5.622660
274467,signal,0.9999997615814209,6.622660
274847,signal,0.999998927116394,5.969447
274915,signal,0.9999974966049194,5.601471
274926,signal,1.0,inf
275167,signal,0.9999986886978149,5.882297
275329,signal,0.9999992847442627,6.145539
275416,signal,0.9999985694885254,5.844509
275453,signal,0.9999991655349731,6.078592
275522,signal,0.999998927116394,5.969447
275542,signal,0.9999998807907104,6.923690
275558,signal,0.9999977350234985,5.644936
276104,signal,1.0,inf
276342,signal,0.9999977350234985,5.644936
276568,signal,0.9999980926513672,5.719570
276765,signal,0.9999978542327881,5.668417
276771,signal,0.9999997615814209,6.622660
276913,signal,0.9999991655349731,6.078592
276957,signal,1.0,inf
276972,signal,0.9999991655349731,6.078592
277273,signal,0.9999972581863403,5.561962
277399,signal,0.9999983310699463,5.777562
277661,signal,0.9999971389770508,5.543479
278151,signal,0.9999982118606567,5.747599
278251,signal,0.9999992847442627,6.145539
278356,signal,0.9999995231628418,6.321630
278921,signal,0.9999990463256836,6.020600
279363,signal,0.9999995231628418,6.321630
279419,signal,0.9999990463256836,6.020600
279453,signal,0.9999998807907104,6.923690
279497,signal,0.9999998807907104,6.923690
279653,signal,0.9999983310699463,5.777562
279816,signal,1.0,inf
279824,signal,0.9999990463256836,6.020600
280252,signal,0.999997615814209,5.622660
280331,signal,0.9999983310699463,5.777562
280535,signal,0.9999980926513672,5.719570
280691,signal,0.9999991655349731,6.078592
280704,signal,0.9999978542327881,5.668417
280741,signal,0.9999998807907104,6.923690
280778,signal,0.9999971389770508,5.543479
281021,signal,0.9999980926513672,5.719570
281038,signal,0.9999972581863403,5.561962
281053,signal,0.9999984502792358,5.809747
281133,signal,0.9999988079071045,5.923690
281134,signal,0.9999973773956299,5.581267
281325,signal,0.9999984502792358,5.809747
281381,signal,0.9999986886978149,5.882297
281546,signal,0.9999982118606567,5.747599
281658,signal,0.9999990463256836,6.020600
281721,signal,0.9999982118606567,5.747599
281933,signal,0.999998927116394,5.969447
281995,signal,1.0,inf
282209,signal,0.9999971389770508,5.543479
282392,signal,0.9999980926513672,5.719570
282423,signal,0.9999997615814209,6.622660
282658,signal,0.9999994039535522,6.224720
282696,signal,0.9999972581863403,5.561962
282824,signal,0.9999982118606567,5.747599
282830,signal,0.9999969005584717,5.508717
282976,signal,0.9999995231628418,6.321630
283106,signal,1.0,inf
283120,signal,0.9999986886978149,5.882297
283221,signal,0.9999986886978149,5.882297
283525,signal,0.9999998807907104,6.923690
283542,signal,0.9999998807907104,6.923690
