member_index	sample_class	stratum	candidate_rows	fold	weight_eligibility	candidate_bearing_members_in_stratum	hierarchical_stratum_fraction	hierarchical_member_fraction	per_row_raw_weight	per_row_training_weight	aggregate_raw_weight	aggregate_training_weight	status
482	background	ttbar	32	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.255208333333333e-05	1.8660807291666666	0.0010416666666666667	59.71458333333333	pass
483	background	ttbar	27	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.8580246913580246e-05	2.211651234567901	0.0010416666666666667	59.71458333333333	pass
484	background	ttbar	34	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
485	background	ttbar	30	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.472222222222222e-05	1.990486111111111	0.0010416666666666667	59.71458333333333	pass
486	background	ttbar	34	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
487	background	ttbar	30	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.472222222222222e-05	1.990486111111111	0.0010416666666666667	59.71458333333333	pass
488	background	ttbar	28	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.720238095238095e-05	2.1326636904761904	0.0010416666666666667	59.71458333333333	pass
489	background	ttbar	23	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	4.528985507246377e-05	2.596286231884058	0.0010416666666666667	59.71458333333333	pass
490	background	ttbar	29	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.591954022988506e-05	2.0591235632183906	0.0010416666666666667	59.71458333333333	pass
491	background	ttbar	25	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	4.1666666666666665e-05	2.388583333333333	0.0010416666666666667	59.71458333333333	pass
492	background	ttbar	27	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.8580246913580246e-05	2.211651234567901	0.0010416666666666667	59.71458333333333	pass
493	background	ttbar	31	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.360215053763441e-05	1.92627688172043	0.0010416666666666667	59.71458333333333	pass
494	background	ttbar	31	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.360215053763441e-05	1.92627688172043	0.0010416666666666667	59.71458333333333	pass
495	background	ttbar	38	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.7412280701754386e-05	1.5714364035087718	0.0010416666666666667	59.71458333333333	pass
496	background	ttbar	40	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.6041666666666665e-05	1.4928645833333332	0.0010416666666666667	59.71458333333333	pass
497	background	ttbar	30	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.472222222222222e-05	1.990486111111111	0.0010416666666666667	59.71458333333333	pass
498	background	ttbar	34	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
499	background	ttbar	31	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.360215053763441e-05	1.92627688172043	0.0010416666666666667	59.71458333333333	pass
500	background	ttbar	35	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.9761904761904762e-05	1.7061309523809522	0.0010416666666666667	59.71458333333333	pass
501	background	ttbar	38	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.7412280701754386e-05	1.5714364035087718	0.0010416666666666667	59.71458333333333	pass
502	background	ttbar	29	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.591954022988506e-05	2.0591235632183906	0.0010416666666666667	59.71458333333333	pass
518	background	zbbbb	314	3	candidate_bearing_member	20	0.0625	0.003125	9.952229299363059e-06	0.5705214968152866	0.003125	179.14375	pass
519	background	zbbbb	295	0	candidate_bearing_member	20	0.0625	0.003125	1.0593220338983052e-05	0.6072669491525424	0.003125	179.14375	pass
520	background	zbbbb	302	1	candidate_bearing_member	20	0.0625	0.003125	1.0347682119205298e-05	0.593191225165563	0.003125	179.14375	pass
521	background	zbbbb	276	3	candidate_bearing_member	20	0.0625	0.003125	1.1322463768115942e-05	0.6490715579710146	0.003125	179.14375	pass
522	background	zbbbb	301	2	candidate_bearing_member	20	0.0625	0.003125	1.0382059800664452e-05	0.5951619601328904	0.003125	179.14375	pass
523	background	zbbbb	316	4	candidate_bearing_member	20	0.0625	0.003125	9.889240506329114e-06	0.5669106012658228	0.003125	179.14375	pass
524	background	zbbbb	262	2	candidate_bearing_member	20	0.0625	0.003125	1.1927480916030534e-05	0.6837547709923665	0.003125	179.14375	pass
525	background	zbbbb	303	1	candidate_bearing_member	20	0.0625	0.003125	1.0313531353135314e-05	0.5912334983498351	0.003125	179.14375	pass
526	background	zbbbb	272	1	candidate_bearing_member	20	0.0625	0.003125	1.1488970588235294e-05	0.6586167279411765	0.003125	179.14375	pass
527	background	zbbbb	307	2	candidate_bearing_member	20	0.0625	0.003125	1.0179153094462541e-05	0.5835301302931597	0.003125	179.14375	pass
528	background	zbbbb	292	2	candidate_bearing_member	20	0.0625	0.003125	1.0702054794520548e-05	0.613505993150685	0.003125	179.14375	pass
529	background	zbbbb	295	4	candidate_bearing_member	20	0.0625	0.003125	1.0593220338983052e-05	0.6072669491525424	0.003125	179.14375	pass
530	background	zbbbb	294	1	candidate_bearing_member	20	0.0625	0.003125	1.0629251700680273e-05	0.6093324829931973	0.003125	179.14375	pass
531	background	zbbbb	276	4	candidate_bearing_member	20	0.0625	0.003125	1.1322463768115942e-05	0.6490715579710146	0.003125	179.14375	pass
532	background	zbbbb	279	3	candidate_bearing_member	20	0.0625	0.003125	1.1200716845878136e-05	0.6420922939068101	0.003125	179.14375	pass
533	background	zbbbb	288	0	candidate_bearing_member	20	0.0625	0.003125	1.0850694444444445e-05	0.6220269097222223	0.003125	179.14375	pass
534	background	zbbbb	314	0	candidate_bearing_member	20	0.0625	0.003125	9.952229299363059e-06	0.5705214968152866	0.003125	179.14375	pass
535	background	zbbbb	285	4	candidate_bearing_member	20	0.0625	0.003125	1.0964912280701755e-05	0.6285745614035088	0.003125	179.14375	pass
536	background	zbbbb	274	0	candidate_bearing_member	20	0.0625	0.003125	1.1405109489051096e-05	0.6538093065693431	0.003125	179.14375	pass
537	background	zbbbb	300	3	candidate_bearing_member	20	0.0625	0.003125	1.0416666666666668e-05	0.5971458333333334	0.003125	179.14375	pass
543	background	top_associated	1189	1	candidate_bearing_member	15	0.0625	0.004166666666666667	3.504345388281469e-06	0.20089010372862348	0.004166666666666667	238.85833333333332	pass
544	background	top_associated	1246	4	candidate_bearing_member	15	0.0625	0.004166666666666667	3.3440342429106472e-06	0.19170010700909576	0.004166666666666667	238.85833333333332	pass
545	background	top_associated	1222	4	candidate_bearing_member	15	0.0625	0.004166666666666667	3.4097108565193673e-06	0.19546508456082923	0.004166666666666667	238.85833333333332	pass
547	background	top_associated	1853	1	candidate_bearing_member	15	0.0625	0.004166666666666667	2.248605864364094e-06	0.12890357978053607	0.004166666666666667	238.85833333333332	pass
548	background	top_associated	2016	3	candidate_bearing_member	15	0.0625	0.004166666666666667	2.066798941798942e-06	0.11848131613756613	0.004166666666666667	238.85833333333332	pass
549	background	top_associated	1963	2	candidate_bearing_member	15	0.0625	0.004166666666666667	2.1226014603498047e-06	0.1216802513160129	0.004166666666666667	238.85833333333332	pass
550	background	top_associated	1934	0	candidate_bearing_member	15	0.0625	0.004166666666666667	2.1544295070665286e-06	0.12350482592209583	0.004166666666666667	238.85833333333332	pass
551	background	top_associated	1072	2	candidate_bearing_member	15	0.0625	0.004166666666666667	3.88681592039801e-06	0.22281560945273632	0.004166666666666667	238.85833333333332	pass
552	background	top_associated	1019	3	candidate_bearing_member	15	0.0625	0.004166666666666667	4.088976120379457e-06	0.23440464507687273	0.004166666666666667	238.85833333333332	pass
553	background	top_associated	1078	0	candidate_bearing_member	15	0.0625	0.004166666666666667	3.865182436611008e-06	0.22157544836116264	0.004166666666666667	238.85833333333332	pass
555	background	single_higgs	7	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.00042517006802721087	24.37329931972789	0.002976190476190476	170.61309523809524	pass
556	background	single_higgs	4	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.000744047619047619	42.65327380952381	0.002976190476190476	170.61309523809524	pass
557	background	single_higgs	8	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.0003720238095238095	21.326636904761905	0.002976190476190476	170.61309523809524	pass
558	background	single_higgs	5	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.0005952380952380952	34.12261904761905	0.002976190476190476	170.61309523809524	pass
560	background	top_associated	48	4	candidate_bearing_member	15	0.0625	0.004166666666666667	8.680555555555556e-05	4.9762152777777775	0.004166666666666667	238.85833333333332	pass
561	background	top_associated	65	4	candidate_bearing_member	15	0.0625	0.004166666666666667	6.41025641025641e-05	3.6747435897435894	0.004166666666666667	238.85833333333332	pass
562	background	top_associated	55	4	candidate_bearing_member	15	0.0625	0.004166666666666667	7.575757575757576e-05	4.342878787878788	0.004166666666666667	238.85833333333332	pass
563	background	top_associated	70	4	candidate_bearing_member	15	0.0625	0.004166666666666667	5.9523809523809524e-05	3.4122619047619045	0.004166666666666667	238.85833333333332	pass
564	background	top_associated	59	4	candidate_bearing_member	15	0.0625	0.004166666666666667	7.062146892655367e-05	4.048446327683616	0.004166666666666667	238.85833333333332	pass
566	background	single_higgs	5	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.0005952380952380952	34.12261904761905	0.002976190476190476	170.61309523809524	pass
567	background	single_higgs	7	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.00042517006802721087	24.37329931972789	0.002976190476190476	170.61309523809524	pass
568	background	single_higgs	9	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.00033068783068783067	18.957010582010582	0.002976190476190476	170.61309523809524	pass
569	background	single_higgs	9	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.00033068783068783067	18.957010582010582	0.002976190476190476	170.61309523809524	pass
570	background	single_higgs	3	3	candidate_bearing_member	21	0.0625	0.002976190476190476	0.000992063492063492	56.87103174603175	0.002976190476190476	170.61309523809524	pass
572	background	diboson	0	4	no_candidate_rows_not_row_weightable	4	0.0625	0.0	0.0	0.0	0.0	0.0	pass
573	background	diboson	0	4	no_candidate_rows_not_row_weightable	4	0.0625	0.0	0.0	0.0	0.0	0.0	pass
574	background	diboson	0	3	no_candidate_rows_not_row_weightable	4	0.0625	0.0	0.0	0.0	0.0	0.0	pass
576	background	diboson	2	0	candidate_bearing_member	4	0.0625	0.015625	0.0078125	447.859375	0.015625	895.71875	pass
577	background	diboson	2	1	candidate_bearing_member	4	0.0625	0.015625	0.0078125	447.859375	0.015625	895.71875	pass
578	background	diboson	1	3	candidate_bearing_member	4	0.0625	0.015625	0.015625	895.71875	0.015625	895.71875	pass
579	background	diboson	2	2	candidate_bearing_member	4	0.0625	0.015625	0.0078125	447.859375	0.015625	895.71875	pass
580	background	diboson	0	0	no_candidate_rows_not_row_weightable	4	0.0625	0.0	0.0	0.0	0.0	0.0	pass
